bldg_id,wh_id,business_unt,adr_id,fluid_load_flg,sort_attr_locsts,sort_default_flg,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"B1","1","","BLDG_B1_1",0,"",0,1,"20181023123939","20181023123939","SUPER","SUPER"
