pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
1,1,3,"ord_line","uc_shipby","20211108141206","20211108141206","939161","939161",0
2,1,1,"ord","rt_adr_id","20211108141206","20211108141206","939161","939161",0
3,1,2,"ord","rtcust","20211108141206","20211108141206","939161","939161",0
4,2,3,"ord_line","uc_shipby","20211108141206","20211108141206","939161","939161",0
5,2,1,"ord","rt_adr_id","20211108141206","20211108141206","939161","939161",0
6,2,2,"ord","rtcust","20211108141206","20211108141206","939161","939161",0
7,3,3,"ord_line","uc_shipby","20211108141206","20211108141206","939161","939161",0
8,3,1,"ord","rt_adr_id","20211108141206","20211108141206","939161","939161",0
9,3,2,"ord","rtcust","20211108141206","20211108141206","939161","939161",0
10,4,3,"ord_line","uc_shipby","20220120131646","20220120131646","939370","939370",0
11,4,1,"ord","rt_adr_id","20220120131646","20220120131646","939370","939370",0
12,4,2,"ord","rtcust","20220120131646","20220120131646","939370","939370",0
13,5,1,"ord","rt_adr_id","20220120132206","20220120132206","939370","939370",0
14,5,2,"ord","rtcust","20220120132206","20220120132206","939370","939370",0
15,5,3,"ord_line","uc_shipby","20220120132206","20220120132206","939370","939370",0
16,6,1,"ord","rt_adr_id","20220418173830","20220418173830","939370","939370",0
17,6,2,"ord","rtcust","20220418173830","20220418173830","939370","939370",0
18,6,3,"ord_line","uc_shipby","20220418173830","20220418173830","939370","939370",0
19,7,1,"ord","rt_adr_id","20220418175102","20220418175102","939370","939370",0
20,7,2,"ord","rtcust","20220418175102","20220418175102","939370","939370",0
21,7,3,"ord_line","uc_shipby","20220418175102","20220418175102","939370","939370",0
22,8,1,"ord","rt_adr_id","20220418175225","20220418175225","939370","939370",0
23,8,2,"ord","rtcust","20220418175225","20220418175225","939370","939370",0
24,8,3,"ord_line","uc_shipby","20220418175225","20220418175225","939370","939370",0
25,9,1,"ord","rt_adr_id","20220418175402","20220418175402","939370","939370",0
26,9,2,"ord","rtcust","20220418175402","20220418175402","939370","939370",0
27,9,3,"ord_line","uc_shipby","20220418175402","20220418175402","939370","939370",0
28,10,1,"ord","rt_adr_id","20220418180135","20220418180135","939370","939370",0
29,10,2,"ord","rtcust","20220418180135","20220418180135","939370","939370",0
30,10,3,"ord_line","uc_shipby","20220418180135","20220418180135","939370","939370",0
31,11,1,"ord","rt_adr_id","20220418180438","20220418180438","939370","939370",0
32,11,2,"ord","rtcust","20220418180438","20220418180438","939370","939370",0
33,11,3,"ord_line","uc_shipby","20220418180439","20220418180439","939370","939370",0
34,12,1,"ord","rt_adr_id","20220418180915","20220418180915","939370","939370",0
35,12,2,"ord","rtcust","20220418180915","20220418180915","939370","939370",0
36,12,3,"ord_line","uc_shipby","20220418180915","20220418180915","939370","939370",0
37,13,1,"ord","rt_adr_id","20220418181030","20220418181030","939370","939370",0
38,13,2,"ord","rtcust","20220418181030","20220418181030","939370","939370",0
39,13,3,"ord_line","uc_shipby","20220418181030","20220418181030","939370","939370",0
40,14,1,"ord","rt_adr_id","20220418181858","20220418181858","939370","939370",0
41,14,2,"ord","rtcust","20220418181858","20220418181858","939370","939370",0
42,14,3,"ord_line","uc_shipby","20220418181858","20220418181858","939370","939370",0
43,15,1,"ord","rt_adr_id","20220418182112","20220418182112","939370","939370",0
44,15,2,"ord","rtcust","20220418182112","20220418182112","939370","939370",0
45,15,3,"ord_line","uc_shipby","20220418182112","20220418182112","939370","939370",0
46,16,1,"ord","rt_adr_id","20220418182326","20220418182326","939370","939370",0
47,16,2,"ord","rtcust","20220418182326","20220418182326","939370","939370",0
48,16,3,"ord_line","uc_shipby","20220418182326","20220418182326","939370","939370",0
49,17,1,"ord","rt_adr_id","20220418182441","20220418182441","939370","939370",0
50,17,2,"ord","rtcust","20220418182441","20220418182441","939370","939370",0
51,17,3,"ord_line","uc_shipby","20220418182441","20220418182441","939370","939370",0
52,18,1,"ord","rt_adr_id","20221010123057","20221010123057","939370","939370",0
53,18,2,"ord","rtcust","20221010123057","20221010123057","939370","939370",0
54,18,3,"ord_line","uc_shipby","20221010123057","20221010123057","939370","939370",0
55,19,1,"ord","rt_adr_id","20221010123137","20221010123137","939370","939370",0
56,19,2,"ord","rtcust","20221010123137","20221010123137","939370","939370",0
57,19,3,"ord_line","uc_shipby","20221010123137","20221010123137","939370","939370",0
58,20,1,"ord","rt_adr_id","20221010123213","20221010123213","939370","939370",0
59,20,2,"ord","rtcust","20221010123213","20221010123213","939370","939370",0
60,20,3,"ord_line","uc_shipby","20221010123213","20221010123213","939370","939370",0
61,21,1,"ord","rt_adr_id","20221010123239","20221010123239","939370","939370",0
62,21,2,"ord","rtcust","20221010123239","20221010123239","939370","939370",0
63,21,3,"ord_line","uc_shipby","20221010123239","20221010123239","939370","939370",0
64,22,1,"ord","rt_adr_id","20221010123304","20221010123304","939370","939370",0
65,22,2,"ord","rtcust","20221010123304","20221010123304","939370","939370",0
66,22,3,"ord_line","uc_shipby","20221010123304","20221010123304","939370","939370",0
67,23,1,"ord","rt_adr_id","20221010123901","20221010123901","939370","939370",0
68,23,2,"ord","rtcust","20221010123901","20221010123901","939370","939370",0
69,23,3,"ord_line","uc_shipby","20221010123901","20221010123901","939370","939370",0
70,24,1,"ord","rt_adr_id","20221010123936","20221010123936","939370","939370",0
71,24,2,"ord","rtcust","20221010123936","20221010123936","939370","939370",0
72,24,3,"ord_line","uc_shipby","20221010123936","20221010123936","939370","939370",0
73,25,1,"ord","rt_adr_id","20221010124040","20221010124040","939370","939370",0
74,25,2,"ord","rtcust","20221010124040","20221010124040","939370","939370",0
75,25,3,"ord_line","uc_shipby","20221010124040","20221010124040","939370","939370",0
76,26,1,"ord","rt_adr_id","20221010124146","20221010124146","939370","939370",0
77,26,2,"ord","rtcust","20221010124146","20221010124146","939370","939370",0
78,26,3,"ord_line","uc_shipby","20221010124146","20221010124146","939370","939370",0
79,27,1,"ord","rt_adr_id","20221010124245","20221010124245","939370","939370",0
80,27,2,"ord","rtcust","20221010124245","20221010124245","939370","939370",0
81,27,3,"ord_line","uc_shipby","20221010124246","20221010124246","939370","939370",0
82,28,1,"ord","rt_adr_id","20221010124317","20221010124317","939370","939370",0
83,28,2,"ord","rtcust","20221010124317","20221010124317","939370","939370",0
84,28,3,"ord_line","uc_shipby","20221010124317","20221010124317","939370","939370",0
85,29,1,"ord","rt_adr_id","20230112133727","20230112133727","939370","939370",0
86,29,2,"ord","rtcust","20230112133727","20230112133727","939370","939370",0
87,29,3,"ord_line","uc_shipby","20230112133727","20230112133727","939370","939370",0
88,30,1,"ord","rt_adr_id","20230112135313","20230112135313","939370","939370",0
89,30,2,"ord","rtcust","20230112135313","20230112135313","939370","939370",0
90,30,3,"ord_line","uc_shipby","20230112135313","20230112135313","939370","939370",0
91,31,1,"ord","rt_adr_id","20230112135348","20230112135348","939370","939370",0
92,31,2,"ord","rtcust","20230112135348","20230112135348","939370","939370",0
93,31,3,"ord_line","uc_shipby","20230112135348","20230112135348","939370","939370",0
94,32,1,"ord","rt_adr_id","20230112135418","20230112135418","939370","939370",0
95,32,2,"ord","rtcust","20230112135418","20230112135418","939370","939370",0
96,32,3,"ord_line","uc_shipby","20230112135418","20230112135418","939370","939370",0
