pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
97,33,1,"ord","rt_adr_id","20230112135449","20230112135449","939370","939370",0
98,33,2,"ord","rtcust","20230112135449","20230112135449","939370","939370",0
99,33,3,"ord_line","uc_shipby","20230112135449","20230112135449","939370","939370",0
100,34,1,"ord","rt_adr_id","20230112135529","20230112135529","939370","939370",0
101,34,2,"ord","rtcust","20230112135529","20230112135529","939370","939370",0
102,34,3,"ord_line","uc_shipby","20230112135529","20230112135529","939370","939370",0
103,35,1,"ord","rt_adr_id","20230112135600","20230112135600","939370","939370",0
104,35,2,"ord","rtcust","20230112135600","20230112135600","939370","939370",0
105,35,3,"ord_line","uc_shipby","20230112135600","20230112135600","939370","939370",0
106,36,1,"ord","rt_adr_id","20230112135629","20230112135629","939370","939370",0
107,36,2,"ord","rtcust","20230112135629","20230112135629","939370","939370",0
108,36,3,"ord_line","uc_shipby","20230112135629","20230112135629","939370","939370",0
109,37,1,"ord","rt_adr_id","20230112161341","20230112161341","939370","939370",0
110,37,2,"ord","rtcust","20230112161341","20230112161341","939370","939370",0
111,37,3,"ord_line","uc_shipby","20230112161341","20230112161341","939370","939370",0
112,38,1,"ord","rt_adr_id","20230112161413","20230112161413","939370","939370",0
113,38,2,"ord","rtcust","20230112161413","20230112161413","939370","939370",0
114,38,3,"ord_line","uc_shipby","20230112161413","20230112161413","939370","939370",0
115,39,1,"ord","rt_adr_id","20230112161448","20230112161448","939370","939370",0
116,39,2,"ord","rtcust","20230112161448","20230112161448","939370","939370",0
117,39,3,"ord_line","uc_shipby","20230112161448","20230112161448","939370","939370",0
118,40,1,"ord","rt_adr_id","20230112161538","20230112161538","939370","939370",0
119,40,2,"ord","rtcust","20230112161538","20230112161538","939370","939370",0
120,40,3,"ord_line","uc_shipby","20230112161538","20230112161538","939370","939370",0
121,41,1,"ord","rt_adr_id","20230112161614","20230112161614","939370","939370",0
122,41,2,"ord","rtcust","20230112161614","20230112161614","939370","939370",0
123,41,3,"ord_line","uc_shipby","20230112161614","20230112161614","939370","939370",0
124,42,1,"ord","rt_adr_id","20230112161655","20230112161655","939370","939370",0
125,42,2,"ord","rtcust","20230112161655","20230112161655","939370","939370",0
126,42,3,"ord_line","uc_shipby","20230112161655","20230112161655","939370","939370",0
127,43,1,"ord","rt_adr_id","20230112161726","20230112161726","939370","939370",0
128,43,2,"ord","rtcust","20230112161726","20230112161726","939370","939370",0
129,43,3,"ord_line","uc_shipby","20230112161726","20230112161726","939370","939370",0
130,44,1,"ord","rt_adr_id","20230112161759","20230112161759","939370","939370",0
131,44,2,"ord","rtcust","20230112161759","20230112161759","939370","939370",0
132,44,3,"ord_line","uc_shipby","20230112161759","20230112161759","939370","939370",0
133,45,1,"ord","rt_adr_id","20230112161849","20230112161849","939370","939370",0
134,45,2,"ord","rtcust","20230112161849","20230112161849","939370","939370",0
135,45,3,"ord_line","uc_shipby","20230112161849","20230112161849","939370","939370",0
136,46,1,"ord","rt_adr_id","20230112161924","20230112161924","939370","939370",0
137,46,2,"ord","rtcust","20230112161924","20230112161924","939370","939370",0
138,46,3,"ord_line","uc_shipby","20230112161924","20230112161924","939370","939370",0
139,47,1,"ord","rt_adr_id","20230112161954","20230112161954","939370","939370",0
140,47,2,"ord","rtcust","20230112161954","20230112161954","939370","939370",0
141,47,3,"ord_line","uc_shipby","20230112161954","20230112161954","939370","939370",0
142,48,1,"ord","rt_adr_id","20230112162023","20230112162023","939370","939370",0
143,48,2,"ord","rtcust","20230112162023","20230112162023","939370","939370",0
144,48,3,"ord_line","uc_shipby","20230112162023","20230112162023","939370","939370",0
145,49,1,"ord","rt_adr_id","20230112162048","20230112162048","939370","939370",0
146,49,2,"ord","rtcust","20230112162048","20230112162048","939370","939370",0
147,49,3,"ord_line","uc_shipby","20230112162048","20230112162048","939370","939370",0
148,50,1,"ord","rt_adr_id","20230112162123","20230112162123","939370","939370",0
149,50,2,"ord","rtcust","20230112162123","20230112162123","939370","939370",0
150,50,3,"ord_line","uc_shipby","20230112162123","20230112162123","939370","939370",0
151,51,1,"ord","rt_adr_id","20230112162150","20230112162150","939370","939370",0
152,51,2,"ord","rtcust","20230112162150","20230112162150","939370","939370",0
153,51,3,"ord_line","uc_shipby","20230112162150","20230112162150","939370","939370",0
154,52,1,"ord","rt_adr_id","20230112162225","20230112162225","939370","939370",0
155,52,2,"ord","rtcust","20230112162225","20230112162225","939370","939370",0
156,52,3,"ord_line","uc_shipby","20230112162225","20230112162225","939370","939370",0
157,53,1,"ord","rt_adr_id","20230112171100","20230112171100","939370","939370",0
158,53,2,"ord","rtcust","20230112171100","20230112171100","939370","939370",0
159,53,3,"ord_line","uc_shipby","20230112171100","20230112171100","939370","939370",0
160,54,1,"ord","rt_adr_id","20230112171127","20230112171127","939370","939370",0
161,54,2,"ord","rtcust","20230112171127","20230112171127","939370","939370",0
162,54,3,"ord_line","uc_shipby","20230112171127","20230112171127","939370","939370",0
163,55,1,"ord","rt_adr_id","20230112171156","20230112171156","939370","939370",0
164,55,2,"ord","rtcust","20230112171156","20230112171156","939370","939370",0
165,55,3,"ord_line","uc_shipby","20230112171156","20230112171156","939370","939370",0
166,56,1,"ord","rt_adr_id","20230112171240","20230112171240","939370","939370",0
167,56,2,"ord","rtcust","20230112171240","20230112171240","939370","939370",0
168,56,3,"ord_line","uc_shipby","20230112171240","20230112171240","939370","939370",0
169,57,1,"ord","rt_adr_id","20230112171308","20230112171308","939370","939370",0
170,57,2,"ord","rtcust","20230112171308","20230112171308","939370","939370",0
171,57,3,"ord_line","uc_shipby","20230112171308","20230112171308","939370","939370",0
172,58,1,"ord","rt_adr_id","20230112171331","20230112171331","939370","939370",0
173,58,2,"ord","rtcust","20230112171331","20230112171331","939370","939370",0
174,58,3,"ord_line","uc_shipby","20230112171331","20230112171331","939370","939370",0
175,59,1,"ord","rt_adr_id","20230112171356","20230112171356","939370","939370",0
176,59,2,"ord","rtcust","20230112171356","20230112171356","939370","939370",0
177,59,3,"ord_line","uc_shipby","20230112171356","20230112171356","939370","939370",0
178,60,1,"ord","rt_adr_id","20230112171420","20230112171420","939370","939370",0
179,60,2,"ord","rtcust","20230112171420","20230112171420","939370","939370",0
180,60,3,"ord_line","uc_shipby","20230112171420","20230112171420","939370","939370",0
181,61,1,"ord","rt_adr_id","20230112183538","20230112183538","939370","939370",0
182,61,2,"ord","rtcust","20230112183538","20230112183538","939370","939370",0
183,61,3,"ord_line","uc_shipby","20230112183538","20230112183538","939370","939370",0
184,62,1,"ord","rt_adr_id","20230112183643","20230112183643","939370","939370",0
185,62,2,"ord","rtcust","20230112183643","20230112183643","939370","939370",0
186,62,3,"ord_line","uc_shipby","20230112183643","20230112183643","939370","939370",0
187,63,1,"ord","rt_adr_id","20230113125700","20230113125700","939370","939370",0
188,63,2,"ord","rtcust","20230113125700","20230113125700","939370","939370",0
189,63,3,"ord_line","uc_shipby","20230113125700","20230113125700","939370","939370",0
190,64,1,"ord","rt_adr_id","20230113125927","20230113125927","939370","939370",0
191,64,2,"ord","rtcust","20230113125927","20230113125927","939370","939370",0
192,64,3,"ord_line","uc_shipby","20230113125927","20230113125927","939370","939370",0
193,65,1,"ord","rt_adr_id","20230113130054","20230113130054","939370","939370",0
194,65,2,"ord","rtcust","20230113130054","20230113130054","939370","939370",0
195,65,3,"ord_line","uc_shipby","20230113130054","20230113130054","939370","939370",0
196,66,1,"ord","rt_adr_id","20230113130239","20230113130239","939370","939370",0
197,66,2,"ord","rtcust","20230113130239","20230113130239","939370","939370",0
198,66,3,"ord_line","uc_shipby","20230113130239","20230113130239","939370","939370",0
199,67,1,"ord","rt_adr_id","20230113130406","20230113130406","939370","939370",0
200,67,2,"ord","rtcust","20230113130406","20230113130406","939370","939370",0
201,67,3,"ord_line","uc_shipby","20230113130406","20230113130406","939370","939370",0
202,68,1,"ord","rt_adr_id","20230113130553","20230113130553","939370","939370",0
203,68,2,"ord","rtcust","20230113130553","20230113130553","939370","939370",0
204,68,3,"ord_line","uc_shipby","20230113130553","20230113130553","939370","939370",0
205,69,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
206,69,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
207,69,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
208,70,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
209,70,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
210,70,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
211,71,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
212,71,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
213,71,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
214,72,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
215,72,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
216,72,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
217,73,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
218,73,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
219,73,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
220,74,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
221,74,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
222,74,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
223,75,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
224,75,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
225,75,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
226,76,1,"ord","rt_adr_id","20230720140727","20230720140727","938673","938673",0
227,76,2,"ord","rtcust","20230720140727","20230720140727","938673","938673",0
228,76,3,"ord_line","uc_shipby","20230720140727","20230720140727","938673","938673",0
229,77,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
230,77,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
231,77,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
232,78,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
233,78,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
234,78,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
235,79,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
236,79,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
237,79,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
238,80,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
239,80,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
240,80,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
241,81,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
242,81,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
243,81,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
244,82,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
245,82,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
246,82,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
247,83,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
248,83,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
249,83,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
250,84,1,"ord","rt_adr_id","20230720140733","20230720140733","938673","938673",0
251,84,2,"ord","rtcust","20230720140733","20230720140733","938673","938673",0
252,84,3,"ord_line","uc_shipby","20230720140733","20230720140733","938673","938673",0
253,85,1,"ord","rt_adr_id","20230720140736","20230720140736","938673","938673",0
254,85,2,"ord","rtcust","20230720140736","20230720140736","938673","938673",0
255,85,3,"ord_line","uc_shipby","20230720140736","20230720140736","938673","938673",0
256,86,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
257,86,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
258,86,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
259,87,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
260,87,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
261,87,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
262,88,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
263,88,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
264,88,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
265,89,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
266,89,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
267,89,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
268,90,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
269,90,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
270,90,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
271,91,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
272,91,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
273,91,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
274,92,1,"ord","rt_adr_id","20230720140737","20230720140737","938673","938673",0
275,92,2,"ord","rtcust","20230720140737","20230720140737","938673","938673",0
276,92,3,"ord_line","uc_shipby","20230720140737","20230720140737","938673","938673",0
277,93,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
278,93,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
279,93,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
280,94,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
281,94,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
282,94,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
283,95,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
284,95,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
285,95,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
286,96,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
287,96,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
288,96,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
289,97,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
290,97,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
291,97,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
292,98,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
293,98,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
294,98,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
295,99,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
296,99,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
297,99,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
298,100,1,"ord","rt_adr_id","20230720140741","20230720140741","938673","938673",0
299,100,2,"ord","rtcust","20230720140741","20230720140741","938673","938673",0
300,100,3,"ord_line","uc_shipby","20230720140741","20230720140741","938673","938673",0
301,102,1,"ord","rt_adr_id","20231005203936","20231005203936","939370","939370",0
302,102,2,"ord","rtcust","20231005203936","20231005203936","939370","939370",0
303,102,3,"ord_line","uc_shipby","20231005203936","20231005203936","939370","939370",0
304,103,1,"ord","rt_adr_id","20231005204023","20231005204023","939370","939370",0
305,103,2,"ord","rtcust","20231005204023","20231005204023","939370","939370",0
306,103,3,"ord_line","uc_shipby","20231005204024","20231005204024","939370","939370",0
307,104,1,"ord","rt_adr_id","20231005204048","20231005204048","939370","939370",0
308,104,2,"ord","rtcust","20231005204048","20231005204048","939370","939370",0
309,104,3,"ord_line","uc_shipby","20231005204048","20231005204048","939370","939370",0
