src_mov_zone_id,dst_mov_zone_id,lodlvl,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
10017,10040,"D","20230503230445","20230503230445","938673","938673",0
10017,10040,"L","20230309203215","20230309203215","938673","938673",0
10017,10040,"S","20230309203215","20230309203215","938673","938673",0
10017,10041,"D","20230503225856","20230503225856","938673","938673",0
10017,10041,"L","20230309205222","20230309205222","938673","938673",0
10017,10041,"S","20230309205222","20230309205222","938673","938673",0
10017,10042,"D","20230503230130","20230503230130","938673","938673",0
10017,10042,"L","20230309204239","20230309204239","938673","938673",0
10017,10042,"S","20230309204239","20230309204239","938673","938673",0
10017,10048,"L","20230612173106","20230612173106","939370","939370",0
10017,10048,"S","20230612173106","20230612173106","939370","939370",0
10017,10049,"L","20230612173106","20230612173106","939370","939370",0
10017,10049,"S","20230612173106","20230612173106","939370","939370",0
10017,10050,"L","20230612173106","20230612173106","939370","939370",0
10017,10050,"S","20230612173106","20230612173106","939370","939370",0
10017,10051,"L","20230612173106","20230612173106","939370","939370",0
10017,10051,"S","20230612173106","20230612173106","939370","939370",0
10017,10052,"L","20230612173106","20230612173106","939370","939370",0
10017,10052,"S","20230612173106","20230612173106","939370","939370",0
10017,10053,"L","20230612173106","20230612173106","939370","939370",0
10017,10053,"S","20230612173106","20230612173106","939370","939370",0
10017,10054,"L","20230612173106","20230612173106","939370","939370",0
10017,10054,"S","20230612173106","20230612173106","939370","939370",0
10017,10055,"L","20230612173106","20230612173106","939370","939370",0
10017,10055,"S","20230612173106","20230612173106","939370","939370",0
10017,10056,"L","20230612173106","20230612173106","939370","939370",0
10017,10056,"S","20230612173106","20230612173106","939370","939370",0
10017,10057,"L","20230612173106","20230612173106","939370","939370",0
10017,10057,"S","20230612173106","20230612173106","939370","939370",0
10017,10058,"L","20230612173106","20230612173106","939370","939370",0
10017,10058,"S","20230612173106","20230612173106","939370","939370",0
10017,10059,"L","20230612173106","20230612173106","939370","939370",0
10017,10059,"S","20230612173106","20230612173106","939370","939370",0
10017,10060,"L","20230612173106","20230612173106","939370","939370",0
10017,10060,"S","20230612173106","20230612173106","939370","939370",0
10032,10040,"D","20230503230532","20230503230532","938673","938673",0
10032,10040,"L","20230309203400","20230309203400","938673","938673",0
10032,10040,"S","20230309203400","20230309203400","938673","938673",0
10032,10041,"D","20230503230004","20230503230004","938673","938673",0
10032,10041,"L","20230309204645","20230309204645","938673","938673",0
10032,10041,"S","20230309204645","20230309204645","938673","938673",0
10032,10042,"D","20230503230246","20230503230246","938673","938673",0
10032,10042,"L","20230309204446","20230309204446","938673","938673",0
10032,10042,"S","20230309204446","20230309204446","938673","938673",0
10032,10048,"L","20230612174241","20230612174241","939370","939370",0
10032,10048,"S","20230612174241","20230612174241","939370","939370",0
10032,10049,"L","20230612174241","20230612174241","939370","939370",0
10032,10049,"S","20230612174241","20230612174241","939370","939370",0
10032,10050,"L","20230612174241","20230612174241","939370","939370",0
10032,10050,"S","20230612174241","20230612174241","939370","939370",0
10032,10051,"L","20230612174241","20230612174241","939370","939370",0
10032,10051,"S","20230612174241","20230612174241","939370","939370",0
10032,10052,"L","20230612174241","20230612174241","939370","939370",0
10032,10052,"S","20230612174241","20230612174241","939370","939370",0
10032,10053,"L","20230612174241","20230612174241","939370","939370",0
