stoloc,wh_id,arecod,loccod,locsts,velzon,aisle_id,trvseq,sto_seq,rescod,bay,lvl,locpos,lochgt,loclen,locwid,dck_acc_cod,locvrc,maxqvl,curqvl,pndqvl,trfpct,erfpct,esc_type,esc_thr,useflg,stoflg,pckflg,repflg,asgflg,cipflg,cntseq,numcnt,abccod,cntdte,devcod,lokcod,locacc,voc_chkdgt,voc_chkdgt_2,voc_chkdgt_3,lstdte,lstcod,lst_usr_id,slotseq,perm_asgflg,cnt_zone_id,pck_zone_id,sto_zone_id,mov_zone_id,wrk_zone_id,loc_typ_id,of_lvl_unit,section,x,y,z,attr1,attr2,attr3,attr4,attr5,basepoint_id,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,border_pad,auto_mov_flg,slot_id,def_maxqvl,u_version,ateseq,atedte,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,cntbck_ena_flg,prdlin,stgloc,rcv_rescod,pal_stck_rst,maxwgt,lvl_typ_id,billing_flg,prtadr,lbl_prtadr,min_lvl_unit,max_lvl_unit,bckfill_loc,bckfill_locvrc,bckfill_voc_chkdgt,bckfill_voc_chkdgt_2,bckfill_voc_chkdgt_3,bckfill_aisle
"E-116-06","7","E001","P","E","A","116","500100540","500100540","","","","06",999999.0,999999.0,999999.0,"","E-116-06",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-07","7","E001","P","E","A","116","500100540","500100540","","","","07",999999.0,999999.0,999999.0,"","E-116-07",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-08","7","E001","P","E","A","116","500100540","500100540","","","","08",999999.0,999999.0,999999.0,"","E-116-08",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-09","7","E001","P","E","A","116","500100540","500100540","","","","09",999999.0,999999.0,999999.0,"","E-116-09",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-10","7","E001","P","E","A","116","500100540","500100540","","","","10",999999.0,999999.0,999999.0,"","E-116-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-11","7","E001","P","E","A","116","500100540","500100540","","","","11",999999.0,999999.0,999999.0,"","E-116-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-12","7","E001","P","E","A","116","500100540","500100540","","","","12",999999.0,999999.0,999999.0,"","E-116-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-13","7","E001","P","E","A","116","500100540","500100540","","","","13",999999.0,999999.0,999999.0,"","E-116-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-14","7","E001","P","E","A","116","500100540","500100540","","","","14",999999.0,999999.0,999999.0,"","E-116-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-15","7","E001","P","E","A","116","500100540","500100540","","","","15",999999.0,999999.0,999999.0,"","E-116-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-16","7","E001","P","E","A","116","500100540","500100540","","","","16",999999.0,999999.0,999999.0,"","E-116-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-17","7","E001","P","E","A","116","500100540","500100540","","","","17",999999.0,999999.0,999999.0,"","E-116-17",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-18","7","E001","P","E","A","116","500100540","500100540","","","","18",999999.0,999999.0,999999.0,"","E-116-18",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-19","7","E001","P","E","A","116","500100540","500100540","","","","19",999999.0,999999.0,999999.0,"","E-116-19",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-20","7","E001","P","E","A","116","500100540","500100540","","","","20",999999.0,999999.0,999999.0,"","E-116-20",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-21","7","E001","P","E","A","116","500100540","500100540","","","","21",999999.0,999999.0,999999.0,"","E-116-21",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-116-22","7","E001","P","E","A","116","500100540","500100540","","","","22",999999.0,999999.0,999999.0,"","E-116-22",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-01","7","E001","P","E","A","117","500100190","500100190","","","","01",999999.0,999999.0,999999.0,"","E-117-01",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-02","7","E001","P","E","A","117","500100190","500100190","","","","02",999999.0,999999.0,999999.0,"","E-117-02",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-03","7","E001","P","E","A","117","500100190","500100190","","","","03",999999.0,999999.0,999999.0,"","E-117-03",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-04","7","E001","P","E","A","117","500100190","500100190","","","","04",999999.0,999999.0,999999.0,"","E-117-04",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-05","7","E001","P","E","A","117","500100190","500100190","","","","05",999999.0,999999.0,999999.0,"","E-117-05",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-06","7","E001","P","E","A","117","500100190","500100190","","","","06",999999.0,999999.0,999999.0,"","E-117-06",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-07","7","E001","P","E","A","117","500100190","500100190","","","","07",999999.0,999999.0,999999.0,"","E-117-07",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-08","7","E001","P","E","A","117","500100190","500100190","","","","08",999999.0,999999.0,999999.0,"","E-117-08",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-09","7","E001","P","E","A","117","500100190","500100190","","","","09",999999.0,999999.0,999999.0,"","E-117-09",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-10","7","E001","P","E","A","117","500100190","500100190","","","","10",999999.0,999999.0,999999.0,"","E-117-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-11","7","E001","P","E","A","117","500100190","500100190","","","","11",999999.0,999999.0,999999.0,"","E-117-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-12","7","E001","P","E","A","117","500100190","500100190","","","","12",999999.0,999999.0,999999.0,"","E-117-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-13","7","E001","P","E","A","117","500100190","500100190","","","","13",999999.0,999999.0,999999.0,"","E-117-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-14","7","E001","P","E","A","117","500100190","500100190","","","","14",999999.0,999999.0,999999.0,"","E-117-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-15","7","E001","P","E","A","117","500100190","500100190","","","","15",999999.0,999999.0,999999.0,"","E-117-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-16","7","E001","P","E","A","117","500100190","500100190","","","","16",999999.0,999999.0,999999.0,"","E-117-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-17","7","E001","P","E","A","117","500100190","500100190","","","","17",999999.0,999999.0,999999.0,"","E-117-17",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-18","7","E001","P","E","A","117","500100190","500100190","","","","18",999999.0,999999.0,999999.0,"","E-117-18",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-19","7","E001","P","E","A","117","500100190","500100190","","","","19",999999.0,999999.0,999999.0,"","E-117-19",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-20","7","E001","P","E","A","117","500100190","500100190","","","","20",999999.0,999999.0,999999.0,"","E-117-20",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-21","7","E001","P","E","A","117","500100190","500100190","","","","21",999999.0,999999.0,999999.0,"","E-117-21",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-117-22","7","E001","P","E","A","117","500100190","500100190","","","","22",999999.0,999999.0,999999.0,"","E-117-22",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143800","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-01","7","E001","P","E","A","118","500100530","500100530","","","","01",999999.0,999999.0,999999.0,"","E-118-01",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-02","7","E001","P","E","A","118","500100530","500100530","","","","02",999999.0,999999.0,999999.0,"","E-118-02",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161110","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-03","7","E001","P","E","A","118","500100530","500100530","","","","03",999999.0,999999.0,999999.0,"","E-118-03",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-04","7","E001","P","E","A","118","500100530","500100530","","","","04",999999.0,999999.0,999999.0,"","E-118-04",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-05","7","E001","P","E","A","118","500100530","500100530","","","","05",999999.0,999999.0,999999.0,"","E-118-05",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-06","7","E001","P","E","A","118","500100530","500100530","","","","06",999999.0,999999.0,999999.0,"","E-118-06",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-07","7","E001","P","E","A","118","500100530","500100530","","","","07",999999.0,999999.0,999999.0,"","E-118-07",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-08","7","E001","P","E","A","118","500100530","500100530","","","","08",999999.0,999999.0,999999.0,"","E-118-08",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-09","7","E001","P","E","A","118","500100530","500100530","","","","09",999999.0,999999.0,999999.0,"","E-118-09",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-10","7","E001","P","E","A","118","500100530","500100530","","","","10",999999.0,999999.0,999999.0,"","E-118-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-11","7","E001","P","E","A","118","500100530","500100530","","","","11",999999.0,999999.0,999999.0,"","E-118-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-12","7","E001","P","E","A","118","500100530","500100530","","","","12",999999.0,999999.0,999999.0,"","E-118-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-13","7","E001","P","E","A","118","500100530","500100530","","","","13",999999.0,999999.0,999999.0,"","E-118-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-14","7","E001","P","E","A","118","500100530","500100530","","","","14",999999.0,999999.0,999999.0,"","E-118-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-15","7","E001","P","E","A","118","500100530","500100530","","","","15",999999.0,999999.0,999999.0,"","E-118-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"E-118-16","7","E001","P","E","A","118","500100530","500100530","","","","16",999999.0,999999.0,999999.0,"","E-118-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10004,10002,10123,10008,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143801","20200417161111","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
