stoloc,wh_id,arecod,loccod,locsts,velzon,aisle_id,trvseq,sto_seq,rescod,bay,lvl,locpos,lochgt,loclen,locwid,dck_acc_cod,locvrc,maxqvl,curqvl,pndqvl,trfpct,erfpct,esc_type,esc_thr,useflg,stoflg,pckflg,repflg,asgflg,cipflg,cntseq,numcnt,abccod,cntdte,devcod,lokcod,locacc,voc_chkdgt,voc_chkdgt_2,voc_chkdgt_3,lstdte,lstcod,lst_usr_id,slotseq,perm_asgflg,cnt_zone_id,pck_zone_id,sto_zone_id,mov_zone_id,wrk_zone_id,loc_typ_id,of_lvl_unit,section,x,y,z,attr1,attr2,attr3,attr4,attr5,basepoint_id,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,border_pad,auto_mov_flg,slot_id,def_maxqvl,u_version,ateseq,atedte,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,cntbck_ena_flg,prdlin,stgloc,rcv_rescod,pal_stck_rst,maxwgt,lvl_typ_id,billing_flg,prtadr,lbl_prtadr,min_lvl_unit,max_lvl_unit,bckfill_loc,bckfill_locvrc,bckfill_voc_chkdgt,bckfill_voc_chkdgt_2,bckfill_voc_chkdgt_3,bckfill_aisle
"D-115-10","7","D001","P","E","A","115","400100180","400100180","","","","10",999999.0,999999.0,999999.0,"","D-115-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-11","7","D001","P","E","A","115","400100180","400100180","","","","11",999999.0,999999.0,999999.0,"","D-115-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-12","7","D001","P","E","A","115","400100180","400100180","","","","12",999999.0,999999.0,999999.0,"","D-115-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-13","7","D001","P","E","A","115","400100180","400100180","","","","13",999999.0,999999.0,999999.0,"","D-115-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-14","7","D001","P","E","A","115","400100180","400100180","","","","14",999999.0,999999.0,999999.0,"","D-115-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-15","7","D001","P","E","A","115","400100180","400100180","","","","15",999999.0,999999.0,999999.0,"","D-115-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-16","7","D001","P","E","A","115","400100180","400100180","","","","16",999999.0,999999.0,999999.0,"","D-115-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-17","7","D001","P","E","A","115","400100180","400100180","","","","17",999999.0,999999.0,999999.0,"","D-115-17",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-18","7","D001","P","E","A","115","400100180","400100180","","","","18",999999.0,999999.0,999999.0,"","D-115-18",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-19","7","D001","P","E","A","115","400100180","400100180","","","","19",999999.0,999999.0,999999.0,"","D-115-19",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-20","7","D001","P","E","A","115","400100180","400100180","","","","20",999999.0,999999.0,999999.0,"","D-115-20",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-21","7","D001","P","E","A","115","400100180","400100180","","","","21",999999.0,999999.0,999999.0,"","D-115-21",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-115-22","7","D001","P","E","A","115","400100180","400100180","","","","22",999999.0,999999.0,999999.0,"","D-115-22",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-01","7","D001","P","E","A","116","400100410","400100410","","","","01",999999.0,999999.0,999999.0,"","D-116-01",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-02","7","D001","P","E","A","116","400100410","400100410","","","","02",999999.0,999999.0,999999.0,"","D-116-02",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-03","7","D001","P","E","A","116","400100410","400100410","","","","03",999999.0,999999.0,999999.0,"","D-116-03",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-04","7","D001","P","E","A","116","400100410","400100410","","","","04",999999.0,999999.0,999999.0,"","D-116-04",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-05","7","D001","P","E","A","116","400100410","400100410","","","","05",999999.0,999999.0,999999.0,"","D-116-05",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-06","7","D001","P","E","A","116","400100410","400100410","","","","06",999999.0,999999.0,999999.0,"","D-116-06",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-07","7","D001","P","E","A","116","400100410","400100410","","","","07",999999.0,999999.0,999999.0,"","D-116-07",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-08","7","D001","P","E","A","116","400100410","400100410","","","","08",999999.0,999999.0,999999.0,"","D-116-08",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-09","7","D001","P","E","A","116","400100410","400100410","","","","09",999999.0,999999.0,999999.0,"","D-116-09",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-10","7","D001","P","E","A","116","400100410","400100410","","","","10",999999.0,999999.0,999999.0,"","D-116-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-11","7","D001","P","E","A","116","400100410","400100410","","","","11",999999.0,999999.0,999999.0,"","D-116-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-12","7","D001","P","E","A","116","400100410","400100410","","","","12",999999.0,999999.0,999999.0,"","D-116-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-13","7","D001","P","E","A","116","400100410","400100410","","","","13",999999.0,999999.0,999999.0,"","D-116-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-14","7","D001","P","E","A","116","400100410","400100410","","","","14",999999.0,999999.0,999999.0,"","D-116-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-15","7","D001","P","E","A","116","400100410","400100410","","","","15",999999.0,999999.0,999999.0,"","D-116-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-16","7","D001","P","E","A","116","400100410","400100410","","","","16",999999.0,999999.0,999999.0,"","D-116-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-17","7","D001","P","E","A","116","400100410","400100410","","","","17",999999.0,999999.0,999999.0,"","D-116-17",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-18","7","D001","P","E","A","116","400100410","400100410","","","","18",999999.0,999999.0,999999.0,"","D-116-18",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-19","7","D001","P","E","A","116","400100410","400100410","","","","19",999999.0,999999.0,999999.0,"","D-116-19",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-20","7","D001","P","E","A","116","400100410","400100410","","","","20",999999.0,999999.0,999999.0,"","D-116-20",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-21","7","D001","P","E","A","116","400100410","400100410","","","","21",999999.0,999999.0,999999.0,"","D-116-21",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-116-22","7","D001","P","E","A","116","400100410","400100410","","","","22",999999.0,999999.0,999999.0,"","D-116-22",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-01","7","D001","P","E","A","117","400100190","400100190","","","","01",999999.0,999999.0,999999.0,"","D-117-01",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-02","7","D001","P","E","A","117","400100190","400100190","","","","02",999999.0,999999.0,999999.0,"","D-117-02",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143755","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-03","7","D001","P","E","A","117","400100190","400100190","","","","03",999999.0,999999.0,999999.0,"","D-117-03",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-04","7","D001","P","E","A","117","400100190","400100190","","","","04",999999.0,999999.0,999999.0,"","D-117-04",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-05","7","D001","P","E","A","117","400100190","400100190","","","","05",999999.0,999999.0,999999.0,"","D-117-05",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-06","7","D001","P","E","A","117","400100190","400100190","","","","06",999999.0,999999.0,999999.0,"","D-117-06",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-07","7","D001","P","E","A","117","400100190","400100190","","","","07",999999.0,999999.0,999999.0,"","D-117-07",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-08","7","D001","P","E","A","117","400100190","400100190","","","","08",999999.0,999999.0,999999.0,"","D-117-08",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-09","7","D001","P","E","A","117","400100190","400100190","","","","09",999999.0,999999.0,999999.0,"","D-117-09",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-10","7","D001","P","E","A","117","400100190","400100190","","","","10",999999.0,999999.0,999999.0,"","D-117-10",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-11","7","D001","P","E","A","117","400100190","400100190","","","","11",999999.0,999999.0,999999.0,"","D-117-11",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-12","7","D001","P","E","A","117","400100190","400100190","","","","12",999999.0,999999.0,999999.0,"","D-117-12",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-13","7","D001","P","E","A","117","400100190","400100190","","","","13",999999.0,999999.0,999999.0,"","D-117-13",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-14","7","D001","P","E","A","117","400100190","400100190","","","","14",999999.0,999999.0,999999.0,"","D-117-14",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-15","7","D001","P","E","A","117","400100190","400100190","","","","15",999999.0,999999.0,999999.0,"","D-117-15",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-16","7","D001","P","E","A","117","400100190","400100190","","","","16",999999.0,999999.0,999999.0,"","D-117-16",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-17","7","D001","P","E","A","117","400100190","400100190","","","","17",999999.0,999999.0,999999.0,"","D-117-17",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-18","7","D001","P","E","A","117","400100190","400100190","","","","18",999999.0,999999.0,999999.0,"","D-117-18",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-19","7","D001","P","E","A","117","400100190","400100190","","","","19",999999.0,999999.0,999999.0,"","D-117-19",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
"D-117-20","7","D001","P","E","A","117","400100190","400100190","","","","20",999999.0,999999.0,999999.0,"","D-117-20",1.0,0.0,0.0,0,0,"",100.0,1,1,1,0,0,0,"",0,"","","","","ALL","","","","","","","",0,0,10003,10001,10122,10006,10022,0,"","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"",1.0,2,999,"","20200310143756","20200410154857","939161","938673",0,"","","","N",0.0,"",0,"","",0,0,"","","","","",""
