src_mov_zone_id,dst_mov_zone_id,lodlvl,hopseq,hop_mov_zone_id,move_method,cri_id,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
20001,20070,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20070,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20071,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20071,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20071,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20071,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20091,"L",1,20050,"","","20230331133923","20230331133923","939370","939370"
20001,20091,"L",2,20057,"","","20230331133923","20230331133923","939370","939370"
20001,20091,"S",1,20050,"","","20230331133923","20230331133923","939370","939370"
20001,20091,"S",2,20057,"","","20230331133923","20230331133923","939370","939370"
20001,20093,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20093,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20093,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20093,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20094,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20094,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20094,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20094,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20095,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20095,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20095,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20095,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20096,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20096,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20096,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20096,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20097,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20097,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20097,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20097,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20098,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20098,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20098,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20001,20098,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20001,20099,"L",1,20050,"","","20230228140411","20230228140411","939370","939370"
20001,20099,"L",2,20057,"","","20230228140411","20230228140411","939370","939370"
20001,20099,"S",1,20050,"","","20230228140411","20230228140411","939370","939370"
20001,20099,"S",2,20057,"","","20230228140411","20230228140411","939370","939370"
20006,20059,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20059,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20059,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20059,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20060,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20060,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20060,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20060,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20061,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20061,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20061,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20061,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20062,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20062,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20062,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20062,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20063,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20063,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20063,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20063,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20064,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20064,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20064,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20064,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20065,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20065,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20065,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20065,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20066,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20066,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20066,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20066,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20067,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20067,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20067,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20067,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20068,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20068,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20068,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20068,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20069,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20069,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20069,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20069,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20070,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20070,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20070,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20070,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20071,"L",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20071,"L",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20071,"S",1,20044,"","","20220725153311","20220725153311","939370","939370"
20006,20071,"S",2,20057,"","","20220725153311","20220725153311","939370","939370"
20006,20091,"L",1,20044,"","","20230331133923","20230331133923","939370","939370"
20006,20091,"L",2,20057,"","","20230331133923","20230331133923","939370","939370"
20006,20091,"S",1,20044,"","","20230331133923","20230331133923","939370","939370"
20006,20091,"S",2,20057,"","","20230331133923","20230331133923","939370","939370"
20006,20093,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20093,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20093,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20093,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20094,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20094,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20094,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20094,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20095,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20095,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20095,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20095,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20096,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20096,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20096,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20096,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20097,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20097,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20097,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20097,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20098,"L",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20098,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20098,"S",1,20044,"","","20230228140410","20230228140410","939370","939370"
20006,20098,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20006,20099,"L",1,20044,"","","20230228140411","20230228140411","939370","939370"
20006,20099,"L",2,20057,"","","20230228140411","20230228140411","939370","939370"
20006,20099,"S",1,20044,"","","20230228140411","20230228140411","939370","939370"
20006,20099,"S",2,20057,"","","20230228140411","20230228140411","939370","939370"
20007,20059,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20059,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20059,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20059,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20060,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20060,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20060,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20060,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20061,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20061,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20061,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20061,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20062,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20062,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20062,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20062,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20063,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20063,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20063,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20063,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20064,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20064,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20064,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20064,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20065,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20065,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20065,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20065,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20066,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20066,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20066,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20066,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20067,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20067,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20067,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20067,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20068,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20068,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20068,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20068,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20069,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20069,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20069,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20069,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20070,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20070,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20070,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20070,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20071,"L",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20071,"L",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20071,"S",1,20050,"","","20220725153648","20220725153648","939370","939370"
20007,20071,"S",2,20057,"","","20220725153648","20220725153648","939370","939370"
20007,20091,"L",1,20050,"","","20230331133923","20230331133923","939370","939370"
20007,20091,"L",2,20057,"","","20230331133923","20230331133923","939370","939370"
20007,20091,"S",1,20050,"","","20230331133923","20230331133923","939370","939370"
20007,20091,"S",2,20057,"","","20230331133923","20230331133923","939370","939370"
20007,20093,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20093,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20093,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20093,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20094,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20094,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20094,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20094,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20095,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20095,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20095,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20095,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20096,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20096,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20096,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20096,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20097,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20097,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20097,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20097,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20098,"L",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20098,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20098,"S",1,20050,"","","20230228140410","20230228140410","939370","939370"
20007,20098,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20007,20099,"L",1,20050,"","","20230228140411","20230228140411","939370","939370"
20007,20099,"L",2,20057,"","","20230228140411","20230228140411","939370","939370"
20007,20099,"S",1,20050,"","","20230228140411","20230228140411","939370","939370"
20007,20099,"S",2,20057,"","","20230228140411","20230228140411","939370","939370"
20010,20059,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20059,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20059,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20059,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20060,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20060,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20060,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20060,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20061,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20061,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20061,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20061,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20062,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20062,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20062,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20062,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20063,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20063,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20063,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20063,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20064,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20064,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20064,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20064,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20065,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20065,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20065,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20065,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20066,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20066,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20066,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20066,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20067,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20067,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20067,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20067,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20068,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20068,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20068,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20068,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20069,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20069,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20069,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20069,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20070,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20070,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20070,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20070,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20071,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20071,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20071,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20010,20071,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20010,20091,"L",1,20051,"","","20230331133923","20230331133923","939370","939370"
20010,20091,"L",2,20057,"","","20230331133923","20230331133923","939370","939370"
20010,20091,"S",1,20051,"","","20230331133923","20230331133923","939370","939370"
20010,20091,"S",2,20057,"","","20230331133923","20230331133923","939370","939370"
20010,20093,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20093,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20093,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20093,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20094,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20094,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20094,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20094,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20095,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20095,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20095,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20095,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20096,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20096,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20096,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20096,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20097,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20097,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20097,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20097,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20098,"L",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20098,"L",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20098,"S",1,20051,"","","20230228140410","20230228140410","939370","939370"
20010,20098,"S",2,20057,"","","20230228140410","20230228140410","939370","939370"
20010,20099,"L",1,20051,"","","20230228140411","20230228140411","939370","939370"
20010,20099,"L",2,20057,"","","20230228140411","20230228140411","939370","939370"
20010,20099,"S",1,20051,"","","20230228140411","20230228140411","939370","939370"
20010,20099,"S",2,20057,"","","20230228140411","20230228140411","939370","939370"
20013,20059,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20059,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20059,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20059,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20060,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20060,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20060,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20060,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20061,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20061,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20061,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20061,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20062,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20062,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20062,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20062,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20063,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20063,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20063,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20063,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20064,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20064,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20064,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20064,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20065,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20065,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20065,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20065,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20066,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20066,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20066,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20066,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20067,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20067,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20067,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20067,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20068,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20068,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20068,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20068,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20069,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20069,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20069,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20069,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20070,"L",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20070,"L",2,20057,"","","20220725155041","20220725155041","939370","939370"
20013,20070,"S",1,20051,"","","20220725155041","20220725155041","939370","939370"
20013,20070,"S",2,20057,"","","20220725155041","20220725155041","939370","939370"
