src_mov_zone_id,dst_mov_zone_id,lodlvl,hopseq,hop_mov_zone_id,move_method,cri_id,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
20001,20059,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20059,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20059,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20059,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20060,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20060,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20060,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20060,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20061,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20061,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20061,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20061,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20062,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20062,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20062,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20062,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20063,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20063,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20063,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20063,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20064,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20064,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20064,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20064,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20065,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20065,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20065,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20065,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20066,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20066,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20066,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20066,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20067,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20067,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20067,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20067,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20068,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20068,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20068,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20068,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20069,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20069,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20069,"S",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20069,"S",2,20057,"","","20220725153835","20220725153835","939370","939370"
20001,20070,"L",1,20050,"","","20220725153835","20220725153835","939370","939370"
20001,20070,"L",2,20057,"","","20220725153835","20220725153835","939370","939370"
