wrkare,wh_id,prithr,hmemaxprithr,maxprithr,voc_cod,dist_thresh,moddte,mod_usr_id
"WA-1-001","7",0,0,0,0,0,"20200210011727","939370"
"WA-2-001","7",50,90,20,0,0.0,"20210412074222","938673"
"WA-2-002","7",50,90,20,0,0.0,"20210412074242","938673"
"WA-2-003","7",50,90,20,0,0.0,"20210412074257","938673"
"WA-2-004","7",50,90,20,0,0.0,"20210608171823","939161"
"WA-3-001","7",0,0,0,0,0.0,"20200421163535","939161"
"WA-4-001","7",0,0,0,0,0.0,"20200421163615","939161"
"WLOGICAL","7",0,0,0,0,0,"20200114141103","SUPER"
