gln,wh_id,uc_delivery_id,ins_dt,last_upd_dt,last_upd_user_id
"8713783229194","2",1129,"20220729142958","20220729142958","939370"
"8713783229194","2",1178,"20220729142958","20220729142958","939370"
"8713783229194","2",1227,"20220729142958","20220729142958","939370"
"8713783229194","2",1276,"20220729142959","20220729142959","939370"
"8713783229194","2",1325,"20220729142959","20220729142959","939370"
"8713783229194","2",1374,"20220729142959","20220729142959","939370"
"8713783229194","2",1423,"20220729142959","20220729142959","939370"
"8713783229194","2",1472,"20220729142959","20220729142959","939370"
"8713783229194","2",1531,"20220729143000","20220729143000","939370"
"8713783229194","2",1716,"20230210164715","20230210164715","939370"
"8713783229194","2",1763,"20230314132514","20230314132514","939370"
"8713783229217","2",1697,"20230210164715","20230210164715","939370"
"8713783229217","2",1775,"20230314132514","20230314132514","939370"
"8713783229255","2",1033,"20220729142958","20220729142958","939370"
"8713783229255","2",1082,"20220729142958","20220729142958","939370"
"8713783229255","2",1131,"20220729142958","20220729142958","939370"
"8713783229255","2",1180,"20220729142958","20220729142958","939370"
"8713783229255","2",1229,"20220729142958","20220729142958","939370"
"8713783229255","2",1278,"20220729142959","20220729142959","939370"
"8713783229255","2",1327,"20220729142959","20220729142959","939370"
"8713783229255","2",1376,"20220729142959","20220729142959","939370"
"8713783229255","2",1425,"20220729142959","20220729142959","939370"
"8713783229255","2",1474,"20220729142959","20220729142959","939370"
"8713783229255","2",1533,"20220729143000","20220729143000","939370"
"8713783229255","2",1719,"20230210164715","20230210164715","939370"
"8713783229255","2",1765,"20230314132514","20230314132514","939370"
"8713783229262","2",1042,"20220729142958","20220729142958","939370"
"8713783229262","2",1091,"20220729142958","20220729142958","939370"
"8713783229262","2",1140,"20220729142958","20220729142958","939370"
"8713783229262","2",1189,"20220729142958","20220729142958","939370"
"8713783229262","2",1238,"20220729142959","20220729142959","939370"
"8713783229262","2",1287,"20220729142959","20220729142959","939370"
"8713783229262","2",1336,"20220729142959","20220729142959","939370"
"8713783229262","2",1385,"20220729142959","20220729142959","939370"
"8713783229262","2",1434,"20220729142959","20220729142959","939370"
"8713783229262","2",1483,"20220729142959","20220729142959","939370"
"8713783229262","2",1511,"20220729142959","20220729142959","939370"
"8713783229262","2",1696,"20230210164714","20230210164714","939370"
"8713783229262","2",1774,"20230314132514","20230314132514","939370"
"8713783229279","2",1033,"20220729142958","20220729142958","939370"
"8713783229279","2",1082,"20220729142958","20220729142958","939370"
"8713783229279","2",1131,"20220729142958","20220729142958","939370"
"8713783229279","2",1180,"20220729142958","20220729142958","939370"
"8713783229279","2",1229,"20220729142958","20220729142958","939370"
"8713783229279","2",1278,"20220729142959","20220729142959","939370"
"8713783229279","2",1327,"20220729142959","20220729142959","939370"
"8713783229279","2",1376,"20220729142959","20220729142959","939370"
"8713783229279","2",1425,"20220729142959","20220729142959","939370"
"8713783229279","2",1474,"20220729142959","20220729142959","939370"
"8713783229279","2",1533,"20220729143000","20220729143000","939370"
"8713783229279","2",1719,"20230210164715","20230210164715","939370"
"8713783229279","2",1765,"20230314132514","20230314132514","939370"
"8713783229293","2",1005,"20220729142958","20220729142958","939370"
"8713783229293","2",1054,"20220729142958","20220729142958","939370"
"8713783229293","2",1103,"20220729142958","20220729142958","939370"
"8713783229293","2",1152,"20220729142958","20220729142958","939370"
"8713783229293","2",1201,"20220729142958","20220729142958","939370"
"8713783229293","2",1250,"20220729142959","20220729142959","939370"
"8713783229293","2",1299,"20220729142959","20220729142959","939370"
"8713783229293","2",1348,"20220729142959","20220729142959","939370"
"8713783229293","2",1397,"20220729142959","20220729142959","939370"
"8713783229293","2",1446,"20220729142959","20220729142959","939370"
"8713783229293","2",1523,"20220729143000","20220729143000","939370"
"8713783229293","2",1729,"20230210164715","20230210164715","939370"
"8713783229453","2",1732,"20230210164715","20230210164715","939370"
"8713783229613","2",1020,"20220729142958","20220729142958","939370"
"8713783229613","2",1069,"20220729142958","20220729142958","939370"
"8713783229613","2",1118,"20220729142958","20220729142958","939370"
"8713783229613","2",1167,"20220729142958","20220729142958","939370"
"8713783229613","2",1216,"20220729142958","20220729142958","939370"
"8713783229613","2",1265,"20220729142959","20220729142959","939370"
"8713783229613","2",1314,"20220729142959","20220729142959","939370"
"8713783229613","2",1363,"20220729142959","20220729142959","939370"
"8713783229613","2",1412,"20220729142959","20220729142959","939370"
"8713783229613","2",1461,"20220729142959","20220729142959","939370"
"8713783229613","2",1499,"20220729142959","20220729142959","939370"
"8713783229613","2",1701,"20230210164715","20230210164715","939370"
"8713783229729","2",1011,"20220729142958","20220729142958","939370"
"8713783229729","2",1060,"20220729142958","20220729142958","939370"
"8713783229729","2",1109,"20220729142958","20220729142958","939370"
"8713783229729","2",1158,"20220729142958","20220729142958","939370"
"8713783229729","2",1207,"20220729142958","20220729142958","939370"
"8713783229729","2",1256,"20220729142959","20220729142959","939370"
"8713783229729","2",1305,"20220729142959","20220729142959","939370"
"8713783229729","2",1354,"20220729142959","20220729142959","939370"
"8713783229729","2",1403,"20220729142959","20220729142959","939370"
"8713783229729","2",1452,"20220729142959","20220729142959","939370"
"8713783229729","2",1529,"20220729143000","20220729143000","939370"
"8713783229729","2",1736,"20230210164715","20230210164715","939370"
"8713783229873","2",1032,"20220729142958","20220729142958","939370"
"8713783229873","2",1081,"20220729142958","20220729142958","939370"
"8713783229873","2",1130,"20220729142958","20220729142958","939370"
"8713783229873","2",1179,"20220729142958","20220729142958","939370"
"8713783229873","2",1228,"20220729142958","20220729142958","939370"
"8713783229873","2",1277,"20220729142959","20220729142959","939370"
"8713783229873","2",1326,"20220729142959","20220729142959","939370"
"8713783229873","2",1375,"20220729142959","20220729142959","939370"
"8713783229873","2",1424,"20220729142959","20220729142959","939370"
"8713783229873","2",1473,"20220729142959","20220729142959","939370"
"8713783229873","2",1532,"20220729143000","20220729143000","939370"
"8713783229873","2",1718,"20230210164715","20230210164715","939370"
"8713783229873","2",1764,"20230314132514","20230314132514","939370"
"8713783229927","2",1041,"20220729142958","20220729142958","939370"
"8713783229927","2",1090,"20220729142958","20220729142958","939370"
"8713783229927","2",1139,"20220729142958","20220729142958","939370"
"8713783229927","2",1188,"20220729142958","20220729142958","939370"
"8713783229927","2",1237,"20220729142959","20220729142959","939370"
"8713783229927","2",1286,"20220729142959","20220729142959","939370"
"8713783229927","2",1335,"20220729142959","20220729142959","939370"
"8713783229927","2",1384,"20220729142959","20220729142959","939370"
"8713783229927","2",1433,"20220729142959","20220729142959","939370"
"8713783229927","2",1482,"20220729142959","20220729142959","939370"
"8713783229927","2",1510,"20220729142959","20220729142959","939370"
"8713783229927","2",1694,"20230210164714","20230210164714","939370"
"8713783229927","2",1773,"20230314132514","20230314132514","939370"
"8713783230053","2",1044,"20220729142958","20220729142958","939370"
"8713783230053","2",1093,"20220729142958","20220729142958","939370"
"8713783230053","2",1142,"20220729142958","20220729142958","939370"
"8713783230053","2",1191,"20220729142958","20220729142958","939370"
"8713783230053","2",1240,"20220729142959","20220729142959","939370"
"8713783230053","2",1289,"20220729142959","20220729142959","939370"
"8713783230053","2",1338,"20220729142959","20220729142959","939370"
"8713783230053","2",1387,"20220729142959","20220729142959","939370"
"8713783230053","2",1436,"20220729142959","20220729142959","939370"
"8713783230053","2",1485,"20220729142959","20220729142959","939370"
"8713783230053","2",1513,"20220729142959","20220729142959","939370"
"8713783230053","2",1698,"20230210164715","20230210164715","939370"
"8713783230053","2",1776,"20230314132514","20230314132514","939370"
"8713783230206","2",1017,"20220729142958","20220729142958","939370"
"8713783230206","2",1066,"20220729142958","20220729142958","939370"
"8713783230206","2",1115,"20220729142958","20220729142958","939370"
"8713783230206","2",1164,"20220729142958","20220729142958","939370"
"8713783230206","2",1213,"20220729142958","20220729142958","939370"
"8713783230206","2",1262,"20220729142959","20220729142959","939370"
"8713783230206","2",1311,"20220729142959","20220729142959","939370"
"8713783230206","2",1360,"20220729142959","20220729142959","939370"
"8713783230206","2",1409,"20220729142959","20220729142959","939370"
"8713783230206","2",1458,"20220729142959","20220729142959","939370"
"8713783230206","2",1496,"20220729142959","20220729142959","939370"
"8713783230206","2",1675,"20230210164714","20230210164714","939370"
"8713783230213","2",1018,"20220729142958","20220729142958","939370"
"8713783230213","2",1067,"20220729142958","20220729142958","939370"
"8713783230213","2",1116,"20220729142958","20220729142958","939370"
"8713783230213","2",1165,"20220729142958","20220729142958","939370"
"8713783230213","2",1214,"20220729142958","20220729142958","939370"
"8713783230213","2",1263,"20220729142959","20220729142959","939370"
"8713783230213","2",1312,"20220729142959","20220729142959","939370"
"8713783230213","2",1361,"20220729142959","20220729142959","939370"
"8713783230213","2",1410,"20220729142959","20220729142959","939370"
"8713783230213","2",1459,"20220729142959","20220729142959","939370"
"8713783230213","2",1497,"20220729142959","20220729142959","939370"
"8713783230213","2",1681,"20230210164714","20230210164714","939370"
"8713783230237","2",1018,"20220729142958","20220729142958","939370"
"8713783230237","2",1067,"20220729142958","20220729142958","939370"
"8713783230237","2",1116,"20220729142958","20220729142958","939370"
"8713783230237","2",1165,"20220729142958","20220729142958","939370"
"8713783230237","2",1214,"20220729142958","20220729142958","939370"
"8713783230237","2",1263,"20220729142959","20220729142959","939370"
"8713783230237","2",1312,"20220729142959","20220729142959","939370"
"8713783230237","2",1361,"20220729142959","20220729142959","939370"
"8713783230237","2",1410,"20220729142959","20220729142959","939370"
"8713783230237","2",1459,"20220729142959","20220729142959","939370"
"8713783230237","2",1497,"20220729142959","20220729142959","939370"
"8713783230237","2",1675,"20230210164714","20230210164714","939370"
"8713783230312","2",1007,"20220729142958","20220729142958","939370"
"8713783230312","2",1056,"20220729142958","20220729142958","939370"
"8713783230312","2",1105,"20220729142958","20220729142958","939370"
"8713783230312","2",1154,"20220729142958","20220729142958","939370"
"8713783230312","2",1203,"20220729142958","20220729142958","939370"
"8713783230312","2",1252,"20220729142959","20220729142959","939370"
"8713783230312","2",1301,"20220729142959","20220729142959","939370"
"8713783230312","2",1350,"20220729142959","20220729142959","939370"
"8713783230312","2",1399,"20220729142959","20220729142959","939370"
"8713783230312","2",1448,"20220729142959","20220729142959","939370"
"8713783230312","2",1525,"20220729143000","20220729143000","939370"
"8713783230312","2",1731,"20230210164715","20230210164715","939370"
"8713783230336","2",1009,"20220729142958","20220729142958","939370"
"8713783230336","2",1058,"20220729142958","20220729142958","939370"
"8713783230336","2",1107,"20220729142958","20220729142958","939370"
"8713783230336","2",1156,"20220729142958","20220729142958","939370"
"8713783230336","2",1205,"20220729142958","20220729142958","939370"
"8713783230336","2",1254,"20220729142959","20220729142959","939370"
"8713783230336","2",1303,"20220729142959","20220729142959","939370"
"8713783230336","2",1352,"20220729142959","20220729142959","939370"
"8713783230336","2",1401,"20220729142959","20220729142959","939370"
"8713783230336","2",1450,"20220729142959","20220729142959","939370"
"8713783230336","2",1527,"20220729143000","20220729143000","939370"
"8713783230336","2",1733,"20230210164715","20230210164715","939370"
"8713783230398","2",1020,"20220729142958","20220729142958","939370"
"8713783230398","2",1069,"20220729142958","20220729142958","939370"
"8713783230398","2",1118,"20220729142958","20220729142958","939370"
"8713783230398","2",1167,"20220729142958","20220729142958","939370"
"8713783230398","2",1216,"20220729142958","20220729142958","939370"
"8713783230398","2",1265,"20220729142959","20220729142959","939370"
"8713783230398","2",1314,"20220729142959","20220729142959","939370"
"8713783230398","2",1363,"20220729142959","20220729142959","939370"
"8713783230398","2",1412,"20220729142959","20220729142959","939370"
"8713783230398","2",1461,"20220729142959","20220729142959","939370"
"8713783230398","2",1499,"20220729142959","20220729142959","939370"
"8713783230398","2",1701,"20230210164715","20230210164715","939370"
"8713783230428","2",1022,"20220729142958","20220729142958","939370"
"8713783230428","2",1071,"20220729142958","20220729142958","939370"
"8713783230428","2",1120,"20220729142958","20220729142958","939370"
"8713783230428","2",1169,"20220729142958","20220729142958","939370"
"8713783230428","2",1218,"20220729142958","20220729142958","939370"
"8713783230428","2",1267,"20220729142959","20220729142959","939370"
"8713783230428","2",1316,"20220729142959","20220729142959","939370"
"8713783230428","2",1365,"20220729142959","20220729142959","939370"
"8713783230428","2",1414,"20220729142959","20220729142959","939370"
"8713783230428","2",1463,"20220729142959","20220729142959","939370"
"8713783230428","2",1501,"20220729142959","20220729142959","939370"
"8713783230428","2",1703,"20230210164715","20230210164715","939370"
"8713783230664","2",1699,"20230210164715","20230210164715","939370"
"8713783230664","2",1777,"20230314132514","20230314132514","939370"
"8713783230855","2",1011,"20220729142958","20220729142958","939370"
"8713783230855","2",1060,"20220729142958","20220729142958","939370"
"8713783230855","2",1109,"20220729142958","20220729142958","939370"
"8713783230855","2",1158,"20220729142958","20220729142958","939370"
"8713783230855","2",1207,"20220729142958","20220729142958","939370"
"8713783230855","2",1256,"20220729142959","20220729142959","939370"
"8713783230855","2",1305,"20220729142959","20220729142959","939370"
"8713783230855","2",1354,"20220729142959","20220729142959","939370"
"8713783230855","2",1403,"20220729142959","20220729142959","939370"
"8713783230855","2",1452,"20220729142959","20220729142959","939370"
"8713783230855","2",1529,"20220729143000","20220729143000","939370"
"8713783230855","2",1736,"20230210164715","20230210164715","939370"
"8713783242346","2",1011,"20220729142958","20220729142958","939370"
"8713783242346","2",1060,"20220729142958","20220729142958","939370"
"8713783242346","2",1109,"20220729142958","20220729142958","939370"
"8713783242346","2",1158,"20220729142958","20220729142958","939370"
"8713783242346","2",1207,"20220729142958","20220729142958","939370"
"8713783242346","2",1256,"20220729142959","20220729142959","939370"
"8713783242346","2",1305,"20220729142959","20220729142959","939370"
"8713783242346","2",1354,"20220729142959","20220729142959","939370"
"8713783242346","2",1403,"20220729142959","20220729142959","939370"
"8713783242346","2",1452,"20220729142959","20220729142959","939370"
"8713783242346","2",1529,"20220729143000","20220729143000","939370"
"8713783242346","2",1736,"20230210164715","20230210164715","939370"
"8713783242643","2",1003,"20220729142958","20220729142958","939370"
"8713783242643","2",1052,"20220729142958","20220729142958","939370"
"8713783242643","2",1101,"20220729142958","20220729142958","939370"
"8713783242643","2",1150,"20220729142958","20220729142958","939370"
"8713783242643","2",1199,"20220729142958","20220729142958","939370"
"8713783242643","2",1248,"20220729142959","20220729142959","939370"
"8713783242643","2",1297,"20220729142959","20220729142959","939370"
"8713783242643","2",1346,"20220729142959","20220729142959","939370"
"8713783242643","2",1395,"20220729142959","20220729142959","939370"
"8713783242643","2",1444,"20220729142959","20220729142959","939370"
"8713783242643","2",1521,"20220729143000","20220729143000","939370"
"8713783242643","2",1727,"20230210164715","20230210164715","939370"
"8713783242650","2",1002,"20220729142958","20220729142958","939370"
"8713783242650","2",1051,"20220729142958","20220729142958","939370"
"8713783242650","2",1100,"20220729142958","20220729142958","939370"
"8713783242650","2",1149,"20220729142958","20220729142958","939370"
"8713783242650","2",1198,"20220729142958","20220729142958","939370"
"8713783242650","2",1247,"20220729142959","20220729142959","939370"
"8713783242650","2",1296,"20220729142959","20220729142959","939370"
"8713783242650","2",1345,"20220729142959","20220729142959","939370"
"8713783242650","2",1394,"20220729142959","20220729142959","939370"
"8713783242650","2",1443,"20220729142959","20220729142959","939370"
"8713783242650","2",1520,"20220729143000","20220729143000","939370"
"8713783242650","2",1726,"20230210164715","20230210164715","939370"
"8713783242667","2",1044,"20220729142958","20220729142958","939370"
"8713783242667","2",1093,"20220729142958","20220729142958","939370"
"8713783242667","2",1142,"20220729142958","20220729142958","939370"
"8713783242667","2",1191,"20220729142958","20220729142958","939370"
"8713783242667","2",1240,"20220729142959","20220729142959","939370"
"8713783242667","2",1289,"20220729142959","20220729142959","939370"
"8713783242667","2",1338,"20220729142959","20220729142959","939370"
"8713783242667","2",1387,"20220729142959","20220729142959","939370"
"8713783242667","2",1436,"20220729142959","20220729142959","939370"
"8713783242667","2",1485,"20220729142959","20220729142959","939370"
"8713783242667","2",1513,"20220729142959","20220729142959","939370"
"8713783242667","2",1698,"20230210164715","20230210164715","939370"
"8713783242667","2",1776,"20230314132514","20230314132514","939370"
"8713783243244","2",1031,"20220729142958","20220729142958","939370"
"8713783243244","2",1080,"20220729142958","20220729142958","939370"
"8713783243244","2",1129,"20220729142958","20220729142958","939370"
"8713783243244","2",1178,"20220729142958","20220729142958","939370"
"8713783243244","2",1227,"20220729142958","20220729142958","939370"
"8713783243244","2",1276,"20220729142959","20220729142959","939370"
"8713783243244","2",1325,"20220729142959","20220729142959","939370"
"8713783243244","2",1374,"20220729142959","20220729142959","939370"
"8713783243244","2",1423,"20220729142959","20220729142959","939370"
"8713783243244","2",1472,"20220729142959","20220729142959","939370"
"8713783243244","2",1531,"20220729143000","20220729143000","939370"
"8713783243244","2",1716,"20230210164715","20230210164715","939370"
"8713783243244","2",1763,"20230314132514","20230314132514","939370"
"8713783244418","2",1697,"20230210164715","20230210164715","939370"
"8713783244418","2",1775,"20230314132514","20230314132514","939370"
"8713783244531","2",1047,"20220729142958","20220729142958","939370"
"8713783244531","2",1096,"20220729142958","20220729142958","939370"
"8713783244531","2",1145,"20220729142958","20220729142958","939370"
"8713783244531","2",1194,"20220729142958","20220729142958","939370"
"8713783244531","2",1243,"20220729142959","20220729142959","939370"
"8713783244531","2",1292,"20220729142959","20220729142959","939370"
"8713783244531","2",1341,"20220729142959","20220729142959","939370"
"8713783244531","2",1390,"20220729142959","20220729142959","939370"
"8713783244531","2",1439,"20220729142959","20220729142959","939370"
"8713783244531","2",1488,"20220729142959","20220729142959","939370"
"8713783244531","2",1516,"20220729143000","20220729143000","939370"
"8713783244531","2",1689,"20230210164714","20230210164714","939370"
"8713783244531","2",1779,"20230314132514","20230314132514","939370"
"8713783244579","2",1699,"20230210164715","20230210164715","939370"
"8713783244593","2",1035,"20220729142958","20220729142958","939370"
"8713783244593","2",1084,"20220729142958","20220729142958","939370"
"8713783244593","2",1133,"20220729142958","20220729142958","939370"
"8713783244593","2",1182,"20220729142958","20220729142958","939370"
"8713783244593","2",1231,"20220729142958","20220729142958","939370"
"8713783244593","2",1280,"20220729142959","20220729142959","939370"
"8713783244593","2",1329,"20220729142959","20220729142959","939370"
"8713783244593","2",1378,"20220729142959","20220729142959","939370"
"8713783244593","2",1427,"20220729142959","20220729142959","939370"
"8713783244593","2",1476,"20220729142959","20220729142959","939370"
"8713783244593","2",1535,"20220729143000","20220729143000","939370"
"8713783244593","2",1714,"20230210164715","20230210164715","939370"
"8713783244593","2",1767,"20230314132514","20230314132514","939370"
"8713783244630","2",1041,"20220729142958","20220729142958","939370"
"8713783244630","2",1090,"20220729142958","20220729142958","939370"
"8713783244630","2",1139,"20220729142958","20220729142958","939370"
"8713783244630","2",1188,"20220729142958","20220729142958","939370"
"8713783244630","2",1237,"20220729142959","20220729142959","939370"
"8713783244630","2",1286,"20220729142959","20220729142959","939370"
"8713783244630","2",1335,"20220729142959","20220729142959","939370"
"8713783244630","2",1384,"20220729142959","20220729142959","939370"
"8713783244630","2",1433,"20220729142959","20220729142959","939370"
"8713783244630","2",1482,"20220729142959","20220729142959","939370"
"8713783244630","2",1510,"20220729142959","20220729142959","939370"
"8713783244630","2",1694,"20230210164714","20230210164714","939370"
"8713783244630","2",1773,"20230314132514","20230314132514","939370"
"8713783244654","2",1007,"20220729142958","20220729142958","939370"
"8713783244654","2",1056,"20220729142958","20220729142958","939370"
"8713783244654","2",1105,"20220729142958","20220729142958","939370"
"8713783244654","2",1154,"20220729142958","20220729142958","939370"
"8713783244654","2",1203,"20220729142958","20220729142958","939370"
"8713783244654","2",1252,"20220729142959","20220729142959","939370"
"8713783244654","2",1301,"20220729142959","20220729142959","939370"
"8713783244654","2",1350,"20220729142959","20220729142959","939370"
"8713783244654","2",1399,"20220729142959","20220729142959","939370"
"8713783244654","2",1448,"20220729142959","20220729142959","939370"
"8713783244654","2",1525,"20220729143000","20220729143000","939370"
"8713783244654","2",1731,"20230210164715","20230210164715","939370"
"8713783244661","2",1041,"20220729142958","20220729142958","939370"
"8713783244661","2",1090,"20220729142958","20220729142958","939370"
"8713783244661","2",1139,"20220729142958","20220729142958","939370"
"8713783244661","2",1188,"20220729142958","20220729142958","939370"
"8713783244661","2",1237,"20220729142959","20220729142959","939370"
"8713783244661","2",1286,"20220729142959","20220729142959","939370"
"8713783244661","2",1335,"20220729142959","20220729142959","939370"
"8713783244661","2",1384,"20220729142959","20220729142959","939370"
"8713783244661","2",1433,"20220729142959","20220729142959","939370"
"8713783244661","2",1482,"20220729142959","20220729142959","939370"
"8713783244661","2",1510,"20220729142959","20220729142959","939370"
"8713783244661","2",1694,"20230210164714","20230210164714","939370"
"8713783244661","2",1773,"20230314132514","20230314132514","939370"
