rf_frm,cust_lvl,frm_cls,grp_nam,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"RESET_RFID_READER",0,"com.redprairie.wmd.formlogic.ResetRfidReader","dcs_data","","20210202173914","NOUSER","NOUSER"
"RESET_VEHICLE_TYPE",0,"com.redprairie.wmd.formlogic.ResetVehicleType","dcs_data","","20210202173914","NOUSER","NOUSER"
"RETURN_TO_STOCK",0,"com.redprairie.wmd.formlogic.ReturnToStock","dcs_data","","20210202173914","NOUSER","NOUSER"
"RETURN_TO_STOCK_DETAILS",0,"com.redprairie.wmd.formlogic.ReturnToStockDetails","dcs_data","","20210202173914","NOUSER","NOUSER"
"RETURN_TRUCK",0,"com.redprairie.wmd.formlogic.ReturnTruck","dcs_data","","20210202173914","NOUSER","NOUSER"
"SCAN_BARCODE",0,"com.redprairie.wmd.formlogic.ScanBarCode","dcs_data","","20210202173914","NOUSER","NOUSER"
"SERIALCASE",0,"com.redprairie.wmd.formlogic.Serialcase","dcs_data","","20210202173914","NOUSER","NOUSER"
"SHIPMENT_COMPLETE",0,"com.redprairie.wmd.formlogic.ShipmentComplete","dcs_data","","20210202173914","NOUSER","NOUSER"
"SLOT_DEPOSIT",0,"com.redprairie.wmd.formlogic.SlotDeposit","dcs_data","","20210202173914","NOUSER","NOUSER"
"SLOT_DEPOSIT",10,"com.redprairie.les.formlogic.UsrSlotDeposit","usr_data","","20220112163405","NOUSER","NOUSER"
"SPECIAL_INSTRUCTIONS",0,"com.redprairie.wmd.formlogic.SpecialInstructions","dcs_data","","20210202173914","NOUSER","NOUSER"
"STAGE_TRAN_PICK",0,"com.redprairie.wmd.formlogic.StageTranPick","dcs_data","","20210202173914","NOUSER","NOUSER"
"STAGING_LANE",0,"com.redprairie.wmd.formlogic.StagingLane","dcs_data","","20210202173914","NOUSER","NOUSER"
"START_STOP_WKO",0,"com.redprairie.wmd.formlogic.StartStopWorkOrder","dcs_data","","20210202173914","NOUSER","NOUSER"
"STOP_SEAL",0,"com.redprairie.wmd.formlogic.StopSeal","dcs_data","","20210202173914","NOUSER","NOUSER"
"SUBUCC_CONFIRM",0,"com.redprairie.wmd.formlogic.SubuccConfirm","dcs_data","","20210202173914","NOUSER","NOUSER"
"SUPER_SHIPMENT",0,"com.redprairie.wmd.formlogic.SuperShipment","dcs_data","","20210202173914","NOUSER","NOUSER"
"THRESH_SPLIT",0,"com.redprairie.wmd.formlogic.ThreshSplit","dcs_data","","20210202173914","NOUSER","NOUSER"
"TIMED_OUT",0,"com.redprairie.wmd.formlogic.TimedOut","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_CALC",0,"com.redprairie.wmd.formlogic.ToolsCalc","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_CANCEL_PICK",0,"com.redprairie.wmd.formlogic.ToolsCancelPick","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_CANCEL_PICK",10,"com.redprairie.les.formlogic.UsrToolsCancelPick","usr_data","20201120165055","20201120165128","939370","939370"
"TOOLS_MENU",0,"com.redprairie.wmd.formlogic.ToolsMenu","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_MTF_TRACE",0,"com.redprairie.wmd.formlogic.ToolsMtfTrace","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_NOTE",0,"com.redprairie.wmd.formlogic.ToolsNote","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_OVERRIDE_LOC",0,"com.redprairie.wmd.formlogic.ToolsOverrideLoc","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_SEND_MSG",0,"com.redprairie.wmd.formlogic.ToolsSendMsg","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_STS_CHANGE",0,"com.redprairie.wmd.formlogic.ToolsStsChange","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOOLS_TRACE",0,"com.redprairie.wmd.formlogic.ToolsTrace","dcs_data","","20210202173914","NOUSER","NOUSER"
"TOPOFF_REPLEN",0,"com.redprairie.wmd.formlogic.TopoffReplen","dcs_data","","20210202173914","NOUSER","NOUSER"
"TRLR_QUIZ",0,"com.redprairie.wmd.formlogic.TrlrQuiz","dcs_data","","20210202173914","NOUSER","NOUSER"
"TRLR_QUIZ_CHNG_QUAL",0,"com.redprairie.wmd.formlogic.TrlrQuizChngQual","dcs_data","","20210202173914","NOUSER","NOUSER"
"TRLR_QUIZ_STOL",0,"com.redprairie.wmd.formlogic.TrlrQuizStol","dcs_data","","20210202173914","NOUSER","NOUSER"
"TRLR_QUIZ_TRLR",0,"com.redprairie.wmd.formlogic.TrlrQuizTrlr","dcs_data","","20210202173914","NOUSER","NOUSER"
"UDIA_CAPTURE",0,"com.redprairie.wmd.formlogic.UdiaCapture","dcs_data","","20210202173914","NOUSER","NOUSER"
"UDIA_DISPLAY",0,"com.redprairie.wmd.formlogic.UdiaDisplay","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_ASSEMBLY",0,"com.redprairie.wmd.formlogic.UndirAssembly","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CASE_CONFIRM",0,"com.redprairie.wmd.formlogic.UndirCaseConfirm","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CASE_STAGE",0,"com.redprairie.wmd.formlogic.UndirCaseStage","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CASE_TRANSFER",0,"com.redprairie.wmd.formlogic.UndirCaseTransfer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CLOSE_TRLR",0,"com.redprairie.wmd.formlogic.UndirCloseTrlr","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CLUSTER_PICK",0,"com.redprairie.wmd.formlogic.UndirClusterPick","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_COMPLETE_STOP",0,"com.redprairie.wmd.formlogic.UndirCompleteStop","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_CYCLE_COUNT",0,"com.redprairie.wmd.formlogic.UndirCycleCount","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_DISPATCH_TRAILER",0,"com.redprairie.wmd.formlogic.UndirDispatchTrailer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_IDENTIFY",0,"com.redprairie.wmd.formlogic.UndirIdentify","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_INBOUND_QUALITY",0,"com.redprairie.wmd.formlogic.UndirInboundQuality","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_INV_LOC_FINDER",0,"com.redprairie.wmd.formlogic.UndirInventoryLocationFinder","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_INVADJ",0,"com.redprairie.wmd.formlogic.UndirInvadj","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_INVSPLIT",0,"com.redprairie.wmd.formlogic.UndirInvsplit","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_LIST_PICK",0,"com.redprairie.wmd.formlogic.UndirListPick","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_LOAD_LTL",0,"com.redprairie.wmd.formlogic.UndirLoadLtl","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_LOAD_TRAILER",0,"com.redprairie.wmd.formlogic.UndirLoadTrailer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_MAN_COUNT",0,"com.redprairie.wmd.formlogic.UndirManCount","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_MENU",0,"com.redprairie.mtf.formlogic.UndirMenu","mtf_data","","20210202171423","NOUSER","NOUSER"
"UNDIR_PALLET_POSITION",0,"com.redprairie.wmd.formlogic.UndirPalletPosition","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_PARCEL_MANIFEST",0,"com.redprairie.wmd.formlogic.UndirParcelManifest","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_PICK_LIST_SUMMARY",0,"com.redprairie.wmd.formlogic.UndirPickListSummary","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_PICK_SUMMARY",0,"com.redprairie.wmd.formlogic.UndirPickSummary","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_PICKUP",0,"com.redprairie.wmd.formlogic.UndirPickup","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_PUTAWAY",0,"com.redprairie.wmd.formlogic.UndirPutaway","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_RACKQUIZ",0,"com.redprairie.wmd.formlogic.UndirRackquiz","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_RECEIPT_DSP",0,"com.redprairie.wmd.formlogic.UndirReceiptDisplay","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_REVERSE_ASSET",0,"com.redprairie.wmd.formlogic.UndirReverseAsset","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_REVERSE_PRODUCTION",0,"com.redprairie.wmd.formlogic.UndirReverseProduction","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_REVERSE_RECEIPT",0,"com.redprairie.wmd.formlogic.UndirReverseReceipt","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_SERIAL_DEPOSIT",0,"com.redprairie.wmd.formlogic.UndirSerialDeposit","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_SERIAL_TRANSFER",0,"com.redprairie.wmd.formlogic.UndirSerialTransfer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_SERIALCASE",0,"com.redprairie.wmd.formlogic.UndirSerialcase","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_SORTEDDEPOSIT",0,"com.redprairie.wmd.formlogic.UndirSorteddeposit","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_TRANSFER",0,"com.redprairie.wmd.formlogic.UndirTransfer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_TRANSFER",10,"com.redprairie.les.formlogic.UsrUndirTransfer","usr_data","","20200414161743","NOUSER","NOUSER"
"UNDIR_UNLOAD_TRAILER",0,"com.redprairie.wmd.formlogic.UndirUnloadTrailer","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNDIR_UNPICK",0,"com.redprairie.wmd.formlogic.UndirUnpick","dcs_data","","20210202173914","NOUSER","NOUSER"
"UNLOAD_MASTER_RECEIPT",0,"com.redprairie.wmd.formlogic.UnloadMasterReceipt","dcs_data","","20210202173914","NOUSER","NOUSER"
"USR_DIR_PALLET_MOVE",10,"com.redprairie.les.formlogic.UsrDirPalletMove","usr_data","20201110120747","20201110120747","939370","939370"
"USR_IDENTIFY_LOAD",10,"com.redprairie.les.formlogic.UsrIdentifyLoad","usr_data","20180824182810","20180827162442","939370","939370"
"USR_IDENTIFY_LOAD_ADJ_DSP",10,"com.redprairie.les.formlogic.UsrIdentifyLoadAdjDsp","usr_data","20180910173819","20180910173841","939370","939370"
"USR_IDENTIFY_LOAD_ADJ_DTL",10,"com.redprairie.les.formlogic.UsrIdentifyLoadAdjDtl","usr_data","20180911121814","20180911121823","939370","939370"
"USR_IDENTIFY_LOAD_ADJ_LOD",10,"com.redprairie.les.formlogic.UsrIdentifyLoadAdjLod","usr_data","20181026121544","20181026121556","939370","939370"
"USR_IDENTIFY_LOAD_EX",10,"com.redprairie.les.formlogic.UsrIdentifyLoadEx","usr_data","20181031095909","20181031095933","939370","939370"
"USR_RELABEL_LOAD",10,"com.redprairie.les.formlogic.UsrRelabelLoad","usr_data","20181019094839","20181019094918","939370","939370"
"USR_UNDIR_PALLET_MOVE",10,"com.redprairie.les.formlogic.UsrUndirPalletMove","usr_data","20201111111859","20201111111905","939370","939370"
"WIP_PICKING",0,"com.redprairie.wmd.formlogic.WIPPicking","dcs_data","","20210202173914","NOUSER","NOUSER"
"WORK_SELECTION",0,"com.redprairie.wmd.formlogic.WorkSelection","dcs_data","","20210202173914","NOUSER","NOUSER"
