alloc_search_path_id,wh_id,srtseq,search_path_typ,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"10002","1",2,"PICK","20200323180350","20200512090250","939161","938673"
"10003","1",3,"PICK","20200323180355","20230503222753","939161","938673"
"10004","1",1,"PICK","20230419144207","20230503223021","938673","938673"
