var_nam,appl_id,frm_id,addon_id,cust_lvl,ena_flg,const_flg,def_typ,char_val,int_val,flt_val,dt_val,def_cmd,grp_nam
"cnzflg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"cnzflg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"codflg","LES","SAL-PAY-TYPES","LES",0,1,0,"","",0,0,"","","sal_data"
"comm_mode_cd","LES","rifdmnt","SEAMLES",0,1,1,"","SYNCD",0,0,"","","int_data"
"con_pal_flg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"confirm_license","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"confirm_spoken_loc","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"conflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"console_thresh","rflogcfgmnt","LES","LES",0,1,0,"","OFF",0,0,"","","mtf_data"
"const_flg","LES","SALFieldConfigVarDefWiz","LES",0,1,1,"","",0,0,"","","mcs_data"
"cont_typ","LES","LES","LES",0,1,0,"","NODISCOUNT",0,0,"","","dcs_data"
"container_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"copies","LES","rcvtrkoprPrintRpt","LES",0,1,1,"","",1,0,"","","dcs_data"
"copies","LES","SALMOCAReportPrint","LES",0,1,1,"","",1,0,"","","sal_data"
"create_only_flg","LES","LES","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"crncy_code","LES","LES","WM",0,1,0,"","USD",0,0,"","","dcs_data"
"crncy_code","LES","SALLocaleMnt","LES",0,1,0,"","",0,0,"","","mcs_data"
"crncy_code","RPWEB","LES","LES",0,1,0,"","",0,0,"","","dcsweb_data"
"CrossDocked","LES","xdkplnopr","LES",0,1,1,"","",0,0,"","","dcs_data"
"ctn_dstr_flg","LES","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"ctn_flg","LES","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"ctrl_typ","LES","SALFieldConfigConfigWiz","LES",0,1,1,"","VB.Textbox",0,0,"","","mcs_data"
"ctry_name","LES","LES","LES",0,1,0,"","USA",0,0,"","","mcs_data"
"ctry_name","LES","manpkgopr","LES",0,1,1,"","USA",0,0,"","","dcs_data"
"ctry_name","LES","SALCountryMnt","LES",0,1,1,"","",0,0,"","","dcs_data"
"ctry_name","LES","SALLocaleMnt","LES",0,0,1,"","USA",0,0,"","","mcs_data"
"ctry_name","RPWEB","CtyPszMnt","LES",0,0,0,"","",0,0,"","","dcsweb_data"
"ctry_name","RPWEB","StateMnt","LES",0,0,0,"","",0,0,"","","dcsweb_data"
"ctxt_flg","LES","SALFieldConfigConfigWiz","LES",0,1,1,"","",1,0,"","","mcs_data"
"cube_rem_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"curqvl","LES","locmstmnt","LES",0,1,0,"","0",0,0,"","","dcs_data"
"curqvl","LES","locmstovr","LES",0,1,0,"","0",0,0,"","","dcs_data"
"cust_lvl","rdtpolmnt","rdtpolmnt","LES",0,1,1,"","",10,0,"","","dcs_data"
"cust_lvl","rdtpolovrdmnt","rdtpolovrdmnt","LES",0,1,1,"","",10,0,"","","dcs_data"
"cust_lvl","rfformmnt","LES","LES",0,1,0,"","",0,0,"","get warehouse id | list policies where polcod = 'SYSTEM-INFORMATION' and polvar = 'CUSTOMIZATION-LEVEL' and polval = 'DEFAULT' and wh_id = @wh_id | publish data where cust_lvl = @rtnum1","mtf_data"
"customs_clr_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"data_typ_cd","LES","LES","SEAMLES",0,1,1,"","C",0,0,"","","int_data"
"day_of_week","LES","LES","LES",0,1,0,"","0",0,0,"","","dcs_data"
"def_wh_flg","LES","whmnt","LES",0,1,0,"","",0,0,"","","mcs_data"
"default_bulk_pick_flg","LES","LES","LES",0,1,0,"","",1,0,"","","dcs_data"
"default_shp_release_flg","LES","LES","LES",0,1,0,"","",1,0,"","","dcs_data"
"default_wko_release_flg","LES","LES","LES",0,1,0,"","",1,0,"","","dcs_data"
"defflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"deliver_at_close_container","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"delv_flg","LES","trlrmgtopr","LES",0,1,0,"","",0,0,"","","dcs_data"
"desc_flg","LES","rifdsegmnt","SEAMLES",0,1,1,"","",0,0,"","","int_data"
"detailparam","LES","LES","LES",0,1,1,"","^detail^",0,0,"","","sal_data"
"dev_flg","LES","whcopy","LES",0,1,1,"","",1,0,"","","mcs_data"
"diff_usr_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"dig_sig_req_flg","LES","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"dir_flg","LES","TrnspModMnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"direction","LES","WCSEVTMNT","LES",0,1,1,"","X",0,0,"","","dcs_data"
"dirlocreq","LES","rdtpolmnt","LES",0,1,1,"","",1,0,"","","dcs_data"
"dirlocreq","LES","rdtpolovrdmnt","LES",0,1,1,"","",1,0,"","","dcs_data"
"dis_sgl_flg","LES","SALFieldConfigLkpWiz","LES",0,1,1,"","",1,0,"","","sal_data"
"disass_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"dispatch_flg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"distro_ovrflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"dlv_flg","AuthMnt","LES","LES",0,1,0,"","",0,0,"","","mcs_data"
"docqty","LES","compcfgmnt","LES",0,1,0,"","",1,0,"","","sal_data"
"dsp_auto_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"dsp_prt_flg","LES","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"dst_arecod_flg","LES","pckpolmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"dst_wh_id","LES","AreNextMoveModalWiz","LES",0,1,1,"","",0,0,"","if (@@wh_id = '') {get warehouse id} else {publish data where wh_id = @@wh_id}","dcs_data"
"dstr_flg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"dtcflg","LES","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"dte_win_typ","LES","prtmstmnt","LES",0,1,0,"","F",0,0,"","","sal_data"
"dtlflg","LES","allocatewave","LES",0,1,1,"","",1,0,"","","dcs_data"
"dtlflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",1,0,"","","dcs_data"
"dtlflg","LES","procordbat","LES",0,1,1,"","",1,0,"","","dcs_data"
"dtlflg","LES","procwko","LES",0,1,1,"","",1,0,"","","dcs_data"
"dtlflg","LES","releasewave","LES",0,1,1,"","",1,0,"","","dcs_data"
"dtlflg","RPWEB","wmd|releasewave","LES",0,1,1,"","",1,0,"","","dcsweb_data"
"dty_stmp_flg","LES","identify","LES",0,1,0,"","",0,0,"","","dcs_data"
"dty_stmp_trk_flg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"dty_stmp_trk_flg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"dyn_slot_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"edtflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"ena_ems_flg","LES","SALMOCAReportMnt","LES",0,1,0,"","",1,0,"","","sal_data"
"ena_ems_flg","RPWEB","rp|mocareportmnt","LES",0,1,0,"","",1,0,"","","salweb_data"
"ena_flg","LES","iifdmnt","SEAMLES",0,1,1,"","T",0,0,"","","int_data"
"ena_flg","LES","LES","LES",0,1,0,"","",1,0,"","","mcs_data"
"ena_flg","LES","rifdmnt","SEAMLES",0,1,1,"","T",0,0,"","","int_data"
"ena_flg","LES","rp|mod_role","LES",0,1,1,"","",1,0,"","","sal_data"
"ena_flg","LES","SALFieldConfigConfigWiz","LES",0,1,1,"","",1,0,"","","mcs_data"
"ena_flg","LES","SALFieldConfigInpCtrlWiz","LES",0,1,1,"","",1,0,"","","mcs_data"
"ena_flg","LES","SALFieldConfigLkpWiz","LES",0,1,1,"","",1,0,"","","mcs_data"
"ena_flg","LES","SALFieldConfigVarDefWiz","LES",0,1,1,"","",1,0,"","","mcs_data"
"ena_flg","LES","SALLesCustFldMnt","LES",0,1,1,"","",1,0,"","","sal_data"
"ena_flg","LES","sysmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"ena_flg","LES","WebSrvAction","LES",0,1,1,"","",1,0,"","","sal_data"
"ena_flg","RPWEB","LES","LES",0,1,1,"","",0,0,"","","dcsweb_data"
"ena_flg","SALMnuOptMnt","LES","LES",0,1,0,"","",1,0,"","","sal_data"
"ena_flg","SALUsrConfig","LES","LES",0,1,0,"","",1,0,"","","sal_data"
"enaflg","LES","hldmstmnt","LES",0,1,0,"","",1,0,"","","dcs_data"
"enbflg","LES","LES","LES",0,1,1,"","",1,0,"","","sal_data"
"enbflg","LES","schagtopr","LES",0,1,0,"","",1,0,"","","sal_data"
"enbflg","RPWEB","LES","LES",0,1,0,"","",1,0,"","","sal_data"
"end_adddte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_adddte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_candte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_candte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_cmpdte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_cmpdte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_cntdte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_cntdte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_dispatch_dte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_dispatch_dte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_expdte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_expdte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_hlddte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_hlddte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_mandte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_mandte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"end_trndte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where end_trndte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"enddte","LES","SALMOCAReportOpr","LES",0,1,0,"","",0,0,"","publish data where enddte = to_date(to_char(sysdate, 'YYYYMMDD') || '235959', 'YYYYMMDDHH24MISS')","dcs_data"
"errflg","dcsrdt","TOOLS_CANCEL_PICK","LES",10,1,1,"1","",1,0,"","",""
"errflg","LES","LES","LES",0,1,1,"","",1,0,"","","sal_data"
"errflg","LES","schagtopr","LES",0,1,0,"","",1,0,"","","sal_data"
"errflg","RPWEB","LES","LES",0,1,0,"","",1,0,"","","sal_data"
"esc_shpdte_field","LES","LES","LES",0,1,0,"","late_shpdte",0,0,"","","dcs_data"
"eval_dtcflg","LES","LES","LES",0,1,1,"","",0,0,"","","dcs_data"
"exact_cust_lvl","SALMLSCatMnt","LES","LES",0,1,1,"","",0,0,"","","sal_data"
"excl_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"excl_flg","LES","prdlinmnt","LES",0,1,0,"","",1,0,"","","dcs_data"
"exp_age_flg","LES","agepfldtl","LES",0,1,1,"","",0,0,"","","dcs_data"
"expflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"expire_flg","LES","agepfldtl","LES",0,1,1,"","",0,0,"","","dcs_data"
"ext_ath_flg","AuthMnt","ctlUsrMnt","LES",0,1,0,"","",0,0,"","","mcs_data"
"fifflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",1,0,"","","dcs_data"
"file_thresh","rflogcfgmnt","LES","LES",0,1,0,"","ERROR",0,0,"","","mtf_data"
"find_matching_kits","LES","invdsp","LES",0,1,1,"","",0,0,"","","dcs_data"
"find_matching_kits","LES","invdspmw","LES",0,1,1,"","",0,0,"","","dcs_data"
"fld_delim","LES","loadfileopr","LES",0,1,1,"","",0,0,"","[select nvl(thousands_sep,',') fld_delim from locale_parm where locale_id = @@locale_id]","mcs_data"
"fld_jus_cd","LES","LES","SEAMLES",0,1,1,"","N",0,0,"","","int_data"
"fld_trm_cd","LES","LES","SEAMLES",0,1,1,"","N",0,0,"","","int_data"
"fluid_load_flg","LES","cardtlmnt","LES",0,1,0,"","",1,0,"","","dcs_data"
"frm_id","LES","rdtpolmnt","LES",0,1,1,"","LES",0,0,"","","dcs_data"
"frm_id","LES","rdtpolovrdmnt","LES",0,1,1,"","LES",0,0,"","","dcs_data"
"frm_tran_dt","LES","LES","LES",0,1,0,"","",0,0,"","publish data where frm_tran_dt = to_date(to_char(sysdate, 'YYYYMMDD') || '000000', 'YYYYMMDDHH24MISS')","dcs_data"
"frsflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"frsflg","LES","selecttool","LES",0,0,0,"","",0,0,"","","dcs_data"
"ftl_flg","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"future_flg","LES","hldmstmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"fwiflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",1,0,"","","dcs_data"
"ground_flg","LES","carxrfmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"grswgt","prtftpmstdfltmnt","prtftpmstdfltmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"grswgt","prtmstdfltmnt","prtftpmstdfltmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"gui_frm_id","LES","servinsactmnt","LES",0,1,0,"","servcnfvalopr",0,0,"","","dcs_data"
"hazmat_flg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"hazmat_flg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"hid_flg","LES","frmPmsnCtlAssoc","LES",0,1,1,"","",1,0,"","","mcs_data"
"hldflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"hldpfx","LES","LES","LES",0,1,0,"","",0,0,"","get default hold prefix where wh_id = nvl(@wh_id, @@wh_id)","dcs_data"
"homog_adj_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"hot_flg","LES","rcvtrkopr","LES",0,1,0,"","",0,0,"","","dcs_data"
"hot_flg","LES","trlrmgtopr","LES",0,1,0,"","",0,0,"","","dcs_data"
"icnflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",1,0,"","","dcs_data"
"idnqty","LES","rcvdtlmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"ifd_fld_class_cd","LES","rifdsegmnt","SEAMLES",0,1,1,"","CO",0,0,"","","int_data"
"ifd_typ_cd","LES","rifdmnt","SEAMLES",0,1,1,"","O",0,0,"","","int_data"
"ignore_cancel","LES","waveopr","LES",0,1,1,"","",1,0,"","","dcs_data"
"ignore_complete","LES","waveopr","LES",0,1,1,"","",1,0,"","","dcs_data"
"ignore_con_flg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"ignore_con_flg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"ignoreClosedFlg","LES","LES","LES",0,1,1,"","",1,0,"","","dcs_data"
"immed","LES","shpadjput","LES",0,1,1,"","",1,0,"","","dcs_data"
"immed","LES","stktrnopr","LES",0,1,1,"","",1,0,"","","dcs_data"
"immediate","LES","rcvPutaway","LES",0,1,1,"","",1,0,"","","dcs_data"
"immediate","LES","rcvPutaway_1","LES",0,1,1,"","",1,0,"","","dcs_data"
"inc_pct_flg","LES","rplcfgmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"incl_wko_flg","LES","invchgopr","LES",0,1,1,"","",0,0,"","","dcs_data"
"indflg","LES","actcodmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"inhibit_ifd_group_flg","LES","commmthdmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"init_sts","LES","LES","LES",0,1,0,"","PEND",0,0,"","","dcs_data"
"inp_mask_pos","LES","SALFieldConfigInpCtrlWiz","LES",0,1,1,"","",0,0,"","","sal_data"
"insflg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"insflg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"intl_flg","LES","cardtlmnt","LES",0,1,1,"","",0,0,"","","dcs_data"
"invalid_flg","LES","CtyPszMnt","LES",0,1,0,"","",0,0,"","","sal_data"
"invsts_chg_flg","hldmstmnt","hldmstmnt","LES",0,1,0,"","",1,0,"","","dcs_data"
"iso_crncy_flg","LES","SALClientMnt","LES",0,1,0,"","",0,0,"","","sal_data"
"keep_days","LES","SALMOCAReportMnt","LES",0,1,0,"","",14,0,"","","sal_data"
"keep_days","RPWEB","rp|mocareportmnt","LES",0,1,0,"","",14,0,"","","salweb_data"
"lbl_on_split","LES","AreMstFlagsWiz","LES",0,1,0,"","",0,0,"","","dcs_data"
"lblflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"lblIdleCalls","LES","ctlasyncmoca","SEAMLES",0,1,1,"","",0,0,"","","int_data"
"lblOpen","LES","smlpkgopr","LES",0,1,1,"","",1,0,"","","sal_data"
"legend_pos","LES","frmChartMnt","LES",0,1,0,"","",0,0,"","","mcs_data"
"lens_cust_client_id","LES","LES","3pl",0,1,0,"","",0,0,"","","dcs_data"
"lens_cust_client_id","LES","LES","LES",0,1,0,"","----",0,0,"","","dcs_data"
"linear_mu","LES","localemnt","LES",0,1,0,"","inch, US",0,0,"","","sal_data"
"linqty","LES","clswkodtl","LES",0,1,0,"","",0,0,"","","dcs_data"
"live_load_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"lms_flg","LES","actcodmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"load_tracked_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"loc_id_flg","whmnt","whcopy","LES",0,1,1,"","",1,0,"","","mcs_data"
"locale_id","AthMnt","LES","LES",0,1,0,"","US_ENGLISH",0,0,"","","sal_data"
"locale_id","RPWEB","mod_usr_info","LES",0,1,0,"","US_ENGLISH",0,0,"","","sal_data"
"locale_id","SALUsrConfig","LES","LES",0,1,0,"","US_ENGLISH",0,0,"","","sal_data"
"locasg","LES","locpreflst","LES",0,1,0,"","",0,0,"","","dcs_data"
"loccod","LES","AreWipBldgWiz","LES",0,1,1,"","P",0,0,"","","dcs_data"
"lock_usr_flg","LES","carmovemnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"lock_usr_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"locsts","LES","locmstmnt","LES",0,1,0,"","E",0,0,"","","dcs_data"
"locsts","LES","locmstovr","LES",0,1,0,"","E",0,0,"","","dcs_data"
"lodflg","LES","allocatewave","LES",0,1,1,"","",1,0,"","","dcs_data"
"lodflg","LES","AreMstFlagsWiz","LES",0,1,0,"","",1,0,"","","dcs_data"
"lodflg","LES","procordbat","LES",0,1,1,"","",1,0,"","","dcs_data"
"lodflg","LES","procwko","LES",0,1,1,"","",1,0,"","","dcs_data"
"lodflg","LES","releasewave","LES",0,1,1,"","",1,0,"","","dcs_data"
"lodflg","RPWEB","wmd|releasewave","LES",0,1,1,"","",1,0,"","","dcsweb_data"
"lodlvl","LES","inbservopr","LES",0,1,0,"","L",1,0,"","","dcs_data"
"log_evt_flg","LES","evtmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"log_file_name","rflogcfgmnt","LES","LES",0,1,0,"","${LESDIR}/log/mtf_server_log.log",0,0,"","","mtf_data"
"log_lvl","rflogcfgmnt","LES","LES",0,1,0,"","ALL",0,0,"","","mtf_data"
"lot_anniv_flg","LES","SALClientMnt","LES",0,1,0,"","",0,0,"","","sal_data"
"lotflg","LES","prtmstmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"lotflg","LES","prtmstovrdmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"lpncnt_lodlvl","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"lpncntflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"lst_pck_asset_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"manflg","LES","manpkgopr","LES",0,1,1,"","",0,0,"","","sal_data"
"matchcase","LES","FindPolicy","LES",0,1,1,"","",0,0,"","","sal_data"
"matchexact","LES","FindPolicy","LES",0,1,1,"","",0,0,"","","sal_data"
"max_bkp_idx","rflogcfgmnt","LES","LES",0,1,0,"","10",0,0,"","","mtf_data"
"max_chrg","LES","blgdtlopr","LES",0,1,0,"","",0,0,"","","sal_data"
"max_file_size","rflogcfgmnt","LES","LES",0,1,0,"","10MB",0,0,"","","mtf_data"
"max_prob_qty","LES","LES","LES",0,1,0,"","",100,0,"","","dcs_data"
"max_rows","LES","ctlerrorviewer","SEAMLES",0,1,1,"","",10000,0,"","","int_data"
"mc_emp_cost","AuthMnt","ctlCopyUsr","LES",0,0,0,"","",0,0,"","","mcs_data"
"min_chrg","LES","blgdtlopr","LES",0,1,0,"","",0,0,"","","sal_data"
"min_cust_lvl","SALMLSCatMnt","LES","LES",0,1,1,"","",0,0,"","","sal_data"
"mix_shprcv_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"mixed_prt_flg","LES","LES","LES",0,1,1,"","",0,0,"","","dcs_data"
"mnu_seq","AthMnt","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"moca_sys_flg","LES","sysmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"modify_where_clause","LES","SALMgmntOpr","LES",0,1,1,"","",0,0,"","","sal_data"
"module_height","LES","WEBDASHMNT","LES",0,1,0,"","",200,0,"","","sal_data"
"module_height","RPWEB","WEBDASHMNT","LES",0,1,0,"","",0,0,"","","sal_data"
"months","LES","LES","LES",0,1,1,"","",0,0,"","","dcs_data"
"moveImmedFlg","LES","ChangeCarrier","LES",0,1,1,"","",0,0,"","","dcs_data"
"moveImmedFlg","RPWEB","wmd|changecarrier","LES",0,1,1,"","",0,0,"","","dcsweb_data"
"mult_line_flg","LES","SALFieldConfigInpCtrlWiz","LES",0,1,1,"","",0,0,"","","mcs_data"
"multi_flg","LES","WEBDASHMNT","LES",0,1,0,"","",1,0,"","","sal_data"
"multi_select_flg","LES","SALMgmntOprMnt","LES",0,1,0,"","",0,0,"","","sal_data"
"mvlflg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"nav_bar_seq","AthMnt","LES","LES",0,1,0,"","",0,0,"","","sal_data"
"need_evt_arg_flg","LES","algmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"need_evt_flg","LES","algmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"need_next_eo_seg_flg","LES","algmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"need_this_eo_seg_flg","LES","algmnt","SEAMLES",0,1,1,"","F",0,0,"","","int_data"
"netwgt","prtftpmstdfltmnt","prtftpmstdfltmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"netwgt","prtmstdfltmnt","prtftpmstdfltmnt","LES",0,1,0,"","",0,0,"","","sal_data"
"nocomp_flg","LES","LES","LES",0,1,0,"","",0,0,"","","dcs_data"
"non_alc_flg","LES","ordlinmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"non_alc_flg","LES","ordmnt","LES",0,1,0,"","",0,0,"","","dcs_data"
"nottyp","ordmnt","LES","LES",0,1,0,"","GEN",0,0,"","","dcs_data"
"NumberOfLabels","LES","rcvPutaway","LES",0,1,1,"","",2,0,"","","dcs_data"
"NumberOfLabels","LES","rcvPutaway_1","LES",0,1,1,"","",2,0,"","","dcs_data"
"only_apply_unassigned_shipments","LES","procordbat","LES",0,1,0,"","",0,0,"","","dcs_data"
"only_use_existing_carriers","LES","procordbat","LES",0,1,0,"","",0,0,"","","dcs_data"
"oosflg","LES","WMD-ZONMSTMNT","LES",0,1,0,"","",0,0,"","","dcs_data"
"optActCustLvl","SALMLSCatMnt","LES","LES",0,1,1,"","",1,0,"","","sal_data"
"optActiveShipments","LES","pckinvdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optAllIssues","LES","inbqltmnt","LES",0,1,1,"","",1,0,"","","dcs_data"
"optAllSessions","LES","playadjust","LES",0,1,1,"","",0,0,"","","dcs_data"
"optAttachAny","LES","AreAttachStratWiz","LES",0,1,1,"","",0,0,"","","dcs_data"
"optAttachIfExists","LES","AreAttachStratWiz","LES",0,1,1,"","",0,0,"","","dcs_data"
"optAttachIfUnique","LES","AreAttachStratWiz","LES",0,1,1,"","",0,0,"","","dcs_data"
"optByLoc","LES","pckinvdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optConstant","LES","locnamwizsegment","LES",0,1,1,"","",1,0,"","","dcs_data"
"optCopy","LES","locmstcopywiz","LES",0,1,1,"","",1,0,"","","dcs_data"
"optCurInvCases","LES","invdspdtl","LES",0,0,1,"","",1,0,"","","dcs_data"
"optCurInvCases","RPWEB","wmd|invdspdtl","LES",0,0,1,"","",1,0,"","","dcsweb_data"
"optCurInvDetail","LES","invdspdtl","LES",0,1,1,"","",1,0,"","","dcs_data"
"optCurInvDetail","RPWEB","wmd|invdspdtl","LES",0,1,1,"","",1,0,"","","dcsweb_data"
"optCurInvLoads","LES","invdspdtl","LES",0,0,1,"","",1,0,"","","dcs_data"
"optCurInvLoads","LES","locdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optCurInvLoads","LES","rcvtrkinvdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optCurInvLoads","RPWEB","wmd|invdspdtl","LES",0,0,1,"","",1,0,"","","dcsweb_data"
"optCurInvLoads","RPWEB","wmd|rcvtrkinvdsp","LES",0,1,1,"","",1,0,"","","dcsweb_data"
"optDetail","LES","AreHostLvlWiz","LES",0,1,1,"","",0,0,"","","dcs_data"
"optDetail","LES","wkosumdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optExpire_dte","LES","AreHostLvlWiz","LES",0,1,1,"","",0,0,"","","dcs_data"
"optFinInvLoads","LES","wkoalocsumdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optFinInvLoads","LES","wkoopr","LES",0,1,1,"","",1,0,"","","dcs_data"
"optFinInvLoads","LES","wkosumdsp","LES",0,1,1,"","",1,0,"","","dcs_data"
"optImmediate","LES","clsrcvtrkopr","LES",0,1,1,"","",1,0,"","","dcs_data"
"optImmediate","LES","movtrlropr","LES",0,1,1,"","",1,0,"","","dcs_data"
"optImmediate","LES","shpCloseTrailer","LES",0,1,1,"","",1,0,"","","dcs_data"
"optInvCases","LES","invdsp","LES",0,0,1,"","",1,0,"","","dcs_data"
"optInvDetails","LES","invdsp","LES",0,0,1,"","",1,0,"","","dcs_data"
"optInvLoads","LES","invdsp","LES",0,0,1,"","",1,0,"","","dcs_data"
