pcklst_rule_grp_id,pcklst_rule_grp_name,wh_id,client_id,ena_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
3,"TROLLEY_3S_D001_ZONE_GRP","7","RFH",0,"20230116141208","20230217171139","939370","939370"
4,"TROLLEY_2S_D001_ZONE_GRP","7","RFH",0,"20230116141250","20230217171130","939370","939370"
5,"TROLLEY_1S_D001_ZONE_GRP","7","RFH",0,"20230116141322","20230217171117","939370","939370"
6,"TROLLEY_0S_D001_ZONE_GRP","7","RFH",0,"20230116141356","20230217171103","939370","939370"
7,"GENERAL_RULES_ODDSIZE","7","RFH",1,"20230116141439","20230202135114","939370","939370"
8,"GENERAL_D001_ZONE","7","RFH",1,"20230202135237","20230217171040","939370","939370"
9,"TROLLEY_3S_E001_ZONE_GRP","7","RFH",0,"20230217171217","20230217171217","939370","939370"
10,"TROLLEY_2S_E001_ZONE_GRP","7","RFH",0,"20230217171343","20230217171343","939370","939370"
11,"TROLLEY_1S_E001_ZONE_GRP","7","RFH",0,"20230217171441","20230217171441","939370","939370"
12,"TROLLEY_0S_E001_ZONE_GRP","7","RFH",0,"20230217171508","20230217171508","939370","939370"
13,"GENERAL_E001_ZONE","7","RFH",1,"20230217171532","20230217171532","939370","939370"
14,"TROLLEY_3S_F001_ZONE_GRP","7","RFH",0,"20230217171618","20230217171618","939370","939370"
15,"TROLLEY_2S_F001_ZONE_GRP","7","RFH",0,"20230217201720","20230217201720","939370","939370"
16,"TROLLEY_1S_F001_ZONE_GRP","7","RFH",0,"20230217201746","20230217201746","939370","939370"
17,"TROLLEY_0S_F001_ZONE_GRP","7","RFH",0,"20230217201807","20230217201807","939370","939370"
18,"GENERAL_F001_ZONE","7","RFH",1,"20230217201826","20230217201826","939370","939370"
19,"Z1-0S_GENERAL_D001_ZONE","7","RFH",0,"20230720143546","20230720143546","938673","938673"
20,"Z1-0S_GENERAL_E001_ZONE","7","RFH",0,"20230720143546","20230720143546","938673","938673"
21,"Z1-0S_GENERAL_F001_ZONE","7","RFH",0,"20230720143546","20230720143546","938673","938673"
22,"Z1-1S_GENERAL_D001_ZONE","7","RFH",0,"20230720143552","20230720143552","938673","938673"
23,"Z1-1S_GENERAL_E001_ZONE","7","RFH",0,"20230720143552","20230720143552","938673","938673"
24,"Z1-1S_GENERAL_F001_ZONE","7","RFH",0,"20230720143552","20230720143552","938673","938673"
25,"Z1-2S_GENERAL_D001_ZONE","7","RFH",0,"20230720143556","20230720143556","938673","938673"
26,"Z1-2S_GENERAL_E001_ZONE","7","RFH",0,"20230720143556","20230720143556","938673","938673"
27,"Z1-2S_GENERAL_F001_ZONE","7","RFH",0,"20230720143556","20230720143556","938673","938673"
28,"Z1-3S_GENERAL_D001_ZONE","7","RFH",0,"20230720143559","20230720143559","938673","938673"
29,"Z1-3S_GENERAL_E001_ZONE","7","RFH",0,"20230720143559","20230720143559","938673","938673"
30,"Z1-3S_GENERAL_F001_ZONE","7","RFH",0,"20230720143559","20230720143559","938673","938673"
