gln,wh_id,uc_delivery_id,ins_dt,last_upd_dt,last_upd_user_id,is_purged
"8713783230350","1",1010,"20230612162826","20230612162826","939370",0
"8713783230350","1",1054,"20230612162826","20230612162826","939370",0
"8713783230350","1",1060,"20230612162826","20230612162826","939370",0
"8713783230350","1",1187,"20230612162827","20230612162827","939370",0
"8713783230350","1",1193,"20230612162827","20230612162827","939370",0
"8713783230350","1",1297,"20231023203146","20231023203146","939370",0
"8713783230350","1",1302,"20231023203228","20231023203228","939370",0
"8713783230541","1",1004,"20230612162825","20230612162825","939370",0
"8713783230541","1",1010,"20230612162825","20230612162825","939370",0
"8713783230541","1",1084,"20230612162826","20230612162826","939370",0
"8713783230541","1",1105,"20230612162826","20230612162826","939370",0
"8713783230541","1",1217,"20230612162827","20230612162827","939370",0
"8713783230541","1",1238,"20230612162827","20230612162827","939370",0
"8713783230541","1",1298,"20231023203608","20231023203608","939370",0
"8713783230541","1",1302,"20231023203617","20231023203617","939370",0
"8713783230626","1",1005,"20230612162825","20230612162825","939370",0
"8713783230626","1",1010,"20230612162826","20230612162826","939370",0
"8713783230626","1",1118,"20230612162827","20230612162827","939370",0
"8713783230626","1",1126,"20230612162827","20230612162827","939370",0
"8713783230626","1",1251,"20230612162827","20230612162827","939370",0
"8713783230626","1",1259,"20230612162827","20230612162827","939370",0
"8713783230626","1",1300,"20231023203654","20231023203654","939370",0
"8713783230626","1",1302,"20231023203654","20231023203654","939370",0
"8713783230756","1",1004,"20230612162825","20230612162825","939370",0
"8713783230756","1",1010,"20230612162825","20230612162825","939370",0
"8713783230756","1",1087,"20230612162826","20230612162826","939370",0
"8713783230756","1",1105,"20230612162826","20230612162826","939370",0
"8713783230756","1",1220,"20230612162827","20230612162827","939370",0
"8713783230756","1",1238,"20230612162827","20230612162827","939370",0
"8713783230756","1",1298,"20231023203609","20231023203609","939370",0
"8713783230756","1",1302,"20231023203617","20231023203617","939370",0
"8713783230770","1",1004,"20230612162825","20230612162825","939370",0
"8713783230770","1",1010,"20230612162825","20230612162825","939370",0
"8713783230770","1",1097,"20230612162826","20230612162826","939370",0
"8713783230770","1",1105,"20230612162826","20230612162826","939370",0
"8713783230770","1",1230,"20230612162827","20230612162827","939370",0
"8713783230770","1",1238,"20230612162827","20230612162827","939370",0
"8713783230770","1",1298,"20231023203609","20231023203609","939370",0
"8713783230770","1",1302,"20231023203617","20231023203617","939370",0
"8713783230916","1",1007,"20230612162825","20230612162825","939370",0
"8713783230916","1",1010,"20230612162826","20230612162826","939370",0
"8713783230916","1",1060,"20230612162826","20230612162826","939370",0
"8713783230916","1",1062,"20230612162826","20230612162826","939370",0
"8713783230916","1",1193,"20230612162827","20230612162827","939370",0
"8713783230916","1",1195,"20230612162827","20230612162827","939370",0
"8713783230916","1",1297,"20231023203228","20231023203228","939370",0
"8713783230916","1",1302,"20231023203217","20231023203217","939370",0
"8713783230923","1",1007,"20230612162825","20230612162825","939370",0
"8713783230923","1",1010,"20230612162826","20230612162826","939370",0
"8713783230923","1",1060,"20230612162826","20230612162826","939370",0
"8713783230923","1",1065,"20230612162826","20230612162826","939370",0
"8713783230923","1",1193,"20230612162827","20230612162827","939370",0
"8713783230923","1",1198,"20230612162827","20230612162827","939370",0
"8713783230923","1",1297,"20231023203228","20231023203228","939370",0
"8713783230923","1",1302,"20231023203218","20231023203218","939370",0
"8713783230947","1",1003,"20230612162825","20230612162825","939370",0
"8713783230947","1",1010,"20230612162825","20230612162825","939370",0
"8713783230947","1",1019,"20230612162826","20230612162826","939370",0
"8713783230947","1",1033,"20230612162826","20230612162826","939370",0
"8713783230947","1",1152,"20230612162827","20230612162827","939370",0
"8713783230947","1",1166,"20230612162827","20230612162827","939370",0
"8713783230947","1",1296,"20231023201154","20231023201154","939370",0
"8713783230947","1",1302,"20231023201502","20231023201502","939370",0
"8713783230954","1",1003,"20230612162825","20230612162825","939370",0
"8713783230954","1",1010,"20230612162825","20230612162825","939370",0
"8713783230954","1",1021,"20230612162826","20230612162826","939370",0
"8713783230954","1",1033,"20230612162826","20230612162826","939370",0
"8713783230954","1",1154,"20230612162827","20230612162827","939370",0
"8713783230954","1",1166,"20230612162827","20230612162827","939370",0
"8713783230954","1",1296,"20231023201204","20231023201204","939370",0
"8713783230954","1",1302,"20231023201448","20231023201448","939370",0
"8713783230978","1",1008,"20230612162825","20230612162825","939370",0
"8713783230978","1",1010,"20230612162826","20230612162826","939370",0
"8713783230978","1",1055,"20230612162826","20230612162826","939370",0
"8713783230978","1",1060,"20230612162826","20230612162826","939370",0
"8713783230978","1",1188,"20230612162827","20230612162827","939370",0
"8713783230978","1",1193,"20230612162827","20230612162827","939370",0
"8713783230978","1",1297,"20231023203146","20231023203146","939370",0
"8713783230978","1",1302,"20231023203228","20231023203228","939370",0
"8713783230992","1",1006,"20230612162825","20230612162825","939370",0
"8713783230992","1",1010,"20230612162826","20230612162826","939370",0
"8713783230992","1",1057,"20230612162826","20230612162826","939370",0
"8713783230992","1",1060,"20230612162826","20230612162826","939370",0
"8713783230992","1",1190,"20230612162827","20230612162827","939370",0
"8713783230992","1",1193,"20230612162827","20230612162827","939370",0
"8713783230992","1",1297,"20231023203147","20231023203147","939370",0
"8713783230992","1",1302,"20231023203206","20231023203206","939370",0
"8713783231005","1",1006,"20230612162825","20230612162825","939370",0
"8713783231005","1",1010,"20230612162826","20230612162826","939370",0
"8713783231005","1",1057,"20230612162826","20230612162826","939370",0
"8713783231005","1",1060,"20230612162826","20230612162826","939370",0
"8713783231005","1",1190,"20230612162827","20230612162827","939370",0
"8713783231005","1",1193,"20230612162827","20230612162827","939370",0
"8713783231005","1",1297,"20231023203206","20231023203206","939370",0
"8713783231005","1",1302,"20231023203206","20231023203206","939370",0
"8713783231012","1",1007,"20230612162825","20230612162825","939370",0
"8713783231012","1",1010,"20230612162826","20230612162826","939370",0
"8713783231012","1",1060,"20230612162826","20230612162826","939370",0
"8713783231012","1",1068,"20230612162826","20230612162826","939370",0
"8713783231012","1",1193,"20230612162827","20230612162827","939370",0
"8713783231012","1",1201,"20230612162827","20230612162827","939370",0
"8713783231012","1",1297,"20231023203258","20231023203258","939370",0
"8713783231012","1",1302,"20231023203218","20231023203218","939370",0
"8713783231029","1",1006,"20230612162825","20230612162825","939370",0
"8713783231029","1",1010,"20230612162826","20230612162826","939370",0
"8713783231029","1",1058,"20230612162826","20230612162826","939370",0
"8713783231029","1",1060,"20230612162826","20230612162826","939370",0
"8713783231029","1",1191,"20230612162827","20230612162827","939370",0
"8713783231029","1",1193,"20230612162827","20230612162827","939370",0
"8713783231029","1",1297,"20231023203206","20231023203206","939370",0
"8713783231029","1",1302,"20231023203217","20231023203217","939370",0
"8713783231036","1",1007,"20230612162825","20230612162825","939370",0
"8713783231036","1",1010,"20230612162826","20230612162826","939370",0
"8713783231036","1",1060,"20230612162826","20230612162826","939370",0
"8713783231036","1",1062,"20230612162826","20230612162826","939370",0
"8713783231036","1",1193,"20230612162827","20230612162827","939370",0
"8713783231036","1",1195,"20230612162827","20230612162827","939370",0
"8713783231036","1",1297,"20231023203228","20231023203228","939370",0
"8713783231036","1",1302,"20231023203217","20231023203217","939370",0
"8713783231043","1",1007,"20230612162825","20230612162825","939370",0
"8713783231043","1",1010,"20230612162826","20230612162826","939370",0
"8713783231043","1",1060,"20230612162826","20230612162826","939370",0
"8713783231043","1",1061,"20230612162826","20230612162826","939370",0
"8713783231043","1",1193,"20230612162827","20230612162827","939370",0
"8713783231043","1",1194,"20230612162827","20230612162827","939370",0
"8713783231043","1",1297,"20231023203228","20231023203228","939370",0
"8713783231043","1",1302,"20231023203217","20231023203217","939370",0
"8713783231050","1",1007,"20230612162825","20230612162825","939370",0
"8713783231050","1",1010,"20230612162826","20230612162826","939370",0
"8713783231050","1",1060,"20230612162826","20230612162826","939370",0
"8713783231050","1",1075,"20230612162826","20230612162826","939370",0
"8713783231050","1",1193,"20230612162827","20230612162827","939370",0
"8713783231050","1",1208,"20230612162827","20230612162827","939370",0
"8713783231050","1",1297,"20231023203258","20231023203258","939370",0
"8713783231050","1",1302,"20231023203218","20231023203218","939370",0
"8713783231067","1",1006,"20230612162825","20230612162825","939370",0
"8713783231067","1",1010,"20230612162826","20230612162826","939370",0
"8713783231067","1",1041,"20230612162826","20230612162826","939370",0
"8713783231067","1",1060,"20230612162826","20230612162826","939370",0
"8713783231067","1",1174,"20230612162827","20230612162827","939370",0
"8713783231067","1",1193,"20230612162827","20230612162827","939370",0
"8713783231067","1",1297,"20231023203116","20231023203116","939370",0
"8713783231067","1",1302,"20231023203206","20231023203206","939370",0
"8713783231104","1",1006,"20230612162825","20230612162825","939370",0
"8713783231104","1",1010,"20230612162826","20230612162826","939370",0
"8713783231104","1",1055,"20230612162826","20230612162826","939370",0
"8713783231104","1",1060,"20230612162826","20230612162826","939370",0
"8713783231104","1",1188,"20230612162827","20230612162827","939370",0
"8713783231104","1",1193,"20230612162827","20230612162827","939370",0
"8713783231104","1",1297,"20231023203146","20231023203146","939370",0
"8713783231104","1",1302,"20231023203217","20231023203217","939370",0
"8713783231111","1",1005,"20230612162825","20230612162825","939370",0
"8713783231111","1",1010,"20230612162826","20230612162826","939370",0
"8713783231111","1",1118,"20230612162827","20230612162827","939370",0
"8713783231111","1",1126,"20230612162827","20230612162827","939370",0
"8713783231111","1",1251,"20230612162827","20230612162827","939370",0
"8713783231111","1",1259,"20230612162827","20230612162827","939370",0
"8713783231111","1",1300,"20231023203654","20231023203654","939370",0
"8713783231111","1",1302,"20231023203635","20231023203635","939370",0
"8713783231128","1",1005,"20230612162825","20230612162825","939370",0
"8713783231128","1",1010,"20230612162826","20230612162826","939370",0
"8713783231128","1",1118,"20230612162827","20230612162827","939370",0
"8713783231128","1",1133,"20230612162827","20230612162827","939370",0
"8713783231128","1",1251,"20230612162827","20230612162827","939370",0
"8713783231128","1",1266,"20230612162828","20230612162828","939370",0
"8713783231128","1",1300,"20231023203936","20231023203936","939370",0
"8713783231128","1",1302,"20231023203627","20231023203627","939370",0
"8713783231142","1",1004,"20230612162825","20230612162825","939370",0
"8713783231142","1",1010,"20230612162825","20230612162825","939370",0
"8713783231142","1",1097,"20230612162826","20230612162826","939370",0
"8713783231142","1",1105,"20230612162826","20230612162826","939370",0
"8713783231142","1",1230,"20230612162827","20230612162827","939370",0
"8713783231142","1",1238,"20230612162827","20230612162827","939370",0
"8713783231142","1",1298,"20231023203609","20231023203609","939370",0
"8713783231142","1",1302,"20231023203617","20231023203617","939370",0
"8713783231159","1",1004,"20230612162825","20230612162825","939370",0
"8713783231159","1",1010,"20230612162826","20230612162826","939370",0
"8713783231159","1",1102,"20230612162826","20230612162826","939370",0
"8713783231159","1",1105,"20230612162827","20230612162827","939370",0
"8713783231159","1",1235,"20230612162827","20230612162827","939370",0
"8713783231159","1",1238,"20230612162827","20230612162827","939370",0
"8713783231159","1",1298,"20231023203609","20231023203609","939370",0
"8713783231159","1",1302,"20231023203626","20231023203626","939370",0
"8713783231173","1",1004,"20230612162825","20230612162825","939370",0
"8713783231173","1",1010,"20230612162826","20230612162826","939370",0
"8713783231173","1",1100,"20230612162826","20230612162826","939370",0
"8713783231173","1",1105,"20230612162827","20230612162827","939370",0
"8713783231173","1",1233,"20230612162827","20230612162827","939370",0
"8713783231173","1",1238,"20230612162827","20230612162827","939370",0
"8713783231173","1",1298,"20231023203609","20231023203609","939370",0
"8713783231173","1",1302,"20231023203617","20231023203617","939370",0
"8713783231180","1",1005,"20230612162825","20230612162825","939370",0
"8713783231180","1",1010,"20230612162826","20230612162826","939370",0
"8713783231180","1",1118,"20230612162827","20230612162827","939370",0
"8713783231180","1",1126,"20230612162827","20230612162827","939370",0
"8713783231180","1",1251,"20230612162827","20230612162827","939370",0
"8713783231180","1",1259,"20230612162827","20230612162827","939370",0
"8713783231180","1",1300,"20231023203654","20231023203654","939370",0
"8713783231180","1",1302,"20231023203654","20231023203654","939370",0
"8713783231203","1",1005,"20230612162825","20230612162825","939370",0
"8713783231203","1",1010,"20230612162826","20230612162826","939370",0
"8713783231203","1",1118,"20230612162827","20230612162827","939370",0
"8713783231203","1",1129,"20230612162827","20230612162827","939370",0
"8713783231203","1",1251,"20230612162827","20230612162827","939370",0
"8713783231203","1",1262,"20230612162828","20230612162828","939370",0
"8713783231203","1",1300,"20231023203700","20231023203700","939370",0
"8713783231203","1",1302,"20231023203627","20231023203627","939370",0
"8713783231210","1",1001,"20230612162825","20230612162825","939370",0
"8713783231210","1",1010,"20230612162825","20230612162825","939370",0
"8713783231210","1",1081,"20230612162826","20230612162826","939370",0
"8713783231210","1",1131,"20230612162827","20230612162827","939370",0
"8713783231210","1",1214,"20230612162827","20230612162827","939370",0
"8713783231210","1",1264,"20230612162828","20230612162828","939370",0
"8713783231210","1",1295,"20231023203546","20231023203546","939370",0
"8713783231210","1",1303,"20231023203859","20231023203859","939370",0
"8713783231227","1",1004,"20230612162825","20230612162825","939370",0
"8713783231227","1",1010,"20230612162826","20230612162826","939370",0
"8713783231227","1",1095,"20230612162826","20230612162826","939370",0
"8713783231227","1",1105,"20230612162827","20230612162827","939370",0
"8713783231227","1",1228,"20230612162827","20230612162827","939370",0
"8713783231227","1",1238,"20230612162827","20230612162827","939370",0
"8713783231227","1",1298,"20231023203609","20231023203609","939370",0
"8713783231227","1",1302,"20231023203617","20231023203617","939370",0
"8713783231265","1",1004,"20230612162825","20230612162825","939370",0
"8713783231265","1",1010,"20230612162825","20230612162825","939370",0
"8713783231265","1",1097,"20230612162826","20230612162826","939370",0
"8713783231265","1",1105,"20230612162826","20230612162826","939370",0
"8713783231265","1",1230,"20230612162827","20230612162827","939370",0
"8713783231265","1",1238,"20230612162827","20230612162827","939370",0
"8713783231265","1",1298,"20231023203609","20231023203609","939370",0
"8713783231265","1",1302,"20231023203617","20231023203617","939370",0
"8713783231272","1",1007,"20230612162825","20230612162825","939370",0
"8713783231272","1",1010,"20230612162826","20230612162826","939370",0
"8713783231272","1",1060,"20230612162826","20230612162826","939370",0
"8713783231272","1",1062,"20230612162826","20230612162826","939370",0
"8713783231272","1",1193,"20230612162827","20230612162827","939370",0
"8713783231272","1",1195,"20230612162827","20230612162827","939370",0
"8713783231272","1",1297,"20231023203228","20231023203228","939370",0
"8713783231272","1",1302,"20231023203217","20231023203217","939370",0
"8713783231289","1",1005,"20230612162825","20230612162825","939370",0
"8713783231289","1",1010,"20230612162826","20230612162826","939370",0
"8713783231289","1",1118,"20230612162827","20230612162827","939370",0
"8713783231289","1",1129,"20230612162827","20230612162827","939370",0
"8713783231289","1",1251,"20230612162827","20230612162827","939370",0
"8713783231289","1",1262,"20230612162827","20230612162827","939370",0
"8713783231289","1",1300,"20231023203700","20231023203700","939370",0
"8713783231289","1",1302,"20231023203627","20231023203627","939370",0
"8713783231319","1",1007,"20230612162825","20230612162825","939370",0
"8713783231319","1",1010,"20230612162826","20230612162826","939370",0
"8713783231319","1",1060,"20230612162826","20230612162826","939370",0
"8713783231319","1",1062,"20230612162826","20230612162826","939370",0
"8713783231319","1",1193,"20230612162827","20230612162827","939370",0
"8713783231319","1",1195,"20230612162827","20230612162827","939370",0
"8713783231319","1",1297,"20231023203228","20231023203228","939370",0
"8713783231319","1",1302,"20231023203217","20231023203217","939370",0
"8713783231326","1",1005,"20230612162825","20230612162825","939370",0
"8713783231326","1",1010,"20230612162826","20230612162826","939370",0
"8713783231326","1",1118,"20230612162827","20230612162827","939370",0
"8713783231326","1",1133,"20230612162827","20230612162827","939370",0
"8713783231326","1",1251,"20230612162827","20230612162827","939370",0
"8713783231326","1",1266,"20230612162828","20230612162828","939370",0
"8713783231326","1",1300,"20231023203936","20231023203936","939370",0
"8713783231326","1",1302,"20231023203627","20231023203627","939370",0
"8713783231333","1",1006,"20230612162825","20230612162825","939370",0
"8713783231333","1",1010,"20230612162826","20230612162826","939370",0
"8713783231333","1",1046,"20230612162826","20230612162826","939370",0
"8713783231333","1",1060,"20230612162826","20230612162826","939370",0
"8713783231333","1",1179,"20230612162827","20230612162827","939370",0
"8713783231333","1",1193,"20230612162827","20230612162827","939370",0
"8713783231333","1",1297,"20231023203146","20231023203146","939370",0
"8713783231333","1",1302,"20231023203206","20231023203206","939370",0
"8713783231340","1",1007,"20230612162825","20230612162825","939370",0
"8713783231340","1",1010,"20230612162826","20230612162826","939370",0
"8713783231340","1",1060,"20230612162826","20230612162826","939370",0
"8713783231340","1",1074,"20230612162826","20230612162826","939370",0
"8713783231340","1",1193,"20230612162827","20230612162827","939370",0
"8713783231340","1",1207,"20230612162827","20230612162827","939370",0
"8713783231340","1",1297,"20231023203258","20231023203258","939370",0
"8713783231340","1",1302,"20231023203218","20231023203218","939370",0
"8713783231364","1",1006,"20230612162825","20230612162825","939370",0
"8713783231364","1",1010,"20230612162826","20230612162826","939370",0
"8713783231364","1",1050,"20230612162826","20230612162826","939370",0
"8713783231364","1",1060,"20230612162826","20230612162826","939370",0
"8713783231364","1",1183,"20230612162827","20230612162827","939370",0
"8713783231364","1",1193,"20230612162827","20230612162827","939370",0
"8713783231364","1",1297,"20231023203146","20231023203146","939370",0
"8713783231364","1",1302,"20231023203206","20231023203206","939370",0
"8713783231371","1",1008,"20230612162825","20230612162825","939370",0
"8713783231371","1",1010,"20230612162826","20230612162826","939370",0
"8713783231371","1",1055,"20230612162826","20230612162826","939370",0
"8713783231371","1",1060,"20230612162826","20230612162826","939370",0
"8713783231371","1",1188,"20230612162827","20230612162827","939370",0
"8713783231371","1",1193,"20230612162827","20230612162827","939370",0
"8713783231371","1",1297,"20231023203146","20231023203146","939370",0
"8713783231371","1",1302,"20231023203228","20231023203228","939370",0
"8713783231401","1",1007,"20230612162825","20230612162825","939370",0
"8713783231401","1",1010,"20230612162826","20230612162826","939370",0
"8713783231401","1",1060,"20230612162826","20230612162826","939370",0
"8713783231401","1",1065,"20230612162826","20230612162826","939370",0
"8713783231401","1",1193,"20230612162827","20230612162827","939370",0
"8713783231401","1",1198,"20230612162827","20230612162827","939370",0
"8713783231401","1",1297,"20231023203228","20231023203228","939370",0
"8713783231401","1",1302,"20231023203217","20231023203217","939370",0
"8713783231425","1",1007,"20230612162825","20230612162825","939370",0
"8713783231425","1",1010,"20230612162826","20230612162826","939370",0
"8713783231425","1",1060,"20230612162826","20230612162826","939370",0
"8713783231425","1",1067,"20230612162826","20230612162826","939370",0
"8713783231425","1",1193,"20230612162827","20230612162827","939370",0
"8713783231425","1",1200,"20230612162827","20230612162827","939370",0
"8713783231425","1",1297,"20231023203258","20231023203258","939370",0
"8713783231425","1",1302,"20231023203218","20231023203218","939370",0
"8713783231449","1",1006,"20230612162825","20230612162825","939370",0
"8713783231449","1",1010,"20230612162826","20230612162826","939370",0
"8713783231449","1",1058,"20230612162826","20230612162826","939370",0
"8713783231449","1",1060,"20230612162826","20230612162826","939370",0
"8713783231449","1",1191,"20230612162827","20230612162827","939370",0
"8713783231449","1",1193,"20230612162827","20230612162827","939370",0
"8713783231449","1",1297,"20231023203206","20231023203206","939370",0
"8713783231449","1",1302,"20231023203217","20231023203217","939370",0
"8713783231456","1",1003,"20230612162825","20230612162825","939370",0
"8713783231456","1",1010,"20230612162825","20230612162825","939370",0
"8713783231456","1",1019,"20230612162826","20230612162826","939370",0
"8713783231456","1",1033,"20230612162826","20230612162826","939370",0
"8713783231456","1",1152,"20230612162827","20230612162827","939370",0
"8713783231456","1",1166,"20230612162827","20230612162827","939370",0
"8713783231456","1",1296,"20231023201154","20231023201154","939370",0
"8713783231456","1",1302,"20231023201459","20231023201459","939370",0
"8713783231463","1",1007,"20230612162825","20230612162825","939370",0
"8713783231463","1",1010,"20230612162826","20230612162826","939370",0
"8713783231463","1",1060,"20230612162826","20230612162826","939370",0
"8713783231463","1",1062,"20230612162826","20230612162826","939370",0
"8713783231463","1",1193,"20230612162827","20230612162827","939370",0
"8713783231463","1",1195,"20230612162827","20230612162827","939370",0
"8713783231463","1",1297,"20231023203228","20231023203228","939370",0
"8713783231463","1",1302,"20231023203217","20231023203217","939370",0
"8713783231487","1",1007,"20230612162825","20230612162825","939370",0
"8713783231487","1",1010,"20230612162826","20230612162826","939370",0
"8713783231487","1",1060,"20230612162826","20230612162826","939370",0
"8713783231487","1",1062,"20230612162826","20230612162826","939370",0
"8713783231487","1",1193,"20230612162827","20230612162827","939370",0
"8713783231487","1",1195,"20230612162827","20230612162827","939370",0
"8713783231487","1",1297,"20231023203228","20231023203228","939370",0
"8713783231487","1",1302,"20231023203217","20231023203217","939370",0
"8713783231494","1",1007,"20230612162825","20230612162825","939370",0
"8713783231494","1",1010,"20230612162826","20230612162826","939370",0
"8713783231494","1",1060,"20230612162826","20230612162826","939370",0
"8713783231494","1",1064,"20230612162826","20230612162826","939370",0
"8713783231494","1",1193,"20230612162827","20230612162827","939370",0
"8713783231494","1",1197,"20230612162827","20230612162827","939370",0
"8713783231494","1",1297,"20231023203228","20231023203228","939370",0
