var_nam,appl_id,frm_id,addon_id,cust_lvl,lkp_id,ena_flg,cod_col,desc_col,add_null_flg,dis_sgl_flg,edt_flg,srt_col,grd_lkp_cols,grp_nam
"gui_frm_id","LES","LES","LES",0,"l_gui_frm_id",0,"mls_id","mls_text",1,0,0,"","","dcs_data"
"head_evt_id","LES","evtseqinfo","SEAMLES",0,"l_head_evt_id",0,"evt_id","evt_id",0,0,0,"","","int_data"
"head_evt_id","LES","LES","SEAMLES",0,"l_head_evt_id",1,"evt_id","evt_id",1,0,0,"","","int_data"
"heat_map_chart__handling","LES","LES","LES",0,"l__handling",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"heat_map_chart_render_quality","LES","LES","LES",0,"l_heatmap_chrt_rdrql",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"help_fil_id","HelpMnt","HelpMnt","LES",0,"l_help_fil_id",1,"help_fil_id","mls_text",1,0,0,"","","mcs_data"
"help_obj_typ","HelpMnt","LES","LES",0,"l_sys_dsc_mst",1,"colval","mls_text",1,0,0,"","","mcs_data"
"help_typ","HelpMnt","LES","LES",0,"l_help_typ",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"hld_chkpt","LES","LES","LES",0,"l_hld_chkpt",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"hldcod","LES","LES","LES",0,"l_hldcod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"hldtyp","LES","LES","LES",0,"l_hldtyp",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"home_frm_id","LES","frmmstmnt","LES",0,"l_frm_flw_id",0,"","",0,0,0,"","","mcs_data"
"home_frm_id","LES","LES","LES",0,"l_frm_flw_id",1,"","",0,0,0,"","","mcs_data"
"home_link_id","LES","LES","LES",0,"l_link_id",1,"","",0,0,0,"","","mcs_data"
"hook_evt","LES","LES","LES",0,"l_hook_evt",1,"","",0,0,0,"","","mcs_data"
"hop_arecod","LES","LES","LES",0,"l_arecod",1,"arecod","lngdsc",1,0,0,"","","dcs_data"
"hop_lodlvl","LES","LES","LES",0,"l_lodlvl",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"hop_mov_zone_id","LES","LES","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"hopare","LES","LES","LES",0,"l_arecod",1,"arecod","lngdsc",1,0,0,"","","dcs_data"
"HopRetryStatus","LES","LES","LES",0,"l_retrystatus",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"horizontal_align","LES","LES","LES",0,"l_horizontal_align",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"i_commit_ctxt_defn_cd","LES","sysmnt","SEAMLES",0,"l_commit_ctxt",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"iactcod","LES","LES","LES",0,"l_iactcod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"ib_issue","LES","LES","LES",0,"l_vnd_ib_issue",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"id_seg_alg_id","LES","iifdmnt","SEAMLES",0,"l_id_seg_alg",1,"alg_id","alg_id",1,0,0,"","","int_data"
"ifd_action","LES","ctldwnldifdeditor","SEAMLES",0,"l_ifd_action_editor",0,"ifd_action","ifd_action",0,0,0,"","","int_data"
"ifd_action","LES","ctlevtifdeditor","SEAMLES",0,"l_ifd_action_editor",0,"ifd_action","ifd_action",0,0,0,"","","int_data"
"ifd_action_alg_id","LES","iifdmnt","SEAMLES",0,"l_prc_ifd_action_alg",1,"alg_id","alg_id",1,0,0,"","","int_data"
"ifd_action_cd","LES","ctldwnldviewer","SEAMLES",0,"l_ifd_action_cd",0,"vp_val","vp_val",1,0,0,"","","int_data"
"ifd_action_cd","LES","LES","SEAMLES",0,"l_ifd_action_cd",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"ifd_fld_attr_cd","LES","LES","SEAMLES",0,"l_ifd_fld_attr_cd",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"ifd_fld_class_cd","LES","iifdsegmnt","SEAMLES",0,"l_class_cd_ifd_fld",0,"vp_val","vp_rep",0,0,0,"","","int_data"
"ifd_fld_class_cd","LES","LES","SEAMLES",0,"l_class_cd_ifd_fld",1,"vp_val","vp_rep",0,0,0,"","","int_data"
"ifd_fld_id","iifddtsearch","LES","SEAMLES",0,"l_ifd_fld_id",0,"ifd_fld_id","ifd_fld_id",1,0,0,"","","int_data"
"ifd_fld_id_for_display","LES","LES","SEAMLES",0,"l_ifd_fld_id",1,"ifd_fld_id","ifd_fld_id",1,0,0,"","","int_data"
"ifd_grp_id","LES","LES","SEAMLES",0,"l_ifd_grp_id",1,"ifd_grp_id","ifd_grp_id",0,0,0,"","","int_data"
"ifd_id","iifddtsearch","LES","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_id","LES","ctldwnldifdeditor","SEAMLES",0,"l_ifd_id_editor",0,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","ctldwnldviewer","SEAMLES",0,"l_ifd_def",0,"vp_val","vp_val",1,0,0,"","","int_data"
"ifd_id","LES","ctlevtifdeditor","SEAMLES",0,"l_ifd_id_editor",0,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","ctlevtquery","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_id","LES","dlgAddFldFromSeg","SEAMLES",0,"l_ifd_id_dlg",1,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","dlgEOSegCopy","SEAMLES",0,"l_eo_id_dlg",1,"eo_id","eo_id",0,0,0,"","","int_data"
"ifd_id","LES","dlgEOSegRename","SEAMLES",0,"l_eo_id_dlg",1,"eo_id","eo_id",0,0,0,"","","int_data"
"ifd_id","LES","dlgIfdSegCopy","SEAMLES",0,"l_ifd_id_seg_dlg",1,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","dlgIfdSegRename","SEAMLES",0,"l_ifd_id_seg_dlg",1,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","evtseqinfo","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",0,0,0,"","","int_data"
"ifd_id","LES","iifdsegmnt","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_id","LES","LES","SEAMLES",0,"l_ifd_def",1,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_id","LES","rifdmnt","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_id","LES","rifdsegmnt","SEAMLES",0,"l_ifd_def",0,"ifd_id","ifd_id",1,0,0,"","","int_data"
"ifd_seg_id","iifddtsearch","LES","SEAMLES",0,"l_ifd_seg_id",0,"ifd_seg_id","ifd_seg_id",1,0,0,"","","int_data"
"ifd_seg_id","LES","ctldwnldifdeditor","SEAMLES",0,"l_ifd_seg_id",0,"ifd_seg_id","ifd_seg_id",0,0,0,"","","int_data"
"ifd_seg_id","LES","ctlevtifdeditor","SEAMLES",0,"l_ifd_seg_id",0,"ifd_seg_id","ifd_seg_id",0,0,0,"","","int_data"
"ifd_seg_id","LES","dlgAddFldFromSeg","SEAMLES",0,"l_ifd_seg_id_dlg",1,"ifd_seg_id","ifd_seg_id",0,0,0,"","","int_data"
"ifd_seg_id_for_display","LES","LES","SEAMLES",0,"l_ifd_seg_id",1,"ifd_seg_id","ifd_seg_id",1,0,0,"","","int_data"
"ifd_seg_ol_attr_cd","LES","LES","SEAMLES",0,"l_ifd_seg_ol_attr_cd",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"ifd_seg_tag","LES","ifdasxml","SEAMLES",0,"l_ifd_seg_tag",1,"ifd_seg_tag","ifd_seg_tag",1,0,0,"","","int_data"
"ifd_seg_tag","LES","w3casxml","SEAMLES",0,"l_ifd_seg_tag",1,"ifd_seg_tag","ifd_seg_tag",1,0,0,"","","int_data"
"ifd_ver","iifddtsearch","LES","SEAMLES",0,"l_eo_ver_seg",0,"ifd_ver","ifd_ver",1,0,0,"","","int_data"
"ifd_ver","LES","ctldwnldifdeditor","SEAMLES",0,"l_ifd_ver_editor",0,"ifd_ver","ifd_ver",0,0,0,"","","int_data"
"ifd_ver","LES","ctlevtifdeditor","SEAMLES",0,"l_ifd_ver_editor",0,"ifd_ver","ifd_ver",0,0,0,"","","int_data"
"ifd_ver","LES","dlgAddFldFromSeg","SEAMLES",0,"l_ifd_ver_dlg",1,"ifd_ver","ifd_ver",0,0,0,"","","int_data"
"ifd_ver","LES","dlgEOSegCopy","SEAMLES",0,"l_eo_ver_seg",1,"eo_ver","eo_ver",0,0,0,"","","int_data"
"ifd_ver","LES","dlgEOSegRename","SEAMLES",0,"l_eo_ver_seg",1,"eo_ver","eo_ver",0,0,0,"","","int_data"
"ifd_ver","LES","dlgIfdSegCopy","SEAMLES",0,"l_ifd_ver_seg",1,"ifd_ver","ifd_ver",0,0,0,"","","int_data"
"ifd_ver","LES","dlgIfdSegRename","SEAMLES",0,"l_ifd_ver_seg",1,"ifd_ver","ifd_ver",0,0,0,"","","int_data"
"ignr_invsts","LES","LES","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"ignr_ordtyp","LES","LES","LES",0,"l_ordtyp",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"im_tracing_on","RPWEB","ems|ems_config","LES",0,"l_im_tracing_on",1,"codval","lngdsc",0,0,0,"","","ems_data"
"in_bnd_var_id","LES","commmthdmnt","SEAMLES",0,"l_in_bnd_var",1,"in_bnd_var_id","in_bnd_var_id",1,0,0,"","","int_data"
"incl_excl_cod","LES","LES","LES",0,"l_incl_excl_cod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"ind_arecod","LES","LES","LES",0,"l_arecod_xdck",1,"arecod","lngdsc",1,0,0,"","","dcs_data"
"ind_arecod","LES","rcvpolmnt","LES",0,"l_ind_xdck",1,"arecod","lngdsc",1,0,0,"","","dcs_data"
"info_cd","LES","LES","LES",0,"l_info_cd",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"init_scan_typ","LES","LES","LES",0,"l_init_scan_typ",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"init_sts","LES","LES","LES",0,"l_init_sts",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"inp_mask_case","LES","LES","LES",0,"l_inp_mask_case",1,"","",0,0,0,"","","mcs_data"
"inp_mask_num","LES","LES","LES",0,"l_inp_mask_num",1,"","",0,0,0,"","","mcs_data"
"inp_mod","LES","LES","LES",0,"l_sys_dsc_mst",1,"colval","mls_text",1,0,0,"","","mcs_data"
"ins_user_id","LES","LES","LES",0,"l_usr_wh",1,"usr_id","usr_id",0,0,0,"","","dcs_data"
"invid1","LES","LES","LES",0,"l_invid",1,"colnam","lngdsc",1,0,0,"","","dcs_data"
"invid2","LES","LES","LES",0,"l_invid",1,"colnam","lngdsc",1,0,0,"","","dcs_data"
"invid3","LES","LES","LES",0,"l_invid",1,"colnam","lngdsc",1,0,0,"","","dcs_data"
"invid4","LES","LES","LES",0,"l_invid",1,"colnam","lngdsc",1,0,0,"","","dcs_data"
"invid5","LES","LES","LES",0,"l_invid",1,"colnam","lngdsc",1,0,0,"","","dcs_data"
"invsts","LES","LES","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"invsts_chkpt","LES","LES","LES",0,"l_invsts_chkpt",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"invsts_hold_inc","LES","identify","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"invsts_prg","LES","LES","LES",0,"l_invsts_prg",1,"invsts_prg","lngdsc",0,0,0,"","","dcs_data"
"invtyp","LES","LES","LES",0,"l_invtyp_no_wko",1,"invtyp","lngdsc",1,0,0,"","","dcs_data"
"kw_id","LES","rifdsegmnt","SEAMLES",0,"l_kw_id",1,"kw_id","kw_id",0,0,0,"","","int_data"
"kw_id","LES","syscommmnt","SEAMLES",0,"l_kw_id",1,"kw_id","kw_id",1,0,0,"","","int_data"
"last_upd_user_id","LES","LES","LES",0,"l_usr_wh",1,"usr_id","usr_id",0,0,0,"","","dcs_data"
"lbl_prtadr","LES","LES","LES",0,"l_prtadr",1,"prtadr","prtadr",1,0,0,"","","dcs_data"
"lbldefchg","LES","PolicyMnt","LES",0,"l_yes_no",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"lbldefchg","LES","PolicyOvr","LES",0,"l_yes_no",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"lbldefval","LES","PolicyMnt","LES",0,"l_yes_no",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"lbldefval","LES","PolicyOvr","LES",0,"l_yes_no",1,"codval","lngdsc",0,0,0,"","","dcs_data"
"leftright","LES","LES","LES",0,"l_leftright",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"legend_border_style","LES","LES","LES",0,"l_draw_style",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"legend_data_association","LES","LES","LES",0,"l_legend_data_asscn",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"legend_pos","LES","frmChartMnt","LES",0,"l_legend_pos",1,"","",0,0,0,"","","mcs_data"
"lens_cust_client_id","LES","LES","3pl",0,"l_client_id_3pl",1,"client_id","client_id",0,1,0,"","","sal_data"
"lens_cust_client_id","LES","LES","LES",0,"l_client_id",1,"client_id","client_id",0,1,0,"","","sal_data"
"line_chart_draw_style","LES","LES","LES",0,"l_draw_style",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"line_chart_end_style","LES","LES","LES",0,"l_end_cap_style",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"line_chart__handling","LES","LES","LES",0,"l__handling",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"line_chart_start_style","LES","LES","LES",0,"l_end_cap_style",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"linsts","LES","LES","LES",0,"l_linsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"list_sts","LES","LES","LES",0,"l_list_sts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"list_typ","LES","LES","LES",0,"l_list_typ",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lmscod","LES","LES","LES",0,"l_lmscod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lmstyp","LES","LES","LES",0,"l_lmstyp",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lngcod","LES","LES","LES",0,"l_lngcod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"load_attr1_cfg","LES","LES","LES",0,"l_load_attr",1,"codval","lngdsc",1,0,0,"","","sal_data"
"load_attr2_cfg","LES","LES","LES",0,"l_load_attr",1,"codval","lngdsc",1,0,0,"","","sal_data"
"load_attr3_cfg","LES","LES","LES",0,"l_load_attr",1,"codval","lngdsc",1,0,0,"","","sal_data"
"load_attr4_cfg","LES","LES","LES",0,"l_load_attr",1,"codval","lngdsc",1,0,0,"","","sal_data"
"load_attr5_cfg","LES","LES","LES",0,"l_load_attr",1,"codval","lngdsc",1,0,0,"","","sal_data"
"loadPrep","LES","LES","LES",0,"l_loadPrep",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"loc_typ_id","LES","LES","LES",0,"l_loc_typ",1,"loc_typ_id","lngdsc",1,0,0,"","","dcs_data"
"loc_typ_id","LES","locmstmnt","LES",0,"l_loc_typ_locmnt",1,"loc_typ_id","lngdsc",1,0,0,"","","dcs_data"
"loc_typ_id","LES","prdlinmnt","LES",0,"l_loc_typ_prod",1,"loc_typ_id","lngdsc",1,0,0,"","","dcs_data"
"locacc","LES","LES","LES",0,"l_locacc",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"locale_id","LES","devmstmnt","LES",0,"l_locale_id",1,"locale_id","lngdsc",1,0,0,"","","dcs_data"
"locale_id","LES","LES","LES",0,"l_locale_id",1,"locale_id","lngdsc",0,1,0,"lngdsc","","mcs_data"
"locale_id","LES","SALLocaleMnt","LES",0,"l_locale_id",0,"locale_id","lngdsc",1,0,0,"","","mcs_data"
"locale_id","mcsvarcfgmnt","mcsvarcfgmnt","LES",0,"NONE",0,"","",0,0,0,"","","mcs_data"
"locale_id","RPWEB","LES","LES",0,"l_locale_id",1,"locale_id","lngdsc",1,0,0,"","","salweb_data"
"locale_id","SalAddressMnt","SalAddressMnt","LES",0,"l_locale_id",1,"locale_id","lngdsc",1,0,0,"","","sal_data"
"locale_typ","LES","LES","LES",0,"l_locale_typ",1,"codval","lngdsc",1,0,0,"","","sal_data"
"loccod","LES","LES","LES",0,"l_loccod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"locctl","LES","LES","LES",0,"l_locctl",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"locexe","LES","LES","LES",0,"l_locexe",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"locsts","LES","LES","LES",0,"l_locsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lod_tag_encode","LES","LES","LES",0,"l_part_enc",1,"codval","lngdsc",1,0,0,"","","sal_data"
"lodlvl","LES","alcsrchpathabsgrpmnt","LES",0,"l_lodlvl",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lodlvl","LES","AreNextMoveModalWiz","LES",0,"l_lodlvl_arenxtmov",1,"codval","lngdsc",0,1,0,"","","dcs_data"
"lodlvl","LES","invservmnt","LES",0,"l_lodlvl_ws",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lodlvl","LES","LES","LES",0,"l_lodlvl",1,"codval","lngdsc",1,0,0,"","","sal_data"
"lodlvl","LES","pckrelopr","LES",0,"l_lodlvl",1,"codval","lngdsc",1,1,0,"","","dcs_data"
"lodlvl","LES","PolicyMnt","LES",0,"l_lodlvl_pckstl",1,"codval","lngdsc",0,1,0,"","","dcs_data"
"lodlvl","LES","prtmstmnt","LES",0,"l_lodlvl",1,"codval","lngdsc",0,0,0,"","","sal_data"
"lodlvl","LES","prtmstovrdmnt","LES",0,"l_lodlvl",1,"codval","lngdsc",0,0,0,"","","sal_data"
"lodlvl","LES","rcvpolmnt","LES",0,"l_lodlvl_pckstl",1,"codval","lngdsc",0,1,0,"","","dcs_data"
"lodlvl_arenxtmov","LES","LES","LES",0,"l_lodlvl_arenxtmov",1,"codval","lngdsc",0,1,0,"","","dcs_data"
"log_lvl","LES","LES","LES",0,"l_log_lvl",1,"codval","lngdsc",0,0,0,"","","mtf_data"
"log_opr","LES","LES","LES",0,"l_grpopr",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"logFiles","RPWEB","wmd|frmchoosefile","LES",0,"l_logFiles",1,"pathname","filename",1,0,0,"","","dcs_data"
"long_dat_fmt","LES","SALLocaleMnt","LES",0,"l_long_dat_fmt",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"long_tim_fmt","LES","SALLocaleMnt","LES",0,"l_long_tim_fmt",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"lot_dte_cod","LES","WMD-LOTFMTMNT","LES",0,"l_lot_dte_cod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lot_sts","LES","LES","LES",0,"l_lot_sts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lotsts","LES","LES","LES",0,"l_lotsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lpncnt_area_lodlvl","LES","LES","LES",0,"l_lodlvl",1,"codval","lngdsc",0,1,0,"","","dcs_data"
"lpncnt_oprcod","LES","LES","LES",0,"l_oprcod",1,"oprcod","lngdsc",1,0,0,"","","dcs_data"
"ltlcls","LES","LES","LES",0,"l_ltlcls",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"lvl_colnam","LES","LES","LES",0,"l_lvl_colnam",1,"codval","lngdsc",1,0,0,"","","sal_data"
"mactcod","LES","LES","LES",0,"l_actcod",1,"actcod","lngdsc",1,0,0,"","","dcs_data"
"mansts","LES","LES","LES",0,"l_mansts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"max_mhu_deposit","LES","LES","LES",0,"l_lodlvl",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"mc_csttyp","LES","LES","LES",0,"l_csttyp",1,"csttyp","lngdsc",1,0,0,"","","sal_data"
"mc_ems_gmt_num","LES","LES","LES",0,"l_GMT",1,"codval","lngdsc",1,0,0,"","","ems_GMT"
"mc_frscod","LES","LES","LES",0,"l_frscod",1,"codval","lngdsc",1,0,0,"","","sal_data"
"mc_invsts_prg","CustomerMnt","CustomerMnt","LES",0,"l_invsts_prg",1,"invsts_prg","lngdsc",1,0,0,"","","sal_data"
"mc_invsts_prg","LES","LES","LES",0,"l_invsts_prg",1,"invsts_prg","lngdsc",0,0,0,"","","sal_data"
"media_typ_cod","LES","LES","LES",0,"l_media_typ_cod",1,"codval","lngdsc",0,0,0,"","","mcs_data"
"mentyp","LES","LES","LES",0,"l_mentyp",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"mfs_stock","LES","LES","LES",0,"l_mfs_stock",1,"mfs_stock","stk_desc",1,0,0,"","","dcs_data"
"mls_srt_seq","LES","LES","LES",0,"l_mls_srt_seq",1,"","",0,0,0,"","","mcs_data"
"mnu_grp","ddamgtopr","MNUGRP-CHANGE","LES",0,"l_menu_grp",0,"","",0,0,0,"","",""
"mnu_grp","LES","LES","LES",0,"l_menu_grp",1,"mnu_grp","",0,0,0,"","","mcs_data"
"mnu_grp","mcsmnumnt","LES","LES",0,"l_par_grp",1,"mnu_grp","grp_desc",0,0,0,"","","mcs_data"
"mnu_itm","LES","LES","LES",0,"l_menu_itm",1,"mnu_itm","",0,0,0,"","","mcs_data"
"mocarpt_viewer","LES","LES","LES",0,"l_mocarpt_viewer",1,"codval","lngdsc",0,0,0,"","","mocarpt_data"
"mode","LES","frmEditHomeFrmItems","LES",0,"l_form_start_mode",1,"codval","lngdsc",0,0,0,"","","mcs_data"
"module_id","RPWEB","rp|select_module","LES",0,"l_module_id",1,"module_id","description",1,0,0,"","","sal_data"
"module_typ","LES","LES","LES",0,"l_module_typ",1,"codval","lngdsc",0,0,0,"","","sal_data"
"module_typ","RPWEB","LES","LES",0,"l_module_typ",1,"codval","lngdsc",1,0,0,"","","sal_data"
"module_width","LES","LES","LES",0,"l_module_width",1,"codval","short_dsc",0,0,0,"","","sal_data"
"module_width","RPWEB","LES","LES",0,"l_module_width",1,"codval","short_dsc",1,0,0,"","","sal_data"
"months","LES","LES","LES",0,"l_months",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","invdsp","LES",0,"l_mov_zone_invdsp",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","invdspdtl","LES",0,"l_mov_zone_invdsp",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","invdspmw","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","l_mov_zone_shpdsp","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","l_stgloc_stglanmnt","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","l_stoloc_invdsp","LES",0,"l_mov_zone_invdsp",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","l_stoloc_shpdsp","LES",0,"l_mov_zone_invdsp",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","LES","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","shpdckopr","LES",0,"l_shpmovzoncod",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","LES","shpstgmnt","LES",0,"l_mov_zone_id",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"mov_zone_id","rplcfgmnt","LES","LES",0,"l_mov_zone_rpl",1,"mov_zone_id","lngdsc",1,0,0,"","","dcs_data"
"move_method","LES","LES","LES",0,"l_move_method",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"movrfm","LES","LES","LES",0,"l_movrfm",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"msg_source","LES","LES","LES",0,"l_msg_source",1,"codval","short_dsc",0,0,0,"","","mcs_data"
"msglog_comm_dir_cd","LES","ctlmsglog","SEAMLES",0,"l_comm_dir_cd",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"msglog_comm_mode_cd","LES","ctlmsglog","SEAMLES",0,"l_comm_mode_cd",1,"vp_val","vp_rep",1,0,0,"","","int_data"
"mtxcol","LES","LES","LES",0,"l_mtxcol",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"mu","SALLocaleMnt","LES","LES",0,"l_mu_cat_mu_sys_mu",1,"mu","lngdsc",0,0,0,"","","mcs_data"
"mu_cat","LES","LES","LES",0,"l_mu_cat",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"mu_cat","LES","PolFldMnt","LES",0,"l_mu_cat",1,"codval","short_dsc",1,0,0,"","","mcs_data"
"mu_sys","LES","LES","LES",0,"l_mu_sys",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"nafta_pref_crit","LES","LES","LES",0,"l_pref_crit",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"nafta_producer","LES","LES","LES",0,"l_nafta_producer",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"navigation","LES","LES","LES",0,"l_navigation",1,"codval","lngdsc",1,0,0,"","","mcs_data"
"neg_crncy_fmt","LES","LES","LES",0,"l_neg_crncy_fmt",1,"crncy_fmt","crncy_fmt",1,0,0,"","","mcs_data"
"neg_fmt","LES","LES","LES",0,"l_neg_fmt",1,"codval","codval",1,0,0,"","","mcs_data"
"new_cnsg_cod","LES","LES","LES",0,"l_cnsg_cod",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"new_ctncod","LES","LES","LES",0,"l_ctncod",1,"ctncod","lngdsc",1,0,0,"","","dcs_data"
"new_dda_typ","LES","LES","LES",0,"l_dda_typ",1,"codval","lngdsc",0,0,0,"","","mcs_data"
"new_invsts","LES","LES","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"new_prcloc","LES","LES","LES",0,"l_wkomov_prcloc",1,"prcloc","prcloc",1,0,0,"","","dcs_data"
"new_prdlin","LES","wkomov","LES",0,"l_prdlin",1,"prdlin","prdlin",1,0,0,"","","dcs_data"
"new_rcvsts","LES","LES","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"new_wh_id","LES","LES","LES",0,"l_new_wh_id",1,"wh_id","lngdsc",1,0,0,"","","dcs_data"
"node_id","LES","jobmnt","LES",0,"l_node_id",1,"node_id","desc",0,0,0,"","","mcs_data"
"node_id","LES","taskmnt","LES",0,"l_node_id",1,"node_id","desc",0,0,0,"","","mcs_data"
"non_invtyp","LES","LES","LES",0,"l_non_invtyp",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"nottyp","LES","LES","LES",0,"l_nottyp",1,"nottyp","lngdsc",0,0,0,"","","dcs_data"
"numcod","LES","LES","LES",0,"l_numcod",1,"numcod","numcod",1,0,0,"","","dcs_data"
"nxt_cnttyp","LES","LES","LES",0,"l_nxt_cnttyp",1,"cnttyp","lngdsc",1,0,0,"","","dcs_data"
"old_ctncod","LES","LES","LES",0,"l_ctncod",1,"ctncod","lngdsc",1,0,0,"","","dcs_data"
"old_invsts","LES","LES","LES",0,"l_invsts",1,"codval","lngdsc",1,0,0,"","","dcs_data"
"one_pass_only","LES","LES","LES",0,"l_one_pass_only",1,"codval","lngdsc",0,0,0,"","","dcs_data"
