var_nam,appl_id,frm_id,addon_id,cust_lvl,vis_flg,ena_flg,fld_typ,ctrl_typ,ctxt_flg,dsp_wid,dsp_hgt,ctrl_prop,grp_nam
"lngdsc","LES","SALCodeMntSupervisor","LES",0,1,1,"C","",0,0,0,"","sal_data"
"lngdsc","LES","specinsmnt","LES",0,1,1,"","",1,449,51,"","dcs_data"
"lngdsc","prtmstdfltmnt","prtcopy","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","prtmstdfltmnt","prtmstmnt","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","prtmstmnt","prtcopy","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","prtmstmnt","prtmstmnt","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","prtmstovrdmnt","prtcopy","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","prtmstovrdmnt","prtmstovrdmnt","LES",0,1,1,"","",1,320,0,"","sal_data"
"lngdsc","SALCurrencyMnt","SALCurrencyMnt","LES",0,0,1,"","",0,250,0,"","mcs_data"
"load_attr1_cfg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"load_attr1_cfg","LES","LES","LES",10,1,1,"C","",1,0,0,"",""
"load_attr1_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"load_attr1_flg","LES","LES","LES",10,1,1,"F","",1,0,0,"",""
"load_attr2_cfg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"load_attr2_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"load_attr3_cfg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"load_attr3_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"load_attr4_cfg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"load_attr4_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"load_attr5_cfg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"load_attr5_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"load_dim_uom","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_hgt","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_lgth","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_tracked_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"load_vol","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_vol_uom","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_wgt","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_wgt_uom","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"load_wid","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"loc_id_flg","LES","whcopy","LES",0,1,1,"F","",1,0,0,"","mcs_data"
"locacc","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"locale_id","LES","devmstmnt","LES",0,1,0,"","",1,0,0,"","dcs_data"
"locale_id","LES","LES","LES",0,1,1,"C","",0,0,0,"","sal_data"
"locale_id","LES","SALCodeMnt","LES",0,0,0,"","",1,0,0,"","sal_data"
"locale_id","LES","SALCodeMntSupervisor","LES",0,0,0,"","",1,0,0,"","sal_data"
"locale_id","LES","SALLocaleMnt","LES",0,1,1,"","",1,0,0,"","mcs_data"
"locale_typ","LES","LES","LES",0,1,1,"C","",0,0,0,"","sal_data"
"locasg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"loccod","LES","AreWipBldgWiz","LES",0,0,0,"C","",1,0,0,"","dcs_data"
"loccod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"locctl","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"locexe","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"locflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lochgt","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","dcs_data"
"lock_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"lock_usr_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"loclen","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","dcs_data"
"locmin","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"locsts","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"locsts","LES","locmstmnt","LES",0,1,0,"C","",1,0,0,"","dcs_data"
"locvol","LES","LES","LES",0,1,1,"UOM_SV","",1,0,0,"","dcs_data"
"locvrc","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"locwid","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","dcs_data"
"lod_tag_encode","LES","LES","LES",0,0,0,"C","",0,0,0,"","sal_data"
"lod_tag_encode","LES","LES","WM",0,1,1,"C","",1,0,0,"","dcs_data"
"lod_tag_mix_encode","LES","CustomerMnt","LES",0,0,0,"C","",1,0,0,"","sal_data"
"lod_tag_mix_encode","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"lod_tag_sngle_encode","LES","CustomerMnt","LES",0,0,0,"C","",1,0,0,"","sal_data"
"lod_tag_sngle_encode","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"loddte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"loddte","LES","ordalocinfo","LES",0,0,1,"","",1,0,0,"","dcs_data"
"lodflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lodflg","wkoopr","wkoopr","LES",0,1,1,"F","",0,0,0,"","dcs_data"
"lodlvl","LES","alcsrchpathabsgrpmnt","LES",0,1,0,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","avlltlshipdsp","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","inbservopr","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","inbservopr1","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","movpathcopy","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","oubservopr","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","pckrelopr","LES",0,1,1,"LISTBOX_MULTI","",1,0,0,"","dcs_data"
"lodlvl","LES","servcnfvalopr","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servcnfvalopr1","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servcnfvalopr2","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servcnfvalopr3","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servinsopr","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servinsopr1","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servopr","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","LES","servopr1","LES",0,0,1,"C","",1,0,0,"","dcs_data"
"lodlvl","pckpolmnt","pckarepreflst","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lodnum","delvconfopr","IdentifyUnInv","LES",0,1,0,"","",1,0,0,"","dcs_data"
"lodnum","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lodtag_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"log_file_name","LES","LES","LES",0,1,1,"","",1,400,0,"","mtf_data"
"log_lvl","LES","LES","LES",0,1,1,"C","",1,70,0,"","mtf_data"
"log_opr","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"logemsevt","RPWEB","rp|mocareportmnt","LES",0,1,1,"F","",1,0,0,"","salweb_data"
"logemsevt","RPWEB","rp|mocareportopr","LES",0,1,1,"F","",1,0,0,"","salweb_data"
"logfilena","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lokcod","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"longdsc","whmnt","whmnt","LES",0,0,1,"","",1,0,0,"","mcs_data"
"longitude","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lost_loc","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lot_anniv_flg","LES","LES","LES",0,0,0,"F","",0,1,0,"","sal_data"
"lot_date_cmd","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lot_dte_cod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lot_fmt_id","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"lot_fmt_id","LES","LES","WM",0,1,1,"","",1,0,0,"","wm_data"
"lot_sts","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lot_valdt_cmd","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lotflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lotnum","delvconfopr","IdentifyUnInv","LES",0,1,0,"","",1,0,0,"","dcs_data"
"lotnum","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lotsts","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lotvaldt","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lpncnt_area_lodlvl","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lpncnt_oprcod","LES","LES","LES",0,1,1,"C","",1,-1,-1,"","dcs_data"
"lpncntflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lpncntwrk_seq","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"lst_pck_asset_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"lst_prtdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lst_rttn_id","LES","LES","CUSTOMS",0,1,1,"","",0,0,0,"","mcs_data"
"lst_rttn_id","LES","LES","LES",0,0,0,"","",0,0,0,"","mcs_data"
"lst_stgloc","LES","LES","LES",0,0,0,"C","",0,0,0,"","dcs_data"
"lst_usr_id","LES","inewrkdsp","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lst_usr_id","LES","locmstmnt","LES",0,1,0,"","",1,0,0,"","dcs_data"
"lstcod","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lstcod","LES","locmstmnt","LES",0,1,0,"","",1,0,0,"","dcs_data"
"lstdte","LES","cntreqloc","LES",1,1,1,"D","",1,0,0,"","dcs_data"
"lstdte","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lstdte","LES","locmstmnt","LES",0,1,0,"","",1,0,0,"","dcs_data"
"lstdte","LES","locusgdsp","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lstdte","LES","SALMOCAReportOpr","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lstdte","LES","SALMOCAReportPreview","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lstemp","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"lstescdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lstmov","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"lstrcv","LES","LES","LES",0,0,0,"","",0,0,0,"","sal_data"
"lstrcv","LES","LES","WM",0,1,1,"","",1,0,0,"","dcs_data"
"lstvar","LES","LES","LES",0,0,0,"","",0,0,0,"","sal_data"
"lstvar","LES","LES","WM",0,1,1,"","",1,0,0,"","dcs_data"
"ltlcls","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"lvl_colnam","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"macro_parm","LES","dlgInsertMacro","SEAMLES",0,1,0,"","",0,0,0,"","int_data"
"man_id","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mandte","LES","identify","LES",0,1,1,"D_NOTRANS","",1,0,0,"","dcs_data"
"mandte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"mandte_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"manfid","LES","CustomerMnt","LES",0,0,0,"","",1,0,0,"","sal_data"
"manfid","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"manflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"manlod_flg","LES","LES","LES",0,1,0,"F","",1,0,0,"","dcs_data"
"mansts","LES","manpkgdsp","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"mansts","LES","manpkgopr","LES",0,1,0,"C","",1,0,0,"","dcs_data"
"manual","rcvtrkopr","rcvPutaway","LES",0,1,1,"","",1,0,0,"","dcs_data"
"map","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"map_dtl_id","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"marcod","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"marksnumbers","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mask","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mat_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"matchcase","LES","FindPolicy","LES",0,1,1,"F","",1,0,0,"","sal_data"
"material_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_add_pick_weight","LES","pcklstrulsetmnt","LES",0,1,1,"UOM_W","",1,0,0,"","dcs_data"
"max_bkp_idx","LES","LES","LES",0,1,1,"","",1,70,0,"","mtf_data"
"max_catch_qty","LES","LES","LES",0,0,0,"","",0,0,0,"","sal_data"
"max_catch_qty","LES","LES","WM",0,1,1,"","",1,0,0,"","dcs_data"
"max_chrg","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_coverage_amt","LES","LES","LES",0,1,1,"CURRENCY","",1,100,0,"","dcs_data"
"max_ctn","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_dev_veh_typ","LES","LES","LES",0,1,0,"F","",0,-1,-1,"","dcs_data"
"max_file_size","LES","LES","LES",0,1,1,"","",1,70,0,"","mtf_data"
"max_flr_spots","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_flr_spots_calc","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_licenses","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_list_cube","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_loads_aisle","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_mhu_deposit","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"max_ord","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_ordlin","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_prob_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_qty","LES","pcklstrulsetmnt","LES",0,1,1,"STANDARD","",1,0,0,"","dcs_data"
"max_start_pal","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_trlr_axle_pos","LES","LES","LES",0,1,0,"UOM_SL","",1,0,0,"","dcs_data"
"max_usr","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_val","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_vol","LES","LES","LES",0,1,1,"UOM_SV","",1,0,0,"","dcs_data"
"max_volume","LES","pcklstrulsetmnt","LES",0,1,1,"UOM_SL","",1,0,0,"","dcs_data"
"max_weight","LES","pcklstrulsetmnt","LES",0,1,1,"UOM_W","",1,0,0,"","dcs_data"
"max_wgt","LES","LES","LES",0,1,1,"UOM_W","",1,0,0,"","dcs_data"
"max_wko","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"max_wkolin","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"maxdev","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"maxinprcwav","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"maxprith","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"maxqty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"maxqvl","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mc_csttyp","LES","CustomerMnt","LES",0,0,0,"C","",0,0,0,"","sal_data"
"mc_csttyp","LES","LES","LES",0,1,0,"C","",0,0,0,"","sal_data"
"mc_emp_hire_date","AuthMnt","LES","LES",0,1,1,"SHORT_DATE","",1,149,0,"","mcs_data"
"mc_ems_fwd_usr_id","RPWEB","rp|mod_usr_ems","LES",0,1,1,"C","",1,300,0,"","ems_data"
"mc_ems_gmt_num","LES","LES","LES",0,1,1,"C","",1,0,0,"","ems_data"
"mc_frscod","LES","CustomerMnt","LES",0,0,0,"C","",0,0,0,"","sal_data"
"mc_frscod","LES","LES","LES",0,1,1,"C","",0,0,0,"","sal_data"
"mc_invsts_prg","LES","CustomerMnt","LES",0,0,0,"C","",1,0,0,"","sal_data"
"mc_invsts_prg","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"mc_min_shelf_hrs","LES","CustomerMnt","LES",0,0,0,"","",1,0,0,"","sal_data"
"mc_min_shelf_hrs","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"mc_rsvpri","LES","CustomerMnt","LES",0,0,0,"","",1,0,0,"","sal_data"
"mc_rsvpri","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"media_id","LES","LES","LES",0,0,0,"","",1,0,0,"","mcs_data"
"media_loc","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"media_typ","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"media_typ_cod","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"mentyp","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"merge_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"meter_num","LES","LES","LES",0,0,0,"","",1,0,0,"","dcs_data"
"mfgdte","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mfs_port","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"mfs_printer","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"mfs_stock","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"middte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"min_catch_qty","LES","LES","LES",0,0,0,"","",0,0,0,"","sal_data"
"min_catch_qty","LES","LES","WM",0,1,1,"","",1,0,0,"","dcs_data"
"min_chrg","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"min_shelf_hrs","LES","LES","WM",0,1,1,"","",1,0,0,"","wm_data"
"min_trlr_axle_pos","LES","LES","LES",0,1,0,"UOM_SL","",1,0,0,"","dcs_data"
"min_val","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"minqty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mir_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"mix_shprcv_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"mixed_prt_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"mls_id","LES","LES","LES",0,1,1,"","",0,0,0,"","mcs_data"
"mls_text","AthMnt","AthFrm","LES",0,0,0,"","",0,0,0,"","sal_data"
"mls_text","DDAMstMnt","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"mltprtprm","LES","LES","LES",0,0,1,"F","",1,0,0,"","dcs_data"
"mnu_grp","LES","rp|menu_mnt_navbar_prompt_modify","LES",0,1,0,"","",1,0,0,"","sal_data"
"moca_sys","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"moca_sys","RPWEB","SUBSITMNTWEB","LES",0,1,1,"F","",1,0,0,"","sal_data"
"moca_sys_flg","sysmnt","sysmnt","SEAMLES",0,0,0,"","",1,0,0,"","int_data"
"MOCACmdEncoding","mocacmdview","mocacmdview","SEAMLES",0,0,0,"","",0,0,0,"","int_data"
"mocarpt_viewer","LES","LES","LES",0,1,1,"C","",0,0,0,"","mocarpt_data"
"mod_config_id","RPWEB","rp|edit_module_prompt","LES",0,0,1,"","",0,0,0,"","sal_data"
"mod_usr_id","LES","invadjappropr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mod_usr_id","LES","LES","LES",0,1,0,"","",1,0,0,"","sal_data"
"mod_usr_id","LES","SALMOCAReportOpr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mod_usr_id","LES","selecttool","LES",0,1,2,"","",1,0,0,"","dcs_data"
"moddte","LES","LES","LES",0,1,0,"D","",1,0,0,"","sal_data"
"moddte","LES","SALMOCAReportOpr","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"moddte","LES","selecttool","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"mode","LES","frmEditHomeFrmItems","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"model","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"module_height","LES","LES","LES",0,1,1,"INTEGER","",0,0,0,"","sal_data"
"module_id","RPWEB","rp|select_module","LES",0,1,1,"C","",0,0,0,"","sal_data"
"module_typ","LES","LES","LES",0,1,1,"C","",0,0,0,"","sal_data"
"module_width","LES","LES","LES",0,1,1,"C","",0,0,0,"","sal_data"
"month","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"month_of_year","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mov_zone_cod","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"mov_zone_id","LES","LES","LES",0,1,1,"C","",1,255,0,"","dcs_data"
"move_dstloc","dckdropr","dckdropr","LES",0,0,0,"","",1,0,0,"","dcs_data"
"move_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","mcs_data"
"move_plan_id","LES","LES","WM",0,0,0,"","",0,0,0,"","wm_data"
"move_srcloc","dckdropr","dckdropr","LES",0,0,0,"","",1,0,0,"","dcs_data"
"movref","dlytrndsp","dlytrndsp","LES",0,1,1,"","",1,0,0,"","dcs_data"
"movrfm","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"msg_log_dt","LES","ctlmsglog","SEAMLES",0,1,1,"","",1,0,0,"","int_data"
"msg_source","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"mstdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"mtxcol","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"mu_cat","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"mu_cat","LES","SALLocaleMnt","LES",0,1,0,"","",1,0,0,"","mcs_data"
"mu_fld_nam","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"mu_sys","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"mult_flg","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"mult_line_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"multi_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"multi_line","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"multi_select_flg","LES","SALMgmntOprMnt","LES",0,1,1,"F","",1,0,0,"","sal_data"
"mvlflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"mvsflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"nafta_pref_crit","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"nafta_producer","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"naftabegdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"naftaenddte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"nav_bar_id","LES","rp|menu_mnt_navbar_prompt_modify","LES",0,1,0,"","",1,0,0,"","sal_data"
"nav_bar_seq","AthMnt","AthFrm","LES",0,0,0,"F","",0,0,0,"","sal_data"
"neg_crncy_fmt","LES","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"netwgt","LES","LES","LES",0,1,1,"UOM_W","",1,0,0,"","sal_data"
"new_asset_typ","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"new_cnsg_cod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"new_colnam","ddamgtopr","l_rcvrescod","LES",0,0,0,"C","",1,0,0,"","dcs_data"
"new_dda_typ","LES","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"new_expire_dte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"new_lot_fmt_id","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"new_prcloc","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"new_rcvsts","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"new_reopnt","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"new_reoqty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"new_ser_num_typ_id","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"new_trlr_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"newdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"Newid","stktrnopr","stktrnchgid","LES",0,1,1,"","",1,0,0,"","dcs_data"
"next_val","LES","LES","LES",0,1,0,"","",0,0,0,"","sal_data"
"nocomp_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"non_alc_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"non_invtyp","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"non_std_cntr_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"nonpckwrkvrf","LES","invpolmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"nonpckwrkvrf","LES","invpolovrdmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"nonpckwrkvrf","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"notes","ordmnt","ordlinmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"notes","ordmnt","ordmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"notify_email","LES","LES","LES",0,1,1,"","",1,300,0,"","sal_prcl_data"
"notify_message","LES","LES","LES",0,1,1,"","",1,300,50,"","sal_prcl_data"
"nottxt","ordmnt","LES","LES",0,1,1,"","",1,200,40,"","dcs_data"
"nottxt","trlrmgtopr","trlrmgtopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"nottyp","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"nrwflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"nstcls","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"nsthgt","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","sal_data"
"nstlen","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","sal_data"
"nstwid","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","sal_data"
"_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"num_alloc_threads","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"num_complete","LES","LES","LES",0,1,0,"","",1,0,0,"","sal_data"
"num_inproc","LES","LES","LES",0,1,0,"","",1,0,0,"","sal_data"
"num_pal_on_hand","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
