var_nam,appl_id,frm_id,addon_id,cust_lvl,vis_flg,ena_flg,fld_typ,ctrl_typ,ctxt_flg,dsp_wid,dsp_hgt,ctrl_prop,grp_nam
"default_wko_release_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"defflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"defftp_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"defpckattr","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"deling_alert_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"deliver_at_close_container","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"delivery_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"delivery_pos_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"delprf","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"delvflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"depdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"dept_cod","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"deptno","CustomerMnt","CustomerMnt","LES",0,0,0,"","",1,0,0,"","sal_data"
"deptno","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"deptno","LES","LES","WM",0,1,1,"","",1,0,0,"","wm_data"
"desc_flg","LES","LES","SEAMLES",0,1,1,"F","",1,0,0,"","int_data"
"description","LES","frmEditHomeFrmItems","LES",0,0,0,"","",0,0,0,"","mcs_data"
"description","LES","WEBDASHMNT","LES",0,1,1,"","",1,250,0,"","sal_data"
"dest_client_id","LES","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"dest_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dest_site_typ","LES","LES","CUSTOMS",0,1,1,"C","",1,0,0,"","dcs_data"
"dest_site_typ","LES","LES","LES",0,0,0,"C","",1,0,0,"","dcs_data"
"dest_tab_id","RPWEB","rp|del_tab_prompt","LES",0,1,1,"C","",1,0,0,"","sal_data"
"dest_wh_id","mediamnt","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"detailparam","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"details_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"deter","iifdmnt","iifdmnt","SEAMLES",0,1,0,"","",1,0,0,"","int_data"
"dev_flg","whmnt","whcopy","LES",0,1,1,"F","",1,0,0,"","mcs_data"
"dev_typ","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"devcls","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"devcod","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"devcod","rcvtrkopr","identify","LES",0,0,0,"","",1,0,0,"","dcs_data"
"devnam","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"devsrc","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"devtyp","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dflt_hldpfx","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dflt_orgcod","LES","LES","CUSTOMS",0,1,1,"","",1,0,0,"","sal_data"
"dflt_orgcod","LES","LES","LES",0,0,0,"","",1,0,0,"","sal_data"
"dg_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dhl402_ship_ref","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl402_wgt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl402_wgt_mu","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"dhl501_cod_amt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl501_crncy_code","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"dhl501_pay_mthd","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"dhl505_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dhl520_piece_num","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl522_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dhl531_crncy_code","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"dhl531_svp_amt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl531_svp_dscp","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl537_return_acct_num","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl537_sender_ref_num","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl538_eml_cst_txt","LES","LES","LES",0,1,1,"","",1,250,0,"","sal_prcl_data"
"dhl538_eml_rpl_adr","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl538_eml_snd_lst","LES","LES","LES",0,1,1,"","",1,250,0,"","sal_prcl_data"
"dhl538_eml_snd_nam","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl538_shp_eml_sbj","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl542_billwgt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl542_bt_acc_num","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl542_hm_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dhl542_inb_wbn","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl542_lph_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dhl542_pkg_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl542_rec_acc_num","LES","LES","LES",0,1,1,"","",1,80,0,"","sal_prcl_data"
"dhl542_svp_amt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"dhl542_svp_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dhl545_fil_opt","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"diff_usr_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dig_sig_req_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"dim_uom","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dir_arecod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dir_flg","LES","LES","LES",0,1,1,"F","",0,0,0,"","dcs_data"
"direct_dist","LES","LES","LES",0,1,1,"UOM_DIST","",1,0,0,"","dcs_data"
"direct_dist","LES","LES","WM",0,0,0,"UOM_DIST","",1,0,0,"","wm_data"
"direction","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dirlocreq","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dirwrkflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dis_edit_flg","RPWEB","LES","LES",0,1,1,"C","",0,0,0,"","sal_waffle_data"
"dis_edit_flg","RPWEB","rp|profile_config","LES",0,1,1,"F","",0,0,0,"","sal_waffle_data"
"disable_repl_dyn_pickfaces","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"disass_catch_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"disass_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"disass_prcloc","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"disass_qty","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"disc_proc_id","LES","LES","LES",0,0,0,"","",1,0,0,"","dcs_data"
"discrepant","LES","LES","LES",0,1,0,"F","",1,0,0,"","sal_data"
"discreponlyflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dispatch_code","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dispatch_dte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"dispatch_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dist_thresh","LES","LES","LES",0,1,1,"UOM_SL","",1,0,0,"","dcs_data"
"distro_ctnopn_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"distro_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"distro_id","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"distro_lead_time","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"distro_ovrflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"distro_palopn_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"distro_rule_set","LES","LES","LES",0,1,1,"C","",1,400,0,"","dcs_data"
"distro_src","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"distro_sts","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"distro_thresh_pct","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"distro_timing","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"distro_typ","LES","LES","LES",0,1,1,"C","",1,210,0,"","dcs_data"
"dlv_cnf_asig_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dlv_cnf_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dlv_cnf_sig_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dlv_cnf_verb_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"dlv_invsts","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dlv_method","LES","LES","LES",0,1,1,"C","",1,0,0,"","ems_data"
"dmgsts","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"doc_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"doc_typ","compcfgmnt","compcfgfldmnt","LES",0,0,1,"","",1,0,0,"","sal_data"
"doc_typ","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"doc_typ_arg","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"doc_typ_cod","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"docfmt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"docgrp","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"docqty","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"doughnut_chart_break_all_slices","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_break_alternating_slices","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_break_others_slice","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_concentric","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_labels_border_draw_style","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"doughnut_chart_labels_format","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"doughnut_chart_labels_leader_draw_style","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"doughnut_chart_labels_leader_end_style","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"doughnut_chart_labels_leader_lines_vis","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_labels_visible","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"doughnut_chart_show_concentric_legend","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"draw_seq","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"draw_style","LES","LES","LES",0,1,1,"C","",0,0,0,"","mcs_data"
"driver_lic_num","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"driver_nam","trlrmgtopr","trlrmgtopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dry_ice_wgt","LES","LES","LES",0,1,1,"UOM_W","",1,0,0,"","dcs_data"
"ds_name","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"dscrp_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dsp_auto_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dsp_flg","LES","procwko","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"dsp_height","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dsp_left","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dsp_mask","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"dsp_mask_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dsp_prt_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"dsp_prtnum","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_data"
"dsp_prtnum","LES","prtmstmnt","LES",0,1,1,"","",1,240,0,"","sal_data"
"dsp_rpt_id","LES","LES","LES",0,0,0,"","",1,0,0,"","sal_data"
"dsp_target","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dsp_top","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dsp_type","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dsp_width","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dsply_hgt","LES","LES","LES",0,1,1,"","",1,0,0,"","mtf_data"
"dsply_wid","LES","LES","LES",0,1,1,"","",1,0,0,"","mtf_data"
"dspordinfopck","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dspprt","dcsrdt","IDENTIFY_LOAD","LES",0,0,0,"DISPLAY_ITEM","",1,0,0,"LES_CMD=dspitem_cfg_rdt","dcs_data"
"dspprt","dcsrdt","INV_ADJUST_IDENTIFY","LES",0,0,0,"DISPLAY_ITEM","",1,0,0,"LES_CMD=dspitem_cfg_rdt","dcs_data"
"dspprt","dcsrdt","LES","LES",0,1,1,"DISPLAY_ITEM","",1,0,0,"LES_CMD=dspitem_cfg_rdt","sal_data"
"dspprt","dcsrdt","PICKUP_A","LES",0,1,0,"DISPLAY_ITEM","",1,0,0,"LES_CMD=dspprt_cfg","dcs_data"
"dst_arecod","pckpolmnt","pckpolmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dst_arecod","pckpolmnt","pckshowpath","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dst_cmd_id","LES","LES","LES",0,1,1,"","",1,0,0,"","mcs_data"
"dst_flg","LES","CtyPszMnt","LES",0,1,1,"F","",1,0,0,"","sal_data"
"dst_id","movreqopr","movreqopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dst_locale_id","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dst_mov_zone_id","LES","LES","LES",0,1,1,"C","",1,295,0,"","dcs_data"
"dst_mov_zone_id","ordmnt","ordlinmnt","LES",0,1,1,"","",1,215,0,"","dcs_data"
"dst_tim_zon_cd","LES","LES","LES",0,1,1,"C","",1,0,0,"","mcs_data"
"dst_tim_zon_cd","LES","TimZonMnt","LES",0,1,1,"","",1,0,0,"","mcs_data"
"dst_tim_zon_dsc","LES","TimZonMnt","LES",0,1,1,"","",1,250,0,"","mcs_data"
"dst_wh_id","aremstmnt","LES","LES",0,0,1,"","",1,0,0,"","dcs_data"
"dstare","aremstmnt","arerelrulemodalwiz","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dstare","LES","frmservins","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstare","LES","frmservopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstare","LES","LES","LES",0,1,1,"","",1,300,0,"","dcs_data"
"dstarecod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dstcar","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstcar","LES","manpkgdsp","LES",0,0,1,"","",1,0,0,"","dcs_data"
"dstloc","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstloc","STKTRNOPR","STKTRNOPR","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstloc","trlrmgtopr","trlrmgtopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstlod","invmovopr","invmovopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstlvl","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dstnam","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dstnam","smlpkgopr","smlCloseManifest","LES",0,1,0,"C","",1,0,0,"","sal_data"
"dstr_excp_loc","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dstr_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dstr_pck_ctn_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dstr_pck_pal_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dstr_sug_ctn_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dstr_sug_pal_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dstsub","invmovopr","invmovopr","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dt_typ","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dtcflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dte_code","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_data"
"dte_win_typ","LES","LES","LES",0,0,0,"C","",1,0,0,"","sal_data"
"dte_win_typ","LES","LES","WM",0,1,1,"C","",1,0,0,"","dcs_data"
"dtl_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dtlcfg","LES","LES","LES",0,0,0,"","",0,0,0,"","sal_data"
"dtlcfg","LES","LES","WM",0,1,1,"","",1,0,0,"","dcs_data"
"dtlflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dtlflg","wkoopr","wkoopr","LES",0,1,1,"F","",0,0,0,"","dcs_data"
"dtlnum","delvconfopr","IdentifyUnInv","LES",0,1,0,"","",1,0,0,"","dcs_data"
"dtlnum","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dtlprt_client_id","LES","wkostpmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dtlprtnum","LES","wkostpmnt","LES",0,1,1,"","",1,0,0,"","dcs_data"
"dty_ctry_typ","LES","LES","CUSTOMS",0,1,1,"C","",1,0,0,"","sal_data"
"dty_ctry_typ","LES","LES","LES",0,0,0,"C","",1,0,0,"","sal_data"
"dty_stmp_flg","LES","LES","CUSTOMS",0,1,1,"F","",1,0,0,"","dcs_data"
"dty_stmp_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","dcs_data"
"dty_stmp_trk_flg","LES","LES","CUSTOMS",0,1,1,"F","",1,0,0,"","sal_data"
"dty_stmp_trk_flg","LES","LES","LES",0,0,0,"F","",1,0,0,"","sal_data"
"duedte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"duedte","LES","wkoalocopr","LES",0,1,1,"DATERANGE","",1,0,0,"","dcs_data"
"dummy_field","LES","LES","LES",0,0,1,"","",1,0,0,"","dcs_data"
"dxctyp","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dxdtyp","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"dyn_slot_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"dyn_slot_plan_tmpl","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"eachper","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"early_dlvdte","LES","dckdropr","LES",0,1,1,"DATERANGE","",1,0,0,"","dcs_data"
"early_dlvdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"early_dlvdte","LES","ordalocinfo","LES",0,0,1,"D","",1,0,0,"","dcs_data"
"early_dlvdte","ordmnt","ordlinmnt","LES",0,1,1,"D","",1,185,0,"","dcs_data"
"early_shpdte","LES","dckdropr","LES",0,1,1,"DATERANGE","",1,0,0,"","dcs_data"
"early_shpdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"early_shpdte","LES","ordalocinfo","LES",0,0,1,"D","",1,0,0,"","dcs_data"
"early_shpdte","LES","shpplanopr","LES",0,1,1,"DATERANGE","",1,0,0,"","dcs_data"
"early_shpdte","ordmnt","ordlinmnt","LES",0,1,1,"","",1,185,0,"","dcs_data"
"eccn","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"ecod_add_chrg","LES","LES","LES",0,1,1,"C","",1,180,0,"","sal_prcl_data"
"ecod_amt","LES","LES","LES",0,1,1,"","",1,0,0,"","sal_prcl_data"
"ecod_disc_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","sal_prcl_data"
"ecod_payment_type","LES","LES","LES",0,1,1,"C","",1,0,0,"","sal_prcl_data"
"edit_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"edtflg","LES","LES","LES",0,0,0,"","",1,0,0,"","dcs_data"
"effdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"effect_dte","LES","capacitymnt","LES",0,1,1,"D","",1,170,0,"","dcs_data"
"effect_dte","LES","commitmnt","LES",0,1,1,"D","",1,170,0,"","dcs_data"
"email_adr","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"email_adr","LES","lesWebFrm","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"email_adr","manpkgopr","manpkgopr","LES",0,0,0,"","",1,0,0,"","sal_data"
"emp_loc_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"empty_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"ems_chk_dups","RPWEB","ems|ems_config","LES",0,1,1,"C","",1,0,0,"","ems_data"
"ems_def_locale","RPWEB","ems|ems_config","LES",0,1,1,"C","",1,0,0,"","ems_data"
"ems_evt_nam","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"ems_evt_typ","LES","LES","LES",0,1,1,"C","",1,0,0,"","ems_data"
"ems_prime_events","RPWEB","ems|ems_config","LES",0,1,1,"C","",1,0,0,"","ems_data"
"ems_smtp_password","LES","LES","LES",0,1,1,"P","",1,0,0,"","ems_data"
"EMT","LES","LES","LES",0,1,1,"C","",1,0,0,"","ems_GMT"
"ena_ems_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"ena_flg","DDAMstMnt","WebSrvAction","LES",0,0,1,"F","",1,0,0,"","mcs_data"
"ena_flg","LES","evtseqinfo","SEAMLES",0,1,1,"F","",1,0,0,"","int_data"
"ena_flg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"ena_flg","WebServiceMnt","WebSrvAction","LES",0,0,1,"F","",1,0,0,"","sal_data"
"ena_inv_sum_dsp_cfg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"ena_msg_plugin","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"enable_cross_hair","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"enable_formula","RPWEB","CTXTMNUMNT","LES",0,0,0,"","",1,0,0,"","salweb_data"
"enabled","jobmnt","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"enabled","LES","LES","LES",0,1,1,"F","",0,0,0,"","mcs_data"
"enabled","RPWEB","LES","LES",0,1,1,"F","",0,0,0,"","salweb_data"
"enaflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"enbflg","LES","schagtopr","LES",0,1,1,"F","",1,0,0,"","sal_data"
"enbflg","RPWEB","LES","LES",0,1,1,"F","",1,0,0,"","sal_data"
"end_adddte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_after","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"end_blng_invc_date","LES","LES","LES",0,1,1,"D","",1,0,0,"","sal_data"
"end_candte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_cmpdte","LES","SALMOCAReportOpr","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_cmpdte","LES","SALMOCAReportPreview","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_cnfrm_dte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_cntdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_dispatch_dte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_dt","RPWEB","rp|batch_ops","LES",0,1,1,"D","",1,0,0,"","sal_waffle_data"
"end_dte","LES","calmstmnt","LES",0,1,1,"DATE","",1,0,0,"","dcs_data"
"end_dte","LES","conflictappts","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_dte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_expdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_expire_dt","LES","LES","LES",0,0,0,"","",1,0,0,"","sal_data"
"end_gen_dt","LES","LES","LES",0,1,1,"D","",0,0,0,"","mocarpt_data"
"end_hlddte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_loc_cnt","LES","LES","LES",0,1,1,"C","",1,200,0,"","dcs_data"
"end_log_dte","LES","LES","LES",0,1,1,"D","",0,0,0,"","ems_data"
"end_mandte","LES","SALMOCAReportOpr","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"end_rcv_dte","LES","LES","LES",0,1,1,"DATE","",1,0,0,"","sal_data"
"end_ship_dte","LES","LES","LES",0,1,1,"DATE","",1,0,0,"","sal_data"
"end_tim","LES","apptlimmnt","LES",0,1,1,"LONG_TIME","",1,0,0,"","dcs_data"
"end_tim","LES","apptmnt","LES",0,1,1,"LONG_TIME","",0,0,0,"","dcs_data"
"end_tim","LES","locavail","LES",0,1,1,"LONG_TIME","",1,0,0,"","dcs_data"
"end_trndte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"enddaycod","LES","LES","LES",0,1,1,"C","",1,0,0,"","dcs_data"
"enddte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"endflg","cyccntopr","cyccntcalmnt","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"endflg","LES","LES","LES",0,1,1,"F","",1,0,0,"","dcs_data"
"endtim","LES","apptcorrection","LES",0,1,1,"TIME","",1,0,0,"","dcs_data"
"endtim","LES","apptlimmnt","LES",0,1,1,"LONG_TIME","",1,0,0,"","dcs_data"
"endtim","LES","LES","LES",0,1,1,"","",1,0,0,"","dcs_data"
"endtim","rtetrlrmnt","LES","LES",0,1,1,"TIME","",1,0,0,"","dcs_data"
"endtim","waveopr","planwave","LES",0,1,1,"TIME","",1,0,0,"","dcs_data"
"endTime","LES","LES","LES",0,1,1,"TIME","",1,-1,-1,"","sal_data"
"entdte","LES","LES","LES",0,1,1,"D","",1,0,0,"","dcs_data"
"entdte","LES","ordalocinfo","LES",0,0,1,"D","",1,0,0,"","dcs_data"
"entrydte","LES","LES","CUSTOMS",0,1,1,"D","",1,0,0,"","dcs_data"
"entrydte","LES","LES","LES",0,0,0,"D","",1,0,0,"","dcs_data"
"entrydte","RPWEB","LES","CUSTOMS",0,1,1,"D","",1,0,0,"","dcs_data"
"entrydte","RPWEB","LES","LES",0,0,0,"D","",1,0,0,"","dcs_data"
"eo_fld_id","LES","eosegmnt","SEAMLES",0,1,0,"","",0,0,0,"","int_data"
