wh_id,adr_id,def_wh_flg,wh_typ_cd,lens_sitnam,lens_customer_id,lens_cust_client_id,lens_ena_flg,dflt_hldpfx,orgcod,perm_cre_lod,perm_adj_lod,perm_cre_sub,perm_adj_sub,moddte,mod_usr_id,sgln,rfid_ena_flg,trans_wh_id,auto_play_cst_thr,cnt_thr_unit,cnt_thr_cst,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,aisle_max,bay_max,slot_max,concat_order,recalc_dist_flag,recalc_date,last_regen_time,wmp_left_x,wmp_right_x,wmp_upper_y,wmp_lower_y,active,crncy_code,lst_rttn_id,rttn_id_min_value,rttn_id_max_value,adj_thr_cst,adj_thr_unit,cnsg_cod,cnsg_period
"3","A0000001",0,"BASE","","","",0,"","","PERM-CRE-LOD-3","PERM-ADJ-LOD-3","PERM-CRE-SUB-3","PERM-ADJ-SUB-3","20181210102458","SUPER","",0,"",999999.0,0,0.0,1,"20181210102458","20181210102458","SUPER","SUPER",0,0,0,0,0,"","",0,0,0,0,0,"","","","",0.0,0,"",0
