dyn_cfg_id,appl_id,frm_id,addon_id,cust_lvl,inp_mod,var_nam_lst,les_cmd_id,moddte,mod_usr_id,grp_nam
"wh_id_cfg_c","RPWEB","rp|login_prompt","LES",0,"A","usr_id","wm_web_login","","","dcsweb_data"
"wh_id_cfg_c","syspolovrdmnt","LES","LES",0,"C","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_c","voccfgmntoverride","LES","LES",0,"C","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_c","wkopolovrdmnt","LES","LES",0,"C","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","invpolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","LES","cliwhmnt","LES",0,"D","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","LES","invdspmw","LES",0,"D","wh_id","set_wh_framework_configuration","","","dcs_data"
"wh_id_cfg_n","LES","LES","LES",0,"N","wh_id","set_wh_framework_configuration","","","dcs_data"
"wh_id_cfg_n","LES","whcopy","LES",0,"D","wh_id","set_wh_framework_configuration","","","dcs_data"
"wh_id_cfg_n","LES","whmnt","LES",0,"D","wh_id","set_wh_framework_configuration","","","dcs_data"
"wh_id_cfg_n","logpolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","ordconpolovrdmnt","LES","LES",0,"C","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","ordovrpolovrdmnt","LES","LES",0,"C","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","rcvpolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","rdtpolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","RPWEB","rp|default","LES",0,"A","usr_id","wm_web_login","","","dcsweb_data"
"wh_id_cfg_n","RPWEB","rp|login_prompt","LES",0,"A","usr_id","wm_web_login","","","dcsweb_data"
"wh_id_cfg_n","syspolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_cfg_n","wkopolovrdmnt","LES","LES",0,"N","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_pk","LES","cliwhmnt","LES",0,"D","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_pk","LES","invdspmw","LES",0,"D","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_pk","LES","LES","LES",0,"E","wh_id","disable_warehouse_field","","","dcs_data"
"wh_id_pk","RPWEB","rp|default","LES",0,"A","usr_id","wm_web_login","","","dcsweb_data"
"wh_id_pk","RPWEB","rp|login_prompt","LES",0,"A","usr_id","wm_web_login","","","dcsweb_data"
