uc_delivery_id,wh_id,dst_mov_zone_id,seqnum,stoloc,uc_multi_drop,frstol,ins_dt,last_upd_dt,last_upd_user_id
-1,"3",-1,1,"L6-006-01",1,"L6-001-02","20221118142402","20221118142402","939370"
-1,"3",-1,2,"L6-006-01",1,"L6-001-03","20221118142402","20221118142402","939370"
-1,"3",-1,3,"L6-006-01",1,"L6-001-04","20221118142402","20221118142402","939370"
-1,"3",-1,4,"L6-006-01",1,"L6-001-05","20221118142402","20221118142402","939370"
-1,"3",-1,5,"L6-006-01",1,"L6-001-06","20221118142402","20221118142402","939370"
-1,"3",-1,6,"L6-006-01",1,"L6-001-07","20221118142402","20221118142402","939370"
-1,"3",-1,7,"L6-006-01",1,"L6-001-08","20221118142402","20221118142402","939370"
-1,"3",-1,8,"L6-006-01",1,"L6-001-09","20221118142402","20221118142402","939370"
-1,"3",-1,9,"L6-006-01",1,"L6-001-10","20221118142402","20221118142402","939370"
-1,"3",-1,10,"L6-006-01",1,"L6-001-11","20221118142402","20221118142402","939370"
-1,"3",-1,11,"L6-006-01",1,"L6-001-12","20221118142402","20221118142402","939370"
-1,"3",-1,12,"L6-006-01",1,"L6-001-13","20221118142402","20221118142402","939370"
-1,"3",-1,13,"L6-006-01",1,"L6-001-14","20221118142402","20221118142402","939370"
-1,"3",-1,14,"L6-006-01",1,"L6-001-15","20221118142402","20221118142402","939370"
-1,"3",-1,15,"L6-006-01",1,"L6-001-16","20221118142402","20221118142402","939370"
-1,"3",-1,16,"L6-006-01",1,"L6-001-17","20221118142402","20221118142402","939370"
-1,"3",-1,17,"L6-006-01",1,"L6-001-18","20221118142402","20221118142402","939370"
-1,"3",-1,18,"L6-006-01",1,"L6-001-19","20221118142402","20221118142402","939370"
-1,"3",-1,19,"L6-006-01",1,"L6-001-20","20221118142402","20221118142402","939370"
-1,"3",-1,20,"L6-006-01",1,"L6-001-21","20221118142402","20221118142402","939370"
-1,"3",-1,21,"L6-006-01",1,"L6-001-22","20221118142402","20221118142402","939370"
-1,"3",-1,22,"L6-006-01",1,"L6-001-23","20221118142402","20221118142402","939370"
-1,"3",-1,23,"L6-006-01",1,"L6-001-24","20221118142402","20221118142402","939370"
-1,"3",-1,24,"L1-001-01",1,"L6-002-010","20221118142402","20221118142402","939370"
-1,"3",-1,25,"L1-001-01",1,"L6-002-017","20221118142402","20221118142402","939370"
-1,"3",-1,26,"L1-001-01",1,"L6-002-020","20221118142402","20221118142402","939370"
-1,"3",-1,27,"L1-001-01",1,"L6-002-021","20221118142402","20221118142402","939370"
-1,"3",-1,28,"L1-001-01",1,"L6-002-022","20221118142402","20221118142402","939370"
-1,"3",-1,29,"L1-001-01",1,"L6-002-023","20221118142402","20221118142402","939370"
-1,"3",-1,30,"L1-001-01",1,"L6-002-024","20221118142402","20221118142402","939370"
-1,"3",-1,31,"G5-001-01",1,"L6-002-025","20221118142402","20221118142402","939370"
-1,"3",-1,32,"G5-001-01",1,"L6-002-026","20221118142402","20221118142402","939370"
-1,"3",-1,33,"G4-001-01",1,"L6-002-027","20221118142402","20221118142402","939370"
-1,"3",-1,34,"G4-001-01",1,"L6-002-028","20221118142402","20221118142402","939370"
-1,"3",-1,35,"G4-001-01",1,"L6-002-029","20221118142402","20221118142402","939370"
-1,"3",-1,36,"G4-001-01",1,"L6-002-030","20221118142402","20221118142402","939370"
-1,"3",-1,37,"G1-001-01",1,"L6-002-031","20221118142402","20221118142402","939370"
-1,"3",-1,38,"G1-001-01",1,"L6-002-032","20221118142402","20221118142402","939370"
-1,"3",-1,39,"G1-001-01",1,"L6-002-033","20221118142402","20221118142402","939370"
-1,"3",-1,40,"B4-001-01",1,"L6-002-038","20221118142402","20221118142402","939370"
-1,"3",-1,41,"B3-001-01",1,"L6-002-039","20221118142402","20221118142402","939370"
-1,"3",-1,42,"B1-001-01",1,"L6-002-041","20221118142402","20221118142402","939370"
-1,"3",-1,43,"B2-001-01",1,"L6-002-043","20221118142402","20221118142402","939370"
-1,"3",-1,44,"B2-001-01",1,"L6-002-044","20221118142402","20221118142402","939370"
-1,"3",-1,45,"B2-001-01",1,"L6-002-046","20221118142402","20221118142402","939370"
-1,"3",-1,46,"B2-001-01",1,"L6-002-047","20221118142402","20221118142402","939370"
-1,"3",-1,47,"B2-001-01",1,"L6-002-048","20221118142402","20221118142402","939370"
-1,"3",-1,48,"L4-001-01",1,"L6-002-049","20221118142402","20221118142402","939370"
-1,"3",-1,49,"L4-001-01",1,"L6-002-050","20221118142402","20221118142402","939370"
-1,"3",-1,50,"L4-001-01",1,"L6-002-051","20221118142402","20221118142402","939370"
-1,"3",-1,51,"L4-001-02",1,"L6-002-052","20221118142402","20221118142402","939370"
-1,"3",-1,52,"L4-001-01",1,"L6-002-053","20221118142402","20221118142402","939370"
-1,"3",-1,53,"L4-001-01",1,"L6-002-055","20221118142402","20221118142402","939370"
-1,"3",-1,54,"L4-001-01",1,"L6-002-056","20221118142402","20221118142402","939370"
-1,"3",-1,55,"L4-001-01",1,"L6-002-057","20221118142402","20221118142402","939370"
-1,"3",-1,56,"L4-001-01",1,"L6-002-058","20221118142402","20221118142402","939370"
-1,"3",-1,57,"L4-001-01",1,"L6-002-065","20221118142402","20221118142402","939370"
-1,"3",-1,58,"L4-001-01",1,"L6-002-066","20221118142402","20221118142402","939370"
-1,"3",-1,59,"D1-001-01",1,"L6-003-001","20221118142402","20221118142402","939370"
-1,"3",-1,60,"D1-001-01",1,"L6-003-003","20221118142402","20221118142402","939370"
-1,"3",-1,61,"D1-001-01",1,"L6-003-005","20221118142402","20221118142402","939370"
-1,"3",-1,62,"L1-001-01",1,"L6-003-006","20221118142402","20221118142402","939370"
-1,"3",-1,63,"D1-001-01",1,"L6-003-007","20221118142402","20221118142402","939370"
-1,"3",-1,64,"D1-001-01",1,"L6-003-008","20221118142402","20221118142402","939370"
-1,"3",-1,65,"D1-001-01",1,"L6-003-009","20221118142402","20221118142402","939370"
-1,"3",-1,66,"D1-001-01",1,"L6-003-010","20221118142402","20221118142402","939370"
-1,"3",-1,67,"D1-001-01",1,"L6-003-011","20221118142402","20221118142402","939370"
-1,"3",-1,68,"D1-001-01",1,"L6-003-012","20221118142402","20221118142402","939370"
-1,"3",-1,69,"F4-001-01",1,"L6-003-013","20221118142402","20221118142402","939370"
-1,"3",-1,70,"F4-001-01",1,"L6-003-014","20221118142402","20221118142402","939370"
-1,"3",-1,71,"F4-001-01",1,"L6-003-015","20221118142402","20221118142402","939370"
-1,"3",-1,72,"F4-001-01",1,"L6-003-016","20221118142402","20221118142402","939370"
-1,"3",-1,73,"F4-001-01",1,"L6-003-017","20221118142402","20221118142402","939370"
-1,"3",-1,74,"D2-001-01",1,"L6-003-018","20221118142402","20221118142402","939370"
-1,"3",-1,75,"D2-001-01",1,"L6-003-019","20221118142402","20221118142402","939370"
