gln,wh_id,stoloc,ins_dt,ins_user_id,last_upd_dt,last_upd_user_id,is_purged,uc_sort_out_id
"8713783231326","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231333","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231340","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231364","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231371","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231401","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231425","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231449","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231456","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231463","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231487","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231494","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231517","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231548","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231555","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231562","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231579","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231593","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231630","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231647","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231661","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231678","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231692","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231708","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231715","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231722","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231739","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231746","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231753","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231760","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231777","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231784","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231791","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231821","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231838","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231852","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231869","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231876","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231883","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231890","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231906","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231913","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231920","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231937","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231944","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231951","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231968","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783231975","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783231982","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232002","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232019","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232026","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232057","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232064","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232071","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232088","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232118","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232125","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232163","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232170","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232194","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232231","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232262","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232286","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232293","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232309","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232316","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232323","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232347","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232354","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232361","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232378","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232385","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232392","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232408","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232415","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232439","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232446","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232453","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232460","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232477","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232484","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232491","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232507","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232514","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232521","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232538","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232545","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232552","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232569","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232583","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232590","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232606","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232613","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232637","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232651","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232675","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232682","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232705","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232729","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232736","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232743","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232767","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232774","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232781","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783232804","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232811","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232828","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232835","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232842","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232866","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232880","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232897","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232903","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232910","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232934","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232941","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232958","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232965","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232972","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232989","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783232996","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233009","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233047","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233078","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233085","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233092","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233108","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233115","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233139","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233146","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233160","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233184","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233191","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233207","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233214","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233221","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233245","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233252","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233276","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233290","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233313","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233320","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233344","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233375","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233382","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233405","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233412","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233429","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233436","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233535","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233542","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233559","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233627","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233634","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233658","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233665","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233672","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233689","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233733","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233740","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233801","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233818","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233825","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783233870","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233887","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783233948","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234006","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234051","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234068","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234075","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234082","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234099","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234105","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234112","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234129","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234143","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234150","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234181","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234198","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234204","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234211","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234235","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234242","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234259","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234297","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234303","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234310","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234327","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234334","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234341","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234402","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234419","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234440","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234457","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234464","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234488","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234495","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234501","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234518","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234532","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234549","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234563","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234570","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234587","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234594","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234648","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234655","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234662","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234679","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234686","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234693","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234709","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234716","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234778","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234815","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234822","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234839","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234846","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234853","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234860","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234877","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234884","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234891","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234907","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234914","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234921","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234938","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234945","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234952","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783234983","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783234990","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783235003","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783235010","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783235027","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235034","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235041","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235058","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235065","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235072","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235089","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235096","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235102","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235126","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783235140","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235188","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235195","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235225","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235232","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235249","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235263","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235270","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235287","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783235300","1","Z-001-01","20230619184327","939370","20230619184327","939370",0,40
"8713783235331","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,42
"8713783235348","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235355","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783235386","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,45
"8713783235416","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,39
"8713783440315","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,41
"8713783443873","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444047","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444054","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444061","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444368","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444375","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444382","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444399","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444504","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444511","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444689","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444702","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444719","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444726","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444733","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444740","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444795","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444801","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444818","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444825","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444832","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444856","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444863","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444870","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444887","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444900","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444948","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444955","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444986","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783444993","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445006","1","Z-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445334","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445341","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445365","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445389","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445419","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445440","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445464","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445488","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445495","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445501","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445518","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445556","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445563","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445570","1","COC-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445594","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445600","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445617","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445624","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445631","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445648","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445662","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445679","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445686","1","COD-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445716","1","WB-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445754","1","WB-001-01","20230612122957","939370","20230612122957","939370",0,0
"8713783445785","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445792","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
"8713783445808","1","COA-001-01","20230612122956","939370","20230612122956","939370",0,0
