wh_id,auto_alc_num,auto_alc_mtd,rule_type,time_in_mins,date_type,ena_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,incl_unpln_ord_flg,pln_rule_nam
"7","GENERAL","SCH","ORD",30,"ESD",1,"20200320102141","20200329200724","939161","939161",1,"STD-ORDERSELECTION"
