ctncod,wh_id,ctnlen,ctnwid,ctnhgt,ctnwgt,ctnwlm,ctnfpc,last_ctn_fpc,moddte,mod_usr_id,cube_rem_flg,sens_box_flg,pko_flg,pre_prnt_lbl_flg,shpflg,pckflg,gen_ctn_flg,pallet_flg
"GC","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20181023123941","SUPER",0,0,1,0,0,0,0,0
