gln,wh_id,stoloc,ins_dt,ins_user_id,last_upd_dt,last_upd_user_id
"8713783879870","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879894","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879900","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879917","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879931","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879948","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879962","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879986","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783879993","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880005","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880029","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880043","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880050","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880067","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880074","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880081","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880098","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880104","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880111","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880128","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880135","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880142","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880159","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880166","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880173","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880180","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880197","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880203","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880210","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880227","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880234","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880258","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880289","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880296","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880302","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880319","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880326","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880333","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880340","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880357","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880364","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880388","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880395","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880401","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880418","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880425","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880432","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880449","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880456","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880463","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880470","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880487","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880494","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783880500","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783898987","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8713783898994","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000019","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000033","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000040","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000057","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000064","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000071","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000095","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288000125","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002884","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002891","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002907","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002914","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002938","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002945","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288002952","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288007605","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288015310","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288015587","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288018861","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288018878","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288018908","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288082466","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288084156","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288084163","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288084187","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288092861","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095619","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095626","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095633","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095640","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095657","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095664","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095671","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095688","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095695","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095701","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095718","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095725","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095732","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095749","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095756","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095763","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095770","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095787","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095794","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095800","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095817","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095824","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095831","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095848","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095855","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095862","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095879","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095886","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095893","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095909","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095916","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095923","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095930","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095947","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095954","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095961","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095978","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095985","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288095992","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096005","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096012","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096029","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096036","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096043","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096050","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096067","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096074","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096081","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096098","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096104","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096111","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096128","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096135","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096142","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096159","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096166","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096173","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096180","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096197","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096203","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096210","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096227","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096234","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096241","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096258","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096265","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096272","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096296","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096302","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096319","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096326","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096609","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096616","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096623","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096647","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096654","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096661","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096678","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096685","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096692","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096708","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096715","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096722","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096739","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096746","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096753","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096760","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096777","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096784","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096791","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096807","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096814","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096821","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096838","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096845","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096852","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096869","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096876","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096883","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096890","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096906","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096913","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096920","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096937","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096944","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096951","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096968","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096975","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096982","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288096999","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097002","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097019","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097026","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097033","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097040","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097057","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097064","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097071","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097088","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097095","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097101","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097118","3","A-001-01","20221125135019","939370","20221125135019","939370"
"8718288097125","3","A-001-01","20221125135019","939370","20221125135019","939370"
