pcklst_seq_cri_id,pcklst_rule_id,table_nam,field_name,sort_order,seqnum,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
83,38,"locmst","trvseq",0,2,"20230112161414","20230112161414","939370","939370",0
84,38,"locmst","stoloc",0,3,"20230112161414","20230112161414","939370","939370",0
85,39,"locmst","trvseq",0,2,"20230112161448","20230112161448","939370","939370",0
86,39,"locmst","stoloc",0,3,"20230112161448","20230112161448","939370","939370",0
87,40,"locmst","trvseq",0,2,"20230112161538","20230112161538","939370","939370",0
88,40,"locmst","stoloc",0,3,"20230112161538","20230112161538","939370","939370",0
89,41,"locmst","trvseq",0,2,"20230112161614","20230112161614","939370","939370",0
90,41,"locmst","stoloc",0,3,"20230112161614","20230112161614","939370","939370",0
91,42,"locmst","trvseq",0,2,"20230112161655","20230112161655","939370","939370",0
92,42,"locmst","stoloc",0,3,"20230112161655","20230112161655","939370","939370",0
93,43,"locmst","trvseq",0,2,"20230112161726","20230112161726","939370","939370",0
94,43,"locmst","stoloc",0,3,"20230112161726","20230112161726","939370","939370",0
95,44,"locmst","trvseq",0,2,"20230112161759","20230112161759","939370","939370",0
96,44,"locmst","stoloc",0,3,"20230112161759","20230112161759","939370","939370",0
97,45,"pckwrk_view","list_id",0,1,"20230112161849","20230112161849","939370","939370",0
98,45,"locmst","trvseq",0,2,"20230112161849","20230112161849","939370","939370",0
99,45,"locmst","stoloc",0,3,"20230112161849","20230112161849","939370","939370",0
100,46,"pckwrk_view","list_id",0,1,"20230112161924","20230112161924","939370","939370",0
101,46,"locmst","trvseq",0,2,"20230112161924","20230112161924","939370","939370",0
102,46,"locmst","stoloc",0,3,"20230112161924","20230112161924","939370","939370",0
103,47,"pckwrk_view","list_id",0,1,"20230112161954","20230112161954","939370","939370",0
104,47,"locmst","trvseq",0,2,"20230112161954","20230112161954","939370","939370",0
105,47,"locmst","stoloc",0,3,"20230112161954","20230112161954","939370","939370",0
106,48,"pckwrk_view","list_id",0,1,"20230112162023","20230112162023","939370","939370",0
107,48,"locmst","trvseq",0,2,"20230112162023","20230112162023","939370","939370",0
108,48,"locmst","stoloc",0,3,"20230112162023","20230112162023","939370","939370",0
109,49,"pckwrk_view","list_id",0,1,"20230112162048","20230112162048","939370","939370",0
110,49,"locmst","trvseq",0,2,"20230112162048","20230112162048","939370","939370",0
111,49,"locmst","stoloc",0,3,"20230112162048","20230112162048","939370","939370",0
112,50,"pckwrk_view","list_id",0,1,"20230112162123","20230112162123","939370","939370",0
113,50,"locmst","trvseq",0,2,"20230112162123","20230112162123","939370","939370",0
114,50,"locmst","stoloc",0,3,"20230112162123","20230112162123","939370","939370",0
115,51,"pckwrk_view","list_id",0,1,"20230112162150","20230112162150","939370","939370",0
116,51,"locmst","trvseq",0,2,"20230112162150","20230112162150","939370","939370",0
117,51,"locmst","stoloc",0,3,"20230112162150","20230112162150","939370","939370",0
118,52,"pckwrk_view","list_id",0,1,"20230112162225","20230112162225","939370","939370",0
119,52,"locmst","trvseq",0,2,"20230112162225","20230112162225","939370","939370",0
120,52,"locmst","stoloc",0,3,"20230112162225","20230112162225","939370","939370",0
121,53,"pckwrk_view","list_id",0,1,"20230112171101","20230112171101","939370","939370",0
122,53,"locmst","trvseq",0,2,"20230112171101","20230112171101","939370","939370",0
123,53,"locmst","stoloc",0,3,"20230112171101","20230112171101","939370","939370",0
124,54,"pckwrk_view","list_id",0,1,"20230112171127","20230112171127","939370","939370",0
125,54,"locmst","trvseq",0,2,"20230112171127","20230112171127","939370","939370",0
126,54,"locmst","stoloc",0,3,"20230112171127","20230112171127","939370","939370",0
127,55,"pckwrk_view","list_id",0,1,"20230112171156","20230112171156","939370","939370",0
128,55,"locmst","trvseq",0,2,"20230112171156","20230112171156","939370","939370",0
129,55,"locmst","stoloc",0,3,"20230112171156","20230112171156","939370","939370",0
130,56,"pckwrk_view","list_id",0,1,"20230112171240","20230112171240","939370","939370",0
131,56,"locmst","trvseq",0,2,"20230112171240","20230112171240","939370","939370",0
132,56,"locmst","stoloc",0,3,"20230112171240","20230112171240","939370","939370",0
133,57,"pckwrk_view","list_id",0,1,"20230112171308","20230112171308","939370","939370",0
134,57,"locmst","trvseq",0,2,"20230112171308","20230112171308","939370","939370",0
135,57,"locmst","stoloc",0,3,"20230112171308","20230112171308","939370","939370",0
136,58,"pckwrk_view","list_id",0,1,"20230112171331","20230112171331","939370","939370",0
137,58,"locmst","trvseq",0,2,"20230112171331","20230112171331","939370","939370",0
138,58,"locmst","stoloc",0,3,"20230112171331","20230112171331","939370","939370",0
139,59,"pckwrk_view","list_id",0,1,"20230112171356","20230112171356","939370","939370",0
140,59,"locmst","trvseq",0,2,"20230112171356","20230112171356","939370","939370",0
141,59,"locmst","stoloc",0,3,"20230112171356","20230112171356","939370","939370",0
142,60,"pckwrk_view","list_id",0,1,"20230112171420","20230112171420","939370","939370",0
143,60,"locmst","trvseq",0,2,"20230112171420","20230112171420","939370","939370",0
144,60,"locmst","stoloc",0,3,"20230112171420","20230112171420","939370","939370",0
145,61,"locmst","trvseq",0,1,"20230112183538","20230112183538","939370","939370",0
146,61,"locmst","stoloc",0,2,"20230112183538","20230112183538","939370","939370",0
147,62,"locmst","trvseq",0,1,"20230112183643","20230112183643","939370","939370",0
148,62,"locmst","stoloc",0,2,"20230112183643","20230112183643","939370","939370",0
149,63,"locmst","trvseq",0,1,"20230113125700","20230113125700","939370","939370",0
150,63,"locmst","stoloc",0,2,"20230113125700","20230113125700","939370","939370",0
151,64,"locmst","trvseq",0,1,"20230113125927","20230113125927","939370","939370",0
152,64,"locmst","stoloc",0,2,"20230113125927","20230113125927","939370","939370",0
153,65,"locmst","trvseq",0,1,"20230113130054","20230113130054","939370","939370",0
154,65,"locmst","stoloc",0,2,"20230113130054","20230113130054","939370","939370",0
155,66,"locmst","trvseq",0,1,"20230113130239","20230113130239","939370","939370",0
156,66,"locmst","stoloc",0,2,"20230113130239","20230113130239","939370","939370",0
157,67,"locmst","trvseq",0,1,"20230113130406","20230113130406","939370","939370",0
158,67,"locmst","stoloc",0,2,"20230113130406","20230113130406","939370","939370",0
159,68,"locmst","trvseq",0,1,"20230113130553","20230113130553","939370","939370",0
160,68,"locmst","stoloc",0,2,"20230113130553","20230113130553","939370","939370",0
185,10,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
186,12,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
187,27,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
188,4,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
189,16,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
190,14,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
191,23,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
192,25,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
193,37,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
194,38,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
195,39,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
196,40,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
197,41,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
198,42,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
199,43,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
200,44,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
201,29,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
202,30,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
203,31,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
204,32,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
205,33,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
206,34,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
207,35,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
208,36,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673",0
209,10,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
210,12,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
211,27,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
212,4,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
213,16,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
214,14,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
215,23,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
216,25,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
217,37,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
218,38,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
219,39,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
220,40,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
221,41,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
222,42,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
223,43,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
224,44,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
225,29,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
226,30,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
227,31,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
228,32,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
229,33,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
230,34,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
231,35,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
232,36,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
233,61,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
234,61,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
235,62,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
236,62,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
237,63,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
238,63,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
239,64,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
240,64,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
241,65,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
242,65,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
243,66,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
244,66,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
245,67,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
246,67,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
247,68,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673",0
248,68,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673",0
249,69,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
250,69,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
251,70,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
252,70,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
253,71,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
254,71,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
255,72,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
256,72,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
257,73,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
258,73,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
259,74,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
260,74,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
261,75,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
262,75,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
263,76,"locmst","trvseq",0,1,"20230720140727","20230720140727","938673","938673",0
264,76,"locmst","stoloc",0,2,"20230720140727","20230720140727","938673","938673",0
265,77,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
266,77,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
267,78,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
268,78,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
269,79,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
270,79,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
271,80,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
272,80,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
273,81,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
274,81,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
275,82,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
276,82,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
277,83,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
278,83,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
279,84,"locmst","trvseq",0,1,"20230720140733","20230720140733","938673","938673",0
280,84,"locmst","stoloc",0,2,"20230720140733","20230720140733","938673","938673",0
281,85,"locmst","trvseq",0,1,"20230720140736","20230720140736","938673","938673",0
282,85,"locmst","stoloc",0,2,"20230720140736","20230720140736","938673","938673",0
283,86,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
284,86,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
285,87,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
286,87,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
287,88,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
288,88,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
289,89,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
290,89,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
291,90,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
292,90,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
293,91,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
294,91,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
295,92,"locmst","trvseq",0,1,"20230720140737","20230720140737","938673","938673",0
296,92,"locmst","stoloc",0,2,"20230720140737","20230720140737","938673","938673",0
297,93,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
298,93,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
299,94,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
300,94,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
301,95,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
302,95,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
303,96,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
304,96,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
305,97,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
306,97,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
307,98,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
308,98,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
309,99,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
310,99,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
311,100,"locmst","trvseq",0,1,"20230720140741","20230720140741","938673","938673",0
312,100,"locmst","stoloc",0,2,"20230720140741","20230720140741","938673","938673",0
313,102,"locmst","trvseq",0,1,"20231005203936","20231005203936","939370","939370",0
314,102,"locmst","stoloc",0,2,"20231005203936","20231005203936","939370","939370",0
315,103,"locmst","trvseq",0,1,"20231005204024","20231005204024","939370","939370",0
316,103,"locmst","stoloc",0,2,"20231005204024","20231005204024","939370","939370",0
317,104,"locmst","trvseq",0,1,"20231005204048","20231005204048","939370","939370",0
318,104,"locmst","stoloc",0,2,"20231005204048","20231005204048","939370","939370",0
