pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
1,1,3,"ord","rt_adr_id","20201020200502","20201020200502","939161","939161"
2,1,4,"ord","rtcust","20210407200502","20210407200502","938673","938673"
3,1,1,"ord_line","uc_shipby","20201020200502","20201020200502","939161","939161"
4,1,2,"pckwrk_view","src_pck_zone_id","20201020200502","20201020200502","939161","939161"
5,2,3,"ord","rt_adr_id","20201020200502","20201020200502","939161","939161"
6,2,4,"ord","rtcust","20210407200502","20210407200502","938673","938673"
7,2,2,"pckwrk_view","src_pck_zone_id","20201020200502","20201020200502","939161","939161"
8,2,1,"ord_line","uc_shipby","20201020200502","20201020200502","939161","939161"
9,3,4,"ord","rtcust","20220131164636","20220131164636","940788","940788"
10,3,1,"ord_line","uc_shipby","20220131164646","20220131164646","940788","940788"
11,3,2,"pckwrk_view","src_pck_zone_id","20220131164646","20220131164646","940788","940788"
12,3,3,"ord","rt_adr_id","20220131164646","20220131164646","940788","940788"
25,4,1,"ord_line","uc_shipby","20220114132712","20220114132712","939370","939370"
26,4,2,"pckwrk_view","src_pck_zone_id","20220114132712","20220114132712","939370","939370"
27,4,3,"ord","rt_adr_id","20220114132712","20220114132712","939370","939370"
28,4,4,"ord","rtcust","20220114132712","20220114132712","939370","939370"
29,5,1,"ord_line","uc_shipby","20220114133522","20220114133522","939370","939370"
30,5,2,"pckwrk_view","src_pck_zone_id","20220114133522","20220114133522","939370","939370"
31,5,3,"ord","rt_adr_id","20220114133522","20220114133522","939370","939370"
32,5,4,"ord","rtcust","20220114133522","20220114133522","939370","939370"
33,6,1,"ord_line","uc_shipby","20220114143417","20220114143417","939370","939370"
34,6,2,"pckwrk_view","src_pck_zone_id","20220114143417","20220114143417","939370","939370"
35,6,3,"ord","rt_adr_id","20220114143417","20220114143417","939370","939370"
36,6,4,"ord","rtcust","20220114143417","20220114143417","939370","939370"
37,7,1,"ord_line","uc_shipby","20220114145038","20220114145038","939370","939370"
38,7,2,"pckwrk_view","src_pck_zone_id","20220114145038","20220114145038","939370","939370"
39,7,3,"ord","rt_adr_id","20220114145038","20220114145038","939370","939370"
40,7,4,"ord","rtcust","20220114145038","20220114145038","939370","939370"
45,8,4,"ord","rtcust","20220523133911","20220523133911","939370","939370"
46,8,1,"ord_line","uc_shipby","20220523133911","20220523133911","939370","939370"
