pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
47,8,2,"pckwrk_view","src_pck_zone_id","20220523133911","20220523133911","939370","939370"
48,8,3,"ord","rt_adr_id","20220523133911","20220523133911","939370","939370"
49,9,1,"ord_line","uc_shipby","20220523135959","20220523135959","939370","939370"
50,9,2,"pckwrk_view","src_pck_zone_id","20220523140000","20220523140000","939370","939370"
51,9,3,"ord","rt_adr_id","20220523140000","20220523140000","939370","939370"
52,9,4,"ord","rtcust","20220523140000","20220523140000","939370","939370"
53,10,1,"ord_line","uc_shipby","20220523140152","20220523140152","939370","939370"
54,10,2,"pckwrk_view","src_pck_zone_id","20220523140152","20220523140152","939370","939370"
55,10,3,"ord","rt_adr_id","20220523140152","20220523140152","939370","939370"
56,10,4,"ord","rtcust","20220523140152","20220523140152","939370","939370"
57,11,1,"ord_line","uc_shipby","20220523140610","20220523140610","939370","939370"
58,11,2,"pckwrk_view","src_pck_zone_id","20220523140610","20220523140610","939370","939370"
59,11,3,"ord","rt_adr_id","20220523140610","20220523140610","939370","939370"
60,11,4,"ord","rtcust","20220523140610","20220523140610","939370","939370"
61,12,1,"ord_line","uc_shipby","20220523140801","20220523140801","939370","939370"
62,12,2,"pckwrk_view","src_pck_zone_id","20220523140801","20220523140801","939370","939370"
63,12,3,"ord","rt_adr_id","20220523140801","20220523140801","939370","939370"
64,12,4,"ord","rtcust","20220523140801","20220523140801","939370","939370"
65,13,1,"ord_line","uc_shipby","20220523140835","20220523140835","939370","939370"
66,13,2,"pckwrk_view","src_pck_zone_id","20220523140835","20220523140835","939370","939370"
67,13,3,"ord","rt_adr_id","20220523140836","20220523140836","939370","939370"
68,13,4,"ord","rtcust","20220523140836","20220523140836","939370","939370"
69,14,1,"ord_line","uc_shipby","20220523141300","20220523141300","939370","939370"
70,14,2,"pckwrk_view","src_pck_zone_id","20220523141300","20220523141300","939370","939370"
71,14,3,"ord","rt_adr_id","20220523141300","20220523141300","939370","939370"
72,14,4,"ord","rtcust","20220523141300","20220523141300","939370","939370"
73,15,1,"ord_line","uc_shipby","20220523141350","20220523141350","939370","939370"
74,15,2,"pckwrk_view","src_pck_zone_id","20220523141350","20220523141350","939370","939370"
75,15,3,"ord","rt_adr_id","20220523141350","20220523141350","939370","939370"
76,15,4,"ord","rtcust","20220523141350","20220523141350","939370","939370"
77,16,1,"ord_line","uc_shipby","20220523141433","20220523141433","939370","939370"
78,16,2,"pckwrk_view","src_pck_zone_id","20220523141433","20220523141433","939370","939370"
79,16,3,"ord","rt_adr_id","20220523141433","20220523141433","939370","939370"
80,16,4,"ord","rtcust","20220523141433","20220523141433","939370","939370"
81,17,1,"ord_line","uc_shipby","20220523141633","20220523141633","939370","939370"
82,17,2,"pckwrk_view","src_pck_zone_id","20220523141633","20220523141633","939370","939370"
83,17,3,"ord","rt_adr_id","20220523141633","20220523141633","939370","939370"
84,17,4,"ord","rtcust","20220523141633","20220523141633","939370","939370"
85,18,1,"ord_line","uc_shipby","20220523141724","20220523141724","939370","939370"
86,18,2,"pckwrk_view","src_pck_zone_id","20220523141724","20220523141724","939370","939370"
87,18,3,"ord","rt_adr_id","20220523141724","20220523141724","939370","939370"
88,18,4,"ord","rtcust","20220523141724","20220523141724","939370","939370"
89,19,1,"ord_line","uc_shipby","20220523141803","20220523141803","939370","939370"
90,19,2,"pckwrk_view","src_pck_zone_id","20220523141803","20220523141803","939370","939370"
91,19,3,"ord","rt_adr_id","20220523141803","20220523141803","939370","939370"
92,19,4,"ord","rtcust","20220523141803","20220523141803","939370","939370"
93,20,1,"ord_line","uc_shipby","20220523144830","20220523144830","939370","939370"
94,20,2,"pckwrk_view","src_pck_zone_id","20220523144830","20220523144830","939370","939370"
95,20,3,"ord","rt_adr_id","20220523144830","20220523144830","939370","939370"
96,20,4,"ord","rtcust","20220523144830","20220523144830","939370","939370"
97,21,1,"ord_line","uc_shipby","20220601161948","20220601161948","939370","939370"
98,21,2,"pckwrk_view","src_pck_zone_id","20220601161948","20220601161948","939370","939370"
99,21,3,"ord","rt_adr_id","20220601161948","20220601161948","939370","939370"
100,21,4,"ord","rtcust","20220601161948","20220601161948","939370","939370"
101,22,1,"ord_line","uc_shipby","20220601162202","20220601162202","939370","939370"
102,22,2,"pckwrk_view","src_pck_zone_id","20220601162202","20220601162202","939370","939370"
103,22,3,"ord","rt_adr_id","20220601162202","20220601162202","939370","939370"
104,22,4,"ord","rtcust","20220601162202","20220601162202","939370","939370"
105,23,1,"ord_line","uc_shipby","20220606165945","20220606165945","939370","939370"
106,23,2,"pckwrk_view","src_pck_zone_id","20220606165945","20220606165945","939370","939370"
107,23,3,"ord","rt_adr_id","20220606165945","20220606165945","939370","939370"
108,23,4,"ord","rtcust","20220606165945","20220606165945","939370","939370"
109,24,1,"ord_line","uc_shipby","20220606170126","20220606170126","939370","939370"
110,24,2,"pckwrk_view","src_pck_zone_id","20220606170126","20220606170126","939370","939370"
111,24,3,"ord","rt_adr_id","20220606170126","20220606170126","939370","939370"
112,24,4,"ord","rtcust","20220606170126","20220606170126","939370","939370"
113,25,1,"ord_line","uc_shipby","20220606170211","20220606170211","939370","939370"
114,25,2,"pckwrk_view","src_pck_zone_id","20220606170211","20220606170211","939370","939370"
115,25,3,"ord","rt_adr_id","20220606170211","20220606170211","939370","939370"
116,25,4,"ord","rtcust","20220606170211","20220606170211","939370","939370"
117,26,1,"ord_line","uc_shipby","20220606170257","20220606170257","939370","939370"
118,26,2,"pckwrk_view","src_pck_zone_id","20220606170257","20220606170257","939370","939370"
119,26,3,"ord","rt_adr_id","20220606170257","20220606170257","939370","939370"
120,26,4,"ord","rtcust","20220606170257","20220606170257","939370","939370"
121,27,1,"ord_line","uc_shipby","20220606170342","20220606170342","939370","939370"
122,27,2,"pckwrk_view","src_pck_zone_id","20220606170342","20220606170342","939370","939370"
123,27,3,"ord","rt_adr_id","20220606170342","20220606170342","939370","939370"
124,27,4,"ord","rtcust","20220606170342","20220606170342","939370","939370"
125,28,1,"ord_line","uc_shipby","20220606170412","20220606170412","939370","939370"
126,28,2,"pckwrk_view","src_pck_zone_id","20220606170412","20220606170412","939370","939370"
127,28,3,"ord","rt_adr_id","20220606170412","20220606170412","939370","939370"
128,28,4,"ord","rtcust","20220606170412","20220606170412","939370","939370"
129,29,1,"ord_line","uc_shipby","20220811203514","20220811203514","939370","939370"
130,29,2,"pckwrk_view","src_pck_zone_id","20220811203514","20220811203514","939370","939370"
131,29,3,"ord","rt_adr_id","20220811203514","20220811203514","939370","939370"
132,29,4,"ord","rtcust","20220811203514","20220811203514","939370","939370"
133,30,1,"ord_line","uc_shipby","20220811203744","20220811203744","939370","939370"
134,30,2,"pckwrk_view","src_pck_zone_id","20220811203744","20220811203744","939370","939370"
135,30,3,"ord","rt_adr_id","20220811203744","20220811203744","939370","939370"
136,30,4,"ord","rtcust","20220811203744","20220811203744","939370","939370"
137,31,1,"ord_line","uc_shipby","20220811203926","20220811203926","939370","939370"
138,31,2,"pckwrk_view","src_pck_zone_id","20220811203926","20220811203926","939370","939370"
139,31,3,"ord","rt_adr_id","20220811203926","20220811203926","939370","939370"
140,31,4,"ord","rtcust","20220811203926","20220811203926","939370","939370"
141,32,1,"ord_line","uc_shipby","20220811204015","20220811204015","939370","939370"
142,32,2,"pckwrk_view","src_pck_zone_id","20220811204015","20220811204015","939370","939370"
143,32,3,"ord","rt_adr_id","20220811204015","20220811204015","939370","939370"
144,32,4,"ord","rtcust","20220811204015","20220811204015","939370","939370"
145,33,1,"ord_line","uc_shipby","20220811204402","20220811204402","939370","939370"
146,33,2,"pckwrk_view","src_pck_zone_id","20220811204402","20220811204402","939370","939370"
147,33,3,"ord","rt_adr_id","20220811204402","20220811204402","939370","939370"
148,33,4,"ord","rtcust","20220811204402","20220811204402","939370","939370"
149,34,1,"ord_line","uc_shipby","20220811204445","20220811204445","939370","939370"
150,34,2,"pckwrk_view","src_pck_zone_id","20220811204445","20220811204445","939370","939370"
151,34,3,"ord","rt_adr_id","20220811204445","20220811204445","939370","939370"
152,34,4,"ord","rtcust","20220811204445","20220811204445","939370","939370"
153,35,1,"ord_line","uc_shipby","20220913220731","20220913220731","939370","939370"
155,35,2,"ord","rt_adr_id","20220913220731","20220913220731","939370","939370"
156,35,3,"ord","rtcust","20220913220731","20220913220731","939370","939370"
157,36,1,"ord_line","uc_shipby","20220914111527","20220914111527","939370","939370"
159,36,2,"ord","rt_adr_id","20220914111527","20220914111527","939370","939370"
160,36,3,"ord","rtcust","20220914111527","20220914111527","939370","939370"
161,37,1,"ord_line","uc_shipby","20220914112014","20220914112014","939370","939370"
163,37,2,"ord","rt_adr_id","20220914112014","20220914112014","939370","939370"
164,37,3,"ord","rtcust","20220914112014","20220914112014","939370","939370"
165,38,1,"ord_line","uc_shipby","20230110131702","20230110131702","939370","939370"
166,38,2,"pckwrk_view","src_pck_zone_id","20230110131702","20230110131702","939370","939370"
167,38,3,"ord","rt_adr_id","20230110131702","20230110131702","939370","939370"
168,38,4,"ord","rtcust","20230110131702","20230110131702","939370","939370"
169,39,1,"ord_line","uc_shipby","20230110131759","20230110131759","939370","939370"
170,39,2,"ord","rt_adr_id","20230110131759","20230110131759","939370","939370"
171,39,3,"ord","rtcust","20230110131759","20230110131759","939370","939370"
172,40,1,"ord_line","uc_shipby","20230110132202","20230110132202","939370","939370"
173,40,2,"pckwrk_view","src_pck_zone_id","20230110132202","20230110132202","939370","939370"
174,40,3,"ord","rt_adr_id","20230110132202","20230110132202","939370","939370"
175,40,4,"ord","rtcust","20230110132202","20230110132202","939370","939370"
176,41,1,"ord_line","uc_shipby","20230110132558","20230110132558","939370","939370"
177,41,2,"pckwrk_view","src_pck_zone_id","20230110132558","20230110132558","939370","939370"
178,41,3,"ord","rt_adr_id","20230110132558","20230110132558","939370","939370"
179,41,4,"ord","rtcust","20230110132558","20230110132558","939370","939370"
180,42,1,"ord_line","uc_shipby","20230110133532","20230110133532","939370","939370"
181,42,2,"pckwrk_view","src_pck_zone_id","20230110133532","20230110133532","939370","939370"
182,42,3,"ord","rt_adr_id","20230110133532","20230110133532","939370","939370"
183,42,4,"ord","rtcust","20230110133532","20230110133532","939370","939370"
184,43,1,"ord_line","uc_shipby","20230110133621","20230110133621","939370","939370"
185,43,2,"pckwrk_view","src_pck_zone_id","20230110133621","20230110133621","939370","939370"
186,43,3,"ord","rt_adr_id","20230110133621","20230110133621","939370","939370"
187,43,4,"ord","rtcust","20230110133621","20230110133621","939370","939370"
188,44,1,"ord_line","uc_shipby","20230110133734","20230110133734","939370","939370"
189,44,2,"pckwrk_view","src_pck_zone_id","20230110133734","20230110133734","939370","939370"
190,44,3,"ord","rt_adr_id","20230110133734","20230110133734","939370","939370"
191,44,4,"ord","rtcust","20230110133734","20230110133734","939370","939370"
192,45,1,"ord_line","uc_shipby","20230110133827","20230110133827","939370","939370"
193,45,2,"pckwrk_view","src_pck_zone_id","20230110133827","20230110133827","939370","939370"
194,45,3,"ord","rt_adr_id","20230110133827","20230110133827","939370","939370"
195,45,4,"ord","rtcust","20230110133827","20230110133827","939370","939370"
196,46,1,"ord_line","uc_shipby","20230110133944","20230110133944","939370","939370"
197,46,2,"pckwrk_view","src_pck_zone_id","20230110133944","20230110133944","939370","939370"
198,46,3,"ord","rt_adr_id","20230110133944","20230110133944","939370","939370"
199,46,4,"ord","rtcust","20230110133944","20230110133944","939370","939370"
200,47,1,"ord_line","uc_shipby","20230110134035","20230110134035","939370","939370"
201,47,2,"pckwrk_view","src_pck_zone_id","20230110134035","20230110134035","939370","939370"
202,47,3,"ord","rt_adr_id","20230110134035","20230110134035","939370","939370"
203,47,4,"ord","rtcust","20230110134035","20230110134035","939370","939370"
204,48,1,"ord_line","uc_shipby","20230110134132","20230110134132","939370","939370"
205,48,2,"pckwrk_view","src_pck_zone_id","20230110134132","20230110134132","939370","939370"
206,48,3,"ord","rt_adr_id","20230110134132","20230110134132","939370","939370"
207,48,4,"ord","rtcust","20230110134132","20230110134132","939370","939370"
208,49,1,"ord_line","uc_shipby","20230110134221","20230110134221","939370","939370"
209,49,2,"pckwrk_view","src_pck_zone_id","20230110134221","20230110134221","939370","939370"
210,49,3,"ord","rt_adr_id","20230110134221","20230110134221","939370","939370"
211,49,4,"ord","rtcust","20230110134221","20230110134221","939370","939370"
212,50,1,"ord_line","uc_shipby","20230110134323","20230110134323","939370","939370"
213,50,2,"pckwrk_view","src_pck_zone_id","20230110134323","20230110134323","939370","939370"
214,50,3,"ord","rt_adr_id","20230110134323","20230110134323","939370","939370"
215,50,4,"ord","rtcust","20230110134323","20230110134323","939370","939370"
216,51,1,"ord_line","uc_shipby","20230110134418","20230110134418","939370","939370"
217,51,2,"pckwrk_view","src_pck_zone_id","20230110134418","20230110134418","939370","939370"
218,51,3,"ord","rt_adr_id","20230110134418","20230110134418","939370","939370"
219,51,4,"ord","rtcust","20230110134418","20230110134418","939370","939370"
220,52,1,"ord_line","uc_shipby","20230110134504","20230110134504","939370","939370"
221,52,2,"ord","rt_adr_id","20230110134504","20230110134504","939370","939370"
222,52,3,"ord","rtcust","20230110134504","20230110134504","939370","939370"
223,53,1,"ord_line","uc_shipby","20230110134601","20230110134601","939370","939370"
224,53,2,"pckwrk_view","src_pck_zone_id","20230110134601","20230110134601","939370","939370"
225,53,3,"ord","rt_adr_id","20230110134601","20230110134601","939370","939370"
226,53,4,"ord","rtcust","20230110134601","20230110134601","939370","939370"
227,54,1,"ord_line","uc_shipby","20230110134726","20230110134726","939370","939370"
228,54,2,"pckwrk_view","src_pck_zone_id","20230110134726","20230110134726","939370","939370"
229,54,3,"ord","rt_adr_id","20230110134726","20230110134726","939370","939370"
230,54,4,"ord","rtcust","20230110134726","20230110134726","939370","939370"
231,55,1,"ord_line","uc_shipby","20230110134828","20230110134828","939370","939370"
232,55,2,"pckwrk_view","src_pck_zone_id","20230110134828","20230110134828","939370","939370"
233,55,3,"ord","rt_adr_id","20230110134828","20230110134828","939370","939370"
234,55,4,"ord","rtcust","20230110134828","20230110134828","939370","939370"
235,56,1,"ord_line","uc_shipby","20230110135000","20230110135000","939370","939370"
236,56,2,"pckwrk_view","src_pck_zone_id","20230110135000","20230110135000","939370","939370"
237,56,3,"ord","rt_adr_id","20230110135000","20230110135000","939370","939370"
238,56,4,"ord","rtcust","20230110135000","20230110135000","939370","939370"
239,57,1,"ord_line","uc_shipby","20230110135051","20230110135051","939370","939370"
240,57,2,"pckwrk_view","src_pck_zone_id","20230110135051","20230110135051","939370","939370"
241,57,3,"ord","rt_adr_id","20230110135051","20230110135051","939370","939370"
242,57,4,"ord","rtcust","20230110135051","20230110135051","939370","939370"
243,58,1,"ord_line","uc_shipby","20230110135146","20230110135146","939370","939370"
244,58,2,"pckwrk_view","src_pck_zone_id","20230110135146","20230110135146","939370","939370"
245,58,3,"ord","rt_adr_id","20230110135146","20230110135146","939370","939370"
246,58,4,"ord","rtcust","20230110135146","20230110135146","939370","939370"
247,59,1,"ord_line","uc_shipby","20230110135227","20230110135227","939370","939370"
248,59,2,"pckwrk_view","src_pck_zone_id","20230110135227","20230110135227","939370","939370"
249,59,3,"ord","rt_adr_id","20230110135227","20230110135227","939370","939370"
250,59,4,"ord","rtcust","20230110135227","20230110135227","939370","939370"
251,60,1,"ord_line","uc_shipby","20230110135348","20230110135348","939370","939370"
252,60,2,"pckwrk_view","src_pck_zone_id","20230110135348","20230110135348","939370","939370"
253,60,3,"ord","rt_adr_id","20230110135348","20230110135348","939370","939370"
254,60,4,"ord","rtcust","20230110135348","20230110135348","939370","939370"
255,61,1,"ord_line","uc_shipby","20230110135450","20230110135450","939370","939370"
256,61,2,"pckwrk_view","src_pck_zone_id","20230110135450","20230110135450","939370","939370"
257,61,3,"ord","rt_adr_id","20230110135450","20230110135450","939370","939370"
258,61,4,"ord","rtcust","20230110135450","20230110135450","939370","939370"
259,62,1,"ord_line","uc_shipby","20230110135745","20230110135745","939370","939370"
260,62,2,"pckwrk_view","src_pck_zone_id","20230110135745","20230110135745","939370","939370"
261,62,3,"ord","rt_adr_id","20230110135745","20230110135745","939370","939370"
262,62,4,"ord","rtcust","20230110135745","20230110135745","939370","939370"
263,63,1,"ord_line","uc_shipby","20230110141048","20230110141048","939370","939370"
264,63,2,"ord","rt_adr_id","20230110141048","20230110141048","939370","939370"
265,63,3,"ord","rtcust","20230110141048","20230110141048","939370","939370"
266,64,1,"ord_line","uc_shipby","20230110141150","20230110141150","939370","939370"
267,64,2,"pckwrk_view","src_pck_zone_id","20230110141150","20230110141150","939370","939370"
268,64,3,"ord","rt_adr_id","20230110141150","20230110141150","939370","939370"
269,64,4,"ord","rtcust","20230110141150","20230110141150","939370","939370"
270,65,1,"ord_line","uc_shipby","20230110141254","20230110141254","939370","939370"
271,65,2,"pckwrk_view","src_pck_zone_id","20230110141254","20230110141254","939370","939370"
272,65,3,"ord","rt_adr_id","20230110141254","20230110141254","939370","939370"
273,65,4,"ord","rtcust","20230110141254","20230110141254","939370","939370"
274,66,1,"ord_line","uc_shipby","20230110141416","20230110141416","939370","939370"
275,66,2,"pckwrk_view","src_pck_zone_id","20230110141416","20230110141416","939370","939370"
276,66,3,"ord","rt_adr_id","20230110141416","20230110141416","939370","939370"
277,66,4,"ord","rtcust","20230110141416","20230110141416","939370","939370"
278,67,1,"ord_line","uc_shipby","20230110141516","20230110141516","939370","939370"
279,67,2,"pckwrk_view","src_pck_zone_id","20230110141516","20230110141516","939370","939370"
280,67,3,"ord","rt_adr_id","20230110141516","20230110141516","939370","939370"
281,67,4,"ord","rtcust","20230110141516","20230110141516","939370","939370"
282,68,1,"ord_line","uc_shipby","20230110141633","20230110141633","939370","939370"
283,68,2,"pckwrk_view","src_pck_zone_id","20230110141633","20230110141633","939370","939370"
284,68,3,"ord","rt_adr_id","20230110141633","20230110141633","939370","939370"
285,68,4,"ord","rtcust","20230110141633","20230110141633","939370","939370"
286,69,1,"ord_line","uc_shipby","20230110141742","20230110141742","939370","939370"
287,69,2,"pckwrk_view","src_pck_zone_id","20230110141742","20230110141742","939370","939370"
288,69,3,"ord","rt_adr_id","20230110141742","20230110141742","939370","939370"
289,69,4,"ord","rtcust","20230110141742","20230110141742","939370","939370"
290,70,1,"ord_line","uc_shipby","20230110141820","20230110141820","939370","939370"
291,70,2,"pckwrk_view","src_pck_zone_id","20230110141820","20230110141820","939370","939370"
292,70,3,"ord","rt_adr_id","20230110141820","20230110141820","939370","939370"
293,70,4,"ord","rtcust","20230110141820","20230110141820","939370","939370"
294,71,1,"ord_line","uc_shipby","20230110141902","20230110141902","939370","939370"
295,71,2,"pckwrk_view","src_pck_zone_id","20230110141902","20230110141902","939370","939370"
296,71,3,"ord","rt_adr_id","20230110141902","20230110141902","939370","939370"
297,71,4,"ord","rtcust","20230110141902","20230110141902","939370","939370"
298,72,1,"ord_line","uc_shipby","20230110141939","20230110141939","939370","939370"
299,72,2,"pckwrk_view","src_pck_zone_id","20230110141939","20230110141939","939370","939370"
300,72,3,"ord","rt_adr_id","20230110141939","20230110141939","939370","939370"
301,72,4,"ord","rtcust","20230110141939","20230110141939","939370","939370"
302,73,1,"ord_line","uc_shipby","20230110142015","20230110142015","939370","939370"
303,73,2,"pckwrk_view","src_pck_zone_id","20230110142015","20230110142015","939370","939370"
304,73,3,"ord","rt_adr_id","20230110142015","20230110142015","939370","939370"
305,73,4,"ord","rtcust","20230110142015","20230110142015","939370","939370"
306,74,1,"ord_line","uc_shipby","20230110142159","20230110142159","939370","939370"
307,74,2,"pckwrk_view","src_pck_zone_id","20230110142159","20230110142159","939370","939370"
308,74,3,"ord","rt_adr_id","20230110142159","20230110142159","939370","939370"
309,74,4,"ord","rtcust","20230110142159","20230110142159","939370","939370"
310,75,1,"ord_line","uc_shipby","20230110142258","20230110142258","939370","939370"
311,75,2,"pckwrk_view","src_pck_zone_id","20230110142258","20230110142258","939370","939370"
312,75,3,"ord","rt_adr_id","20230110142258","20230110142258","939370","939370"
313,75,4,"ord","rtcust","20230110142258","20230110142258","939370","939370"
314,76,1,"ord_line","uc_shipby","20230110142354","20230110142354","939370","939370"
315,76,2,"ord","rt_adr_id","20230110142354","20230110142354","939370","939370"
316,76,3,"ord","rtcust","20230110142354","20230110142354","939370","939370"
317,77,1,"ord_line","uc_shipby","20230110142445","20230110142445","939370","939370"
318,77,2,"pckwrk_view","src_pck_zone_id","20230110142445","20230110142445","939370","939370"
319,77,3,"ord","rt_adr_id","20230110142445","20230110142445","939370","939370"
320,77,4,"ord","rtcust","20230110142445","20230110142445","939370","939370"
321,78,1,"ord_line","uc_shipby","20230110142530","20230110142530","939370","939370"
322,78,2,"pckwrk_view","src_pck_zone_id","20230110142530","20230110142530","939370","939370"
323,78,3,"ord","rt_adr_id","20230110142530","20230110142530","939370","939370"
324,78,4,"ord","rtcust","20230110142530","20230110142530","939370","939370"
325,79,1,"ord_line","uc_shipby","20230110142616","20230110142616","939370","939370"
326,79,2,"pckwrk_view","src_pck_zone_id","20230110142616","20230110142616","939370","939370"
327,79,3,"ord","rt_adr_id","20230110142616","20230110142616","939370","939370"
328,79,4,"ord","rtcust","20230110142616","20230110142616","939370","939370"
329,80,1,"ord_line","uc_shipby","20230110142745","20230110142745","939370","939370"
330,80,2,"pckwrk_view","src_pck_zone_id","20230110142745","20230110142745","939370","939370"
331,80,3,"ord","rt_adr_id","20230110142745","20230110142745","939370","939370"
332,80,4,"ord","rtcust","20230110142745","20230110142745","939370","939370"
333,81,1,"ord_line","uc_shipby","20230110142827","20230110142827","939370","939370"
334,81,2,"pckwrk_view","src_pck_zone_id","20230110142827","20230110142827","939370","939370"
335,81,3,"ord","rt_adr_id","20230110142827","20230110142827","939370","939370"
336,81,4,"ord","rtcust","20230110142827","20230110142827","939370","939370"
337,82,1,"ord_line","uc_shipby","20230110142911","20230110142911","939370","939370"
338,82,2,"pckwrk_view","src_pck_zone_id","20230110142911","20230110142911","939370","939370"
339,82,3,"ord","rt_adr_id","20230110142911","20230110142911","939370","939370"
340,82,4,"ord","rtcust","20230110142911","20230110142911","939370","939370"
341,83,1,"ord_line","uc_shipby","20230110142951","20230110142951","939370","939370"
342,83,2,"pckwrk_view","src_pck_zone_id","20230110142951","20230110142951","939370","939370"
343,83,3,"ord","rt_adr_id","20230110142951","20230110142951","939370","939370"
344,83,4,"ord","rtcust","20230110142951","20230110142951","939370","939370"
345,84,1,"ord_line","uc_shipby","20230110143031","20230110143031","939370","939370"
346,84,2,"pckwrk_view","src_pck_zone_id","20230110143031","20230110143031","939370","939370"
347,84,3,"ord","rt_adr_id","20230110143031","20230110143031","939370","939370"
348,84,4,"ord","rtcust","20230110143031","20230110143031","939370","939370"
349,85,1,"ord_line","uc_shipby","20230110143115","20230110143115","939370","939370"
350,85,2,"pckwrk_view","src_pck_zone_id","20230110143115","20230110143115","939370","939370"
351,85,3,"ord","rt_adr_id","20230110143115","20230110143115","939370","939370"
352,85,4,"ord","rtcust","20230110143115","20230110143115","939370","939370"
353,86,1,"ord_line","uc_shipby","20230110143311","20230110143311","939370","939370"
354,86,2,"pckwrk_view","src_pck_zone_id","20230110143311","20230110143311","939370","939370"
355,86,3,"ord","rt_adr_id","20230110143311","20230110143311","939370","939370"
356,86,4,"ord","rtcust","20230110143312","20230110143312","939370","939370"
357,87,1,"ord_line","uc_shipby","20230110143521","20230110143521","939370","939370"
358,87,2,"pckwrk_view","src_pck_zone_id","20230110143521","20230110143521","939370","939370"
359,87,3,"ord","rt_adr_id","20230110143521","20230110143521","939370","939370"
360,87,4,"ord","rtcust","20230110143521","20230110143521","939370","939370"
361,88,1,"ord_line","uc_shipby","20230110152508","20230110152508","939370","939370"
362,88,2,"ord","rt_adr_id","20230110152508","20230110152508","939370","939370"
363,88,3,"ord","rtcust","20230110152508","20230110152508","939370","939370"
364,89,1,"ord_line","uc_shipby","20230110152620","20230110152620","939370","939370"
365,89,2,"pckwrk_view","src_pck_zone_id","20230110152620","20230110152620","939370","939370"
366,89,3,"ord","rt_adr_id","20230110152620","20230110152620","939370","939370"
367,89,4,"ord","rtcust","20230110152621","20230110152621","939370","939370"
368,90,1,"ord_line","uc_shipby","20230110152751","20230110152751","939370","939370"
369,90,2,"pckwrk_view","src_pck_zone_id","20230110152751","20230110152751","939370","939370"
370,90,3,"ord","rt_adr_id","20230110152751","20230110152751","939370","939370"
371,90,4,"ord","rtcust","20230110152751","20230110152751","939370","939370"
372,91,1,"ord_line","uc_shipby","20230110152846","20230110152846","939370","939370"
373,91,2,"pckwrk_view","src_pck_zone_id","20230110152846","20230110152846","939370","939370"
374,91,3,"ord","rt_adr_id","20230110152846","20230110152846","939370","939370"
375,91,4,"ord","rtcust","20230110152846","20230110152846","939370","939370"
376,92,1,"ord_line","uc_shipby","20230110152954","20230110152954","939370","939370"
377,92,2,"pckwrk_view","src_pck_zone_id","20230110152954","20230110152954","939370","939370"
378,92,3,"ord","rt_adr_id","20230110152954","20230110152954","939370","939370"
379,92,4,"ord","rtcust","20230110152954","20230110152954","939370","939370"
380,93,1,"ord_line","uc_shipby","20230110153055","20230110153055","939370","939370"
381,93,2,"pckwrk_view","src_pck_zone_id","20230110153055","20230110153055","939370","939370"
382,93,3,"ord","rt_adr_id","20230110153055","20230110153055","939370","939370"
