sto_config_rule_id,sto_config_id,bldg_id,srtseq,sto_zone_id,strategy,min_lvl,max_lvl,lvl_by_item_flg,max_lod_per_aisle,lod_by_item_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"000005","000005","B1",1,10004,"MIXED",0,0,0,0,0,"20190206112831","20190206112848","940028","940028"
"000006","000006","B1",1,10004,"MIXED",0,0,0,0,0,"20190206112928","20190206112928","940028","940028"
"000012","000010","B1",1,10016,"MIXED",0,0,0,0,0,"20190403104117","20190403104117","940028","940028"
"000013","000013","B1",1,10016,"MIXED",0,0,0,0,0,"20190403104134","20190403104134","940028","940028"
"000014","000014","B1",1,10016,"MIXED",0,0,0,0,0,"20190403104151","20190403104151","940028","940028"
"000015","000016","B1",1,10016,"MIXED",0,0,0,0,0,"20190416092923","20190416092923","940028","940028"
"000016","000017","B1",1,10016,"MIXED",0,0,0,0,0,"20190416093002","20190416093002","940028","940028"
"000017","000015","B1",1,10016,"MIXED",0,0,0,0,0,"20190425081618","20190425081618","940028","940028"
