pcklst_break_on_cri_id,pcklst_rule_id,break_on_function,break_on_field,max_weight,max_volume,max_pckuntqty,max_qty,volume_thr,max_add_pick_weight,seqnum,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,min_volume,min_weight
1,1,"volume_func","",0,2538780.0,0,0,2538780.0,99000.0,1,"20200320122416","20200320122416","939370","939370",0,0
2,11,"volume_func","",0,2538780.0,0,0,2538780.0,99000.0,1,"20230320000000","20230320000000","938673","938673",0,0
3,12,"volume_func","",0,2538780.0,0,0,2538780.0,99000.0,1,"20230320000000","20230320000000","938673","938673",0,0
