pcklst_rule_id,pcklst_rule_name,wh_id,client_id,re_list_flg,allow_split_flg,list_typ,one_pass_only,assign_slot_flg,asset_typ,valid_flg,cnf_mtused_prt,cmdtxt,opr_cod,pick_ord_by,max_start_picks,drop_at_wrkzone_change,frc_pickup_prev,rsm_lst_pck_prev_opr,cmb_list_flg,prevent_pck_cons,pick_to_lvl,wa_fit_cri,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,max_assets
116,"SHELVE_80CM_A006_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165634","20230607223036","939370","938673",1
117,"SHELVE_60CM_A006_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165705","20230607171623","939370","938673",1
118,"TROLLEY_0S_A006_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165740","20230607233613","939370","938673",1
119,"TROLLEY_1S_A006_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165809","20230608000154","939370","938673",1
120,"TROLLEY_2S_A006_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165834","20230608081136","939370","938673",1
121,"TROLLEY_3S_A006_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165913","20230608082140","939370","938673",1
122,"NLW_PICK_LIST_RULE_A101_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165953","20230220165953","939370","939370",1
123,"SHELVE_120CM_A101_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170044","20230607170645","939370","938673",1
124,"SHELVE_80CM_A101_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170117","20230607223154","939370","938673",1
125,"SHELVE_60CM_A101_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170147","20230607171729","939370","938673",1
126,"TROLLEY_0S_A101_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170214","20230607235624","939370","938673",1
127,"TROLLEY_1S_A101_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170243","20230608000047","939370","938673",1
128,"TROLLEY_2S_A101_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170308","20230608081237","939370","938673",1
129,"TROLLEY_3S_A101_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170330","20230608082225","939370","938673",1
130,"NLW_PICK_LIST_RULE_A102_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170352","20230220170352","939370","939370",1
131,"SHELVE_120CM_A102_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170425","20230607170717","939370","938673",1
132,"SHELVE_80CM_A102_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170453","20230607223230","939370","938673",1
133,"SHELVE_60CM_A102_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170518","20230607171756","939370","938673",1
134,"TROLLEY_0S_A102_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170542","20230607235648","939370","938673",1
135,"TROLLEY_1S_A102_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170604","20230607235953","939370","938673",1
136,"TROLLEY_2S_A102_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170631","20230608081259","939370","938673",1
137,"TROLLEY_3S_A102_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170652","20230608082255","939370","938673",1
138,"NLW_PICK_LIST_RULE_A104_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170720","20230220170721","939370","939370",1
139,"SHELVE_120CM_A104_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170755","20230607170750","939370","938673",1
140,"SHELVE_80CM_A104_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170821","20230607223309","939370","938673",1
141,"SHELVE_60CM_A104_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170848","20230607172250","939370","938673",1
142,"TROLLEY_0S_A104_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170911","20230607234315","939370","938673",1
143,"TROLLEY_1S_A104_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220170938","20230607235922","939370","938673",1
144,"TROLLEY_2S_A104_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220171001","20230608081323","939370","938673",1
145,"TROLLEY_3S_A104_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220171022","20230608082320","939370","938673",1
146,"NLW_A001_A002_ZONES_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
147,"NLW_A005_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
148,"NLW_A006_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
149,"NLW_A007_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
150,"NLW_A101_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
151,"NLW_A102_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
152,"NLW_A104_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
153,"NLW_A107_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
154,"NLW_P010_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
155,"NLW_P011_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
156,"NLW_P012_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
157,"NLW_P013_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
158,"NLW_P017_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
159,"NLW_P018_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
160,"NLW_P019_01_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
161,"NLW_P019_02_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
162,"NLW_SPECIAL_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
163,"NLW_W104_ZONE_Z1-0S","2","RFH",0,0,"ORD","B",0,"Z1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132222","20230720132222","938673","938673",1
164,"NLW_A001_A002_ZONES_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
165,"NLW_A005_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
166,"NLW_A006_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
167,"NLW_A007_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
168,"NLW_A101_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
169,"NLW_A102_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
170,"NLW_A104_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
171,"NLW_A107_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
172,"NLW_P010_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
173,"NLW_P011_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
174,"NLW_P012_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
175,"NLW_P013_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
176,"NLW_P017_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
177,"NLW_P018_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
178,"NLW_P019_01_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
179,"NLW_P019_02_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
180,"NLW_SPECIAL_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
181,"NLW_W104_ZONE_Z1-1S","2","RFH",0,0,"ORD","B",0,"Z1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132228","20230720132228","938673","938673",1
182,"NLW_A001_A002_ZONES_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
183,"NLW_A005_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
184,"NLW_A006_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
185,"NLW_A007_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
186,"NLW_A101_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
187,"NLW_A102_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
188,"NLW_A104_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
189,"NLW_A107_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
190,"NLW_P010_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132231","20230720132231","938673","938673",1
191,"NLW_P011_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
192,"NLW_P012_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
193,"NLW_P013_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
194,"NLW_P017_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
195,"NLW_P018_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
196,"NLW_P019_01_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
197,"NLW_P019_02_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
198,"NLW_SPECIAL_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
199,"NLW_W104_ZONE_Z1-2S","2","RFH",0,0,"ORD","B",0,"Z1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132232","20230720132232","938673","938673",1
200,"NLW_A001_A002_ZONES_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
201,"NLW_A005_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
202,"NLW_A006_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
203,"NLW_A007_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
204,"NLW_A101_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
205,"NLW_A102_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
206,"NLW_A104_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
207,"NLW_A107_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
208,"NLW_P010_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
209,"NLW_P011_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
210,"NLW_P012_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
211,"NLW_P013_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
212,"NLW_P017_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
213,"NLW_P018_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
214,"NLW_P019_01_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
215,"NLW_P019_02_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
216,"NLW_SPECIAL_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
217,"NLW_W104_ZONE_Z1-3S","2","RFH",0,0,"ORD","B",0,"Z1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230720132236","20230720132236","938673","938673",1
