wh_id,aisle_id,mod_usr_id,moddte,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"7","002","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","003","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","004","938673","20210114152622",1,"20210114152622","20210114152622","938673","938673"
"7","01","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","02","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","03","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","04","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","05","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","06","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","07","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","08","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","09","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","10","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","101","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","102","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","103","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","104","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","105","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","106","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","107","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","108","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","109","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","11","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","110","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","111","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","112","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","113","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","114","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","115","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","116","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","117","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","118","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","119","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","12","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","120","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","121","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","122","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","123","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","124","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","13","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","14","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","15","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","16","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","17","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","18","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","19","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","201","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","202","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","203","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","204","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","205","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","206","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","207","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","208","939161","20200209202622",1,"20200410202622","20200410202622","939161","939161"
"7","30","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","40","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
"7","4A","939370","20200209202622",1,"20200209202622","20200209202622","939370","939370"
