pcklst_seq_cri_id,pcklst_rule_id,table_nam,field_name,sort_order,seqnum,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
1383,67,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1384,68,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1385,68,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1386,68,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1387,69,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1388,69,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1389,69,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1390,70,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1391,70,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1392,70,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1393,71,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1394,71,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1395,71,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1396,72,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1397,72,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1398,72,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1399,73,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1400,73,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1401,73,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1402,74,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1403,74,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1404,74,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1405,75,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1406,75,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1407,75,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1408,76,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1409,76,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1410,76,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1411,77,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1412,77,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1413,77,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1414,78,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1415,78,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1416,78,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1417,79,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1418,79,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1419,79,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1420,80,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1421,80,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1422,80,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1423,81,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1424,81,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1425,81,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1426,82,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1427,82,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1428,82,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1429,83,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1430,83,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1431,83,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1432,84,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1433,84,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1434,84,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1435,85,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1436,85,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1437,85,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1438,108,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1439,108,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1440,108,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1441,109,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1442,109,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1443,109,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1444,110,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1445,110,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1446,110,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1447,111,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1448,111,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1449,111,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1450,112,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1451,112,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1452,112,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1453,113,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1454,113,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1455,113,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1456,119,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1457,119,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1458,119,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1459,120,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1460,120,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1461,120,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1462,121,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1463,121,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1464,121,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1465,127,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1466,127,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1467,127,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1468,128,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1469,128,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1470,128,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1471,129,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1472,129,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1473,129,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1474,135,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1475,135,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1476,135,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1477,136,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1478,136,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1479,136,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1480,137,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1481,137,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1482,137,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1483,143,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1484,143,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1485,143,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1486,144,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1487,144,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1488,144,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1489,145,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1490,145,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1491,145,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1492,88,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1493,88,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1494,87,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1495,87,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1496,118,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1497,118,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1498,89,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1499,89,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1500,126,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1501,126,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1502,134,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1503,134,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1504,142,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1505,142,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1506,90,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1507,90,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1508,91,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1509,91,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1510,92,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1511,92,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1512,93,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1513,93,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1514,94,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1515,94,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1516,106,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1517,106,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1518,107,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1519,107,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1520,95,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1521,95,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1522,96,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1523,96,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1524,97,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1525,97,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1526,86,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1527,86,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1528,88,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1529,88,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1530,87,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1531,87,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1532,118,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1533,118,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1534,89,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1535,89,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1536,126,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1537,126,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1538,134,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1539,134,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1540,142,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1541,142,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1542,90,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1543,90,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1544,91,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1545,91,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1546,92,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1547,92,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1548,93,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1549,93,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1550,94,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1551,94,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1552,106,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1553,106,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1554,107,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1555,107,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1556,95,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1557,95,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1558,96,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1559,96,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1560,97,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1561,97,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1562,86,"ord","adddte",0,4,"20230627000000","20230627000000","938673","938673"
1563,86,"ord_line","late_shpdte",0,1,"20230627000000","20230627000000","938673","938673"
1564,146,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1565,146,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1566,147,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1567,147,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1568,148,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1569,148,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1570,149,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1571,149,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1572,150,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1573,150,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1574,151,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1575,151,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1576,152,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1577,152,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1578,153,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1579,153,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1580,154,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1581,154,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1582,155,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1583,155,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1584,156,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1585,156,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1586,157,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1587,157,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1588,158,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1589,158,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1590,159,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1591,159,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1592,160,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1593,160,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1594,161,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1595,161,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1596,162,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1597,162,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1598,163,"locmst","trvseq",0,1,"20230720132222","20230720132222","938673","938673"
1599,163,"locmst","stoloc",0,2,"20230720132222","20230720132222","938673","938673"
1600,164,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1601,164,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1602,165,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1603,165,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1604,166,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1605,166,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1606,167,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1607,167,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1608,168,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1609,168,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1610,169,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1611,169,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1612,170,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1613,170,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1614,171,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1615,171,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1616,172,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1617,172,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1618,173,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1619,173,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1620,174,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1621,174,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1622,175,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1623,175,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1624,176,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1625,176,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1626,177,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1627,177,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1628,178,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1629,178,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1630,179,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1631,179,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1632,180,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1633,180,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1634,181,"locmst","trvseq",0,1,"20230720132228","20230720132228","938673","938673"
1635,181,"locmst","stoloc",0,2,"20230720132228","20230720132228","938673","938673"
1636,182,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1637,182,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1638,183,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1639,183,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1640,184,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1641,184,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1642,185,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1643,185,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1644,186,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1645,186,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1646,187,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1647,187,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1648,188,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1649,188,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1650,189,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1651,189,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1652,190,"locmst","trvseq",0,1,"20230720132231","20230720132231","938673","938673"
1653,190,"locmst","stoloc",0,2,"20230720132231","20230720132231","938673","938673"
1654,191,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1655,191,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1656,192,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1657,192,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1658,193,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1659,193,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1660,194,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1661,194,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1662,195,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1663,195,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1664,196,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1665,196,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1666,197,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1667,197,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1668,198,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1669,198,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1670,199,"locmst","trvseq",0,1,"20230720132232","20230720132232","938673","938673"
1671,199,"locmst","stoloc",0,2,"20230720132232","20230720132232","938673","938673"
1672,200,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1673,200,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1674,201,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1675,201,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1676,202,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1677,202,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1678,203,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1679,203,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1680,204,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1681,204,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1682,205,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1683,205,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1684,206,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1685,206,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1686,207,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1687,207,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1688,208,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1689,208,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1690,209,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1691,209,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1692,210,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1693,210,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1694,211,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1695,211,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1696,212,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1697,212,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1698,213,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1699,213,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1700,214,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1701,214,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1702,215,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1703,215,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1704,216,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1705,216,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
1706,217,"locmst","trvseq",0,1,"20230720132236","20230720132236","938673","938673"
1707,217,"locmst","stoloc",0,2,"20230720132236","20230720132236","938673","938673"
