wh_id,aisle_id,mod_usr_id,moddte,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"3","001","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","002","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","003","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","004","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","005","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","006","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","007","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","008","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","009","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","010","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","011","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","012","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","013","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","014","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","015","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","016","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","017","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","018","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","019","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","020","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","021","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
"3","022","940028","20181212102755",1,"20181212102755","20181212102755","940028","940028"
