alloc_search_path_criteria_id,alloc_search_path_id,colnam,colval,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"10009","10006","client_id","RFH","20200323180350","20200323180350","939161","939161"
"10011","10007","client_id","RFH","20200323180355","20200323180355","939161","939161"
