wh_id,aisle_id,mod_usr_id,moddte,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"2","001","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","002","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","003","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","004","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","005","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","006","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","007","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","008","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","009","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","010","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","011","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","012","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","013","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","014","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","015","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","016","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","017","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","018","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","019","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","020","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","021","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","022","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","023","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","024","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","025","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","026","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","027","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","101","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","102","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","103","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","104","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","105","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","106","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","107","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","108","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","109","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","110","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","111","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","112","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","113","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","114","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","115","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","116","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","117","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","118","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","119","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","120","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","121","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","122","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","123","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","124","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","125","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","126","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
"2","127","940028","20180822140329",1,"20180822140329","20180822140329","940028","940028"
