mov_zone_id,mov_zone_cod,wh_id,bldg_id,clr_dstloc_flg,split_trn,lbl_on_split,ovrpck_rpl_flg,cap_fill_flg,def_rplcfg_invsts,def_rplcfg_maxunt,def_rplcfg_minunt,def_rplcfg_pctflg,dyn_slot_flg,recalc_putaway,max_mhu_deposit,dstr_excp_loc,bto_kit_dep_flg,rcv_pltbld_flg,dstr_audit,auto_close_flg,prompt_for_part_distr,rdtflg,dyn_rplcfg_flg,auto_cancel_pick,mix_on_unlock_flg,alloc_max_uom_rpl_flg,autocls_ship_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,qty_ver_only_flg,pre_stage_flg,thresh_split_flg,rpl_split_disp_cas_flg,is_purged
10000,"RDT-B1","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,1,1,0,0,0,0,"20181023123939","20181023123939","SUPER","SUPER",0,0,0,0,0
10001,"ADJS","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10002,"CADJ","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10003,"EXPR","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10004,"WEXP","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10005,"SACO","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10006,"SADJ","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10007,"SXFR","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10008,"DKIT","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10009,"DADJ","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10010,"DSPCH","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10011,"SHIP","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10012,"STOTRLR","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123940","20181023123940","SUPER","SUPER",0,0,0,0,0
10013,"XDDR","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123941","20181023123941","SUPER","SUPER",0,0,0,0,0
10014,"XDCK","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123941","20181023123941","SUPER","SUPER",0,0,0,0,0
10015,"WRKS","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,1,0,0,0,1,0,0,0,0,"20181023123941","20181023123941","SUPER","SUPER",0,0,0,0,0
10016,"H135-M-01-I","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20181024141310","20181024141641","940028","940028",0,0,0,0,0
10017,"H135-M-01-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20181024141358","20181024141938","940028","940028",0,0,0,0,0
10018,"H135-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20181024141511","20181024193859","940028","940028",0,0,0,0,0
10019,"H048-M-01-I","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115348","20190306115348","940028","940028",0,0,0,0,0
10020,"H048-M-01-E","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115438","20190306115438","940028","940028",0,0,0,0,0
10021,"H048-M-01-E001","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115517","20190306115517","940028","940028",0,0,0,0,0
10022,"H248-M-01-I","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115743","20190306115743","940028","940028",0,0,0,0,0
10023,"H248-M-01-E","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115826","20190306115826","940028","940028",0,0,0,0,0
10024,"H248-M-01-E001","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306115907","20190306115907","940028","940028",0,0,0,0,0
10025,"H135-M-01-E","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306140800","20190306140800","940028","940028",0,0,0,0,0
10026,"H135-M-01-E001","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190306140845","20190306140845","940028","940028",0,0,0,0,0
10027,"H138-M-01-I","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190403155444","20190403155444","940028","940028",0,0,0,0,0
10028,"H138-M-01-E","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190403155548","20190403155548","940028","940028",0,0,0,0,0
10029,"H138-M-01-E001","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20190403155703","20190403155703","940028","940028",0,0,0,0,0
10030,"L201-01-S","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20200703110126","20200703110335","939370","939370",0,0,0,0,0
10031,"H135-M-01-EU","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20201111163249","20201111163249","938673","938673",0,0,0,0,0
10032,"H244-M-01-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221108190212","20221108190212","939370","939370",0,0,0,0,0
10033,"X244-M-01-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221108190212","20221108190212","939370","939370",0,0,0,0,0
10034,"H245-M-01-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221108190212","20221108190212","939370","939370",0,0,0,0,0
10035,"H244-M-01-P","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221110153524","20221110153524","939370","939370",0,0,0,0,0
10036,"H245-M-01-P","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221110153524","20221110153524","939370","939370",0,0,0,0,0
10037,"H244-M-01-EU","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221110170324","20221110170324","939370","939370",0,0,0,0,0
10038,"H245-M-01-EU","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20221110170324","20221110170324","939370","939370",0,0,0,0,0
10039,"H135-M-02-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230130120357","20230130120357","939370","939370",0,0,0,0,0
10040,"H135-M-01-B","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230310000000","20230310000000","938673","938673",0,0,0,0,0
10041,"H135-M-02-B","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230310000000","20230310000000","938673","938673",0,0,0,0,0
10042,"H135-M-03-B","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230310000000","20230310000000","938673","938673",0,0,0,0,0
10043,"H135-M-04-B","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230310000000","20230310000000","938673","938673",0,0,0,0,0
10044,"H135-M-05-B","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230310000000","20230310000000","938673","938673",0,0,0,0,0
10045,"H135-WEXP","1","B1",0,0,0,0,0,"",0,0,0,0,0,"","",0,0,0,0,0,0,1,0,0,0,0,"20230321000000","20230321000000","938673","938673",0,0,0,0,0
10046,"PRESTO","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20210520163131","20210520171431","939370","939370",0,0,0,0,0
10047,"H245-M-02-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230504135258","20230504135258","939370","939370",0,0,0,0,0
10048,"COA-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10049,"COC-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10050,"COD-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
