mov_zone_id,mov_zone_cod,wh_id,bldg_id,clr_dstloc_flg,split_trn,lbl_on_split,ovrpck_rpl_flg,cap_fill_flg,def_rplcfg_invsts,def_rplcfg_maxunt,def_rplcfg_minunt,def_rplcfg_pctflg,dyn_slot_flg,recalc_putaway,max_mhu_deposit,dstr_excp_loc,bto_kit_dep_flg,rcv_pltbld_flg,dstr_audit,auto_close_flg,prompt_for_part_distr,rdtflg,dyn_rplcfg_flg,auto_cancel_pick,mix_on_unlock_flg,alloc_max_uom_rpl_flg,autocls_ship_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,qty_ver_only_flg,pre_stage_flg,thresh_split_flg,rpl_split_disp_cas_flg,is_purged
10051,"COW-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10052,"WB-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10053,"Z-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10054,"ZC-M-01-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230606164829","20230606164829","939370","939370",0,0,0,0,0
10055,"COA-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10056,"COC-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10057,"COD-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10058,"COW-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10059,"WB-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10060,"Z-M-02-U","1","B1",1,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607125320","20230607125320","939370","939370",0,0,0,0,0
10061,"COA-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607132507","20230607132507","939370","939370",0,0,0,0,0
10062,"COC-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607132507","20230607132507","939370","939370",0,0,0,0,0
10063,"COD-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607132507","20230607132507","939370","939370",0,0,0,0,0
10064,"WB-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607132507","20230607132507","939370","939370",0,0,0,0,0
10065,"Z-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607132507","20230607132507","939370","939370",0,0,0,0,0
10066,"H245-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607133410","20230607133410","939370","939370",0,0,0,0,0
10067,"H244-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230607133924","20230607133924","939370","939370",0,0,0,0,0
10068,"H244-M-02-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608112339","20230608112339","939370","939370",0,0,0,0,0
10069,"H245-M-02-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608112355","20230608112355","939370","939370",0,0,0,0,0
10070,"H135-M-02-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608112539","20230608112539","939370","939370",0,0,0,0,0
10071,"H138-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608113942","20230608113942","939370","939370",0,0,0,0,0
10072,"H246-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608114007","20230608114007","939370","939370",0,0,0,0,0
10073,"H135-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230608114627","20230608114627","939370","939370",0,0,0,0,0
10074,"H245-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230615164611","20230615164611","939370","939370",0,0,0,0,0
10075,"H138-M-02-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230615164808","20230615164808","939370","939370",0,0,0,0,0
10076,"H244-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20230615164920","20230615164920","939370","939370",0,0,0,0,0
10077,"H255-M-01-O","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231016133147","20231016133147","939370","939370",0,0,0,0,0
10078,"H255-M-01-P","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231016133147","20231016133147","939370","939370",0,0,0,0,0
10079,"H255-M-01-EU","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231016133147","20231016133147","939370","939370",0,0,0,0,0
10080,"H255-M-01-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231017143512","20231017143512","939370","939370",0,0,0,0,0
10081,"H255-M-02-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231017143512","20231017143512","939370","939370",0,0,0,0,0
10082,"H255-M-03-U","1","B1",0,0,0,0,0,"",0,0,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"20231017143923","20231017143923","939370","939370",0,0,0,0,0
