bldg_id,wh_id,business_unt,adr_id,fluid_load_flg,sort_attr_locsts,sort_default_flg,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"B1","2","","BLDG_B1_2",0,"",0,1,"20180730083431","20180730083431","938673","938673"
