pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
1,1,3,"ord","rt_adr_id","20201020200502","20201020200502","939161","939161",0
2,1,4,"ord","rtcust","20210407200502","20210407200502","938673","938673",0
3,1,1,"ord_line","uc_shipby","20201020200502","20201020200502","939161","939161",0
4,1,2,"pckwrk_view","src_pck_zone_id","20201020200502","20201020200502","939161","939161",0
10,36,1,"pckwrk_view","dstloc","20230316134951","20230316134951","938673","938673",0
11,5,1,"pckwrk_view","dstloc","20230316135103","20230316135103","938673","938673",0
12,37,1,"pckwrk_view","dstloc","20230316135204","20230316135204","938673","938673",0
13,38,1,"pckwrk_view","dstloc","20230316135252","20230316135252","938673","938673",0
21,3,1,"ord_line","uc_shipby","20211209162203","20211209162203","939370","939370",0
22,3,2,"pckwrk_view","src_pck_zone_id","20211209162203","20211209162203","939370","939370",0
23,3,3,"ord","rt_adr_id","20211209162203","20211209162203","939370","939370",0
24,3,4,"ord","rtcust","20211209162203","20211209162203","939370","939370",0
25,2,1,"ord_line","uc_shipby","20211209174136","20211209174136","939370","939370",0
26,2,2,"pckwrk_view","src_pck_zone_id","20211209174136","20211209174136","939370","939370",0
27,2,3,"ord","rt_adr_id","20211209174136","20211209174136","939370","939370",0
28,2,4,"ord","rtcust","20211209174136","20211209174136","939370","939370",0
41,6,1,"ord_line","uc_shipby","20221114105854","20221114105854","939370","939370",0
42,6,2,"pckwrk_view","src_pck_zone_id","20221114105854","20221114105854","939370","939370",0
43,6,3,"ord","rt_adr_id","20221114105854","20221114105854","939370","939370",0
44,6,4,"ord","rtcust","20221114105854","20221114105854","939370","939370",0
45,7,1,"ord_line","uc_shipby","20221114112414","20221114112414","939370","939370",0
46,7,2,"pckwrk_view","src_pck_zone_id","20221114112414","20221114112414","939370","939370",0
47,7,3,"ord","rt_adr_id","20221114112414","20221114112414","939370","939370",0
48,7,4,"ord","rtcust","20221114112414","20221114112414","939370","939370",0
49,8,1,"ord_line","uc_shipby","20221114112518","20221114112518","939370","939370",0
50,8,2,"pckwrk_view","src_pck_zone_id","20221114112518","20221114112518","939370","939370",0
51,8,3,"ord","rt_adr_id","20221114112519","20221114112519","939370","939370",0
52,8,4,"ord","rtcust","20221114112519","20221114112519","939370","939370",0
53,9,1,"ord_line","uc_shipby","20221114113924","20221114113924","939370","939370",0
54,9,2,"pckwrk_view","src_pck_zone_id","20221114113924","20221114113924","939370","939370",0
55,9,3,"ord","rt_adr_id","20221114113924","20221114113924","939370","939370",0
56,9,4,"ord","rtcust","20221114113924","20221114113924","939370","939370",0
57,10,1,"ord_line","uc_shipby","20221114114016","20221114114016","939370","939370",0
58,10,2,"pckwrk_view","src_pck_zone_id","20221114114016","20221114114016","939370","939370",0
59,10,3,"ord","rt_adr_id","20221114114016","20221114114016","939370","939370",0
60,10,4,"ord","rtcust","20221114114016","20221114114016","939370","939370",0
61,11,1,"ord_line","uc_shipby","20221114114050","20221114114050","939370","939370",0
62,11,2,"pckwrk_view","src_pck_zone_id","20221114114050","20221114114050","939370","939370",0
63,11,3,"ord","rt_adr_id","20221114114050","20221114114050","939370","939370",0
64,11,4,"ord","rtcust","20221114114050","20221114114050","939370","939370",0
65,12,1,"ord_line","uc_shipby","20221114114307","20221114114307","939370","939370",0
66,12,2,"pckwrk_view","src_pck_zone_id","20221114114308","20221114114308","939370","939370",0
67,12,3,"ord","rt_adr_id","20221114114308","20221114114308","939370","939370",0
68,12,4,"ord","rtcust","20221114114308","20221114114308","939370","939370",0
69,13,1,"ord_line","uc_shipby","20230104164437","20230104164437","939370","939370",0
70,13,2,"pckwrk_view","src_pck_zone_id","20230104164437","20230104164437","939370","939370",0
71,13,3,"ord","rt_adr_id","20230104164437","20230104164437","939370","939370",0
72,13,4,"ord","rtcust","20230104164437","20230104164437","939370","939370",0
73,14,1,"ord_line","uc_shipby","20230104164540","20230104164540","939370","939370",0
74,14,2,"pckwrk_view","src_pck_zone_id","20230104164540","20230104164540","939370","939370",0
75,14,3,"ord","rt_adr_id","20230104164540","20230104164540","939370","939370",0
76,14,4,"ord","rtcust","20230104164540","20230104164540","939370","939370",0
77,15,1,"ord_line","uc_shipby","20230104164644","20230104164644","939370","939370",0
78,15,2,"pckwrk_view","src_pck_zone_id","20230104164644","20230104164644","939370","939370",0
79,15,3,"ord","rt_adr_id","20230104164644","20230104164644","939370","939370",0
80,15,4,"ord","rtcust","20230104164644","20230104164644","939370","939370",0
81,16,1,"ord_line","uc_shipby","20230104164742","20230104164742","939370","939370",0
82,16,2,"pckwrk_view","src_pck_zone_id","20230104164742","20230104164742","939370","939370",0
83,16,3,"ord","rt_adr_id","20230104164742","20230104164742","939370","939370",0
84,16,4,"ord","rtcust","20230104164742","20230104164742","939370","939370",0
85,17,1,"ord_line","uc_shipby","20230104164937","20230104164937","939370","939370",0
86,17,2,"pckwrk_view","src_pck_zone_id","20230104164937","20230104164937","939370","939370",0
87,17,3,"ord","rt_adr_id","20230104164937","20230104164937","939370","939370",0
88,17,4,"ord","rtcust","20230104164937","20230104164937","939370","939370",0
89,18,1,"ord_line","uc_shipby","20230104165101","20230104165101","939370","939370",0
90,18,2,"pckwrk_view","src_pck_zone_id","20230104165101","20230104165101","939370","939370",0
91,18,3,"ord","rt_adr_id","20230104165101","20230104165101","939370","939370",0
92,18,4,"ord","rtcust","20230104165101","20230104165101","939370","939370",0
93,19,1,"ord_line","uc_shipby","20230104174222","20230104174222","939370","939370",0
94,19,2,"pckwrk_view","src_pck_zone_id","20230104174222","20230104174222","939370","939370",0
95,19,3,"ord","rt_adr_id","20230104174222","20230104174222","939370","939370",0
96,19,4,"ord","rtcust","20230104174222","20230104174222","939370","939370",0
97,20,1,"ord_line","uc_shipby","20230104174308","20230104174308","939370","939370",0
98,20,2,"pckwrk_view","src_pck_zone_id","20230104174308","20230104174308","939370","939370",0
99,20,3,"ord","rt_adr_id","20230104174308","20230104174308","939370","939370",0
100,20,4,"ord","rtcust","20230104174308","20230104174308","939370","939370",0
101,21,1,"ord_line","uc_shipby","20230104174414","20230104174414","939370","939370",0
102,21,2,"pckwrk_view","src_pck_zone_id","20230104174414","20230104174414","939370","939370",0
103,21,3,"ord","rt_adr_id","20230104174414","20230104174414","939370","939370",0
104,21,4,"ord","rtcust","20230104174414","20230104174414","939370","939370",0
105,22,1,"ord_line","uc_shipby","20230104174458","20230104174458","939370","939370",0
106,22,2,"pckwrk_view","src_pck_zone_id","20230104174458","20230104174458","939370","939370",0
107,22,3,"ord","rt_adr_id","20230104174458","20230104174458","939370","939370",0
108,22,4,"ord","rtcust","20230104174458","20230104174458","939370","939370",0
109,23,1,"ord_line","uc_shipby","20230104174534","20230104174534","939370","939370",0
110,23,2,"pckwrk_view","src_pck_zone_id","20230104174534","20230104174534","939370","939370",0
111,23,3,"ord","rt_adr_id","20230104174535","20230104174535","939370","939370",0
112,23,4,"ord","rtcust","20230104174535","20230104174535","939370","939370",0
113,24,1,"ord_line","uc_shipby","20230104174613","20230104174613","939370","939370",0
114,24,2,"pckwrk_view","src_pck_zone_id","20230104174613","20230104174613","939370","939370",0
115,24,3,"ord","rt_adr_id","20230104174613","20230104174613","939370","939370",0
116,24,4,"ord","rtcust","20230104174613","20230104174613","939370","939370",0
117,25,1,"ord_line","uc_shipby","20230105162259","20230105162259","939370","939370",0
118,25,2,"pckwrk_view","src_pck_zone_id","20230105162259","20230105162259","939370","939370",0
119,25,3,"ord","rt_adr_id","20230105162259","20230105162259","939370","939370",0
120,25,4,"ord","rtcust","20230105162259","20230105162259","939370","939370",0
121,26,1,"ord_line","uc_shipby","20230105162356","20230105162356","939370","939370",0
122,26,2,"pckwrk_view","src_pck_zone_id","20230105162356","20230105162356","939370","939370",0
123,26,3,"ord","rt_adr_id","20230105162356","20230105162356","939370","939370",0
124,26,4,"ord","rtcust","20230105162356","20230105162356","939370","939370",0
125,27,1,"ord_line","uc_shipby","20230105162422","20230105162422","939370","939370",0
126,27,2,"pckwrk_view","src_pck_zone_id","20230105162422","20230105162422","939370","939370",0
127,27,3,"ord","rt_adr_id","20230105162422","20230105162422","939370","939370",0
128,27,4,"ord","rtcust","20230105162422","20230105162422","939370","939370",0
129,28,1,"ord_line","uc_shipby","20230130161848","20230130161848","939370","939370",0
130,28,2,"pckwrk_view","src_pck_zone_id","20230130161848","20230130161848","939370","939370",0
131,28,3,"ord","rt_adr_id","20230130161848","20230130161848","939370","939370",0
132,28,4,"ord","rtcust","20230130161848","20230130161848","939370","939370",0
133,29,1,"ord_line","uc_shipby","20230130162007","20230130162007","939370","939370",0
134,29,2,"pckwrk_view","src_pck_zone_id","20230130162007","20230130162007","939370","939370",0
135,29,3,"ord","rt_adr_id","20230130162007","20230130162007","939370","939370",0
136,29,4,"ord","rtcust","20230130162007","20230130162007","939370","939370",0
137,30,1,"ord_line","uc_shipby","20230130162134","20230130162134","939370","939370",0
138,30,2,"pckwrk_view","src_pck_zone_id","20230130162134","20230130162134","939370","939370",0
139,30,3,"ord","rt_adr_id","20230130162134","20230130162134","939370","939370",0
140,30,4,"ord","rtcust","20230130162134","20230130162134","939370","939370",0
141,31,1,"ord_line","uc_shipby","20230130162214","20230130162214","939370","939370",0
142,31,2,"pckwrk_view","src_pck_zone_id","20230130162214","20230130162214","939370","939370",0
143,31,3,"ord","rt_adr_id","20230130162214","20230130162214","939370","939370",0
144,31,4,"ord","rtcust","20230130162214","20230130162214","939370","939370",0
145,32,1,"ord_line","uc_shipby","20230130162356","20230130162356","939370","939370",0
146,32,2,"pckwrk_view","src_pck_zone_id","20230130162356","20230130162356","939370","939370",0
147,32,3,"ord","rt_adr_id","20230130162356","20230130162356","939370","939370",0
148,32,4,"ord","rtcust","20230130162356","20230130162356","939370","939370",0
149,33,1,"ord_line","uc_shipby","20230130162438","20230130162438","939370","939370",0
150,33,2,"pckwrk_view","src_pck_zone_id","20230130162438","20230130162438","939370","939370",0
151,33,3,"ord","rt_adr_id","20230130162438","20230130162438","939370","939370",0
152,33,4,"ord","rtcust","20230130162438","20230130162438","939370","939370",0
153,34,1,"ord_line","uc_shipby","20230130162557","20230130162557","939370","939370",0
154,34,2,"pckwrk_view","src_pck_zone_id","20230130162557","20230130162557","939370","939370",0
155,34,3,"ord","rt_adr_id","20230130162557","20230130162557","939370","939370",0
156,34,4,"ord","rtcust","20230130162557","20230130162557","939370","939370",0
157,35,1,"ord_line","uc_shipby","20230130162644","20230130162644","939370","939370",0
158,35,2,"pckwrk_view","src_pck_zone_id","20230130162644","20230130162644","939370","939370",0
159,35,3,"ord","rt_adr_id","20230130162644","20230130162644","939370","939370",0
160,35,4,"ord","rtcust","20230130162644","20230130162644","939370","939370",0
161,39,1,"ord_line","uc_shipby","20230516135806","20230516135806","939370","939370",0
162,39,2,"pckwrk_view","src_pck_zone_id","20230516135806","20230516135806","939370","939370",0
163,39,3,"ord","rt_adr_id","20230516135806","20230516135806","939370","939370",0
164,39,4,"ord","rtcust","20230516135806","20230516135806","939370","939370",0
165,40,1,"pckwrk_view","dstloc","20230516135839","20230516135839","939370","939370",0
166,41,1,"ord_line","uc_shipby","20230516140003","20230516140003","939370","939370",0
167,41,2,"pckwrk_view","src_pck_zone_id","20230516140003","20230516140003","939370","939370",0
168,41,3,"ord","rt_adr_id","20230516140003","20230516140003","939370","939370",0
169,41,4,"ord","rtcust","20230516140003","20230516140003","939370","939370",0
170,42,1,"ord_line","uc_shipby","20230516140112","20230516140112","939370","939370",0
171,42,2,"pckwrk_view","src_pck_zone_id","20230516140112","20230516140112","939370","939370",0
172,42,3,"ord","rt_adr_id","20230516140112","20230516140112","939370","939370",0
173,42,4,"ord","rtcust","20230516140112","20230516140112","939370","939370",0
174,43,1,"ord_line","uc_shipby","20230516140141","20230516140141","939370","939370",0
175,43,2,"pckwrk_view","src_pck_zone_id","20230516140141","20230516140141","939370","939370",0
176,43,3,"ord","rt_adr_id","20230516140141","20230516140141","939370","939370",0
177,43,4,"ord","rtcust","20230516140141","20230516140141","939370","939370",0
178,44,1,"ord_line","uc_shipby","20230516140217","20230516140217","939370","939370",0
179,44,2,"pckwrk_view","src_pck_zone_id","20230516140217","20230516140217","939370","939370",0
180,44,3,"ord","rt_adr_id","20230516140217","20230516140217","939370","939370",0
181,44,4,"ord","rtcust","20230516140217","20230516140217","939370","939370",0
182,45,1,"ord_line","uc_shipby","20230516140301","20230516140301","939370","939370",0
183,45,2,"pckwrk_view","src_pck_zone_id","20230516140301","20230516140301","939370","939370",0
184,45,3,"ord","rt_adr_id","20230516140301","20230516140301","939370","939370",0
185,45,4,"ord","rtcust","20230516140301","20230516140301","939370","939370",0
186,46,1,"ord_line","uc_shipby","20230516140335","20230516140335","939370","939370",0
187,46,2,"pckwrk_view","src_pck_zone_id","20230516140335","20230516140335","939370","939370",0
188,46,3,"ord","rt_adr_id","20230516140335","20230516140335","939370","939370",0
189,46,4,"ord","rtcust","20230516140335","20230516140335","939370","939370",0
190,47,1,"ord_line","uc_shipby","20230516140611","20230516140611","939370","939370",0
191,47,2,"pckwrk_view","src_pck_zone_id","20230516140611","20230516140611","939370","939370",0
192,47,3,"ord","rt_adr_id","20230516140611","20230516140611","939370","939370",0
193,47,4,"ord","rtcust","20230516140611","20230516140611","939370","939370",0
196,50,1,"ord_line","uc_shipby","20230720111213","20230720111213","938673","938673",0
197,50,2,"pckwrk_view","src_pck_zone_id","20230720111213","20230720111213","938673","938673",0
198,50,3,"ord","rt_adr_id","20230720111213","20230720111213","938673","938673",0
199,50,4,"ord","rtcust","20230720111213","20230720111213","938673","938673",0
201,51,1,"ord_line","uc_shipby","20230720111404","20230720111404","938673","938673",0
202,51,2,"pckwrk_view","src_pck_zone_id","20230720111404","20230720111404","938673","938673",0
203,51,3,"ord","rt_adr_id","20230720111404","20230720111404","938673","938673",0
204,51,4,"ord","rtcust","20230720111404","20230720111404","938673","938673",0
206,52,1,"ord_line","uc_shipby","20230720111404","20230720111404","938673","938673",0
207,52,2,"pckwrk_view","src_pck_zone_id","20230720111404","20230720111404","938673","938673",0
208,52,3,"ord","rt_adr_id","20230720111404","20230720111404","938673","938673",0
209,52,4,"ord","rtcust","20230720111404","20230720111404","938673","938673",0
211,53,1,"ord_line","uc_shipby","20230720111404","20230720111404","938673","938673",0
212,53,2,"pckwrk_view","src_pck_zone_id","20230720111404","20230720111404","938673","938673",0
