pcklst_grp_cri_id,pcklst_rule_id,seqnum,table_nam,field_name,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
213,53,3,"ord","rt_adr_id","20230720111404","20230720111404","938673","938673",0
214,53,4,"ord","rtcust","20230720111404","20230720111404","938673","938673",0
215,54,1,"ord_line","uc_shipby","20230720111744","20230720111744","938673","938673",0
216,54,2,"pckwrk_view","src_pck_zone_id","20230720111744","20230720111744","938673","938673",0
217,54,3,"ord","rt_adr_id","20230720111744","20230720111744","938673","938673",0
218,54,4,"ord","rtcust","20230720111744","20230720111744","938673","938673",0
219,55,1,"ord_line","uc_shipby","20230720111744","20230720111744","938673","938673",0
220,55,2,"pckwrk_view","src_pck_zone_id","20230720111744","20230720111744","938673","938673",0
221,55,3,"ord","rt_adr_id","20230720111744","20230720111744","938673","938673",0
222,55,4,"ord","rtcust","20230720111744","20230720111744","938673","938673",0
223,56,1,"ord_line","uc_shipby","20230720111744","20230720111744","938673","938673",0
224,56,2,"pckwrk_view","src_pck_zone_id","20230720111744","20230720111744","938673","938673",0
225,56,3,"ord","rt_adr_id","20230720111744","20230720111744","938673","938673",0
226,56,4,"ord","rtcust","20230720111744","20230720111744","938673","938673",0
227,57,1,"ord_line","uc_shipby","20230720111744","20230720111744","938673","938673",0
228,57,2,"pckwrk_view","src_pck_zone_id","20230720111744","20230720111744","938673","938673",0
229,57,3,"ord","rt_adr_id","20230720111744","20230720111744","938673","938673",0
230,57,4,"ord","rtcust","20230720111744","20230720111744","938673","938673",0
231,58,1,"ord_line","uc_shipby","20230720111748","20230720111748","938673","938673",0
232,58,2,"pckwrk_view","src_pck_zone_id","20230720111748","20230720111748","938673","938673",0
233,58,3,"ord","rt_adr_id","20230720111748","20230720111748","938673","938673",0
234,58,4,"ord","rtcust","20230720111748","20230720111748","938673","938673",0
235,59,1,"ord_line","uc_shipby","20230720111748","20230720111748","938673","938673",0
236,59,2,"pckwrk_view","src_pck_zone_id","20230720111748","20230720111748","938673","938673",0
237,59,3,"ord","rt_adr_id","20230720111748","20230720111748","938673","938673",0
238,59,4,"ord","rtcust","20230720111748","20230720111748","938673","938673",0
239,60,1,"ord_line","uc_shipby","20230720111748","20230720111748","938673","938673",0
240,60,2,"pckwrk_view","src_pck_zone_id","20230720111748","20230720111748","938673","938673",0
241,60,3,"ord","rt_adr_id","20230720111748","20230720111748","938673","938673",0
242,60,4,"ord","rtcust","20230720111748","20230720111748","938673","938673",0
243,61,1,"ord_line","uc_shipby","20230720111748","20230720111748","938673","938673",0
244,61,2,"pckwrk_view","src_pck_zone_id","20230720111748","20230720111748","938673","938673",0
245,61,3,"ord","rt_adr_id","20230720111748","20230720111748","938673","938673",0
246,61,4,"ord","rtcust","20230720111748","20230720111748","938673","938673",0
247,62,1,"ord_line","uc_shipby","20230720111752","20230720111752","938673","938673",0
248,62,2,"pckwrk_view","src_pck_zone_id","20230720111752","20230720111752","938673","938673",0
249,62,3,"ord","rt_adr_id","20230720111752","20230720111752","938673","938673",0
250,62,4,"ord","rtcust","20230720111752","20230720111752","938673","938673",0
251,63,1,"ord_line","uc_shipby","20230720111752","20230720111752","938673","938673",0
252,63,2,"pckwrk_view","src_pck_zone_id","20230720111752","20230720111752","938673","938673",0
253,63,3,"ord","rt_adr_id","20230720111752","20230720111752","938673","938673",0
254,63,4,"ord","rtcust","20230720111752","20230720111752","938673","938673",0
255,64,1,"ord_line","uc_shipby","20230720111752","20230720111752","938673","938673",0
256,64,2,"pckwrk_view","src_pck_zone_id","20230720111752","20230720111752","938673","938673",0
257,64,3,"ord","rt_adr_id","20230720111752","20230720111752","938673","938673",0
258,64,4,"ord","rtcust","20230720111752","20230720111752","938673","938673",0
259,65,1,"ord_line","uc_shipby","20230720111752","20230720111752","938673","938673",0
260,65,2,"pckwrk_view","src_pck_zone_id","20230720111752","20230720111752","938673","938673",0
261,65,3,"ord","rt_adr_id","20230720111752","20230720111752","938673","938673",0
262,65,4,"ord","rtcust","20230720111752","20230720111752","938673","938673",0
263,66,1,"ord_line","uc_shipby","20230724103047","20230724103047","938673","938673",0
264,66,2,"pckwrk_view","src_pck_zone_id","20230724103047","20230724103047","938673","938673",0
265,66,3,"ord","rt_adr_id","20230724103047","20230724103047","938673","938673",0
266,66,4,"ord","rtcust","20230724103047","20230724103047","938673","938673",0
267,67,1,"ord_line","uc_shipby","20230724103053","20230724103053","938673","938673",0
268,67,2,"pckwrk_view","src_pck_zone_id","20230724103053","20230724103053","938673","938673",0
269,67,3,"ord","rt_adr_id","20230724103053","20230724103053","938673","938673",0
270,67,4,"ord","rtcust","20230724103053","20230724103053","938673","938673",0
271,68,1,"ord_line","uc_shipby","20230724103057","20230724103057","938673","938673",0
272,68,2,"pckwrk_view","src_pck_zone_id","20230724103057","20230724103057","938673","938673",0
273,68,3,"ord","rt_adr_id","20230724103057","20230724103057","938673","938673",0
274,68,4,"ord","rtcust","20230724103057","20230724103057","938673","938673",0
275,69,1,"ord_line","uc_shipby","20230724103100","20230724103100","938673","938673",0
276,69,2,"pckwrk_view","src_pck_zone_id","20230724103100","20230724103100","938673","938673",0
277,69,3,"ord","rt_adr_id","20230724103100","20230724103100","938673","938673",0
278,69,4,"ord","rtcust","20230724103100","20230724103100","938673","938673",0
279,70,1,"ord_line","uc_shipby","20231023132308","20231023132308","939370","939370",0
280,70,2,"pckwrk_view","src_pck_zone_id","20231023132308","20231023132308","939370","939370",0
281,70,3,"ord","rt_adr_id","20231023132308","20231023132308","939370","939370",0
282,70,4,"ord","rtcust","20231023132308","20231023132308","939370","939370",0
283,71,1,"ord_line","uc_shipby","20231023132400","20231023132400","939370","939370",0
284,71,2,"pckwrk_view","src_pck_zone_id","20231023132400","20231023132400","939370","939370",0
285,71,3,"ord","rt_adr_id","20231023132400","20231023132400","939370","939370",0
286,71,4,"ord","rtcust","20231023132400","20231023132400","939370","939370",0
287,72,1,"ord_line","uc_shipby","20231023132439","20231023132439","939370","939370",0
288,72,2,"pckwrk_view","src_pck_zone_id","20231023132439","20231023132439","939370","939370",0
289,72,3,"ord","rt_adr_id","20231023132439","20231023132439","939370","939370",0
290,72,4,"ord","rtcust","20231023132439","20231023132439","939370","939370",0
291,73,1,"ord_line","uc_shipby","20231023132503","20231023132503","939370","939370",0
292,73,2,"pckwrk_view","src_pck_zone_id","20231023132503","20231023132503","939370","939370",0
293,73,3,"ord","rt_adr_id","20231023132503","20231023132503","939370","939370",0
294,73,4,"ord","rtcust","20231023132503","20231023132503","939370","939370",0
295,74,1,"ord_line","uc_shipby","20231023132525","20231023132525","939370","939370",0
296,74,2,"pckwrk_view","src_pck_zone_id","20231023132525","20231023132525","939370","939370",0
297,74,3,"ord","rt_adr_id","20231023132525","20231023132525","939370","939370",0
298,74,4,"ord","rtcust","20231023132525","20231023132525","939370","939370",0
299,75,1,"pckwrk_view","dstloc","20231023132551","20231023132551","939370","939370",0
300,76,1,"ord_line","uc_shipby","20231023135104","20231023135104","939370","939370",0
301,76,2,"pckwrk_view","src_pck_zone_id","20231023135104","20231023135104","939370","939370",0
302,76,3,"ord","rt_adr_id","20231023135104","20231023135104","939370","939370",0
303,76,4,"ord","rtcust","20231023135104","20231023135104","939370","939370",0
304,77,1,"ord_line","uc_shipby","20231023135129","20231023135129","939370","939370",0
305,77,2,"pckwrk_view","src_pck_zone_id","20231023135129","20231023135129","939370","939370",0
306,77,3,"ord","rt_adr_id","20231023135129","20231023135129","939370","939370",0
307,77,4,"ord","rtcust","20231023135129","20231023135129","939370","939370",0
308,78,1,"ord_line","uc_shipby","20231023135349","20231023135349","939370","939370",0
309,78,2,"pckwrk_view","src_pck_zone_id","20231023135349","20231023135349","939370","939370",0
310,78,3,"ord","rt_adr_id","20231023135349","20231023135349","939370","939370",0
311,78,4,"ord","rtcust","20231023135349","20231023135349","939370","939370",0
312,79,1,"ord_line","uc_shipby","20231023135412","20231023135412","939370","939370",0
313,79,2,"pckwrk_view","src_pck_zone_id","20231023135413","20231023135413","939370","939370",0
314,79,3,"ord","rt_adr_id","20231023135413","20231023135413","939370","939370",0
315,79,4,"ord","rtcust","20231023135413","20231023135413","939370","939370",0
316,80,1,"ord_line","uc_shipby","20231023135611","20231023135611","939370","939370",0
317,80,2,"pckwrk_view","src_pck_zone_id","20231023135611","20231023135611","939370","939370",0
318,80,3,"ord","rt_adr_id","20231023135611","20231023135611","939370","939370",0
319,80,4,"ord","rtcust","20231023135612","20231023135612","939370","939370",0
320,81,1,"ord_line","uc_shipby","20231023135718","20231023135718","939370","939370",0
321,81,2,"pckwrk_view","src_pck_zone_id","20231023135718","20231023135718","939370","939370",0
322,81,3,"ord","rt_adr_id","20231023135718","20231023135718","939370","939370",0
323,81,4,"ord","rtcust","20231023135718","20231023135718","939370","939370",0
324,82,1,"ord_line","uc_shipby","20231023135751","20231023135751","939370","939370",0
325,82,2,"pckwrk_view","src_pck_zone_id","20231023135751","20231023135751","939370","939370",0
326,82,3,"ord","rt_adr_id","20231023135751","20231023135751","939370","939370",0
327,82,4,"ord","rtcust","20231023135752","20231023135752","939370","939370",0
