uc_delivery_id,wh_id,dst_mov_zone_id,seqnum,stoloc,uc_multi_drop,frstol,ins_dt,last_upd_dt,last_upd_user_id,is_purged
1161,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1162,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1163,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1164,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1165,"1",10067,1,"H244-001-007",0,"","20230612163809","20230612163809","939370",0
1166,"1",10068,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1167,"1",10068,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1168,"1",10066,1,"H245-002-019",0,"","20230612163906","20230612163906","939370",0
1169,"1",10066,1,"H245-002-020",0,"","20230612163906","20230612163906","939370",0
1170,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1171,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1172,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1173,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1174,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1175,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1176,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1177,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1178,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1179,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1180,"1",10066,1,"H245-002-031",0,"","20230612163906","20230612163906","939370",0
1181,"1",10066,1,"H245-002-032",0,"","20230612163906","20230612163906","939370",0
1182,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1183,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1184,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1185,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1186,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1187,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1188,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1189,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1190,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1191,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1192,"1",10066,1,"H245-002-043",0,"","20230612163906","20230612163906","939370",0
1193,"1",10068,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1194,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1195,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1196,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1197,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1198,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1199,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1200,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1201,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1202,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1203,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1204,"1",10066,1,"H245-002-055",0,"","20230612163906","20230612163906","939370",0
1205,"1",10066,1,"H245-002-056",0,"","20230612163906","20230612163906","939370",0
1206,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1207,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1208,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1209,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1210,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1211,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1212,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1213,"1",10067,1,"H244-001-003",0,"","20230612163809","20230612163809","939370",0
1214,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1215,"1",10066,1,"H245-002-066",0,"","20230612163906","20230612163906","939370",0
1216,"1",10066,1,"H245-002-067",0,"","20230612163906","20230612163906","939370",0
1217,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1218,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1219,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1220,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1221,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1222,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1223,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1224,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1225,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1226,"1",10066,1,"H245-002-077",0,"","20230612163906","20230612163906","939370",0
1227,"1",10066,1,"H245-002-078",0,"","20230612163906","20230612163906","939370",0
1228,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1229,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1230,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1231,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1232,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1233,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1234,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1235,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1236,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1237,"1",10067,1,"H244-001-004",0,"","20230612163809","20230612163809","939370",0
1238,"1",10068,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1239,"1",10066,1,"H245-002-090",0,"","20230612163906","20230612163906","939370",0
1240,"1",10066,1,"H245-002-091",0,"","20230612163906","20230612163906","939370",0
1241,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1242,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1243,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1244,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1245,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1246,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1247,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1248,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1249,"1",10067,1,"H244-001-005",0,"","20230612163809","20230612163809","939370",0
1250,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1251,"1",10068,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1252,"1",10066,1,"H245-002-103",0,"","20230612163906","20230612163906","939370",0
1253,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1254,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1255,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1256,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1257,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1258,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1259,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1260,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1261,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1262,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1263,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1264,"1",10068,1,"H244-001-009",0,"","20230612163809","20230612163809","939370",0
1265,"1",10066,1,"H245-002-116",0,"","20230612163906","20230612163906","939370",0
1266,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1267,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1268,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1269,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1270,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1271,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1272,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1273,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1274,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1275,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1276,"1",10066,1,"H245-002-127",0,"","20230612163906","20230612163906","939370",0
1277,"1",10066,1,"H245-002-128",0,"","20230612163906","20230612163906","939370",0
1278,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1279,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1280,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1281,"1",10067,1,"H244-001-006",0,"","20230612163809","20230612163809","939370",0
1282,"1",10067,1,"H244-001-001",0,"","20230612163809","20230612163809","939370",0
1283,"1",10067,1,"H244-001-007",0,"","20230612163809","20230612163809","939370",0
1284,"1",10067,1,"H244-001-008",0,"","20230612163809","20230612163809","939370",0
1285,"1",10067,1,"H244-001-009",0,"","20230612163809","20230612163809","939370",0
1286,"1",10067,1,"H244-001-010",0,"","20230612163809","20230612163809","939370",0
1287,"1",10067,1,"H244-001-011",0,"","20230612163809","20230612163809","939370",0
1288,"1",10067,1,"H244-001-012",0,"","20230612163809","20230612163809","939370",0
1289,"1",10067,1,"H244-001-013",0,"","20230612163809","20230612163809","939370",0
1290,"1",10067,1,"H244-001-014",0,"","20230612163809","20230612163809","939370",0
1291,"1",10067,1,"H244-001-015",0,"","20230612163809","20230612163809","939370",0
1292,"1",10018,1,"H135-001-01",0,"","20230619184110","20230619184110","939370",0
1293,"1",10067,1,"H244-001-001",0,"","20230619184110","20230619184110","939370",0
1294,"1",10066,1,"H245-002-035",0,"","20230619184110","20230619184110","939370",0
1295,"1",10080,1,"H255-001-001",0,"","20231023201025","20231023201025","939370",0
1296,"1",10080,1,"H255-001-002",0,"","20231023201025","20231023201025","939370",0
1297,"1",10080,1,"H255-001-003",0,"","20231023201025","20231023201025","939370",0
1298,"1",10080,1,"H255-001-004",0,"","20231023201025","20231023201025","939370",0
1299,"1",10080,1,"H255-001-005",0,"","20231023201025","20231023201025","939370",0
1300,"1",10080,1,"H255-001-006",0,"","20231023201025","20231023201025","939370",0
1301,"1",10080,1,"H255-001-007",0,"","20231023201025","20231023201025","939370",0
1302,"1",10081,1,"H255-001-008",0,"","20231023201025","20231023201025","939370",0
1303,"1",10081,1,"H255-001-009",0,"","20231023201025","20231023201025","939370",0
1304,"1",10080,1,"H255-001-010",0,"","20231023201025","20231023201025","939370",0
1305,"1",10080,1,"H255-001-011",0,"","20231023201025","20231023201025","939370",0
1306,"1",10080,1,"H255-001-012",0,"","20231023201025","20231023201025","939370",0
1307,"1",10080,1,"H255-001-013",0,"","20231023201025","20231023201025","939370",0
1308,"1",10080,1,"H255-001-014",0,"","20231023201025","20231023201025","939370",0
1309,"1",10080,1,"H255-001-015",0,"","20231023201025","20231023201025","939370",0
