uc_delivery_id,wh_id,dst_mov_zone_id,seqnum,stoloc,uc_multi_drop,frstol,ins_dt,last_upd_dt,last_upd_user_id,is_purged
1022,"1",10066,1,"H245-002-006",0,"","20230612163137","20230612163137","939370",0
1023,"1",10066,1,"H245-002-007",0,"","20230612163137","20230612163137","939370",0
1024,"1",10066,1,"H245-002-008",0,"","20230612163137","20230612163137","939370",0
1025,"1",10066,1,"H245-002-009",0,"","20230612163137","20230612163137","939370",0
1026,"1",10066,1,"H245-002-010",0,"","20230612163137","20230612163137","939370",0
1027,"1",10066,1,"H245-002-011",0,"","20230612163137","20230612163137","939370",0
1028,"1",10066,1,"H245-002-012",0,"","20230612163137","20230612163137","939370",0
1029,"1",10066,1,"H245-002-013",0,"","20230612163137","20230612163137","939370",0
1030,"1",10066,1,"H245-002-014",0,"","20230612163137","20230612163137","939370",0
1031,"1",10066,1,"H245-002-015",0,"","20230612163137","20230612163137","939370",0
1032,"1",10066,1,"H245-002-016",0,"","20230612163137","20230612163137","939370",0
1033,"1",10069,1,"H245-002-017",0,"","20230612163137","20230612163137","939370",0
1034,"1",10069,1,"H245-002-018",0,"","20230612163137","20230612163137","939370",0
1035,"1",10066,1,"H245-002-019",0,"","20230612163137","20230612163137","939370",0
1036,"1",10066,1,"H245-002-020",0,"","20230612163137","20230612163137","939370",0
1037,"1",10066,1,"H245-002-021",0,"","20230612163137","20230612163137","939370",0
1038,"1",10066,1,"H245-002-022",0,"","20230612163137","20230612163137","939370",0
1039,"1",10066,1,"H245-002-023",0,"","20230612163137","20230612163137","939370",0
1040,"1",10066,1,"H245-002-024",0,"","20230612163137","20230612163137","939370",0
1041,"1",10066,1,"H245-002-025",0,"","20230612163137","20230612163137","939370",0
1042,"1",10066,1,"H245-002-026",0,"","20230612163137","20230612163137","939370",0
1043,"1",10066,1,"H245-002-027",0,"","20230612163137","20230612163137","939370",0
1044,"1",10066,1,"H245-002-028",0,"","20230612163137","20230612163137","939370",0
1045,"1",10066,1,"H245-002-029",0,"","20230612163137","20230612163137","939370",0
1046,"1",10066,1,"H245-002-030",0,"","20230612163137","20230612163137","939370",0
1047,"1",10066,1,"H245-002-031",0,"","20230612163137","20230612163137","939370",0
1048,"1",10066,1,"H245-002-032",0,"","20230612163137","20230612163137","939370",0
1049,"1",10066,1,"H245-002-033",0,"","20230612163137","20230612163137","939370",0
1050,"1",10066,1,"H245-002-034",0,"","20230612163137","20230612163137","939370",0
1051,"1",10066,1,"H245-002-035",0,"","20230612163137","20230612163137","939370",0
1052,"1",10066,1,"H245-002-036",0,"","20230612163137","20230612163137","939370",0
1053,"1",10066,1,"H245-002-037",0,"","20230612163137","20230612163137","939370",0
1054,"1",10066,1,"H245-002-038",0,"","20230612163137","20230612163137","939370",0
1055,"1",10066,1,"H245-002-039",0,"","20230612163137","20230612163137","939370",0
1056,"1",10066,1,"H245-002-040",0,"","20230612163137","20230612163137","939370",0
1057,"1",10066,1,"H245-002-041",0,"","20230612163137","20230612163137","939370",0
1058,"1",10066,1,"H245-002-042",0,"","20230612163137","20230612163137","939370",0
1059,"1",10066,1,"H245-002-043",0,"","20230612163137","20230612163137","939370",0
1060,"1",10069,1,"H245-002-044",0,"","20230612163137","20230612163137","939370",0
1061,"1",10066,1,"H245-002-045",0,"","20230612163137","20230612163137","939370",0
1062,"1",10066,1,"H245-002-046",0,"","20230612163137","20230612163137","939370",0
1063,"1",10066,1,"H245-002-047",0,"","20230612163137","20230612163137","939370",0
1064,"1",10066,1,"H245-002-048",0,"","20230612163137","20230612163137","939370",0
1065,"1",10066,1,"H245-002-049",0,"","20230612163137","20230612163137","939370",0
1066,"1",10066,1,"H245-002-050",0,"","20230612163137","20230612163137","939370",0
1067,"1",10066,1,"H245-002-051",0,"","20230612163137","20230612163137","939370",0
1068,"1",10066,1,"H245-002-052",0,"","20230612163137","20230612163137","939370",0
1069,"1",10066,1,"H245-002-053",0,"","20230612163137","20230612163137","939370",0
1070,"1",10066,1,"H245-002-054",0,"","20230612163137","20230612163137","939370",0
1071,"1",10066,1,"H245-002-055",0,"","20230612163137","20230612163137","939370",0
1072,"1",10066,1,"H245-002-056",0,"","20230612163137","20230612163137","939370",0
1073,"1",10066,1,"H245-002-057",0,"","20230612163137","20230612163137","939370",0
1074,"1",10066,1,"H245-002-058",0,"","20230612163137","20230612163137","939370",0
1075,"1",10066,1,"H245-002-059",0,"","20230612163137","20230612163137","939370",0
1076,"1",10066,1,"H245-002-060",0,"","20230612163137","20230612163137","939370",0
1077,"1",10066,1,"H245-002-061",0,"","20230612163137","20230612163137","939370",0
1078,"1",10066,1,"H245-002-062",0,"","20230612163137","20230612163137","939370",0
1079,"1",10066,1,"H245-002-063",0,"","20230612163137","20230612163137","939370",0
1080,"1",10066,1,"H245-002-064",0,"","20230612163137","20230612163137","939370",0
1081,"1",10066,1,"H245-002-065",0,"","20230612163137","20230612163137","939370",0
1082,"1",10066,1,"H245-002-066",0,"","20230612163137","20230612163137","939370",0
1083,"1",10066,1,"H245-002-067",0,"","20230612163137","20230612163137","939370",0
1084,"1",10066,1,"H245-002-068",0,"","20230612163137","20230612163137","939370",0
1085,"1",10066,1,"H245-002-069",0,"","20230612163137","20230612163137","939370",0
1086,"1",10066,1,"H245-002-070",0,"","20230612163137","20230612163137","939370",0
1087,"1",10066,1,"H245-002-071",0,"","20230612163137","20230612163137","939370",0
1088,"1",10066,1,"H245-002-072",0,"","20230612163137","20230612163137","939370",0
1089,"1",10066,1,"H245-002-073",0,"","20230612163137","20230612163137","939370",0
1090,"1",10066,1,"H245-002-074",0,"","20230612163137","20230612163137","939370",0
1091,"1",10066,1,"H245-002-075",0,"","20230612163137","20230612163137","939370",0
1092,"1",10066,1,"H245-002-076",0,"","20230612163137","20230612163137","939370",0
1093,"1",10066,1,"H245-002-077",0,"","20230612163137","20230612163137","939370",0
1094,"1",10066,1,"H245-002-078",0,"","20230612163137","20230612163137","939370",0
1095,"1",10066,1,"H245-002-079",0,"","20230612163137","20230612163137","939370",0
1096,"1",10066,1,"H245-002-080",0,"","20230612163137","20230612163137","939370",0
1097,"1",10066,1,"H245-002-081",0,"","20230612163137","20230612163137","939370",0
1098,"1",10066,1,"H245-002-082",0,"","20230612163137","20230612163137","939370",0
1099,"1",10066,1,"H245-002-083",0,"","20230612163137","20230612163137","939370",0
1100,"1",10066,1,"H245-002-084",0,"","20230612163137","20230612163137","939370",0
1101,"1",10066,1,"H245-002-085",0,"","20230612163137","20230612163137","939370",0
1102,"1",10066,1,"H245-002-086",0,"","20230612163137","20230612163137","939370",0
1103,"1",10066,1,"H245-002-087",0,"","20230612163137","20230612163137","939370",0
1104,"1",10066,1,"H245-002-088",0,"","20230612163137","20230612163137","939370",0
1105,"1",10069,1,"H245-002-089",0,"","20230612163137","20230612163137","939370",0
1106,"1",10066,1,"H245-002-090",0,"","20230612163137","20230612163137","939370",0
1107,"1",10066,1,"H245-002-091",0,"","20230612163137","20230612163137","939370",0
1108,"1",10066,1,"H245-002-092",0,"","20230612163137","20230612163137","939370",0
1109,"1",10066,1,"H245-002-093",0,"","20230612163137","20230612163137","939370",0
1110,"1",10066,1,"H245-002-094",0,"","20230612163137","20230612163137","939370",0
1111,"1",10066,1,"H245-002-095",0,"","20230612163137","20230612163137","939370",0
1112,"1",10066,1,"H245-002-096",0,"","20230612163137","20230612163137","939370",0
1113,"1",10066,1,"H245-002-097",0,"","20230612163137","20230612163137","939370",0
1114,"1",10066,1,"H245-002-098",0,"","20230612163137","20230612163137","939370",0
1115,"1",10066,1,"H245-002-099",0,"","20230612163137","20230612163137","939370",0
1116,"1",10066,1,"H245-002-100",0,"","20230612163137","20230612163137","939370",0
1117,"1",10066,1,"H245-002-101",0,"","20230612163137","20230612163137","939370",0
1118,"1",10069,1,"H245-002-102",0,"","20230612163137","20230612163137","939370",0
1119,"1",10066,1,"H245-002-103",0,"","20230612163137","20230612163137","939370",0
1120,"1",10066,1,"H245-002-104",0,"","20230612163137","20230612163137","939370",0
1121,"1",10066,1,"H245-002-105",0,"","20230612163137","20230612163137","939370",0
1122,"1",10066,1,"H245-002-106",0,"","20230612163137","20230612163137","939370",0
1123,"1",10066,1,"H245-002-107",0,"","20230612163137","20230612163137","939370",0
1124,"1",10066,1,"H245-002-108",0,"","20230612163137","20230612163137","939370",0
1125,"1",10066,1,"H245-002-109",0,"","20230612163137","20230612163137","939370",0
1126,"1",10066,1,"H245-002-110",0,"","20230612163137","20230612163137","939370",0
1127,"1",10066,1,"H245-002-111",0,"","20230612163137","20230612163137","939370",0
1128,"1",10066,1,"H245-002-112",0,"","20230612163137","20230612163137","939370",0
1129,"1",10066,1,"H245-002-113",0,"","20230612163137","20230612163137","939370",0
1130,"1",10066,1,"H245-002-114",0,"","20230612163137","20230612163137","939370",0
1131,"1",10069,1,"H245-002-115",0,"","20230612163137","20230612163137","939370",0
1132,"1",10066,1,"H245-002-116",0,"","20230612163137","20230612163137","939370",0
1133,"1",10066,1,"H245-002-117",0,"","20230612163137","20230612163137","939370",0
1134,"1",10066,1,"H245-002-118",0,"","20230612163137","20230612163137","939370",0
1135,"1",10066,1,"H245-002-119",0,"","20230612163137","20230612163137","939370",0
1136,"1",10066,1,"H245-002-120",0,"","20230612163137","20230612163137","939370",0
1137,"1",10066,1,"H245-002-121",0,"","20230612163137","20230612163137","939370",0
1138,"1",10066,1,"H245-002-122",0,"","20230612163137","20230612163137","939370",0
1139,"1",10066,1,"H245-002-123",0,"","20230612163137","20230612163137","939370",0
1140,"1",10066,1,"H245-002-124",0,"","20230612163137","20230612163137","939370",0
1141,"1",10066,1,"H245-002-125",0,"","20230612163137","20230612163137","939370",0
1142,"1",10066,1,"H245-002-126",0,"","20230612163137","20230612163137","939370",0
1143,"1",10066,1,"H245-002-127",0,"","20230612163137","20230612163137","939370",0
1144,"1",10066,1,"H245-002-128",0,"","20230612163137","20230612163137","939370",0
1145,"1",10066,1,"H245-002-129",0,"","20230612163137","20230612163137","939370",0
1146,"1",10066,1,"H245-002-130",0,"","20230612163137","20230612163137","939370",0
1147,"1",10066,1,"H245-002-131",0,"","20230612163137","20230612163137","939370",0
1148,"1",10066,1,"H245-002-132",0,"","20230612163137","20230612163137","939370",0
1149,"1",10066,1,"H245-002-133",0,"","20230612163137","20230612163137","939370",0
1150,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1151,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1152,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1153,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1154,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1155,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1156,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1157,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1158,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1159,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
1160,"1",10067,1,"H244-001-002",0,"","20230612163809","20230612163809","939370",0
