serv_id,wh_id,exitpnt_typ,exitpnt,src_mov_zone_id,dst_mov_zone_id,moddte,mod_usr_id,is_purged
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10016,10000,"20191129093315","940028",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10016,10017,"20191129093315","940028",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10016,10039,"20230130121156","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10035,10000,"20221110182523","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10035,10032,"20221110182523","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10035,10033,"20221110182523","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10036,10000,"20221110182523","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10036,10034,"20221110182523","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10078,10000,"20231017144222","939370",0
"CMPL-LBL-DOCS","1","SERVICE-BACKGROUND","INVMOV",10078,10077,"20231017144222","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10018,"20200715110446","943378",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10054,"20230620205358","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10066,"20230612180428","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10067,"20230612180428","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10068,"20230612180428","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10069,"20230612180429","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10070,"20230612180428","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10080,"20231024103027","939370",0
"USR-PRINT-PACKSLIP","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10081,"20231024103027","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10018,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10048,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10049,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10050,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10051,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10052,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10053,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10054,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10055,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10056,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10057,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10058,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10059,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10060,"20230613162720","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10066,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10067,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10068,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10069,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10070,"20230613162715","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10080,"20231024102718","939370",0
"USR-SEND-STATUS","1","SERVICE-BACKGROUND","INVMOV",-10000,10081,"20231024102718","939370",0
"USR-VAS_LPN_PICK","1","SERVICE-OUTBOUND","PRE-DEPOSIT",-10000,10018,"20230314000000","938673",0
