var_nam,appl_id,frm_id,addon_id,srt_seq,cust_lvl,lkp_id,ena_flg,ret_fld,inp_fld,mult_flg,grp_nam
"rcvuom","dcsrdt","INV_ADJUST_IDENTIFY","LES",0,0,"r_uomcod_adj",1,"","",1,"dcs_rdt"
"rcvuom","dcsrdt","LES","LES",0,0,"r_uomcod_rcvuom",1,"","",1,"dcs_rdt"
"rcvuom","dcsrdt","RECEIVE_WITHOUT_ORDER","LES",0,0,"r_uomcod_rcvwoord",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","IDENTIFY_DTL","LES",0,0,"r_reacod_adj",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","INV_ADJ_PUT_TO_STORE","LES",0,0,"r_reacod_adj_by_clt",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","INV_ADJUST","LES",0,0,"r_reacod_adj_by_clt",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","INV_ADJUST_REFRNC","LES",0,0,"r_reacod_adj",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","INV_ADJUSTMENT_REF","LES",0,0,"r_reacod_adj_by_clt",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","LES","LES",0,0,"r_reacod",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","RECEIVE_WITHOUT_ORDER_REF","LES",0,0,"r_reacod_rcv_wo_ord",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","TOOLS_STS_CHANGE","LES",0,0,"r_reacod_inv_sts",1,"","",1,"dcs_rdt"
"reacod","dcsrdt","USR_IDENTIFY_LOAD_ADJ_DTL","LES",0,10,"usr_l_reacod_adj",1,"","",0,"usr_data"
"reacod","dcsrdt","USR_IDENTIFY_LOAD_EX","LES",0,10,"usr_l_reacod_rf_ex",1,"","",0,"usr_data"
"reacod","dcsrdt","USR_RELABEL_LOAD","LES",0,10,"usr_l_reacod_relabel",1,"","",0,"usr_data"
"reacod","LES","REAGRPCODMNT","LES",0,0,"l_reacod",1,"reacod,reacod_dsc=lngdsc","",1,"dcs_data"
"reader_id","dcsrdt","LES","LES",0,0,"r_reader_id",1,"","",1,"dcs_rdt"
"reader_loc","LES","LES","LES",0,0,"l_stoloc",1,"reader_loc=stoloc","",1,"dcs_data"
"reagrp","LES","REACODGRPMNT","LES",0,0,"l_reagrp",1,"reagrp,reagrp_dsc=lngdsc","",1,"dcs_data"
"rec_loc","LES","LES","LES",0,0,"l_rcvtrk_loc",1,"","",1,"dcs_data"
"rec_loc","LES","mstrcptmnt","LES",0,0,"l_rcvtrk_loc",1,"","",1,"dcs_data"
"rec_loc","LES","rcvtrkopr","LES",0,0,"l_rcvtrk_loc",1,"","",1,"dcs_data"
"rec_loc","rcvtrkopr","posearch","LES",0,0,"l_rcvloc",1,"rec_loc","wh_id",0,"dcs_data"
"reg_uom","LES","LES","LES",0,0,"l_uomcod",1,"","",0,"dcs_data"
"rescod","LES","LES","LES",0,0,"l_rescod",1,"rescod","shp_restyp,arecod",0,"dcs_data"
"rescod","LES","locdsp","LES",0,0,"l_rescod",0,"rescod","shp_restyp,arecod",0,"dcs_data"
"resloc_ordby","LES","pcklstcfgmnt","LES",0,0,"l_resloc_ordby",1,"resloc_ordby=rls_table","",0,"dcs_data"
"resloc_ordby","LES","pcklstcfgmntoverride","LES",0,0,"l_resloc_ordby",1,"resloc_ordby=rls_table","",0,"dcs_data"
"result_ifd_ver","rifdmapdsp","LES","SEAMLES",0,0,"l_ifd_result_mapdsp",1,"result_ifd = ifd_id, result_ifd_ver = ifd_ver","",0,"int_data"
"retr_mthd_id","LES","retrievemthdmnt","SEAMLES",0,0,"l_retr_mthd_id",1,"","",1,"int_data"
"retsrhorishp_carrier","LES","LES","LES",0,0,"l_carcod_for_ret",1,"retsrhorishp_carrier=carcod","",0,"dcs_data"
"revlvl","dcsrdt","PICKUP_B","LES",0,0,"r_revlvl",1,"","",1,"dcs_rdt"
"rf_frm_id","LES","LES","LES",0,0,"l_rf_frm_id",1,"rf_frm_id=mls_id","",1,"dcs_data"
"rls_cmd","LES","LES","LES",0,0,"l_rls_cmd",1,"","",1,"dcs_data"
"rmanum","LES","retprcopr","LES",0,0,"l_rmanum",1,"rmanum,wh_id,cstnum,client_id","rmanum,wh_id,cstnum,client_id",1,"dcs_data"
"role_id","dcsrdt","TOOLS_SEND_MSG","LES",0,0,"r_role_id",1,"","",1,"dcs_rdt"
"role_id","LES","LES","LES",0,0,"l_role_id",1,"","",1,"sal_data"
"role_id","LES","rp|mod_role","LES",0,0,"NONE",1,"","",1,"sal_data"
"role_id","RPWEB","rp|switch_dashboard_prompt","LES",0,0,"l_role_id",1,"","",0,"sal_data"
"route_id","LES","LES","LES",0,0,"l_route_id",1,"","",1,"dcs_data"
"route_id","LES","storeschmnt","LES",0,0,"l_route",1,"","",1,"dcs_data"
"rpluom","dcsrdt","REPLEN_SPLIT","LES",0,0,"r_uomcod_replensplit",1,"","",1,"dcs_rdt"
"rpt_id","LES","LES","LES",0,0,"l_rpt_id",1,"","",1,"dcs_data"
"rpt_id","LES","SALMOCAReportMnt","LES",0,0,"NONE",1,"","",1,"sal_data"
"rpt_id","RPWEB","rp|mocareportmnt","LES",0,0,"NONE",1,"","",1,"salweb_data"
"rt_adrnam","LES","LES","LES",0,0,"l_adrnam",1,"rt_adrnam=adrnam","",1,"dcs_data"
"rtcust","LES","LES","LES",0,0,"l_cstnum",1,"rtcust=cstnum,rt_adr_id=adr_id","cstnum=rtcust,client_id",1,"dcs_data"
"rttn_id","LES","LES","LES",0,0,"l_rttn_id",1,"rttn_id","",0,"dcs_data"
"rule_nam","LES","alcrulcopy","LES",0,0,"NONE",1,"","",0,"dcs_data"
"rule_nam","LES","alcrulmnt","LES",0,0,"NONE",1,"","",0,"dcs_data"
"rule_nam","LES","bomdtlmnt","LES",0,0,"l_rule_nam",1,"","",1,"dcs_data"
"rule_nam","LES","bommnt","LES",0,0,"l_rule_nam",1,"","",0,"dcs_data"
"rule_nam","LES","ordlinmnt","LES",0,0,"l_rule_nam",1,"","",1,"dcs_data"
"rule_nam","LES","ordmnt","LES",0,0,"l_rule_nam",1,"","",1,"dcs_data"
"rule_nam","LES","planwave","LES",0,0,"l_wave_rul",1,"","",1,"dcs_data"
"rule_nam","LES","waverulemnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"rule_nam","LES","wkodtlmnt","LES",0,0,"l_rule_nam",1,"","",1,"dcs_data"
"rule_nam","LES","xdkplnopr","LES",0,0,"l_rule_nam",1,"","",1,"dcs_data"
"scanneduom","dcsrdt","PUT_TO_STORE","LES",0,0,"r_uomcod_scanneduom",1,"","",1,"dcs_rdt"
"schbat","LES","wrksysopr","LES",0,0,"l_schbat",1,"","",1,"dcs_data"
"search_path_typ","LES","LES","LES",0,0,"l_search_path_typ",1,"","",0,"dcs_data"
"sel_wh_id","LES","LES","LES",0,0,"l_wh_id",1,"sel_wh_id=wh_id","",1,"dcs_data"
"ser_num","dcsrdt","GET_SERIAL_NUMBER","LES",0,0,"r_asn_sernum",1,"","ser_num",1,"dcs_rdt"
"ser_num_typ_id","LES","LES","LES",0,0,"l_ser_num_typ_id",1,"","",1,"sal_data"
"ser_num_typ_id","LES","supprtopr","LES",0,0,"l_ser_num_typ_id",1,"","",0,"dcs_data"
"serv_id","dcsrdt","LES","MNT_INVSERVICE",0,0,"r_serv_id_invserv",1,"","",1,"dcs_rdt"
"serv_id","inbservmnt","LES","LES",0,0,"l_serv_id_for_inv",1,"serv_id,lngdsc=serv_id_lngdsc","",1,"dcs_data"
"serv_id","LES","invservmnt","LES",0,0,"l_serv_id_invtid",1,"","",1,"dcs_data"
"serv_id","LES","LES","LES",0,0,"l_serv_id",1,"serv_id","serv_typ",1,"dcs_data"
"serv_id","LES","ordlinserv","LES",0,0,"l_serv_id_for_oub",1,"serv_id","",1,"dcs_data"
"serv_id","LES","ordserv","LES",0,0,"l_serv_id_for_oub",1,"serv_id","",1,"dcs_data"
"serv_id","LES","oubservmnt","LES",0,0,"l_serv_id_for_oub",1,"serv_id,lngdsc=serv_id_lngdsc","",1,"dcs_data"
"serv_id","LES","WMD-BCKSERV-DSP","LES",0,0,"l_serv_id_for_bck",1,"","",1,"dcs_data"
"serv_id","trlrmgtopr","LES","LES",0,0,"l_serv_id_for_noninv",1,"","",1,"dcs_data"
"serv_id","trlrmgtopr","trlrservcnfvaldsp","LES",0,0,"l_serv_id",1,"serv_id","serv_typ",1,"dcs_data"
"serv_ins_id","LES","LES","LES",0,0,"l_serv_ins_id",1,"serv_ins_id","",1,"dcs_data"
"serv_rate_id","inbservmnt","LES","LES",0,0,"l_serv_rate_id",1,"serv_rate_id,serv_rate_id_lngdsc=lngdsc","",1,"dcs_data"
"serv_rate_id","LES","LES","LES",0,0,"l_serv_rate_id",1,"","",1,"dcs_data"
"serv_rate_id","oubservmnt","LES","LES",0,0,"l_serv_rate_id",1,"serv_rate_id,serv_rate_id_lngdsc=lngdsc","",1,"dcs_data"
"sfcust","LES","LES","LES",0,0,"l_cstnum",1,"sfcust=cstnum,sf_adr_id=adr_id","cstnum=sfcust,client_id",1,"dcs_data"
"ship_id","LES","LES","LES",0,0,"l_ship_id",1,"","",1,"dcs_data"
"ship_id","LES","ordlinserv","LES",0,0,"l_ship_id_for_oub",1,"","",1,"dcs_data"
"ship_id","LES","shpalocopr","LES",0,0,"l_ship_id",1,"ship_id","",1,"dcs_data"
"ship_id","LES","shpspltopr","LES",0,0,"l_ship_id_split",1,"","",1,"dcs_data"
"ship_id","LES","shpstgmnt","LES",0,0,"l_ship_id_for_asg",1,"","",1,"dcs_data"
"ship_id","LES","shrtallocrsndsp","LES",0,0,"l_ship_id_short",1,"","ship_id,wh_id",1,"dcs_data"
"ship_id","RPWEB","WMDMSUPDATESHIPINFO","LES",0,0,"NONE",1,"","",1,"dcs_data"
"ship_line_id","LES","LES","LES",0,0,"l_ship_line_id",1,"","wh_id",1,"dcs_data"
"ShipmentOrderBy","LES","LES","LES",0,0,"l_shipment_orderby",1,"","",0,"dcs_data"
"shp_dst_mov_zone_id","LES","LES","LES",0,0,"l_mov_zone_id",1,"dst_mov_zone_id=mov_zone_id","",1,"dcs_data"
"shp_dstloc","LES","LES","LES",0,0,"l_stoloc",1,"shp_dstloc=stoloc","",1,"dcs_data"
"shpstglan","LES","LES","LES",0,0,"l_stgloc_stglanmnt",1,"shpstglan=stoloc","",1,"dcs_data"
"sitown_id","RPWEB","LES","LES",0,0,"l_sitown_id",1,"sitown_id","sitown_id",1,"sal_data"
"sl_sys_parm_grp","LES","sysparmgrpmnt","SEAMLES",0,0,"l_sl_sys_parm_grp",1,"","",1,"int_data"
"sl_sys_parm_id","LES","sysparmmnt","SEAMLES",0,0,"l_sl_sys_parm_id",1,"","",1,"int_data"
"slot_id","LES","LES","LES",0,0,"l_slot_id",1,"slot_id","",1,"dcs_data"
"sort_ord_lst","LES","LES","LES",0,0,"l_distrorul_orderby",1,"","",0,"sal_data"
"spcins_opt_nam","LES","LES","LES",0,0,"l_spcins_opt_nam",1,"","",1,"dcs_data"
"spl_hand_loc","LES","LES","LES",0,0,"l_stoloc",1,"spl_hand_loc=stoloc","",0,"dcs_data"
"src_asset_id","RPWEB","LES","LES",1,0,"l_par_assets",1,"src_asset_id=par_asset_id","",1,"dcsweb_data"
"src_chld_asset_id","RPWEB","LES","LES",1,0,"l_chld_assets",1,"src_chld_asset_id=asset_id","",1,"dcsweb_data"
"src_id","LES","movreqopr","LES",1,0,"l_arecod_wh",1,"src_id=arecod","",0,"dcs_data"
"src_id","LES","movreqopr","LES",0,0,"l_stoloc",1,"src_id=stoloc","",1,"dcs_data"
"src_pck_zone_id","LES","LES","LES",0,0,"l_pckzon",1,"src_pck_zone_id=pck_zone_id","",1,"dcs_data"
"src_wrk_zone_id","LES","LES","LES",0,0,"l_wrkzon",1,"src_wrk_zone_id=wrk_zone_id,srcwrkare=wrkare","wrkare=srcwrkare",1,"dcs_data"
"srcare","LES","LES","LES",0,0,"l_arecod",1,"srcare=arecod","",1,"dcs_data"
"srcarecod","LES","LES","LES",0,0,"l_srcare_stktrn",1,"srcarecod=arecod","",1,"dcs_data"
"srcloc","LES","LES","LES",0,0,"l_stoloc",1,"srcloc=stoloc","",1,"dcs_data"
"srcloc","LES","rcvwoordopr","LES",0,0,"l_srcloc_rcvwoord",1,"srcloc=stoloc","",0,"dcs_data"
"srcloc","LES","stktrnopr","LES",0,0,"l_srcloc_stktrn",1,"srcloc=stoloc","",1,"dcs_data"
"srclocshpid","LES","LES","LES",1,0,"l_stage_ship_id",1,"srclocshpid=ship_id","",1,"dcs_data"
"srclocshpid","LES","LES","LES",0,0,"l_stage_stoloc",1,"srclocshpid=stoloc","",1,"dcs_data"
"srcwrkare","LES","LES","LES",0,0,"l_wrkare",1,"srcwrkare=wrkare","",1,"dcs_data"
"srczon","LES","LES","LES",0,0,"l_wrkzon",1,"srczon=wrkzon","wrkzon=srczon",1,"dcs_data"
"srvnam","LES","cardtlmnt","LES",0,0,"l_srvnam",1,"srvnam,dstcar,dstlvl,srvdesc","wh_id",1,"dcs_data"
"st_adrnam","LES","LES","LES",0,0,"l_adrnam",1,"st_adrnam=adrnam","",1,"dcs_data"
"start_frm_id","LES","LES","LES",1,0,"l_frm_id",1,"start_frm_id=frm_id","",1,"mcs_data"
"start_pals_order_by","LES","pcklstcfgmnt","LES",0,0,"l_start_pals_ord_by",1,"start_pals_order_by=start_pals_tbl","",0,"dcs_data"
"start_pals_order_by","LES","pcklstcfgmntoverride","LES",0,0,"l_start_pals_ord_by",1,"start_pals_order_by=start_pals_tbl","",0,"dcs_data"
"start_pals_order_by","LES","pcklstrulsetmnt","LES",0,0,"l_start_pals_ord_by",1,"start_pals_order_by=start_pals_tbl","",0,"dcs_data"
"stcust","LES","distrodsp","LES",0,0,"l_store",1,"stcust=cstnum,st_adr_id=adr_id","cstnum=stcust,client_id,wh_id",1,"dcs_data"
"stcust","LES","distromnt","LES",0,0,"l_store",1,"stcust=cstnum,st_adr_id=adr_id","cstnum=stcust,client_id,wh_id",1,"dcs_data"
"stcust","LES","LES","LES",0,0,"l_cstnum",1,"stcust=cstnum,st_adr_id=adr_id","cstnum=stcust,client_id",1,"dcs_data"
"stglan","LES","LES","LES",0,0,"l_stage_stoloc",1,"stglan=stoloc","",1,"dcs_data"
"stgloc","LES","l_def_stgloc_prd","LES",0,0,"l_stgloc",1,"stgloc","stgloc",1,"dcs_data"
"stgloc","LES","LES","LES",0,0,"l_stgloc",1,"stgloc=dstloc","dstloc=stgloc",1,"dcs_data"
"stgloc","LES","prdlinmnt","LES",0,0,"l_stgloc_prd",1,"stgloc","stgloc",1,"dcs_data"
"stock_code","LES","LES","LES",0,0,"l_stock_code",1,"","",1,"dcs_data"
"stoloc","bundleinvopr","LES","LES",0,0,"l_stage_stoloc",1,"","",1,"dcs_data"
"stoloc","dcsrdt","CLOSE_RCV_TRLR","LES",0,0,"r_stoloc_closetrlr",1,"","",1,"dcs_rdt"
"stoloc","dcsrdt","LOAD_ASSET_ADJUST","LES",0,0,"r_stoloc_asset",1,"","",0,"dcs_rdt"
"stoloc","dcsrdt","RECEIVE_WITHOUT_ORDER","LES",0,0,"r_stoloc_rcvwoord",1,"","",0,"dcs_rdt"
"stoloc","dcsrdt","REMOVE_RF_OUTBOUND_AUDIT_HOLD","LES",0,0,"l_stage_stoloc",1,"","",1,"dcs_rdt"
"stoloc","dcsrdt","TOPOFF_REPLEN","LES",0,0,"r_stoloc_topoff",1,"","",1,"dcs_rdt"
"stoloc","dcsrdt","TRLR_QUIZ","LES",0,0,"r_dckloc_yardloc",1,"","",1,"dcs_rdt"
"stoloc","dcsrdt","UNDIR_RACKQUIZ","LES",0,0,"r_stoloc_stor",1,"","",1,"dcs_rdt"
"stoloc","dcsrdt","UNLOAD_MASTER_RECEIPT","LES",0,0,"r_rec_loc_unload",1,"","",1,"dcs_rdt"
"stoloc","LES","apptmnt","LES",0,0,"l_dock_doors",1,"","",1,"dcs_data"
"stoloc","LES","apptreportprint","LES",0,0,"l_dock_doors",1,"","",1,"dcs_data"
"stoloc","LES","cntreqopr","LES",0,0,"l_stoloc_countable",1,"","",1,"dcs_data"
"stoloc","LES","dckschdopr","LES",0,0,"l_dock_doors",1,"","",1,"dcs_data"
"stoloc","LES","invadjopr","LES",0,0,"l_stoloc_adjst",1,"","wh_id",1,"dcs_data"
"stoloc","LES","invdsp","LES",0,0,"l_stoloc_invdsp",1,"","",1,"dcs_data"
"stoloc","LES","invdspmw","LES",0,0,"l_stoloc",1,"","wh_id",1,"dcs_data"
"stoloc","LES","invstschgopr","LES",0,0,"l_stoloc",1,"","",0,"dcs_data"
"stoloc","LES","l_shp_yard_loc","LES",1,0,"NONE",1,"","",1,"dcs_data"
"stoloc","LES","l_stoloc","LES",0,0,"NONE",1,"","",1,"dcs_data"
"stoloc","LES","l_stoloc_shpdsp","LES",0,0,"NONE",1,"","",1,"dcs_data"
"stoloc","LES","LES","LES",0,0,"l_stoloc",1,"","",1,"dcs_data"
"stoloc","LES","locmapmnt","LES",0,0,"l_stoloc_fwi",1,"","",1,"dcs_data"
"stoloc","LES","locmstmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"stoloc","LES","locmstsinglewiz","LES",0,0,"NONE",0,"","",1,"dcs_data"
"stoloc","LES","rplcfgmnt","LES",0,0,"l_stoloc_repl",1,"","arecod,wh_id",1,"dcs_data"
"stoloc","LES","selectprcloc","LES",0,0,"NONE",0,"","",1,"dcs_data"
"stoloc","LES","shpadjput","LES",0,0,"l_shpadjputloc",1,"","",1,"dcs_data"
"stoloc","LES","shpspltopr","LES",0,0,"l_dock_doors",1,"","",1,"dcs_data"
"stoloc","LES","shpstgtrnopr","LES",1,0,"l_newstglan",1,"","",1,"dcs_data"
"stoloc","LES","whservlocmnt","LES",0,0,"l_stoloc_serv",1,"","",1,"dcs_data"
"stoloc","LES","wkoprtmove","LES",0,0,"l_stoloc",1,"","arecod",1,"dcs_data"
"stoloc","rcvtrkopr","l_rcvloc","LES",0,0,"NONE",1,"","",1,"dcs_data"
"stoloc","rcvtrkopr","rcvPutaway_1","LES",0,0,"l_invstgloc",1,"stoloc=rec_loc","",1,"dcs_data"
"stoloc","rcvwoordopr","rcvPutaway","LES",0,0,"l_invstgloc",1,"stoloc=rec_loc","",1,"dcs_data"
"stop_id","LES","carmovdsp","LES",0,0,"l_stop_id",1,"stop_id,stop_nam","",1,"dcs_data"
"stop_id","LES","LES","LES",0,0,"l_stop_id",1,"","",1,"dcs_data"
"stop_id","LES","stopmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"stopshpstglan","LES","LES","LES",0,0,"l_stgloc_stglanmnt",1,"stopshpstglan=stoloc","",1,"dcs_data"
"sub_asset_typ","invadjopr","identify","LES",0,0,"l_sub_asset_typ",1,"sub_asset_typ=asset_typ","",1,"dcs_data"
"sub_asset_typ","rcvtrkopr","identify","LES",0,0,"l_sub_asset_typ",1,"sub_asset_typ=asset_typ","",1,"dcs_data"
"subnum","dcsrdt","IDENTIFY_SUB","LES",0,0,"r_asn_subnum",1,"","subnum",1,"dcs_rdt"
"subnum","dcsrdt","LOAD_PICKUP","LES",0,0,"r_subnum_lpck",1,"","",1,"dcs_rdt"
"subnum","invmovopr","invmovProc","LES",0,0,"l_invtid_for_pck_sub",1,"subnum","",0,"dcs_data"
"subucc","dcsrdt","SUBUCC_CONFIRM","LES",0,0,"r_subucc",1,"","",0,"dcs_rdt"
"super_ship_id","LES","LES","LES",0,0,"l_super_ship_id",1,"","super_ship_id",1,"dcs_data"
"supnum","dcsrdt","IDENTIFY_PART","LES",0,0,"r_supnum_identify",1,"supnum","",1,"dcs_rdt"
"supnum","dcsrdt","PICKUP_B","LES",0,0,"r_supnum",1,"","supnum,client_id",1,"dcs_rdt"
"supnum","dcsrdt","UNDIR_CASE_TRANSFER","LES",0,0,"r_supnum_vmi",1,"","",1,"dcs_rdt"
"supnum","dcsrdt","UNDIR_IDENTIFY","LES",0,0,"r_supnum_identify",1,"supnum","",1,"dcs_rdt"
"supnum","dcsrdt","UNDIR_INBOUND_QUALITY","LES",0,0,"r_supnum_ibq",1,"","",1,"dcs_rdt"
"supnum","dcsrdt","UNDIR_TRANSFER","LES",0,0,"r_supnum_vmi",1,"","",1,"dcs_rdt"
"supnum","invmovopr","LES","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","bomdtlmnt","LES",0,0,"l_supnum_vmi",1,"","supnum,client_id",1,"dcs_data"
"supnum","LES","dlytrndsp","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","invchginv","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","invstschgopr","LES",0,0,"l_supnum",1,"","supnum,client_id",0,"dcs_data"
"supnum","LES","LES","LES",0,0,"l_supnum",1,"","supnum,client_id",1,"dcs_data"
"supnum","LES","movreqopr","LES",0,0,"l_supnum_vmi",1,"","supnum,client_id",1,"dcs_data"
"supnum","LES","ordlinmnt","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","ordovrprocess","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","pckinvdsp","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"supnum","LES","supmstcopy","LES",0,0,"NONE",0,"","",1,"dcs_data"
"supnum","LES","wkodtlmnt","LES",0,0,"l_supnum_vmi",1,"","supnum,client_id",1,"dcs_data"
"supnum","LES","WMD-DLYTRN-SUMMARY","LES",0,0,"l_supnum_vmi",1,"","supnum",1,"dcs_data"
"sys_grp_id","LES","sysgrpmnt","SEAMLES",0,0,"l_sys_grp_id",1,"","",1,"int_data"
"sys_id","LES","syscommmnt","SEAMLES",0,0,"l_sys_def",1,"","",1,"int_data"
"sys_id","LES","sysmnt","SEAMLES",0,0,"l_sys_def",1,"","",1,"int_data"
"task_id","LES","taskmnt","LES",1,0,"l_task_id",1,"","",0,"mcs_data"
"template_id","LES","LES","LES",0,0,"l_template_id",1,"template_id=tab_id","",1,"mcs_data"
"template_id","RPWEB","LES","LES",0,0,"l_template_id",1,"template_id=tab_id,description","template_id,description",1,"sal_data"
"title","LES","mediaopr","LES",0,0,"l_mediaoprtitle",1,"title=lngdsc","",1,"mcs_data"
"title","LES","movemedia","LES",0,0,"l_mediamnttitle",1,"title=lngdsc","",1,"mcs_data"
"to_ctncod","dcsrdt","LES","LES",0,0,"r_to_ctncod",1,"","",1,"dcs_rdt"
"to_ftpcod","invattchg","invchginv","LES",0,0,"l_ftpcod_lkp",1,"to_ftpcod=ftpcod","",1,"dcs_data"
"to_ftpcod","LES","LES","LES",0,0,"l_ftpcod",1,"to_ftpcod=ftpcod","",1,"dcs_data"
"to_orgcod","LES","LES","LES",0,0,"l_orgcod",1,"to_orgcod=codval","to_orgcod=codval",0,"dcs_data"
"to_prt_client_id","dcsrdt","CLIENT_OWNSHP_CHG","LES",0,0,"r_to_prt_cli",1,"","",1,"dcs_rdt"
"to_prtnum","LES","invchginv","LES",0,0,"l_prtnum",1,"to_prtnum=prtnum,to_client_id=prt_client_id","",0,"dcs_data"
"toPrtNum","dcsrdt","CLIENT_OWNSHP_CHG","LES",0,0,"r_prtnum",1,"","",1,"dcs_rdt"
"toReasonCod","dcsrdt","CLIENT_OWNSHP_CHG","LES",0,0,"l_rescod_inv_attr",1,"toReasonCod = reacod,lngdsc=lngdsc","",1,"dcs_rdt"
"tostol","LES","LES","LES",0,0,"l_stoloc",1,"tostol=stoloc","stoloc=tostol",1,"dcs_data"
"traknm","LES","dlytrndsp","LES",0,0,"l_invdsp_traknm",1,"traknm","traknm",1,"dcs_data"
"traknm","LES","invdsp","LES",0,0,"l_invdsp_traknm",1,"traknm","traknm",1,"dcs_data"
"traknm","LES","LES","LES",0,0,"l_traknm",1,"traknm","traknm",1,"dcs_data"
"trans_wh_id","LES","LES","LES",0,0,"l_trans_wh_id",1,"trans_wh_id","trans_wh_id",1,"sal_data"
"trans_wh_id","SALClientMnt","LES","LES",0,0,"l_wh_id",1,"trans_wh_id=wh_id","",1,"sal_data"
"trans_wh_id","whmnt","cliwh","LES",0,0,"NONE",0,"","",1,"mcs_data"
"trig_ifd_ver","rifdmapdsp","LES","SEAMLES",0,0,"l_ifd_trig_mapdsp",1,"trig_ifd = ifd_id, trig_ifd_ver = ifd_ver","",0,"int_data"
"trig_sys_id","rifdmapdsp","LES","SEAMLES",0,0,"l_sys_id",1,"trig_sys_id = sys_id","",0,"int_data"
"trknum","dcsrdt","CLOSE_RCV_TRLR","LES",0,0,"r_trknum_close",1,"","",1,"dcs_rdt"
"trknum","dcsrdt","LES","LES",0,0,"r_trknum",1,"","",1,"dcs_rdt"
"trknum","dcsrdt","MOVE_MSTR_RCPT","LES",0,0,"r_trknum_move",1,"","",1,"dcs_rdt"
"trknum","dcsrdt","REOPEN_TRUCK","LES",0,0,"r_closed_mstrcpt",1,"","",1,"dcs_rdt"
"trknum","dcsrdt","UNLOAD_MASTER_RECEIPT","LES",0,0,"r_trknum_unload",1,"","",1,"dcs_rdt"
"trknum","LES","apptmnt","LES",0,0,"l_apptmnt_trknum",1,"","",0,"dcs_data"
"trknum","LES","ASCTMSTRCPT","LES",0,0,"l_asctmstrcpt_trknum",1,"","trknum,trkref, doc_num, track_num",0,"dcs_data"
"trknum","LES","clsrcvtrkopr","LES",0,0,"l_trknum",0,"","",1,"dcs_data"
"trknum","LES","inbqltmnt","LES",0,0,"l_inbqlt_trknum",1,"trknum,trlr_num","wh_id,trknum,trlr_num,carcod",0,"dcs_data"
"trknum","LES","invstschgopr","LES",0,0,"l_trknum",1,"","",0,"dcs_data"
"trknum","LES","LES","LES",0,0,"l_trknum",1,"","",1,"dcs_data"
"trknum","LES","mstrcptcopy","LES",0,0,"NONE",0,"","",1,"dcs_data"
"trknum","LES","mstrcptmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"trknum","LES","rcvinvmnt","LES",0,0,"l_open_trucks",1,"trknum,trlr_num,carcod","wh_id,trlr_num,carcod",0,"dcs_data"
"trknum","LES","rcvtrkopr","LES",0,0,"NONE",0,"","",1,"dcs_data"
"trknum","LES","trlrmgtopr","LES",0,0,"l_trknum_notrailer",1,"","",0,"dcs_data"
"trknum","mstrcptmnt","posearch","LES",0,0,"l_po_trucks",1,"trknum,trlr_num,carcod","wh_id,trlr_num,carcod",0,"dcs_data"
"trknum","rcvinvmnt","posearch","LES",0,0,"l_po_trucks",1,"trknum,trlr_num,carcod","wh_id,trlr_num,carcod",0,"dcs_data"
"trknum","rcvtrkopr","posearch","LES",0,0,"l_po_trks_rcv_ops",1,"trknum,trlr_num,carcod","wh_id,trlr_num,carcod",0,"dcs_data"
"trlnum","dcsrdt","LES","LES",0,0,"r_trlnum",1,"","",1,"dcs_rdt"
"trlr_id","LES","rtetrlrmnt","LES",0,0,"l_open_trlr_num",1,"trlr_id","trlr_id",1,"dcs_data"
"trlr_num","dcsrdt","CLOSE_RCV_TRLR","LES",0,0,"r_trlr_num_close",1,"","",1,"dcs_rdt"
"trlr_num","dcsrdt","PICKUP_TRLR","LES",0,0,"r_trlnum",1,"","",1,"dcs_rdt"
"trlr_num","dcsrdt","TRLR_QUIZ","LES",0,0,"r_trlnum",1,"","",1,"dcs_rdt"
"trlr_num","dcsrdt","UNDIR_DISPATCH_TRAILER","LES",0,0,"r_trlr_num_dispatch",1,"","",1,"dcs_rdt"
"trlr_num","LES","apptmnt","LES",0,0,"l_car_move_id_appt",1,"trlr_num","",1,"dcs_data"
"trlr_num","LES","apptmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
