var_nam,appl_id,frm_id,addon_id,srt_seq,cust_lvl,lkp_id,ena_flg,ret_fld,inp_fld,mult_flg,grp_nam
"act_key","LES","LES","LES",0,0,"l_act_key",1,"","",1,"mcs_data"
"actcod","LES","actcodmnt","LES",0,0,"l_actcod_mnt",1,"actcod","",1,"sal_data"
"actcod","LES","trlractdsp","LES",0,0,"l_trlr_actcod",1,"","",1,"dcs_data"
"action","LES","AreRelRuleModalWiz","LES",0,0,"NONE",0,"","",1,"dcs_data"
"action","LES","LES","LES",0,0,"l_action",1,"action=dda_id","",1,"mcs_data"
"addon_id","rdtpolmnt","rdtpolmnt","LES",0,0,"l_addon_id",1,"","",0,"dcs_data"
"addon_id","RPWEB","CTXTMNUMNT","LES",1,0,"l_addon_id",1,"addon_id=rtstr1","",1,"mcs_data"
"addon_id","vardefmnt","LES","LES",1,0,"l_addon_id",1,"addon_id=rtstr1","",1,"mcs_data"
"addon_id","VarLkUpMnt","LES","LES",1,0,"l_addon_id",1,"addon_id=rtstr1","",1,"mcs_data"
"addon_id","VarPosMnt","LES","LES",1,0,"l_addon_id",1,"addon_id=rtstr1","",1,"mcs_data"
"adrcty","LES","LES","LES",0,0,"l_adrcty",1,"adrcty=adrcty,adrstc=adrstc,ctry_name=ctry_name,adrpsz=adrpsz","adrcty,adrstc,ctry_name,adrpsz",1,"sal_data"
"adrnam","LES","CustomerMnt","LES",0,0,"l_adrnam_cst",1,"adrnam,client_id","adrnam,client_id",1,"sal_data"
"adrnam","LES","CustomerMnt","LES",0,0,"l_adrnam_lkp",1,"adrnam,client_id","adrnam,client_id",1,"sal_data"
"adrnam","LES","LES","LES",0,0,"l_adrnam",1,"","",1,"sal_data"
"adrnam","LES","SALClientMnt","LES",0,0,"l_adrnam",1,"","",1,"sal_data"
"adrnam","LES","SALClientMnt","LES",0,0,"l_adrnam_cli",1,"","",1,"sal_data"
"adrnam","LES","SHIP-MASS-UPD-CHANGE-ACT","LES",0,0,"l_adrnam",1,"adrnam=adrnam,rt_adr_id=adr_id","",1,"dcs_data"
"adrnam","LES","stopmnt","LES",0,0,"l_adrnam",1,"","",1,"dcs_data"
"adrnam","LES","stopmnt","LES",0,0,"l_adrnam_cst",1,"","",1,"dcs_data"
"adrnam","SalAddressMnt","SalAddressMnt","LES",0,0,"l_adrnam",0,"","",1,"sal_data"
"adrpsz","LES","LES","LES",0,0,"l_adrpsz",1,"adrpsz=adrpsz,adrcty=adrcty,adrstc=adrstc,ctry_name=ctry_name","adrcty,adrstc,ctry_name,adrpsz",1,"sal_data"
"adrstc","LES","CtyPszMnt","LES",0,0,"l_state",1,"adrstc,ctry_nam,lngdsc","adrstc,ctry_name",1,"sal_data"
"adrstc","LES","LES","LES",0,0,"l_adrstc",1,"adrstc=codval","codval=adrstc",1,"dcs_data"
"adrstc","LES","manpkgopr","LES",0,0,"l_manpkg_adrstc",1,"adrstc=codval","",1,"sal_data"
"adrstc","LES","StateMnt","LES",0,0,"l_adrstc",0,"adrstc=codval","",1,"sal_data"
"age_pflnam","dcsrdt","LES","LES",0,0,"r_age_pflnam",1,"","",1,"dcs_rdt"
"age_pflnam","LES","invstschgopr","LES",0,0,"l_age_pflnam",1,"","",0,"dcs_data"
"age_pflnam","LES","LES","LES",0,0,"l_age_pflnam",1,"","",1,"sal_data"
"aisle_id","dcsrdt","DIR_WORK_ASSIGNMENT_FILTERS","LES",0,0,"r_aisle_id",1,"","",1,"dcs_rdt"
"aisle_id","LES","LES","LES",0,0,"l_aisle_id",1,"","",1,"dcs_data"
"alc_asset_grp","LES","LES","LES",0,0,"l_alc_asset_grp",1,"","",1,"dcs_data"
"alc_search_path","LES","LES","LES",0,0,"l_alc_search_path",0,"alc_search_path=colval","",1,"dcs_data"
"alg_grp_id","LES","alggrpmnt","SEAMLES",0,0,"l_alg_grp_id",1,"","",1,"int_data"
"alg_id","LES","algmnt","SEAMLES",0,0,"l_nomacro_alg_id",1,"","",1,"int_data"
"alloc_rule_name","waveopr","planwave","LES",0,0,"l_rule_nam",1,"alloc_rule_name=rule_nam","",1,"dcs_data"
"alt_prt_typ","dcsrdt","ALT_PART_CAPTURE","LES",0,0,"l_alter_prt_typ",1,"","",0,"dcs_data"
"appl_id","LES","LES","LES",1,0,"l_appl_id",1,"","",1,"mcs_data"
"appl_id","LES","SYSAUDRECMNT","LES",1,0,"l_appl_id_sysaud",1,"","",1,"mcs_data"
"appl_id","wrkflwmnt","LES","LES",1,0,"l_appl_id",0,"","",1,"mcs_data"
"appt_id","LES","apptmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"appt_id","LES","LES","LES",0,0,"l_appt_id",1,"","",1,"dcs_data"
"appt_id","LES","trlrmgtopr","LES",0,0,"l_appt_id",1,"appt_id,trlr_cod","appt_id",1,"dcs_data"
"arc_table","LES","LES","LES",0,0,"l_arc_table",1,"arc_table=table_name","table_name-arc_table",1,"sal_data"
"arecod","LES","arecopy","LES",0,0,"NONE",0,"","",1,"dcs_data"
"arecod","LES","AreMstPKWiz","LES",0,0,"NONE",0,"","",1,"dcs_data"
"arecod","LES","dckschdopr","LES",0,0,"l_dock_arecod",1,"","",1,"dcs_data"
"arecod","LES","LES","LES",0,0,"l_arecod",1,"","",1,"dcs_data"
"arecod","ordconpolmnt","LES","LES",0,0,"l_arecod_ordcon",1,"","",1,"dcs_data"
"arecod","ordconpolovrdmnt","LES","LES",0,0,"l_arecod_ordcon",1,"","",1,"dcs_data"
"asset_id","LES","assetdsp","LES",0,0,"l_asset_id",1,"asset_id","",1,"dcs_data"
"asset_id","LES","assetmovhis","LES",0,0,"l_asset_id",1,"asset_id","",1,"dcs_data"
"asset_id","LES","invdsp","LES",0,0,"l_asset_id",1,"asset_id","",1,"dcs_data"
"asset_id","LES","lodunlodasset","LES",0,0,"l_empty_ser_asset_id",1,"asset_id","",1,"dcs_data"
"asset_num","LES","assetdsp","LES",0,0,"l_asset_num",1,"asset_num","",1,"dcs_data"
"asset_stat","dcsrdt","LES","LES",0,0,"r_asset_stat",1,"","",1,"dcs_rdt"
"asset_typ","alcassetgrpmnt","LES","LES",0,0,"l_alcassettyp",1,"","",0,"dcs_data"
"asset_typ","dcsrdt","ASSET_IDENTIFY","LES",0,0,"r_asset_typ_inv",1,"","",1,"dcs_rdt"
"asset_typ","dcsrdt","CREATE_ASSET","LES",0,0,"r_asset_typ_inv",1,"","",0,"dcs_rdt"
"asset_typ","dcsrdt","LOAD_ASSET_ADJUST","LES",0,0,"r_asset_typ_i_nonser",1,"","",1,"dcs_rdt"
"asset_typ","dcsrdt","LOAD_PREPARATION","LES",0,0,"r_asset_typ_val",1,"","",1,"dcs_rdt"
"asset_typ","dcsrdt","RECEIVE_ASSET","LES",0,0,"r_asset_typ_inv",1,"","",1,"dcs_rdt"
"asset_typ","dcsrdt","USR_IDENTIFY_LOAD_EX","LES",0,10,"usr_asset_typ_rf_ex",1,"","",0,"usr_data"
"asset_typ","LES","assetdsp","LES",0,0,"l_asset_typ",1,"","",1,"dcs_data"
"asset_typ","LES","chginvnonserasset","LES",0,0,"l_asset_typ_i_nonser",1,"","",1,"dcs_data"
"asset_typ","LES","invdspmw","LES",0,0,"l_asset_typ_invdspmw",1,"asset_typ","wh_id",1,"dcs_data"
"asset_typ","LES","LES","LES",0,0,"l_asset_typ_inv",1,"asset_typ","",1,"dcs_data"
"asset_typ","LES","locmstmnt","LES",0,0,"l_asset_typ",1,"asset_typ","",0,"dcs_data"
"asset_typ","LES","locmstovr","LES",0,0,"l_asset_typ_ser",1,"asset_typ","",0,"dcs_data"
"asset_typ","LES","nonserassetadjopr","LES",0,0,"l_asset_typ_non_ser",1,"","",1,"dcs_data"
"asset_typ","LES","ordovrprocess","LES",0,0,"l_asset_typ_ord",1,"","",0,"dcs_data"
"asset_typ","LES","palbldopr","LES",0,0,"l_asset_typ_pld",1,"","",0,"dcs_data"
"asset_typ","LES","pcklstrulsetmnt","LES",0,0,"l_asset_typ_plr",1,"asset_typ","asset_typ",1,"dcs_data"
"asset_typ","LES","rcvassetdsp","LES",0,0,"l_asset_typ_rcv",1,"","",1,"dcs_data"
"asset_typ","LES","supftpopr","LES",0,0,"l_asset_typ_inv",1,"","",0,"dcs_data"
"asset_typ","LES","supprtopr","LES",0,0,"l_asset_typ_inv",1,"","",0,"dcs_data"
"asset_typ","prtftpmstdfltmnt","LES","LES",0,0,"NONE",0,"","",1,"sal_data"
"asset_typ","prtftpmstovrdmnt","LES","LES",0,0,"NONE",0,"","",1,"sal_data"
"asset_typ","RPWEB","LOC-ASSETCAPACITYMNT","LES",0,0,"l_asset_typ_ser",1,"asset_typ","",0,"dcs_data"
"asset_typ_to","LES","WMD-PCKLSTASSETCHNG","LES",0,0,"l_are_asset_typ_inv",1,"asset_typ_to=asset_typ","",1,"dcs_data"
"ath_grp_nam","LES","LES","LES",1,0,"l_ath_grp_nam",1,"ath_grp_nam","",1,"mcs_data"
"bar_code_tmpl_id","LES","LES","LES",0,0,"l_bar_code_tmpl_id",1,"","",0,"dcs_data"
"begloc","LES","LES","LES",0,0,"l_stoloc",1,"begloc=stoloc","stoloc=begloc",1,"sal_data"
"bldg_id","dcsrdt","DIR_WORK_ASSIGNMENT_FILTERS","LES",0,0,"r_bldg_id",1,"","",1,"dcs_rdt"
"blk_break_on_ord","LES","pcklstcfgmnt","LES",0,0,"l_bulk_o_break_on",1,"blk_break_on_ord=bulk_ord_brk_tbl","",0,"dcs_data"
"blk_break_on_ord","LES","pcklstcfgmntoverride","LES",0,0,"l_bulk_o_break_on",1,"blk_break_on_ord=bulk_ord_brk_tbl","",0,"dcs_data"
"blk_break_on_wko","LES","pcklstcfgmnt","LES",0,0,"l_bulk_o_brk_on_wko",1,"blk_break_on_wko=bulk_wko_brk_tbl","",0,"dcs_data"
"blk_break_on_wko","LES","pcklstcfgmntoverride","LES",0,0,"l_bulk_o_brk_on_wko",1,"blk_break_on_wko=bulk_wko_brk_tbl","",0,"dcs_data"
"blng_invc_stat2","LES","LES","LES",0,0,"l_blng_invc_stat2",1,"","",1,"sal_data"
"blng_prd_id","LES","LES","LES",0,0,"l_blng_prd_id",1,"blng_prd_id,client_id","blng_prd_id,client_id",1,"sal_data"
"blng_rate","LES","blgdtlopr","LES",0,0,"l_blng_rate",1,"blng_uom_cod,blng_rate,blng_serv_typ","blng_uom_cod,blng_rate,blng_serv_typ,prtnum,client_id,wh_id",1,"sal_data"
"blng_uom_cmd","LES","LES","LES",0,0,"l_cmdtxt",1,"blng_uom_cmd=cmdtxt","cmdtxt=blng_uom_cmd",1,"sal_data"
"bomhdr","LES","wkomnt","LES",0,0,"l_bomhdr",1,"","",1,"dcs_data"
"bomlin","bommnt","bomdtlmnt","0",0,1,"l_bomlin",0,"LES","LES",1,"dcs_data"
"bomlin","LES","LES","LES",0,0,"l_bomlin",0,"bomnum,client_id,bomlin","bomnum,client_id,bomlin",1,"dcs_data"
"bomnum","LES","LES","LES",0,0,"l_bomnum",1,"bomnum,client_id","bomnum,client_id",1,"dcs_data"
"brcust","LES","LES","LES",0,0,"l_cstnum",1,"brcust=cstnum,br_adr_id=adr_id","cstnum=brcust,client_id",1,"dcs_data"
"btcust","LES","LES","LES",0,0,"l_cstnum",1,"btcust=cstnum,bt_adr_id=adr_id","cstnum=btcust,client_id",1,"dcs_data"
"btn_key","LES","ddctxtmnumnt","LES",1,0,"l_btn_key",1,"","",1,"mcs_data"
"bto_subst_prtnum","LES","LES","LES",0,0,"l_prtnum",1,"bto_subst_prtnum=prtnum","prt_client_id",1,"sal_data"
"bundleloc","bundleinvopr","LES","LES",0,0,"l_stage_stoloc",1,"bundleloc=stoloc","",1,"dcs_data"
"cancel_cmd","LES","LES","LES",0,0,"l_cmdtxt",1,"cancel_cmd=cmdtxt","cmdtxt=cancel_cmd",1,"dcs_data"
"capuom","dcsrdt","CATCH_QTY_CAP","LES",0,0,"r_uomcod_capuom",1,"","",1,"dcs_rdt"
"car_ib_issue","dcsrdt","UNDIR_INBOUND_QUALITY","LES",0,0,"r_car_ib_issue",1,"","",1,"dcs_rdt"
"car_move_id","LES","apptmnt","LES",0,0,"l_car_move_id_appt",1,"car_move_id,trlr_num,carcod","",1,"dcs_data"
"car_move_id","LES","asscarmov","LES",0,0,"l_car_move_id_no_trl",1,"car_move_id","carcod,wh_id",1,"dcs_data"
"car_move_id","LES","carmovemnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"car_move_id","LES","LES","LES",0,0,"l_car_move_id",1,"car_move_id,carcod,track_num","",1,"dcs_data"
"car_move_id","LES","movtrlropr","LES",0,0,"l_car_move_id_no_trl",1,"car_move_id","carcod",1,"dcs_data"
"car_move_id","LES","planwave","LES",0,0,"l_carmov_inc_unasgnd",1,"","",1,"dcs_data"
"car_move_id","LES","trlrmgtopr","LES",0,0,"l_car_move_id_no_trl",1,"car_move_id","carcod",1,"dcs_data"
"car_move_id","LES","trlrpalposdsp","LES",0,0,"l_car_move_id",1,"car_move_id","",1,"dcs_data"
"car_move_id","LES","trlrpalposmnt","LES",0,0,"l_car_move_id",1,"car_move_id","",1,"dcs_data"
"car_move_id","LES","trlrplndsp","LES",0,0,"l_car_move_id",1,"car_move_id","",1,"dcs_data"
"car_move_id","shpdckopr","shpAssignStop","LES",0,0,"l_carmov_assn_ship",1,"","",1,"dcs_data"
"carcod","dckdropr","l_cargrp","LES",0,0,"l_carcod",0,"","",1,"dcs_data"
"carcod","dcsrdt","AUDIT_TRLR","LES",0,0,"r_carcod_trl_aud",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","PICKUP_TRLR","LES",0,0,"r_carcod_pck_trl",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","RETURN_TRUCK","LES",0,0,"r_carcod_ret",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","TRLR_QUIZ","LES",0,0,"r_carcod_trl_qiz",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","TRLR_QUIZ_CHNG_QUAL","LES",0,0,"r_carcod_ret",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","UNDIR_INBOUND_QUALITY","LES",0,0,"r_carcod_ibq",1,"","",1,"dcs_rdt"
"carcod","dcsrdt","UNDIR_LOAD_LTL","LES",0,0,"r_carcod_ltl",1,"","",1,"dcs_rdt"
"carcod","LES","LES","LES",0,0,"l_carcod",1,"carcod","cargrp,carnam",1,"dcs_data"
"carcod","LES","manpkgopr","LES",0,0,"l_carcod",1,"carcod","carcod,cargrp,carnam",1,"dcs_data"
"carcod","LES","shpdckopr","LES",0,0,"l_shpcar",1,"carcod","carnam",1,"dcs_data"
"carcod","LES","shpspltopr","LES",0,0,"l_carcod_ltl",1,"carcod","carnam",1,"dcs_data"
"carcod","LES","smlpkgopr","LES",0,0,"l_smlcar",1,"carcod","",1,"sal_data"
"carcod_srvlvl","LES","procordbat","LES",0,0,"l_carcod_srvlvl",1,"carcod_srvlvl,carcod","",1,"dcs_data"
"cargrp","LES","LES","LES",0,0,"l_cargrp",1,"cargrp","",1,"sal_data"
"carmovshpstglan","LES","LES","LES",0,0,"l_stgloc_stglanmnt",1,"carmovshpstglan=stoloc","",1,"dcs_data"
"carsrv","LES","LES","LES",0,0,"l_carsrv",1,"carsrv","",1,"dcs_data"
"cashgt_mu","dcsrdt","LES","LES",0,0,"r_cashgt_mu",1,"","",1,"dcs_rdt"
"caslbldev","LES","LES","LES",0,0,"l_devcod_printers",1,"caslbldev=devcod","devcod=caslbldev",1,"dcs_data"
"caslbldev","LES","WMD-AUTLINMNT","LES",0,0,"l_devcod_print_rcv",1,"caslbldev=devcod","devcod=caslbldev",1,"dcs_data"
"caslen_mu","dcsrdt","LES","LES",0,0,"r_caslen_mu",1,"","",1,"dcs_rdt"
"caswid_mu","dcsrdt","LES","LES",0,0,"r_caswid_mu",1,"","",1,"dcs_rdt"
"child_service","LES","LES","LES",0,0,"l_child_service",1,"child_service=service","service=child_service",1,"sal_data"
"client_id","AuthMnt","LES","LES",0,0,"l_client_id_all",1,"client_id","",1,"mcs_data"
"client_id","dcsrdt","INV_ADJUST_IDENTIFY","LES",0,0,"r_cli_invadj_idt",1,"","",1,"dcs_rdt"
"client_id","dcsrdt","RECEIVE_WITHOUT_ORDER","LES",0,0,"r_cli_rcv_id",1,"","",1,"dcs_rdt"
"client_id","dcsrdt","RETURN_TO_STOCK","LES",0,0,"l_ret_stk_client",1,"client_id","wh_id,prcloc,wkonum",1,"dcs_rdt"
"client_id","dcsrdt","UNDIR_IDENTIFY","LES",0,0,"r_cli_undir_id",1,"","",1,"dcs_rdt"
"cmd","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd=cmdtxt","",1,"dcs_data"
"cmd","LES","servinsactmnt","LES",0,0,"l_cmdtxt",1,"cmd=cmdtxt","",1,"dcs_data"
"cmd_config","LES","AVARULCFGMNT","LES",0,0,"l_syntax",1,"cmd_config=command","command=cmd_config",1,"sal_data"
"cmd_for_alloc","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd_for_alloc=cmdtxt","cmdtxt=cmd_for_alloc",1,"dcs_data"
"cmd_for_alloc_valdt","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd_for_alloc_valdt=cmdtxt","cmdtxt=cmd_for_alloc_valdt",1,"dcs_data"
"cmd_for_confirm","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd_for_confirm=cmdtxt","cmdtxt=cmd_for_confirm",1,"dcs_data"
"cmd_for_dealloc","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd_for_dealloc=cmdtxt","cmdtxt=cmd_for_dealloc",1,"dcs_data"
"cmd_for_release","LES","LES","LES",0,0,"l_cmdtxt",1,"cmd_for_release=cmdtxt","cmdtxt=cmd_for_release",1,"dcs_data"
"cmd_grp","LES","AVARULCFGMNT","LES",0,0,"l_cmdgrp",1,"cmd_grp=codval","",1,"sal_data"
"cmdtxt","LES","LES","LES",0,0,"l_cmdtxt",1,"","",1,"sal_data"
"cnfrm_val_var_nam","LES","LES","LES",0,0,"l_var_cfg",1,"cnfrm_val_var_nam=var_nam","",1,"dcs_data"
"cnt_zone_id","dcsrdt","UNDIR_CYCLE_COUNT","LES",0,0,"r_cntzon",1,"","",1,"dcs_rdt"
"cnt_zone_id","LES","LES","LES",0,0,"l_cntzon_id",1,"","",1,"dcs_data"
"cntbat","dcsrdt","UNDIR_CYCLE_COUNT","LES",0,0,"r_cntbat",1,"","",1,"dcs_rdt"
"cntwav","LES","cntdsp","LES",0,0,"l_cntwav",1,"","",1,"dcs_data"
"cod_ret_adrcty","LES","LES","LES",0,0,"l_adrcty",1,"cod_ret_adrcty=adrcty,cod_ret_adrstc=adrstc,cod_ret_ctry_name=ctry_name,cod_ret_adrpsz=adrpsz","adrcty=cod_ret_adrcty,adrstc=cod_ret_adrstc,ctry_name=cod_ret_ctry_name,adrpsz=cod_ret_adrpsz",1,"sal_prcl_data"
"cod_ret_adrstc","LES","LES","LES",0,0,"l_adrstc",1,"cod_ret_adrstc=adrstc,cod_ret_ctry_name=ctry_name","",1,"sal_prcl_data"
"codval","dcsrdt","TOOLS_CANCEL_PICK","LES",0,0,"r_cancod",1,"","",1,"dcs_rdt"
"codval","dcsrdt","UNDIR_UNPICK","LES",0,0,"r_cancod",1,"","",1,"dcs_rdt"
"colval","LES","pckexcmnt","LES",0,0,"l_colval",1,"","colnam",1,"dcs_data"
"colval","LES","pcklstcfgmnt","LES",0,0,"l_colval_pcklst",1,"colval","colnam",1,"dcs_data"
"colval","LES","pcklstcfgmntoverride","LES",0,0,"l_colval_pcklst",1,"colval","colnam",1,"dcs_data"
"comcod","LES","commstcopy","LES",0,0,"l_comcod",0,"","",1,"dcs_data"
"comcod","LES","LES","LES",0,0,"l_comcod",1,"","",1,"sal_data"
"comcod","LES","prtmstmnt","LES",0,0,"l_comcod_prt",1,"comcod","",1,"sal_data"
"comcod","LES","prtmstovrdmnt","LES",0,0,"l_comcod_prt",1,"comcod","",1,"sal_data"
"comm_mthd_id","LES","commmthdmnt","SEAMLES",0,0,"l_comm_mthd_id",1,"","",1,"int_data"
"cponum","LES","carmovdsp","LES",0,0,"l_cponum",1,"","",1,"dcs_data"
"cponum","LES","wrksysdsp","LES",0,0,"l_cponum",1,"","",1,"dcs_data"
"cponum","LES","wrksysopr","LES",0,0,"l_cponum",1,"","",1,"dcs_data"
"cri_id","LES","RCV-PLTBLD-MNT","LES",0,0,"l_cri_id",1,"cri_id=colnam","",0,"dcs_data"
"cri_id","LES","RCV-PLTBLD-RULE-MNT","LES",0,0,"l_cri_id",1,"cri_id=colnam","",0,"dcs_data"
"crncy_code","LES","SALLocaleMnt","LES",0,0,"l_SAL_Currency",1,"crncy_code","",1,"mcs_data"
"crtnam","LES","planwave","LES",0,0,"l_crtnam_planwave",1,"","",1,"dcs_data"
"cstms_cmmdty_cod","LES","bommnt","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"dcs_data"
"cstms_cmmdty_cod","LES","prtmstmnt","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"sal_data"
"cstms_cmmdty_cod","LES","prtmstovrdmnt","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"sal_data"
"cstms_cmmdty_cod","LES","rcvdtlmnt","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"dcs_data"
"cstms_cmmdty_cod","LES","wkomnt","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"dcs_data"
"cstms_cmmdty_cod","LES","wkosumdsp","LES",0,0,"l_comcod_prt",1,"cstms_cmmdty_cod=comcod","",1,"dcs_data"
"cstms_cnsgnmnt_id","dcsrdt","UDIA_CAPTURE","LES",0,0,"r_cstms_cnsgnmnt_id",1,"","",1,"dcs_rdt"
"cstms_cnsgnmnt_id","hldmstmnt","hldmstmnt","LES",0,0,"l_cstmscnsgnid",1,"","cstms_cnsgnmnt_id,wh_id",1,"dcs_data"
"cstms_cnsgnmnt_id","LES","identify","LES",0,0,"l_cstmcnsgnid_rcvlin",1,"cstms_cnsgnmnt_id","cstms_cnsgnmnt_id,client_id=prt_client_id,wh_id,supnum",1,"dcs_data"
"cstms_cnsgnmnt_id","LES","LES","LES",0,0,"l_cstms_cnsgnmnt_id",1,"cstms_cnsgnmnt_id,client_id,wh_id","cstms_cnsgnmnt_id,client_id,wh_id",0,"dcs_data"
"cstms_cnsgnmnt_id","LES","rcvdtlmnt","LES",0,0,"l_cstmcnsgnid_rcvlin",1,"cstms_cnsgnmnt_id","cstms_cnsgnmnt_id,client_id=prt_client_id,wh_id,supnum",1,"dcs_data"
"cstms_cnsgnmnt_id","LES","wkomnt","LES",0,0,"l_cstmcnsgnid_wko",1,"cstms_cnsgnmnt_id","cstms_cnsgnmnt_id,client_id=prt_client_id,wh_id",0,"dcs_data"
"cstms_cnsgnmnt_id","LES","wkosumdsp","LES",0,0,"l_cstmcnsgnid_wko",1,"cstms_cnsgnmnt_id","cstms_cnsgnmnt_id,client_id=prt_client_id,wh_id",0,"dcs_data"
"cstms_cnsgnmnt_id","prdlinopr","identify","LES",0,0,"l_cstmcnsgnid_wko",1,"cstms_cnsgnmnt_id","cstms_cnsgnmnt_id,client_id=prt_client_id,wh_id",1,"dcs_data"
"cstms_cnsgnmnt_id","RPWEB","LES","LES",0,0,"l_cstms_cnsgnmnt_id",1,"cstms_cnsgnmnt_id,client_id,wh_id","cstms_cnsgnmnt_id,client_id,wh_id",0,"dcsweb_data"
"cstms_dtycust","LES","LES","LES",0,0,"l_cstnum",1,"cstms_dtycust=cstnum","cstnum,client_id",1,"dcs_data"
"cstms_ordtyp","LES","cstmsordtypmnt","LES",0,0,"l_cstms_ordtyp",0,"cstms_ordtyp,lngdsc","cstms_ordtyp",0,"dcs_data"
"cstms_ordtyp","LES","LES","LES",0,0,"l_cstms_ordtyp",1,"cstms_ordtyp,lngdsc","cstms_ordtyp",0,"dcs_data"
"cstms_ordtyp","LES","ordmnt","LES",0,0,"l_cstms_ordtyp_ord",1,"cstms_ordtyp,lngdsc","wh_id,stcust,client_id",0,"dcs_data"
"cstms_rcpt_typ","dcsrdt","UDIA_CAPTURE","LES",0,0,"r_cstms_rcpt_typ",1,"","",1,"dcs_rdt"
"cstnam","retprcopr","retsearchorishpfrm","LES",0,0,"l_cst_name",1,"cstnam","",1,"dcs_data"
"cstnum","LES","cstprfdsp","LES",0,0,"l_cstnum",1,"","cstnum,client_id",1,"dcs_data"
"cstnum","LES","CustomerMnt","LES",0,0,"NONE",0,"","",1,"sal_data"
"cstnum","LES","LES","LES",0,0,"l_cstnum",1,"","cstnum,client_id",1,"sal_data"
"cstnum","LES","planwave","LES",0,0,"l_store",1,"","cstnum,client_id,wh_id",1,"dcs_data"
"cstnum","LES","retprcopr","LES",0,0,"l_cstnum",1,"","cstnum,client_id",1,"dcs_data"
"csttyp","LES","LES","LES",0,0,"l_csttyp",1,"","mc_csttyp",1,"dcs_data"
"ctn_break_on_norm","LES","pcklstcfgmnt","LES",0,0,"l_list_pick",1,"ctn_break_on_norm=pck_config_tbl","",0,"dcs_data"
"ctn_break_on_norm","LES","pcklstcfgmntoverride","LES",0,0,"l_list_pick",1,"ctn_break_on_norm=pck_config_tbl","",0,"dcs_data"
"ctn_break_on_pre","LES","pcklstcfgmnt","LES",0,0,"l_list_pick",1,"ctn_break_on_pre=pck_config_tbl","",0,"dcs_data"
"ctn_break_on_pre","LES","pcklstcfgmntoverride","LES",0,0,"l_list_pick",1,"ctn_break_on_pre=pck_config_tbl","",0,"dcs_data"
"ctn_group_by","LES","pcklstcfgmnt","LES",0,0,"l_ctn_group_by",1,"ctn_group_by=ctn_grp_by","",0,"dcs_data"
"ctn_group_by","LES","pcklstcfgmntoverride","LES",0,0,"l_ctn_group_by",1,"ctn_group_by=ctn_grp_by","",0,"dcs_data"
"ctn_order_by","LES","pcklstcfgmnt","LES",0,0,"l_list_pick",1,"ctn_order_by=pck_config_tbl","",0,"dcs_data"
"ctn_order_by","LES","pcklstcfgmntoverride","LES",0,0,"l_list_pick",1,"ctn_order_by=pck_config_tbl","",0,"dcs_data"
"ctnnum","ctnpcksdsp","LES","LES",0,0,"l_ctnnum",1,"","ctnnum",1,"dcs_data"
"ctry_name","retprcopr","retsearchorishpfrm","LES",0,0,"l_cst_ctry_name",1,"ctry_name=short_dsc","cstnum=cstnum",1,"dcs_data"
"cwc","dcsrdt","CSTMS_CSGN_ENTRY","LES",0,0,"r_cwc",1,"","",1,"dcs_rdt"
"dash_dda_id","LES","LES","LES",0,0,"l_dash_dda_id",1,"dash_dda_id=dda_id","dda_id=dash_dda_id",1,"sal_data"
"data_lay_id","LES","LES","SEAMLES",0,0,"l_datalay",1,"","",1,"int_data"
"dck_dr","dcsrdt","CLOSE_RCV_TRLR","LES",0,0,"r_rcvdck_close",1,"","",1,"dcs_rdt"
"dckloc","LES","dckdropr","LES",0,0,"l_dckdor_dckloc",1,"dckloc=stoloc","stoloc=dckloc",1,"dcs_data"
"dckloc","LES","LES","LES",0,0,"l_dckloc",1,"dckloc=stoloc","stoloc=dckloc",1,"dcs_data"
"def_asset_typ","LES","prtftpmstdfltmnt","LES",0,0,"l_asset_typ_i_nonser",1,"def_asset_typ = asset_typ","asset_typ=def_asset_typ",1,"dcs_data"
"def_asset_typ","LES","prtftpmstmntsupr","LES",0,0,"l_asset_typ_i_nonser",1,"def_asset_typ = asset_typ","asset_typ=def_asset_typ",1,"dcs_data"
"def_asset_typ","LES","prtftpmstovrdmnt","LES",0,0,"l_asset_typ_i_nonser",1,"def_asset_typ = asset_typ","asset_typ=def_asset_typ",1,"dcs_data"
