pcklst_rule_grp_id,pcklst_rule_grp_name,wh_id,client_id,ena_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
2,"TROLLEY_3S_A_ZONE_GRP","3","RFH",0,"20230113135003","20230113135003","939370","939370"
3,"TROLLEY_2S_A_ZONE_GRP","3","RFH",0,"20230113135050","20230113135050","939370","939370"
4,"TROLLEY_1S_A_ZONE_GRP","3","RFH",0,"20230113135128","20230113135128","939370","939370"
5,"TROLLEY_0S_A_ZONE_GRP","3","RFH",0,"20230113135158","20230113135158","939370","939370"
6,"TROLLEY_3S_B_ZONE_GRP","3","RFH",0,"20230113135227","20230113135227","939370","939370"
7,"TROLLEY_2S_B_ZONE_GRP","3","RFH",0,"20230113135306","20230113135306","939370","939370"
8,"TROLLEY_1S_B_ZONE_GRP","3","RFH",0,"20230113135340","20230113135340","939370","939370"
9,"TROLLEY_0S_B_ZONE_GRP","3","RFH",0,"20230113135408","20230113135408","939370","939370"
10,"TROLLEY_3S_C_ZONE_GRP","3","RFH",0,"20230113140921","20230113140921","939370","939370"
11,"TROLLEY_2S_C_ZONE_GRP","3","RFH",0,"20230113140954","20230113140954","939370","939370"
12,"TROLLEY_1S_C_ZONE_GRP","3","RFH",0,"20230113141026","20230113141026","939370","939370"
13,"TROLLEY_0S_C_ZONE_GRP","3","RFH",0,"20230113141051","20230113141051","939370","939370"
14,"TROLLEY_3S_D_ZONE_GRP","3","RFH",0,"20230113141136","20230113141136","939370","939370"
15,"TROLLEY_2S_D_ZONE_GRP","3","RFH",0,"20230113141221","20230113141221","939370","939370"
16,"TROLLEY_1S_D_ZONE_GRP","3","RFH",0,"20230113141252","20230113141252","939370","939370"
17,"TROLLEY_0S_D_ZONE_GRP","3","RFH",0,"20230113141320","20230113141320","939370","939370"
18,"TROLLEY_3S_E_ZONE_GRP","3","RFH",0,"20230113141705","20230113141705","939370","939370"
19,"TROLLEY_2S_E_ZONE_GRP","3","RFH",0,"20230113141730","20230113141730","939370","939370"
20,"TROLLEY_1S_E_ZONE_GRP","3","RFH",0,"20230113141801","20230113141801","939370","939370"
21,"TROLLEY_0S_E_ZONE_GRP","3","RFH",0,"20230113141825","20230113141825","939370","939370"
22,"TROLLEY_3S_L_ZONE_GRP","3","RFH",0,"20230113141849","20230113141849","939370","939370"
23,"TROLLEY_2S_L_ZONE_GRP","3","RFH",0,"20230113141919","20230113141919","939370","939370"
24,"TROLLEY_1S_L_ZONE_GRP","3","RFH",0,"20230113141946","20230113141946","939370","939370"
25,"TROLLEY_0S_L_ZONE_GRP","3","RFH",0,"20230113142020","20230113142020","939370","939370"
26,"TROLLEY_3S_P_ZONE_GRP","3","RFH",0,"20230113142044","20230113142044","939370","939370"
27,"TROLLEY_2S_P_ZONE_GRP","3","RFH",0,"20230113142115","20230113142115","939370","939370"
28,"TROLLEY_1S_P_ZONE_GRP","3","RFH",0,"20230113142143","20230113142143","939370","939370"
