uc_delivery_id,wh_id,dst_mov_zone_id,seqnum,stoloc,uc_multi_drop,frstol,ins_dt,last_upd_dt,last_upd_user_id
1016,"7",10120,3,"E-002-27",0,"","20200415152553","20200415152553","938673"
1016,"7",10120,4,"H-002-01",0,"","20200415152553","20200415152553","938673"
1017,"7",10120,1,"E-002-20",0,"","20200415152553","20200415152553","938673"
1017,"7",10120,2,"E-002-19",0,"","20200415152553","20200415152553","938673"
1017,"7",10120,3,"E-002-27",0,"","20200415152553","20200415152553","938673"
1017,"7",10120,4,"H-002-01",0,"","20200415152553","20200415152553","938673"
1018,"7",10120,1,"E-002-24",0,"","20200415152553","20200415152553","938673"
1018,"7",10120,2,"E-002-27",0,"","20200415152553","20200415152553","938673"
1018,"7",10120,3,"H-002-01",0,"","20200415152553","20200415152553","938673"
1019,"7",10120,1,"E-002-25",0,"","20200415152553","20200415152553","938673"
1019,"7",10120,2,"E-002-27",0,"","20200415152553","20200415152553","938673"
1019,"7",10120,3,"H-002-01",0,"","20200415152553","20200415152553","938673"
1020,"7",10120,1,"E-002-26",0,"","20200415152553","20200415152553","938673"
1020,"7",10120,2,"E-002-27",0,"","20200415152553","20200415152553","938673"
1020,"7",10120,3,"H-002-01",0,"","20200415152553","20200415152553","938673"
