polcod,polvar,polval,wh_id_tmpl,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam,is_purged
"ALLOCATE-INV","CREATE-ORDER-TO-INV","ORDLIN","----",0,"","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","MATCH-ORDER-TO-INV","ORDLIN","----",0,"","",0,0,0.0,0.0,"20210202173916","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","COMMIT-DURING-ALLOC","----",0,"","",0,0,0.0,0.0,"20210202173823","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","COMMIT-DURING-ALLOC","----",1,"","",1,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","FORCE-FULL-UNTCAS-FOR-PALLET-PICKS","----",1,"","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","FORCE-NULL-CHECK-FOR-UIA","----",0,"","",0,0,0.0,0.0,"20210202173823","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",0,"InventorySelectorBaseInventorySorter","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",1,"InventorySelectorAssetTypeAndLoadAttributes","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",2,"InventorySelectorSearchPathSequence","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",3,"InventorySelectorInventoryDateRotation","",0,0,0.0,0.0,"20190606132747","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",4,"InventorySelectorRestrictedLotStatus","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",5,"InventorySelectorPickBuildingSequence","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",6,"InventorySelectorInventoryStatusProgression","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","INV-SELECTOR-SEQUENCE","----",7,"InventorySelectorMaxCount","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","LOG-FILE-ENABLED","----",1,"","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",0,"N","SUNDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",1,"Y","MONDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",2,"Y","TUESDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",3,"Y","WEDNESDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",4,"Y","THURSDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",5,"Y","FRIDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","MISCELLANEOUS","PICK-WEEK","----",6,"N","SATURDAY",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-CODE","----",0,"MIN","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-PREC","----",0,"ord_line,wkodtl,wkohdr,cstprt,cstmst,csttyp_pfl,prtmst,client_wh,policy","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-TYPE","----",0,"LOCATION-ORDER-BY","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-TYPE","3",0,"FIFO-ORDER-BY","",0,0,0.0,0.0,"20220706151453","939370","",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-WIN","----",0,"","",1,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","ABS-ORDINV-WIN","3",0,"","",1440,0,0.0,0.0,"20200515132649","938673","dcs_data",0
"ALLOCATE-INV","ORDER-INV","FEFO-ORDER-BY","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","FEFO-ORDER-BY-ABSOLUTE","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY","3",1,"invsum.olddte ASC","",0,0,0.0,0.0,"20230801000000","938673","",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY","3",2,"abs(invsum.untqty - @pckqty) ASC","",0,0,0.0,0.0,"20230801000000","938673","",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY-ABSOLUTE","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY-ABSOLUTE","3",1,"invsum.olddte ASC","",0,0,0.0,0.0,"20230804000000","938673","",0
"ALLOCATE-INV","ORDER-INV","FIFO-ORDER-BY-ABSOLUTE","3",2,"abs(invsum.untqty - @pckqty) ASC","",0,0,0.0,0.0,"20230804000000","938673","",0
"ALLOCATE-INV","ORDER-INV","IGNORE-REMNANT-INVENTORY","----",1,"","",0,0,0.0,0.0,"20230818080620","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","INVENTORY-IN-LOCATION","----",1,"il.lodnum, sum(id.untqty)","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LEFO-ORDER-BY","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LEFO-ORDER-BY-ABSOLUTE","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LIFO-ORDER-BY","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LIFO-ORDER-BY-ABSOLUTE","----",1,"abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LOCATION-ORDER-BY","----",0,"locmst.ateseq, locmst.atedte, locmst.stoloc","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LOCATION-ORDER-BY","----",1,"invsum.olddte","",0,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","LOCATION-ORDER-BY","----",2,"locmst.curqvl, abs(invsum.untqty - @pckqty) asc","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","OUT-WIN-ENABLE","----",0,"","",1,0,0.0,0.0,"20210202173918","NOUSER","dcs_data",0
"ALLOCATE-INV","ORDER-INV","OUT-WIN-ENABLE","3",0,"","",1,0,0.0,0.0,"20200515132649","938673","dcs_data",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",1,"10071","XXXX",0,0,0.0,0.0,"20220421150923","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",2,"10070","XXXX",0,0,0.0,0.0,"20220419155858","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",3,"10069","XXXX",0,0,0.0,0.0,"20220419155728","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",4,"10068","XXXX",0,0,0.0,0.0,"20220414162815","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",5,"10067","XXXX",0,0,0.0,0.0,"20220414140610","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",6,"10066","XXXX",0,0,0.0,0.0,"20220406161319","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",7,"10065","XXXX",0,0,0.0,0.0,"20220406143852","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",8,"10064","XXXX",0,0,0.0,0.0,"20220405184307","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",9,"10045","XXXX",0,0,0.0,0.0,"20210622143302","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",10,"10019","XXXX",0,0,0.0,0.0,"20181212115745","940028","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",11,"10018","XXXX",0,0,0.0,0.0,"20181212115704","940028","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",12,"10016","XXXX",0,0,0.0,0.0,"20181212115521","940028","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",13,"10015","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",14,"10014","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",15,"10013","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",16,"10012","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",17,"10011","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",18,"10010","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",19,"10009","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",20,"10008","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",21,"10007","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",22,"10006","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",23,"10005","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",24,"10004","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",25,"10003","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",26,"10002","XXXX",0,0,0.0,0.0,"20181210102459","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",27,"10001","XXXX",0,0,0.0,0.0,"20181210102459","SUPER","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",28,"10046","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",29,"10056","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",30,"10057","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",31,"10058","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",32,"10059","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",33,"10060","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",34,"10063","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",35,"10042","XXXX",0,0,0.0,0.0,"20201006171350","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",36,"10043","XXXX",0,0,0.0,0.0,"20201006171350","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",37,"10046","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",38,"10055","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",39,"10058","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",40,"10059","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",41,"10060","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",42,"10063","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",43,"10072","XXXX",0,0,0.0,0.0,"20220926153313","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",44,"10073","XXXX",0,0,0.0,0.0,"20221005170249","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",45,"10074","XXXX",0,0,0.0,0.0,"20221005170249","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",46,"10075","XXXX",0,0,0.0,0.0,"20221005170249","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",47,"10076","XXXX",0,0,0.0,0.0,"20221005170249","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",48,"10077","XXXX",0,0,0.0,0.0,"20221005170249","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",49,"10078","XXXX",0,0,0.0,0.0,"20221005171147","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",50,"10079","XXXX",0,0,0.0,0.0,"20221005171147","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",51,"10080","XXXX",0,0,0.0,0.0,"20221005171147","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",52,"10081","XXXX",0,0,0.0,0.0,"20221005171452","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",53,"10082","XXXX",0,0,0.0,0.0,"20221005171452","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",54,"10083","XXXX",0,0,0.0,0.0,"20221005171759","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",55,"10084","XXXX",0,0,0.0,0.0,"20221005171759","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",56,"10085","XXXX",0,0,0.0,0.0,"20221005171759","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",57,"10086","XXXX",0,0,0.0,0.0,"20221005172259","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",59,"10088","XXXX",0,0,0.0,0.0,"20221005172259","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",60,"10089","XXXX",0,0,0.0,0.0,"20221122175220","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",61,"10092","XXXX",0,0,0.0,0.0,"20231006080202","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",62,"10093","XXXX",0,0,0.0,0.0,"20231006080214","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",63,"10094","XXXX",0,0,0.0,0.0,"20231006080225","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",64,"10095","XXXX",0,0,0.0,0.0,"20231006080233","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",65,"10096","XXXX",0,0,0.0,0.0,"20231006080248","939370","",0
"ALLOCATE-INV","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",66,"10097","XXXX",0,0,0.0,0.0,"20231006080259","939370","",0
"ALLOCATE-LOC","IGNORE-COMMITTED-INVENTORY","ENABLED","----",0,"","",0,0,0.0,0.0,"20230818080611","NOUSER","dcs_data",0
"ALLOCATE-LOC","MISCELLANEOUS","LOG-FILE-ENABLED","----",1,"","",0,0,0.0,0.0,"20230818080611","NOUSER","dcs_data",0
"ALLOCATE-LOC","MISCELLANEOUS","MULTIPLE-ASSET-LEVEL-TOLERANCE-LIMIT","----",0,"percentage","",200,0,0.0,0.0,"20210202173823","NOUSER","dcs_data",0
"ALLOCATE-LOC","MISCELLANEOUS","USE-EACH-HEIGHT","----",1,"XXXX","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-LOC","MISCELLANEOUS","USE-EACH-HEIGHT","3",2,"10001","",0,0,0.0,0.0,"20181212120252","940028","",0
"ALLOCATE-LOC","ORDER-BY","ORDER-BY","----",1,"locmst.velzon, locmst.sto_seq, locmst.trvseq, locmst.lochgt, locmst.stoloc","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-LOC","PROXIMITY","DEFAULT-PICK-LOC","----",1,"PERM-ADJ-LOC","",0,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-LOC","PROXIMITY","RANDOM","----",1,"","",1,0,0.0,0.0,"20210202173919","NOUSER","dcs_data",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",1,"10071","XXXX",0,0,0.0,0.0,"20220421150923","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",2,"10070","XXXX",0,0,0.0,0.0,"20220419155858","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",3,"10069","XXXX",0,0,0.0,0.0,"20220419155728","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",4,"10068","XXXX",0,0,0.0,0.0,"20220414162815","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",5,"10067","XXXX",0,0,0.0,0.0,"20220414140610","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",6,"10066","XXXX",0,0,0.0,0.0,"20220406161319","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",7,"10065","XXXX",0,0,0.0,0.0,"20220406143851","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",8,"10064","XXXX",0,0,0.0,0.0,"20220405184307","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",9,"10045","XXXX",0,0,0.0,0.0,"20210622143302","939161","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",10,"10019","XXXX",0,0,0.0,0.0,"20181212115745","940028","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",11,"10018","XXXX",0,0,0.0,0.0,"20181212115704","940028","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",12,"10016","XXXX",0,0,0.0,0.0,"20181212115521","940028","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",13,"10015","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",14,"10014","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",15,"10013","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",16,"10012","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",17,"10011","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",18,"10010","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",19,"10009","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",20,"10008","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",21,"10007","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",22,"10006","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",23,"10005","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",24,"10004","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",25,"10003","XXXX",0,0,0.0,0.0,"20181210102500","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",26,"10002","XXXX",0,0,0.0,0.0,"20181210102459","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",27,"10001","XXXX",0,0,0.0,0.0,"20181210102459","SUPER","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",28,"10046","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",29,"10056","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",30,"10057","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",31,"10038","XXXX",0,0,0.0,0.0,"20201006171433","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",32,"10039","XXXX",0,0,0.0,0.0,"20201006171433","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",33,"10060","XXXX",0,0,0.0,0.0,"20210826100000","939161","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",34,"10041","XXXX",0,0,0.0,0.0,"20201006171433","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",35,"10042","XXXX",0,0,0.0,0.0,"20201006171433","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",36,"10043","XXXX",0,0,0.0,0.0,"20201006171433","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",37,"10046","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",38,"10055","XXXX",0,0,0.0,0.0,"20210520163131","939370","",0
"ALLOCATE-LOC","RESCOD-ZONE-DEF-ASSC","RESCOD-ZONE-FIXED","3",39,"10072","XXXX",0,0,0.0,0.0,"20220926153337","939370","",0
