gln,wh_id,uc_delivery_id,ins_dt,last_upd_dt,last_upd_user_id
"8713782674322","7",1000,"20200415152553","20200415152553","938673"
"8713783205822","7",1000,"20200415152553","20200415152553","938673"
"8713783461143","7",1000,"20200415152553","20200415152553","938673"
"8713783803998","7",1000,"20200415152553","20200415152553","938673"
"8713783804001","7",1000,"20200415152553","20200415152553","938673"
"8713783804018","7",1000,"20200415152553","20200415152553","938673"
"8713783804025","7",1000,"20200415152553","20200415152553","938673"
"8713783804032","7",1000,"20200415152553","20200415152553","938673"
"8713783804049","7",1000,"20200415152553","20200415152553","938673"
"8713783804056","7",1000,"20200415152553","20200415152553","938673"
"8713783804063","7",1000,"20200415152553","20200415152553","938673"
"8713783804070","7",1000,"20200415152553","20200415152553","938673"
"8713783804087","7",1006,"20200415152553","20200415152553","938673"
"8713783804094","7",1019,"20200415152553","20200415152553","938673"
"8713783804100","7",1018,"20200415152553","20200415152553","938673"
"8713783804117","7",1000,"20200415152553","20200415152553","938673"
"8713783804124","7",1000,"20200415152553","20200415152553","938673"
"8713783804131","7",1000,"20200415152553","20200415152553","938673"
"8713783804148","7",1000,"20200415152553","20200415152553","938673"
"8713783804155","7",1020,"20200415152553","20200415152553","938673"
"8713783804162","7",1018,"20200415152553","20200415152553","938673"
"8713783804179","7",1018,"20200415152553","20200415152553","938673"
"8713783804186","7",1020,"20200415152553","20200415152553","938673"
"8713783804193","7",1000,"20200415152553","20200415152553","938673"
"8713783804209","7",1000,"20200415152553","20200415152553","938673"
"8713783804216","7",1000,"20200415152553","20200415152553","938673"
"8713783804223","7",1000,"20200415152553","20200415152553","938673"
"8713783804230","7",1016,"20200415152553","20200415152553","938673"
"8713783804247","7",1015,"20200415152553","20200415152553","938673"
"8713783804254","7",1000,"20200415152553","20200415152553","938673"
"8713783804261","7",1000,"20200415152553","20200415152553","938673"
"8713783804278","7",1000,"20200415152553","20200415152553","938673"
"8713783804285","7",1016,"20200415152553","20200415152553","938673"
"8713783804292","7",1015,"20200415152553","20200415152553","938673"
"8713783804308","7",1000,"20200415152553","20200415152553","938673"
"8713783804315","7",1000,"20200415152553","20200415152553","938673"
"8713783804322","7",1000,"20200415152553","20200415152553","938673"
"8713783804339","7",1000,"20200415152553","20200415152553","938673"
"8713783804346","7",1000,"20200415152553","20200415152553","938673"
"8713783804353","7",1000,"20200415152553","20200415152553","938673"
"8713783804360","7",1000,"20200415152553","20200415152553","938673"
"8713783804377","7",1000,"20200415152553","20200415152553","938673"
"8713783804384","7",1005,"20200415152553","20200415152553","938673"
"8713783804391","7",1000,"20200415152553","20200415152553","938673"
"8713783804407","7",1000,"20200415152553","20200415152553","938673"
"8713783804414","7",1010,"20200415152553","20200415152553","938673"
"8713783804421","7",1000,"20200415152553","20200415152553","938673"
"8713783804438","7",1008,"20200415152553","20200415152553","938673"
"8713783804445","7",1009,"20200415152553","20200415152553","938673"
"8713783804452","7",1000,"20200415152553","20200415152553","938673"
"8713783804469","7",1000,"20200415152553","20200415152553","938673"
"8713783804476","7",1000,"20200415152553","20200415152553","938673"
"8713783804483","7",1000,"20200415152553","20200415152553","938673"
"8713783804490","7",1000,"20200415152553","20200415152553","938673"
"8713783804506","7",1000,"20200415152553","20200415152553","938673"
"8713783804513","7",1000,"20200415152553","20200415152553","938673"
"8713783804520","7",1000,"20200415152553","20200415152553","938673"
"8713783804537","7",1000,"20200415152553","20200415152553","938673"
"8713783804544","7",1000,"20200415152553","20200415152553","938673"
"8713783804551","7",1000,"20200415152553","20200415152553","938673"
"8713783804568","7",1000,"20200415152553","20200415152553","938673"
"8713783804575","7",1000,"20200415152553","20200415152553","938673"
"8713783804582","7",1000,"20200415152553","20200415152553","938673"
"8713783804599","7",1000,"20200415152553","20200415152553","938673"
"8714231208693","7",1000,"20200415152553","20200415152553","938673"
"8718288002266","7",1001,"20200415152553","20200415152553","938673"
"8718288002273","7",1007,"20200415152553","20200415152553","938673"
"8718288002280","7",1000,"20200415152553","20200415152553","938673"
"8718288002389","7",1002,"20200415152553","20200415152553","938673"
"8718288002396","7",1003,"20200415152553","20200415152553","938673"
"8718288002402","7",1004,"20200415152553","20200415152553","938673"
"8718288002419","7",1011,"20200415152553","20200415152553","938673"
"8718288002426","7",1012,"20200415152553","20200415152553","938673"
"8718288002433","7",1014,"20200415152553","20200415152553","938673"
"8718288002440","7",1013,"20200415152553","20200415152553","938673"
"8718288003874","7",1000,"20200415152553","20200415152553","938673"
"8718288003881","7",1010,"20200415152553","20200415152553","938673"
"8718288003898","7",1018,"20200415152553","20200415152553","938673"
"8718288003904","7",1017,"20200415152553","20200415152553","938673"
"8718288020604","7",1000,"20200415152553","20200415152553","938673"
